 
System ID, System Name, AUT,  BL,  D,  DB,  EBD,  HH,  MID,  MoID, OHI,  OI,  PID,  SDD,  SI,  SID,  SLD,  TBI,  VI 
"7830611","State Charter Schools II- Cirrus Charter Academy","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"7830610","State Charter Schools II- Coweta Charter Academy","*","*","*","*","*","*","*","*","19","*","*","*","20","*","19","*","*"
"7830310","State Charter Schools II- Fulton Leadership Academy","*","*","*","*","*","*","*","*","10","*","*","*","*","*","28","*","*"
"7830615","State Charter Schools II- Genesis Innovation Academy for Boys","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"7830616","State Charter Schools II- Genesis Innovation Academy for Girls","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"7830619","State Charter Schools II- International Academy of Smyrna","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"7830110","State Charter Schools II- Ivy Preparatory Academy at Gwinnett","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"7830614","State Charter Schools II- Liberty Tech Charter Academy","*","*","*","*","*","*","*","*","*","*","*","*","*","*","10","*","*"
"7830210","State Charter Schools II- Pataula Charter Academy","*","*","*","*","*","*","*","*","*","*","*","*","*","*","19","*","*"
"7830617","State Charter Schools II- Resurgence Hall Charter School","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"7830618","State Charter Schools II- SAIL Charter Academy - School for Arts-Infused Learning","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"7830612","State Charter Schools II- Southwest Georgia S.T.E.M. Charter Academy","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"7830103","State Charter Schools II- Statesboro STEAM Academy","*","*","*","*","*","*","*","*","*","*","*","*","*","*","11","*","*"
"7820212","State Charter Schools- Cherokee Charter Academy","15","*","*","*","*","*","*","*","20","*","*","14","19","*","25","*","*"
"7820618","State Charter Schools- Coastal Plains Charter High School - Candler Campus","*","*","*","*","11","*","*","*","13","*","*","*","*","*","45","*","*"
"7820617","State Charter Schools- Dubois Integrity Academy","*","*","*","*","*","*","*","*","16","*","*","*","11","*","28","*","*"
"7820613","State Charter Schools- Foothills Charter High School (Central Office - Athens)","*","*","*","*","45","*","*","*","49","*","*","*","*","*","84","*","*"
"7820412","State Charter Schools- Georgia Connections Academy","80","*","*","*","27","*","13","*","99","*","*","20","32","*","146","*","*"
"7820120","State Charter Schools- Georgia Cyber Academy","297","*","*","*","135","13","81","30","413","13","*","64","157","*","659","*","12"
"7820616","State Charter Schools- Georgia School for Innovation and the Classics","*","*","*","*","*","*","*","*","17","*","*","*","10","*","21","*","*"
"7820119","State Charter Schools- Graduation Achievement Center Charter High School","*","*","*","*","30","*","*","*","50","*","*","*","*","*","98","*","*"
"7820614","State Charter Schools- International Charter School of Atlanta","*","*","*","*","*","*","*","*","*","*","*","*","19","*","*","*","*"
"7820612","State Charter Schools- Ivy Preparatory Academy, Inc","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"7820108","State Charter Schools- Mountain Education Charter High School","*","*","*","*","37","*","*","*","78","*","*","*","*","*","181","*","*"
"7820110","State Charter Schools- Odyssey Charter School","*","*","*","*","*","*","*","*","*","*","*","*","15","*","19","*","*"
"7820615","State Charter Schools- Scintilla Charter Academy","*","*","*","*","*","*","*","*","*","*","*","*","20","*","*","*","*"
"7820121","State Charter Schools- Utopian Academy for the Arts Charter School","*","*","*","*","*","*","*","*","*","*","*","*","*","*","14","*","*"
"727","Stephens County","40","*","*","*","35","*","36","12","84","*","*","117","58","*","185","*","*"
"728","Stewart County","*","*","*","*","*","*","*","*","*","*","*","*","12","*","19","*","*"
"729","Sumter County","31","*","*","*","46","*","50","19","42","*","*","95","165","*","112","*","*"
"730","Talbot County","*","*","*","*","12","*","*","*","13","*","*","*","11","*","14","*","*"
"731","Taliaferro County","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"732","Tattnall County","21","*","*","*","11","*","23","11","58","*","*","89","98","*","197","*","*"
"733","Taylor County","*","*","*","*","22","*","21","*","13","*","*","19","38","*","40","*","*"
"734","Telfair County","*","*","*","*","10","*","23","*","24","*","*","19","38","*","25","*","*"
"735","Terrell County","*","*","*","*","13","*","13","*","11","*","*","21","52","*","35","*","*"
"736","Thomas County","74","*","*","*","56","*","39","19","218","*","*","116","141","*","266","*","*"
"745","Thomaston-Upson County","31","*","*","*","27","*","30","19","62","*","*","79","54","*","214","*","*"
"789","Thomasville City","36","*","*","*","40","*","16","10","55","*","*","36","34","*","77","*","*"
"737","Tift County","41","*","*","*","50","*","47","28","60","*","*","152","130","*","298","*","*"
"738","Toombs County","26","*","*","*","16","*","37","11","40","*","*","80","90","*","115","*","*"
"739","Towns County","14","*","*","*","*","*","*","*","13","*","*","13","14","*","64","*","*"
"740","Treutlen County","18","*","*","*","12","*","*","*","21","*","*","29","21","*","33","*","*"
"791","Trion City","*","*","*","*","*","*","*","*","27","*","*","*","22","*","38","*","*"
"741","Troup County","61","*","*","*","52","*","66","19","230","*","*","161","270","*","231","*","*"
"742","Turner County","*","*","*","*","*","*","16","*","*","*","*","34","36","*","43","*","*"
"743","Twiggs County","*","*","*","*","10","*","15","*","32","*","*","*","16","*","26","*","*"
"744","Union County","25","*","*","*","33","*","*","*","87","*","*","57","56","*","140","*","*"
"792","Valdosta City","90","*","*","*","56","11","60","43","106","*","*","169","143","17","319","*","*"
"793","Vidalia City","20","*","*","*","19","*","30","*","35","*","*","41","47","*","110","*","*"
"746","Walker County","147","*","*","*","63","*","77","26","330","*","*","174","138","*","521","*","*"
"747","Walton County","118","*","*","*","80","10","62","39","244","*","*","146","231","12","417","*","*"
"748","Ware County","85","*","*","*","45","*","58","31","167","*","*","150","131","*","308","*","*"
"749","Warren County","*","*","*","*","*","*","10","*","*","*","*","27","*","*","18","*","*"
"750","Washington County","15","*","*","*","18","*","49","10","47","*","*","59","62","*","99","*","*"
"751","Wayne County","43","*","*","*","45","*","40","20","135","*","*","109","151","*","168","*","*"
"752","Webster County","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"753","Wheeler County","*","*","*","*","20","*","12","*","17","*","*","*","22","*","50","*","*"
"754","White County","39","*","*","*","20","*","30","*","74","*","*","73","95","*","195","*","*"
"755","Whitfield County","148","*","*","*","18","*","76","24","396","15","*","128","175","*","706","*","*"
"756","Wilcox County","10","*","*","*","*","*","15","10","15","*","*","12","15","*","52","*","*"
"757","Wilkes County","12","*","*","*","*","*","16","*","23","*","*","43","48","*","45","*","*"
"758","Wilkinson County","*","*","*","*","14","*","16","*","17","*","*","11","11","*","50","*","*"
"759","Worth County","17","*","*","*","25","*","19","13","28","*","*","44","50","*","47","*","*"
"7991895","","*","*","55","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"7991893","","*","*","93","*","*","46","16","*","*","*","*","*","*","*","*","*","*"
"7991894","","*","*","*","*","*","*","12","13","10","*","*","*","*","*","*","*","41"
