"Year","Region","County Name","District Name","District Number","Charter Status","Grade Level Name","Enrollment by Grade Level"
"2017-2018",07,"SAN AUGUSTINE COUNTY","BROADDUS ISD",203902,"TRADITIONAL ISD/CSD","Grade  8",23
"2017-2018",07,"SAN AUGUSTINE COUNTY","BROADDUS ISD",203902,"TRADITIONAL ISD/CSD","Grade  9",24
"2017-2018",07,"SAN AUGUSTINE COUNTY","BROADDUS ISD",203902,"TRADITIONAL ISD/CSD","Grade 10",35
"2017-2018",07,"SAN AUGUSTINE COUNTY","BROADDUS ISD",203902,"TRADITIONAL ISD/CSD","Grade 11",35
"2017-2018",07,"SAN AUGUSTINE COUNTY","BROADDUS ISD",203902,"TRADITIONAL ISD/CSD","Grade 12",24
"2017-2018",11,"PARKER COUNTY","BROCK ISD",184909,"TRADITIONAL ISD/CSD","Early Education",7
"2017-2018",11,"PARKER COUNTY","BROCK ISD",184909,"TRADITIONAL ISD/CSD","Pre-kindergarten",29
"2017-2018",11,"PARKER COUNTY","BROCK ISD",184909,"TRADITIONAL ISD/CSD","Kindergarten",97
"2017-2018",11,"PARKER COUNTY","BROCK ISD",184909,"TRADITIONAL ISD/CSD","Grade  1",106
"2017-2018",11,"PARKER COUNTY","BROCK ISD",184909,"TRADITIONAL ISD/CSD","Grade  2",97
"2017-2018",11,"PARKER COUNTY","BROCK ISD",184909,"TRADITIONAL ISD/CSD","Grade  3",103
"2017-2018",11,"PARKER COUNTY","BROCK ISD",184909,"TRADITIONAL ISD/CSD","Grade  4",96
"2017-2018",11,"PARKER COUNTY","BROCK ISD",184909,"TRADITIONAL ISD/CSD","Grade  5",121
"2017-2018",11,"PARKER COUNTY","BROCK ISD",184909,"TRADITIONAL ISD/CSD","Grade  6",101
"2017-2018",11,"PARKER COUNTY","BROCK ISD",184909,"TRADITIONAL ISD/CSD","Grade  7",109
"2017-2018",11,"PARKER COUNTY","BROCK ISD",184909,"TRADITIONAL ISD/CSD","Grade  8",104
"2017-2018",11,"PARKER COUNTY","BROCK ISD",184909,"TRADITIONAL ISD/CSD","Grade  9",115
"2017-2018",11,"PARKER COUNTY","BROCK ISD",184909,"TRADITIONAL ISD/CSD","Grade 10",99
"2017-2018",11,"PARKER COUNTY","BROCK ISD",184909,"TRADITIONAL ISD/CSD","Grade 11",90
"2017-2018",11,"PARKER COUNTY","BROCK ISD",184909,"TRADITIONAL ISD/CSD","Grade 12",99
"2017-2018",15,"COKE COUNTY","BRONTE ISD",041901,"TRADITIONAL ISD/CSD","Pre-kindergarten",18
"2017-2018",15,"COKE COUNTY","BRONTE ISD",041901,"TRADITIONAL ISD/CSD","Kindergarten",16
"2017-2018",15,"COKE COUNTY","BRONTE ISD",041901,"TRADITIONAL ISD/CSD","Grade  1",17
"2017-2018",15,"COKE COUNTY","BRONTE ISD",041901,"TRADITIONAL ISD/CSD","Grade  2",18
"2017-2018",15,"COKE COUNTY","BRONTE ISD",041901,"TRADITIONAL ISD/CSD","Grade  3",17
"2017-2018",15,"COKE COUNTY","BRONTE ISD",041901,"TRADITIONAL ISD/CSD","Grade  4",19
"2017-2018",15,"COKE COUNTY","BRONTE ISD",041901,"TRADITIONAL ISD/CSD","Grade  5",13
"2017-2018",15,"COKE COUNTY","BRONTE ISD",041901,"TRADITIONAL ISD/CSD","Grade  6",11
"2017-2018",15,"COKE COUNTY","BRONTE ISD",041901,"TRADITIONAL ISD/CSD","Grade  7",20
"2017-2018",15,"COKE COUNTY","BRONTE ISD",041901,"TRADITIONAL ISD/CSD","Grade  8",14
"2017-2018",15,"COKE COUNTY","BRONTE ISD",041901,"TRADITIONAL ISD/CSD","Grade  9",16
"2017-2018",15,"COKE COUNTY","BRONTE ISD",041901,"TRADITIONAL ISD/CSD","Grade 10",23
"2017-2018",15,"COKE COUNTY","BRONTE ISD",041901,"TRADITIONAL ISD/CSD","Grade 11",23
"2017-2018",15,"COKE COUNTY","BRONTE ISD",041901,"TRADITIONAL ISD/CSD","Grade 12",23
"2017-2018",05,"JASPER COUNTY","BROOKELAND ISD",121902,"TRADITIONAL ISD/CSD","Pre-kindergarten",20
"2017-2018",05,"JASPER COUNTY","BROOKELAND ISD",121902,"TRADITIONAL ISD/CSD","Kindergarten",23
"2017-2018",05,"JASPER COUNTY","BROOKELAND ISD",121902,"TRADITIONAL ISD/CSD","Grade  1",26
"2017-2018",05,"JASPER COUNTY","BROOKELAND ISD",121902,"TRADITIONAL ISD/CSD","Grade  2",28
"2017-2018",05,"JASPER COUNTY","BROOKELAND ISD",121902,"TRADITIONAL ISD/CSD","Grade  3",49
"2017-2018",05,"JASPER COUNTY","BROOKELAND ISD",121902,"TRADITIONAL ISD/CSD","Grade  4",34
"2017-2018",05,"JASPER COUNTY","BROOKELAND ISD",121902,"TRADITIONAL ISD/CSD","Grade  5",32
"2017-2018",05,"JASPER COUNTY","BROOKELAND ISD",121902,"TRADITIONAL ISD/CSD","Grade  6",31
"2017-2018",05,"JASPER COUNTY","BROOKELAND ISD",121902,"TRADITIONAL ISD/CSD","Grade  7",34
"2017-2018",05,"JASPER COUNTY","BROOKELAND ISD",121902,"TRADITIONAL ISD/CSD","Grade  8",26
"2017-2018",05,"JASPER COUNTY","BROOKELAND ISD",121902,"TRADITIONAL ISD/CSD","Grade  9",23
"2017-2018",05,"JASPER COUNTY","BROOKELAND ISD",121902,"TRADITIONAL ISD/CSD","Grade 10",33
"2017-2018",05,"JASPER COUNTY","BROOKELAND ISD",121902,"TRADITIONAL ISD/CSD","Grade 11",27
"2017-2018",05,"JASPER COUNTY","BROOKELAND ISD",121902,"TRADITIONAL ISD/CSD","Grade 12",25
"2017-2018",15,"BROWN COUNTY","BROOKESMITH ISD",025908,"TRADITIONAL ISD/CSD","Pre-kindergarten",8
"2017-2018",15,"BROWN COUNTY","BROOKESMITH ISD",025908,"TRADITIONAL ISD/CSD","Kindergarten",7
"2017-2018",15,"BROWN COUNTY","BROOKESMITH ISD",025908,"TRADITIONAL ISD/CSD","Grade  1",12
"2017-2018",15,"BROWN COUNTY","BROOKESMITH ISD",025908,"TRADITIONAL ISD/CSD","Grade  2",9
"2017-2018",15,"BROWN COUNTY","BROOKESMITH ISD",025908,"TRADITIONAL ISD/CSD","Grade  3",6
"2017-2018",15,"BROWN COUNTY","BROOKESMITH ISD",025908,"TRADITIONAL ISD/CSD","Grade  4",12
"2017-2018",15,"BROWN COUNTY","BROOKESMITH ISD",025908,"TRADITIONAL ISD/CSD","Grade  5",7
"2017-2018",15,"BROWN COUNTY","BROOKESMITH ISD",025908,"TRADITIONAL ISD/CSD","Grade  6",10
"2017-2018",15,"BROWN COUNTY","BROOKESMITH ISD",025908,"TRADITIONAL ISD/CSD","Grade  7",9
"2017-2018",15,"BROWN COUNTY","BROOKESMITH ISD",025908,"TRADITIONAL ISD/CSD","Grade  8",6
"2017-2018",15,"BROWN COUNTY","BROOKESMITH ISD",025908,"TRADITIONAL ISD/CSD","Grade  9",12
"2017-2018",15,"BROWN COUNTY","BROOKESMITH ISD",025908,"TRADITIONAL ISD/CSD","Grade 10",12
"2017-2018",15,"BROWN COUNTY","BROOKESMITH ISD",025908,"TRADITIONAL ISD/CSD","Grade 11",8
"2017-2018",15,"BROWN COUNTY","BROOKESMITH ISD",025908,"TRADITIONAL ISD/CSD","Grade 12",6
"2017-2018",20,"BEXAR COUNTY","BROOKS ACADEMY OF SCIENCE AND ENGI",015830,"OPEN ENROLLMENT CHARTER","Pre-kindergarten",105
"2017-2018",20,"BEXAR COUNTY","BROOKS ACADEMY OF SCIENCE AND ENGI",015830,"OPEN ENROLLMENT CHARTER","Kindergarten",206
"2017-2018",20,"BEXAR COUNTY","BROOKS ACADEMY OF SCIENCE AND ENGI",015830,"OPEN ENROLLMENT CHARTER","Grade  1",216
"2017-2018",20,"BEXAR COUNTY","BROOKS ACADEMY OF SCIENCE AND ENGI",015830,"OPEN ENROLLMENT CHARTER","Grade  2",215
"2017-2018",20,"BEXAR COUNTY","BROOKS ACADEMY OF SCIENCE AND ENGI",015830,"OPEN ENROLLMENT CHARTER","Grade  3",250
"2017-2018",20,"BEXAR COUNTY","BROOKS ACADEMY OF SCIENCE AND ENGI",015830,"OPEN ENROLLMENT CHARTER","Grade  4",271
"2017-2018",20,"BEXAR COUNTY","BROOKS ACADEMY OF SCIENCE AND ENGI",015830,"OPEN ENROLLMENT CHARTER","Grade  5",262
"2017-2018",20,"BEXAR COUNTY","BROOKS ACADEMY OF SCIENCE AND ENGI",015830,"OPEN ENROLLMENT CHARTER","Grade  6",247
"2017-2018",20,"BEXAR COUNTY","BROOKS ACADEMY OF SCIENCE AND ENGI",015830,"OPEN ENROLLMENT CHARTER","Grade  7",256
"2017-2018",20,"BEXAR COUNTY","BROOKS ACADEMY OF SCIENCE AND ENGI",015830,"OPEN ENROLLMENT CHARTER","Grade  8",257
"2017-2018",20,"BEXAR COUNTY","BROOKS ACADEMY OF SCIENCE AND ENGI",015830,"OPEN ENROLLMENT CHARTER","Grade  9",190
"2017-2018",20,"BEXAR COUNTY","BROOKS ACADEMY OF SCIENCE AND ENGI",015830,"OPEN ENROLLMENT CHARTER","Grade 10",193
"2017-2018",20,"BEXAR COUNTY","BROOKS ACADEMY OF SCIENCE AND ENGI",015830,"OPEN ENROLLMENT CHARTER","Grade 11",131
"2017-2018",20,"BEXAR COUNTY","BROOKS ACADEMY OF SCIENCE AND ENGI",015830,"OPEN ENROLLMENT CHARTER","Grade 12",99
"2017-2018",02,"BROOKS COUNTY","BROOKS COUNTY ISD",024901,"TRADITIONAL ISD/CSD","Early Education",7
"2017-2018",02,"BROOKS COUNTY","BROOKS COUNTY ISD",024901,"TRADITIONAL ISD/CSD","Pre-kindergarten",122
"2017-2018",02,"BROOKS COUNTY","BROOKS COUNTY ISD",024901,"TRADITIONAL ISD/CSD","Kindergarten",130
"2017-2018",02,"BROOKS COUNTY","BROOKS COUNTY ISD",024901,"TRADITIONAL ISD/CSD","Grade  1",124
"2017-2018",02,"BROOKS COUNTY","BROOKS COUNTY ISD",024901,"TRADITIONAL ISD/CSD","Grade  2",107
"2017-2018",02,"BROOKS COUNTY","BROOKS COUNTY ISD",024901,"TRADITIONAL ISD/CSD","Grade  3",109
"2017-2018",02,"BROOKS COUNTY","BROOKS COUNTY ISD",024901,"TRADITIONAL ISD/CSD","Grade  4",126
"2017-2018",02,"BROOKS COUNTY","BROOKS COUNTY ISD",024901,"TRADITIONAL ISD/CSD","Grade  5",119
"2017-2018",02,"BROOKS COUNTY","BROOKS COUNTY ISD",024901,"TRADITIONAL ISD/CSD","Grade  6",123
"2017-2018",02,"BROOKS COUNTY","BROOKS COUNTY ISD",024901,"TRADITIONAL ISD/CSD","Grade  7",106
"2017-2018",02,"BROOKS COUNTY","BROOKS COUNTY ISD",024901,"TRADITIONAL ISD/CSD","Grade  8",111
"2017-2018",02,"BROOKS COUNTY","BROOKS COUNTY ISD",024901,"TRADITIONAL ISD/CSD","Grade  9",121
"2017-2018",02,"BROOKS COUNTY","BROOKS COUNTY ISD",024901,"TRADITIONAL ISD/CSD","Grade 10",85
"2017-2018",02,"BROOKS COUNTY","BROOKS COUNTY ISD",024901,"TRADITIONAL ISD/CSD","Grade 11",103
"2017-2018",02,"BROOKS COUNTY","BROOKS COUNTY ISD",024901,"TRADITIONAL ISD/CSD","Grade 12",96
"2017-2018",17,"TERRY COUNTY","BROWNFIELD ISD",223901,"TRADITIONAL ISD/CSD","Early Education",6
"2017-2018",17,"TERRY COUNTY","BROWNFIELD ISD",223901,"TRADITIONAL ISD/CSD","Pre-kindergarten",151
"2017-2018",17,"TERRY COUNTY","BROWNFIELD ISD",223901,"TRADITIONAL ISD/CSD","Kindergarten",129
"2017-2018",17,"TERRY COUNTY","BROWNFIELD ISD",223901,"TRADITIONAL ISD/CSD","Grade  1",125
"2017-2018",17,"TERRY COUNTY","BROWNFIELD ISD",223901,"TRADITIONAL ISD/CSD","Grade  2",123
"2017-2018",17,"TERRY COUNTY","BROWNFIELD ISD",223901,"TRADITIONAL ISD/CSD","Grade  3",137
"2017-2018",17,"TERRY COUNTY","BROWNFIELD ISD",223901,"TRADITIONAL ISD/CSD","Grade  4",132
"2017-2018",17,"TERRY COUNTY","BROWNFIELD ISD",223901,"TRADITIONAL ISD/CSD","Grade  5",126
"2017-2018",17,"TERRY COUNTY","BROWNFIELD ISD",223901,"TRADITIONAL ISD/CSD","Grade  6",125
"2017-2018",17,"TERRY COUNTY","BROWNFIELD ISD",223901,"TRADITIONAL ISD/CSD","Grade  7",112
"2017-2018",17,"TERRY COUNTY","BROWNFIELD ISD",223901,"TRADITIONAL ISD/CSD","Grade  8",121
"2017-2018",17,"TERRY COUNTY","BROWNFIELD ISD",223901,"TRADITIONAL ISD/CSD","Grade  9",140
"2017-2018",17,"TERRY COUNTY","BROWNFIELD ISD",223901,"TRADITIONAL ISD/CSD","Grade 10",111
"2017-2018",17,"TERRY COUNTY","BROWNFIELD ISD",223901,"TRADITIONAL ISD/CSD","Grade 11",110
"2017-2018",17,"TERRY COUNTY","BROWNFIELD ISD",223901,"TRADITIONAL ISD/CSD","Grade 12",110
"2017-2018",07,"HENDERSON COUNTY","BROWNSBORO ISD",107902,"TRADITIONAL ISD/CSD","Early Education",14
"2017-2018",07,"HENDERSON COUNTY","BROWNSBORO ISD",107902,"TRADITIONAL ISD/CSD","Pre-kindergarten",103
"2017-2018",07,"HENDERSON COUNTY","BROWNSBORO ISD",107902,"TRADITIONAL ISD/CSD","Kindergarten",191
"2017-2018",07,"HENDERSON COUNTY","BROWNSBORO ISD",107902,"TRADITIONAL ISD/CSD","Grade  1",198
"2017-2018",07,"HENDERSON COUNTY","BROWNSBORO ISD",107902,"TRADITIONAL ISD/CSD","Grade  2",212
"2017-2018",07,"HENDERSON COUNTY","BROWNSBORO ISD",107902,"TRADITIONAL ISD/CSD","Grade  3",215
"2017-2018",07,"HENDERSON COUNTY","BROWNSBORO ISD",107902,"TRADITIONAL ISD/CSD","Grade  4",198
"2017-2018",07,"HENDERSON COUNTY","BROWNSBORO ISD",107902,"TRADITIONAL ISD/CSD","Grade  5",213
"2017-2018",07,"HENDERSON COUNTY","BROWNSBORO ISD",107902,"TRADITIONAL ISD/CSD","Grade  6",216
"2017-2018",07,"HENDERSON COUNTY","BROWNSBORO ISD",107902,"TRADITIONAL ISD/CSD","Grade  7",198
"2017-2018",07,"HENDERSON COUNTY","BROWNSBORO ISD",107902,"TRADITIONAL ISD/CSD","Grade  8",198
"2017-2018",07,"HENDERSON COUNTY","BROWNSBORO ISD",107902,"TRADITIONAL ISD/CSD","Grade  9",221
"2017-2018",07,"HENDERSON COUNTY","BROWNSBORO ISD",107902,"TRADITIONAL ISD/CSD","Grade 10",180
"2017-2018",07,"HENDERSON COUNTY","BROWNSBORO ISD",107902,"TRADITIONAL ISD/CSD","Grade 11",198
"2017-2018",07,"HENDERSON COUNTY","BROWNSBORO ISD",107902,"TRADITIONAL ISD/CSD","Grade 12",165
"2017-2018",01,"CAMERON COUNTY","BROWNSVILLE ISD",031901,"TRADITIONAL ISD/CSD","Early Education",88
"2017-2018",01,"CAMERON COUNTY","BROWNSVILLE ISD",031901,"TRADITIONAL ISD/CSD","Pre-kindergarten",3501
"2017-2018",01,"CAMERON COUNTY","BROWNSVILLE ISD",031901,"TRADITIONAL ISD/CSD","Kindergarten",2690
"2017-2018",01,"CAMERON COUNTY","BROWNSVILLE ISD",031901,"TRADITIONAL ISD/CSD","Grade  1",3197
"2017-2018",01,"CAMERON COUNTY","BROWNSVILLE ISD",031901,"TRADITIONAL ISD/CSD","Grade  2",3017
"2017-2018",01,"CAMERON COUNTY","BROWNSVILLE ISD",031901,"TRADITIONAL ISD/CSD","Grade  3",3150
"2017-2018",01,"CAMERON COUNTY","BROWNSVILLE ISD",031901,"TRADITIONAL ISD/CSD","Grade  4",3296
"2017-2018",01,"CAMERON COUNTY","BROWNSVILLE ISD",031901,"TRADITIONAL ISD/CSD","Grade  5",3154
"2017-2018",01,"CAMERON COUNTY","BROWNSVILLE ISD",031901,"TRADITIONAL ISD/CSD","Grade  6",3097
"2017-2018",01,"CAMERON COUNTY","BROWNSVILLE ISD",031901,"TRADITIONAL ISD/CSD","Grade  7",3274
"2017-2018",01,"CAMERON COUNTY","BROWNSVILLE ISD",031901,"TRADITIONAL ISD/CSD","Grade  8",3290
"2017-2018",01,"CAMERON COUNTY","BROWNSVILLE ISD",031901,"TRADITIONAL ISD/CSD","Grade  9",3638
"2017-2018",01,"CAMERON COUNTY","BROWNSVILLE ISD",031901,"TRADITIONAL ISD/CSD","Grade 10",3520
"2017-2018",01,"CAMERON COUNTY","BROWNSVILLE ISD",031901,"TRADITIONAL ISD/CSD","Grade 11",3548
"2017-2018",01,"CAMERON COUNTY","BROWNSVILLE ISD",031901,"TRADITIONAL ISD/CSD","Grade 12",3118
"2017-2018",15,"BROWN COUNTY","BROWNWOOD ISD",025902,"TRADITIONAL ISD/CSD","Early Education",9
"2017-2018",15,"BROWN COUNTY","BROWNWOOD ISD",025902,"TRADITIONAL ISD/CSD","Pre-kindergarten",269
"2017-2018",15,"BROWN COUNTY","BROWNWOOD ISD",025902,"TRADITIONAL ISD/CSD","Kindergarten",256
"2017-2018",15,"BROWN COUNTY","BROWNWOOD ISD",025902,"TRADITIONAL ISD/CSD","Grade  1",279
"2017-2018",15,"BROWN COUNTY","BROWNWOOD ISD",025902,"TRADITIONAL ISD/CSD","Grade  2",262
"2017-2018",15,"BROWN COUNTY","BROWNWOOD ISD",025902,"TRADITIONAL ISD/CSD","Grade  3",284
"2017-2018",15,"BROWN COUNTY","BROWNWOOD ISD",025902,"TRADITIONAL ISD/CSD","Grade  4",284
"2017-2018",15,"BROWN COUNTY","BROWNWOOD ISD",025902,"TRADITIONAL ISD/CSD","Grade  5",282
"2017-2018",15,"BROWN COUNTY","BROWNWOOD ISD",025902,"TRADITIONAL ISD/CSD","Grade  6",262
"2017-2018",15,"BROWN COUNTY","BROWNWOOD ISD",025902,"TRADITIONAL ISD/CSD","Grade  7",273
"2017-2018",15,"BROWN COUNTY","BROWNWOOD ISD",025902,"TRADITIONAL ISD/CSD","Grade  8",271
"2017-2018",15,"BROWN COUNTY","BROWNWOOD ISD",025902,"TRADITIONAL ISD/CSD","Grade  9",281
"2017-2018",15,"BROWN COUNTY","BROWNWOOD ISD",025902,"TRADITIONAL ISD/CSD","Grade 10",238
"2017-2018",15,"BROWN COUNTY","BROWNWOOD ISD",025902,"TRADITIONAL ISD/CSD","Grade 11",241
"2017-2018",15,"BROWN COUNTY","BROWNWOOD ISD",025902,"TRADITIONAL ISD/CSD","Grade 12",201
"2017-2018",12,"MCLENNAN COUNTY","BRUCEVILLE-EDDY ISD",161919,"TRADITIONAL ISD/CSD","Early Education",-9999999
"2017-2018",12,"MCLENNAN COUNTY","BRUCEVILLE-EDDY ISD",161919,"TRADITIONAL ISD/CSD","Kindergarten",47
"2017-2018",12,"MCLENNAN COUNTY","BRUCEVILLE-EDDY ISD",161919,"TRADITIONAL ISD/CSD","Grade  1",45
"2017-2018",12,"MCLENNAN COUNTY","BRUCEVILLE-EDDY ISD",161919,"TRADITIONAL ISD/CSD","Grade  2",48
"2017-2018",12,"MCLENNAN COUNTY","BRUCEVILLE-EDDY ISD",161919,"TRADITIONAL ISD/CSD","Grade  3",60
"2017-2018",12,"MCLENNAN COUNTY","BRUCEVILLE-EDDY ISD",161919,"TRADITIONAL ISD/CSD","Grade  4",47
"2017-2018",12,"MCLENNAN COUNTY","BRUCEVILLE-EDDY ISD",161919,"TRADITIONAL ISD/CSD","Grade  5",59
"2017-2018",12,"MCLENNAN COUNTY","BRUCEVILLE-EDDY ISD",161919,"TRADITIONAL ISD/CSD","Grade  6",60
"2017-2018",12,"MCLENNAN COUNTY","BRUCEVILLE-EDDY ISD",161919,"TRADITIONAL ISD/CSD","Grade  7",52
"2017-2018",12,"MCLENNAN COUNTY","BRUCEVILLE-EDDY ISD",161919,"TRADITIONAL ISD/CSD","Grade  8",51
"2017-2018",12,"MCLENNAN COUNTY","BRUCEVILLE-EDDY ISD",161919,"TRADITIONAL ISD/CSD","Grade  9",58
"2017-2018",12,"MCLENNAN COUNTY","BRUCEVILLE-EDDY ISD",161919,"TRADITIONAL ISD/CSD","Grade 10",60
"2017-2018",12,"MCLENNAN COUNTY","BRUCEVILLE-EDDY ISD",161919,"TRADITIONAL ISD/CSD","Grade 11",46
"2017-2018",12,"MCLENNAN COUNTY","BRUCEVILLE-EDDY ISD",161919,"TRADITIONAL ISD/CSD","Grade 12",54
"2017-2018",06,"BRAZOS COUNTY","BRYAN ISD",021902,"TRADITIONAL ISD/CSD","Early Education",62
"2017-2018",06,"BRAZOS COUNTY","BRYAN ISD",021902,"TRADITIONAL ISD/CSD","Pre-kindergarten",568
"2017-2018",06,"BRAZOS COUNTY","BRYAN ISD",021902,"TRADITIONAL ISD/CSD","Kindergarten",1204
"2017-2018",06,"BRAZOS COUNTY","BRYAN ISD",021902,"TRADITIONAL ISD/CSD","Grade  1",1215
"2017-2018",06,"BRAZOS COUNTY","BRYAN ISD",021902,"TRADITIONAL ISD/CSD","Grade  2",1260
"2017-2018",06,"BRAZOS COUNTY","BRYAN ISD",021902,"TRADITIONAL ISD/CSD","Grade  3",1222
"2017-2018",06,"BRAZOS COUNTY","BRYAN ISD",021902,"TRADITIONAL ISD/CSD","Grade  4",1281
"2017-2018",06,"BRAZOS COUNTY","BRYAN ISD",021902,"TRADITIONAL ISD/CSD","Grade  5",1223
"2017-2018",06,"BRAZOS COUNTY","BRYAN ISD",021902,"TRADITIONAL ISD/CSD","Grade  6",1178
"2017-2018",06,"BRAZOS COUNTY","BRYAN ISD",021902,"TRADITIONAL ISD/CSD","Grade  7",1209
"2017-2018",06,"BRAZOS COUNTY","BRYAN ISD",021902,"TRADITIONAL ISD/CSD","Grade  8",1090
"2017-2018",06,"BRAZOS COUNTY","BRYAN ISD",021902,"TRADITIONAL ISD/CSD","Grade  9",1388
"2017-2018",06,"BRAZOS COUNTY","BRYAN ISD",021902,"TRADITIONAL ISD/CSD","Grade 10",1244
"2017-2018",06,"BRAZOS COUNTY","BRYAN ISD",021902,"TRADITIONAL ISD/CSD","Grade 11",1101
"2017-2018",06,"BRAZOS COUNTY","BRYAN ISD",021902,"TRADITIONAL ISD/CSD","Grade 12",944
"2017-2018",09,"JACK COUNTY","BRYSON ISD",119901,"TRADITIONAL ISD/CSD","Pre-kindergarten",22
"2017-2018",09,"JACK COUNTY","BRYSON ISD",119901,"TRADITIONAL ISD/CSD","Kindergarten",17
"2017-2018",09,"JACK COUNTY","BRYSON ISD",119901,"TRADITIONAL ISD/CSD","Grade  1",19
"2017-2018",09,"JACK COUNTY","BRYSON ISD",119901,"TRADITIONAL ISD/CSD","Grade  2",12
"2017-2018",09,"JACK COUNTY","BRYSON ISD",119901,"TRADITIONAL ISD/CSD","Grade  3",19
"2017-2018",09,"JACK COUNTY","BRYSON ISD",119901,"TRADITIONAL ISD/CSD","Grade  4",13
"2017-2018",09,"JACK COUNTY","BRYSON ISD",119901,"TRADITIONAL ISD/CSD","Grade  5",23
"2017-2018",09,"JACK COUNTY","BRYSON ISD",119901,"TRADITIONAL ISD/CSD","Grade  6",16
"2017-2018",09,"JACK COUNTY","BRYSON ISD",119901,"TRADITIONAL ISD/CSD","Grade  7",24
"2017-2018",09,"JACK COUNTY","BRYSON ISD",119901,"TRADITIONAL ISD/CSD","Grade  8",13
"2017-2018",09,"JACK COUNTY","BRYSON ISD",119901,"TRADITIONAL ISD/CSD","Grade  9",24
"2017-2018",09,"JACK COUNTY","BRYSON ISD",119901,"TRADITIONAL ISD/CSD","Grade 10",15
"2017-2018",09,"JACK COUNTY","BRYSON ISD",119901,"TRADITIONAL ISD/CSD","Grade 11",24
"2017-2018",09,"JACK COUNTY","BRYSON ISD",119901,"TRADITIONAL ISD/CSD","Grade 12",20
"2017-2018",06,"MILAM COUNTY","BUCKHOLTS ISD",166907,"TRADITIONAL ISD/CSD","Pre-kindergarten",8
"2017-2018",06,"MILAM COUNTY","BUCKHOLTS ISD",166907,"TRADITIONAL ISD/CSD","Kindergarten",12
"2017-2018",06,"MILAM COUNTY","BUCKHOLTS ISD",166907,"TRADITIONAL ISD/CSD","Grade  1",6
"2017-2018",06,"MILAM COUNTY","BUCKHOLTS ISD",166907,"TRADITIONAL ISD/CSD","Grade  2",10
"2017-2018",06,"MILAM COUNTY","BUCKHOLTS ISD",166907,"TRADITIONAL ISD/CSD","Grade  3",7
"2017-2018",06,"MILAM COUNTY","BUCKHOLTS ISD",166907,"TRADITIONAL ISD/CSD","Grade  4",11
"2017-2018",06,"MILAM COUNTY","BUCKHOLTS ISD",166907,"TRADITIONAL ISD/CSD","Grade  5",10
"2017-2018",06,"MILAM COUNTY","BUCKHOLTS ISD",166907,"TRADITIONAL ISD/CSD","Grade  6",6
"2017-2018",06,"MILAM COUNTY","BUCKHOLTS ISD",166907,"TRADITIONAL ISD/CSD","Grade  7",12
"2017-2018",06,"MILAM COUNTY","BUCKHOLTS ISD",166907,"TRADITIONAL ISD/CSD","Grade  8",12
"2017-2018",06,"MILAM COUNTY","BUCKHOLTS ISD",166907,"TRADITIONAL ISD/CSD","Grade  9",9
"2017-2018",06,"MILAM COUNTY","BUCKHOLTS ISD",166907,"TRADITIONAL ISD/CSD","Grade 10",13
"2017-2018",06,"MILAM COUNTY","BUCKHOLTS ISD",166907,"TRADITIONAL ISD/CSD","Grade 11",16
"2017-2018",06,"MILAM COUNTY","BUCKHOLTS ISD",166907,"TRADITIONAL ISD/CSD","Grade 12",13
"2017-2018",18,"PECOS COUNTY","BUENA VISTA ISD",186901,"TRADITIONAL ISD/CSD","Pre-kindergarten",13
"2017-2018",18,"PECOS COUNTY","BUENA VISTA ISD",186901,"TRADITIONAL ISD/CSD","Kindergarten",23
"2017-2018",18,"PECOS COUNTY","BUENA VISTA ISD",186901,"TRADITIONAL ISD/CSD","Grade  1",17
"2017-2018",18,"PECOS COUNTY","BUENA VISTA ISD",186901,"TRADITIONAL ISD/CSD","Grade  2",12
"2017-2018",18,"PECOS COUNTY","BUENA VISTA ISD",186901,"TRADITIONAL ISD/CSD","Grade  3",17
"2017-2018",18,"PECOS COUNTY","BUENA VISTA ISD",186901,"TRADITIONAL ISD/CSD","Grade  4",14
"2017-2018",18,"PECOS COUNTY","BUENA VISTA ISD",186901,"TRADITIONAL ISD/CSD","Grade  5",21
"2017-2018",18,"PECOS COUNTY","BUENA VISTA ISD",186901,"TRADITIONAL ISD/CSD","Grade  6",22
"2017-2018",18,"PECOS COUNTY","BUENA VISTA ISD",186901,"TRADITIONAL ISD/CSD","Grade  7",21
"2017-2018",18,"PECOS COUNTY","BUENA VISTA ISD",186901,"TRADITIONAL ISD/CSD","Grade  8",22
"2017-2018",18,"PECOS COUNTY","BUENA VISTA ISD",186901,"TRADITIONAL ISD/CSD","Grade  9",13
"2017-2018",18,"PECOS COUNTY","BUENA VISTA ISD",186901,"TRADITIONAL ISD/CSD","Grade 10",11
"2017-2018",18,"PECOS COUNTY","BUENA VISTA ISD",186901,"TRADITIONAL ISD/CSD","Grade 11",19
"2017-2018",18,"PECOS COUNTY","BUENA VISTA ISD",186901,"TRADITIONAL ISD/CSD","Grade 12",19
"2017-2018",06,"LEON COUNTY","BUFFALO ISD",145901,"TRADITIONAL ISD/CSD","Early Education",-9999999
"2017-2018",06,"LEON COUNTY","BUFFALO ISD",145901,"TRADITIONAL ISD/CSD","Pre-kindergarten",62
"2017-2018",06,"LEON COUNTY","BUFFALO ISD",145901,"TRADITIONAL ISD/CSD","Kindergarten",63
"2017-2018",06,"LEON COUNTY","BUFFALO ISD",145901,"TRADITIONAL ISD/CSD","Grade  1",69
