System ID, System Name, Total, Grade PK,Grade KK, Grade 01,Grade 02,Grade 03,Grade 04,Grade 05,Grade 06,Grade 07,Grade 08,Grade 09,Grade 10,Grade 11,Grade 12
601,Appling County,3613,234,251,261,282,295,272,261,270,251,252,257,273,252,202
602,Atkinson County,1736,99,126,134,127,141,124,134,122,110,134,141,126,115,103
761,Atlanta Public Schools,51927,1258,4612,4803,4876,4749,4472,4312,3697,3484,3345,3947,3107,2750,2515
603,Bacon County,2114,98,147,183,149,180,158,175,152,153,159,146,160,142,112
604,Baker County,301,20,18,17,30,20,25,23,22,22,26,19,25,15,19
605,Baldwin County,5506,283,445,425,484,523,489,455,396,370,380,374,318,286,278
606,Banks County,2781,16,191,200,189,208,218,213,216,201,201,243,226,229,230
607,Barrow County,13568,448,965,982,1085,1034,1112,1105,1090,1038,991,1103,1064,771,780
608,Bartow County,13768,440,934,953,996,1062,1075,1034,981,1079,1061,1124,1053,1036,940
609,Ben Hill County,3252,189,278,245,267,263,276,243,213,224,223,241,218,196,176
610,Berrien County,3149,127,231,235,222,248,259,231,260,248,228,244,230,209,177
611,Bibb County,23988,825,1958,1937,1975,2036,1946,1810,1715,1751,1687,2068,1589,1385,1306
612,Bleckley County,2516,161,183,190,201,201,183,175,163,181,166,191,184,176,161
613,Brantley County,3496,195,262,265,285,255,229,261,230,273,248,292,245,238,218
763,Bremen City,2278,76,167,162,146,180,190,163,176,180,167,190,184,154,143
614,Brooks County,2129,116,189,167,152,168,170,156,146,151,146,171,156,134,107
615,Bryan County,8941,290,585,603,650,713,654,658,718,683,705,718,729,643,592
764,Buford City,4597,15,365,336,380,337,374,366,340,374,349,381,369,325,286
616,Bulloch County,10547,500,854,814,809,815,834,847,766,770,743,751,741,661,642
617,Burke County,4283,275,281,279,328,298,311,328,306,327,353,357,324,264,252
618,Butts County,3444,146,231,254,250,253,265,277,276,256,269,235,262,209,261
765,Calhoun City,4081,160,277,298,317,315,336,320,314,334,321,308,268,266,247
619,Calhoun County,641,27,37,45,40,55,52,49,49,44,48,55,63,42,35
620,Camden County,9199,269,733,789,726,788,744,630,667,664,651,718,661,622,537
621,Candler County,2193,139,166,128,163,173,170,155,170,173,190,175,147,139,105
622,Carroll County,14904,576,1085,1113,1133,1190,1157,1132,1016,1046,1119,1203,1184,1009,941
766,Carrollton City,5053,139,366,383,374,361,364,380,368,380,413,398,408,390,329
767,Cartersville City,4402,147,308,322,312,287,330,338,356,395,346,374,326,317,244
623,Catoosa County,10690,293,742,744,781,775,819,767,808,809,832,880,818,908,714
624,Charlton County,1689,95,144,135,144,153,116,127,116,120,97,109,135,118,80
626,Chattahoochee County,847,25,47,40,48,39,42,48,46,44,51,119,103,102,93
627,Chattooga County,2839,100,206,213,205,248,235,202,180,201,194,229,194,239,193
628,Cherokee County,41916,550,2794,2809,3025,3106,3220,3367,3268,3323,3322,3840,3458,3136,2698
769,Chickamauga City,1300,2,77,73,85,87,95,93,112,109,113,115,108,105,126
773,City Schools of Decatur,5230,190,447,448,458,438,454,429,391,375,356,362,337,290,255
629,Clarke County,13447,915,1157,1111,1131,1072,1122,1039,924,926,901,1045,856,678,570
630,Clay County,227,22,18,16,34,24,23,25,22,23,14,6,0,0,0
631,Clayton County,54345,857,4006,4241,4316,4655,4625,4297,4216,4137,3970,4844,3894,3343,2944
632,Clinch County,1387,79,112,122,96,104,97,100,103,94,107,116,98,87,72
633,Cobb County,113151,768,8104,8193,8567,8749,8911,8739,8459,8619,8522,10478,9183,7656,8203
634,Coffee County,7704,422,620,576,655,628,609,529,533,551,542,569,542,517,411
635,Colquitt County,9697,591,818,792,792,766,739,744,680,662,641,646,668,565,593
636,Columbia County,26914,452,1888,2040,2064,2115,2042,2097,2094,2010,2099,2175,2210,1897,1731
771,Commerce City,1585,63,123,128,120,110,120,107,126,117,135,127,133,95,81
637,Cook County,3243,164,225,245,271,240,233,269,225,228,235,251,218,246,193
638,Coweta County,22567,668,1562,1527,1561,1672,1631,1689,1713,1692,1799,2205,1884,1550,1414
639,Crawford County,1665,65,122,113,135,121,135,109,137,134,132,156,116,88,102
640,Crisp County,4183,289,319,286,316,366,319,300,302,279,297,321,274,282,233
641,Dade County,2190,147,153,150,151,166,162,181,154,165,148,181,156,140,136
772,Dalton Public Schools,8148,371,587,602,609,627,593,625,593,607,578,616,646,530,564
642,Dawson County,3437,77,214,235,258,262,260,262,250,300,253,283,290,259,234
644,DeKalb County,101284,2773,8086,8049,8346,8494,8177,7880,7246,7140,7087,8697,7071,6224,6014
643,Decatur County,5253,305,415,373,368,412,377,373,359,379,339,484,407,336,326
891,Department of Juvenile Justice,480,0,0,0,0,0,0,2,1,30,37,213,141,39,17
645,Dodge County,3186,129,248,240,232,264,253,238,229,239,237,243,225,218,191
646,Dooly County,1325,89,97,109,105,93,93,94,94,77,102,104,96,90,82
647,Dougherty County,14946,328,1281,1284,1281,1312,1274,1215,1042,998,916,1208,1064,926,817
648,Douglas County,26297,171,1737,1788,1957,1983,1979,2083,2015,2003,2050,2305,2238,2129,1859
774,Dublin City,2512,163,210,203,223,195,192,184,164,153,178,211,164,137,135
649,Early County,2158,117,137,150,142,165,153,149,147,169,153,199,142,172,163
650,Echols County,823,45,77,69,50,70,61,60,60,53,54,58,68,48,50
651,Effingham County,11988,585,824,835,864,886,913,936,939,865,880,934,926,817,784
652,Elbert County,3083,190,228,235,262,245,228,226,205,211,224,231,215,210,173
653,Emanuel County,4392,263,345,365,323,357,342,342,340,310,327,316,298,238,226
654,Evans County,1857,119,144,144,149,163,155,139,150,137,128,153,98,106,72
655,Fannin County,2923,22,203,198,208,216,228,230,233,239,235,271,246,232,162
656,Fayette County,20115,331,1115,1266,1319,1345,1370,1479,1524,1540,1679,1836,1855,1790,1666
657,Floyd County,9949,474,688,725,650,726,818,776,711,737,819,829,698,663,635
658,Forsyth County,46238,470,3209,3476,3377,3648,3568,3692,3677,3779,3707,3682,3577,3239,3137
659,Franklin County,3700,29,271,288,278,292,275,286,286,271,280,308,269,305,262
660,Fulton County,96122,2138,6502,6835,7131,7156,7403,7302,7124,7242,7227,8069,7854,7391,6748
776,Gainesville City,7964,252,627,651,641,681,706,573,621,577,534,640,544,532,385
661,Gilmer County,4175,160,298,279,314,292,357,318,298,326,302,322,356,283,270
662,Glascock County,588,36,40,42,40,44,40,45,48,39,47,46,38,41,42
663,Glynn County,13376,510,1048,1050,1043,1050,1031,982,966,996,1007,1208,950,860,675
664,Gordon County,6677,368,451,459,493,515,478,475,485,481,468,526,531,520,427
665,Grady County,4681,277,404,340,359,361,391,351,322,363,327,319,323,284,260
666,Greene County,2476,155,205,199,223,188,172,195,193,178,189,213,159,115,92
726,Griffin-Spalding County,10305,513,827,809,810,832,806,775,754,719,687,922,748,600,503
667,Gwinnett County,178214,1185,11952,12195,13206,13898,13834,13973,13860,14089,13804,15241,14978,13539,12460
668,Habersham County,6883,210,507,508,550,533,536,530,528,525,496,530,508,480,442
669,Hall County,27229,373,1844,1918,2030,2133,2123,2131,2130,2134,2113,2462,2456,1793,1589
670,Hancock County,953,61,76,53,68,61,70,86,96,55,60,67,76,45,79
