"YEAR","REGION","COUNTY NAME","GRADE","ENROLLMENT"
"2019-2020",03,"MATAGORDA COUNTY","Grade 1",522
"2019-2020",03,"MATAGORDA COUNTY","Grade 2",528
"2019-2020",03,"MATAGORDA COUNTY","Grade 3",519
"2019-2020",03,"MATAGORDA COUNTY","Grade 4",529
"2019-2020",03,"MATAGORDA COUNTY","Grade 5",555
"2019-2020",03,"MATAGORDA COUNTY","Grade 6",592
"2019-2020",03,"MATAGORDA COUNTY","Grade 7",553
"2019-2020",03,"MATAGORDA COUNTY","Grade 8",521
"2019-2020",03,"MATAGORDA COUNTY","Grade 9",566
"2019-2020",03,"MATAGORDA COUNTY","Grade 10",455
"2019-2020",03,"MATAGORDA COUNTY","Grade 11",483
"2019-2020",03,"MATAGORDA COUNTY","Grade 12",473
"2019-2020",20,"MAVERICK COUNTY","Early Education",99
"2019-2020",20,"MAVERICK COUNTY","Pre-kindergarten",645
"2019-2020",20,"MAVERICK COUNTY","Kindergarten",1014
"2019-2020",20,"MAVERICK COUNTY","Grade 1",1088
"2019-2020",20,"MAVERICK COUNTY","Grade 2",1015
"2019-2020",20,"MAVERICK COUNTY","Grade 3",939
"2019-2020",20,"MAVERICK COUNTY","Grade 4",989
"2019-2020",20,"MAVERICK COUNTY","Grade 5",1025
"2019-2020",20,"MAVERICK COUNTY","Grade 6",1086
"2019-2020",20,"MAVERICK COUNTY","Grade 7",1128
"2019-2020",20,"MAVERICK COUNTY","Grade 8",1072
"2019-2020",20,"MAVERICK COUNTY","Grade 9",1270
"2019-2020",20,"MAVERICK COUNTY","Grade 10",1114
"2019-2020",20,"MAVERICK COUNTY","Grade 11",1022
"2019-2020",20,"MAVERICK COUNTY","Grade 12",994
"2019-2020",15,"MCCULLOCH COUNTY","Early Education",12
"2019-2020",15,"MCCULLOCH COUNTY","Pre-kindergarten",74
"2019-2020",15,"MCCULLOCH COUNTY","Kindergarten",84
"2019-2020",15,"MCCULLOCH COUNTY","Grade 1",92
"2019-2020",15,"MCCULLOCH COUNTY","Grade 2",106
"2019-2020",15,"MCCULLOCH COUNTY","Grade 3",79
"2019-2020",15,"MCCULLOCH COUNTY","Grade 4",99
"2019-2020",15,"MCCULLOCH COUNTY","Grade 5",99
"2019-2020",15,"MCCULLOCH COUNTY","Grade 6",112
"2019-2020",15,"MCCULLOCH COUNTY","Grade 7",109
"2019-2020",15,"MCCULLOCH COUNTY","Grade 8",94
"2019-2020",15,"MCCULLOCH COUNTY","Grade 9",98
"2019-2020",15,"MCCULLOCH COUNTY","Grade 10",89
"2019-2020",15,"MCCULLOCH COUNTY","Grade 11",101
"2019-2020",15,"MCCULLOCH COUNTY","Grade 12",89
"2019-2020",12,"MCLENNAN COUNTY","Early Education",167
"2019-2020",12,"MCLENNAN COUNTY","Pre-kindergarten",2466
"2019-2020",12,"MCLENNAN COUNTY","Kindergarten",4054
"2019-2020",12,"MCLENNAN COUNTY","Grade 1",4043
"2019-2020",12,"MCLENNAN COUNTY","Grade 2",4029
"2019-2020",12,"MCLENNAN COUNTY","Grade 3",3946
"2019-2020",12,"MCLENNAN COUNTY","Grade 4",4043
"2019-2020",12,"MCLENNAN COUNTY","Grade 5",4125
"2019-2020",12,"MCLENNAN COUNTY","Grade 6",4255
"2019-2020",12,"MCLENNAN COUNTY","Grade 7",4234
"2019-2020",12,"MCLENNAN COUNTY","Grade 8",4183
"2019-2020",12,"MCLENNAN COUNTY","Grade 9",4339
"2019-2020",12,"MCLENNAN COUNTY","Grade 10",4415
"2019-2020",12,"MCLENNAN COUNTY","Grade 11",3057
"2019-2020",12,"MCLENNAN COUNTY","Grade 12",3269
"2019-2020",02,"MCMULLEN COUNTY","Pre-kindergarten",17
"2019-2020",02,"MCMULLEN COUNTY","Kindergarten",22
"2019-2020",02,"MCMULLEN COUNTY","Grade 1",19
"2019-2020",02,"MCMULLEN COUNTY","Grade 2",19
"2019-2020",02,"MCMULLEN COUNTY","Grade 3",18
"2019-2020",02,"MCMULLEN COUNTY","Grade 4",23
"2019-2020",02,"MCMULLEN COUNTY","Grade 5",18
"2019-2020",02,"MCMULLEN COUNTY","Grade 6",23
"2019-2020",02,"MCMULLEN COUNTY","Grade 7",20
"2019-2020",02,"MCMULLEN COUNTY","Grade 8",19
"2019-2020",02,"MCMULLEN COUNTY","Grade 9",28
"2019-2020",02,"MCMULLEN COUNTY","Grade 10",23
"2019-2020",02,"MCMULLEN COUNTY","Grade 11",16
"2019-2020",02,"MCMULLEN COUNTY","Grade 12",23
"2019-2020",20,"MEDINA COUNTY","Early Education",60
"2019-2020",20,"MEDINA COUNTY","Pre-kindergarten",460
"2019-2020",20,"MEDINA COUNTY","Kindergarten",828
"2019-2020",20,"MEDINA COUNTY","Grade 1",766
"2019-2020",20,"MEDINA COUNTY","Grade 2",775
"2019-2020",20,"MEDINA COUNTY","Grade 3",783
"2019-2020",20,"MEDINA COUNTY","Grade 4",809
"2019-2020",20,"MEDINA COUNTY","Grade 5",878
"2019-2020",20,"MEDINA COUNTY","Grade 6",869
"2019-2020",20,"MEDINA COUNTY","Grade 7",847
"2019-2020",20,"MEDINA COUNTY","Grade 8",894
"2019-2020",20,"MEDINA COUNTY","Grade 9",851
"2019-2020",20,"MEDINA COUNTY","Grade 10",829
"2019-2020",20,"MEDINA COUNTY","Grade 11",793
"2019-2020",20,"MEDINA COUNTY","Grade 12",739
"2019-2020",15,"MENARD COUNTY","Pre-kindergarten",15
"2019-2020",15,"MENARD COUNTY","Kindergarten",25
"2019-2020",15,"MENARD COUNTY","Grade 1",24
"2019-2020",15,"MENARD COUNTY","Grade 2",18
"2019-2020",15,"MENARD COUNTY","Grade 3",16
"2019-2020",15,"MENARD COUNTY","Grade 4",22
"2019-2020",15,"MENARD COUNTY","Grade 5",22
"2019-2020",15,"MENARD COUNTY","Grade 6",31
"2019-2020",15,"MENARD COUNTY","Grade 7",17
"2019-2020",15,"MENARD COUNTY","Grade 8",31
"2019-2020",15,"MENARD COUNTY","Grade 9",21
"2019-2020",15,"MENARD COUNTY","Grade 10",21
"2019-2020",15,"MENARD COUNTY","Grade 11",21
"2019-2020",15,"MENARD COUNTY","Grade 12",19
"2019-2020",18,"MIDLAND COUNTY","Early Education",120
"2019-2020",18,"MIDLAND COUNTY","Pre-kindergarten",992
"2019-2020",18,"MIDLAND COUNTY","Kindergarten",2508
"2019-2020",18,"MIDLAND COUNTY","Grade 1",2504
"2019-2020",18,"MIDLAND COUNTY","Grade 2",2372
"2019-2020",18,"MIDLAND COUNTY","Grade 3",2380
"2019-2020",18,"MIDLAND COUNTY","Grade 4",2312
"2019-2020",18,"MIDLAND COUNTY","Grade 5",2378
"2019-2020",18,"MIDLAND COUNTY","Grade 6",2350
"2019-2020",18,"MIDLAND COUNTY","Grade 7",2274
"2019-2020",18,"MIDLAND COUNTY","Grade 8",2028
"2019-2020",18,"MIDLAND COUNTY","Grade 9",2279
"2019-2020",18,"MIDLAND COUNTY","Grade 10",2056
"2019-2020",18,"MIDLAND COUNTY","Grade 11",1747
"2019-2020",18,"MIDLAND COUNTY","Grade 12",1492
"2019-2020",06,"MILAM COUNTY","Early Education",7
"2019-2020",13,"MILAM COUNTY","Early Education",1
"2019-2020",06,"MILAM COUNTY","Pre-kindergarten",261
"2019-2020",13,"MILAM COUNTY","Pre-kindergarten",18
"2019-2020",06,"MILAM COUNTY","Kindergarten",268
"2019-2020",13,"MILAM COUNTY","Kindergarten",37
"2019-2020",06,"MILAM COUNTY","Grade 1",245
"2019-2020",13,"MILAM COUNTY","Grade 1",34
"2019-2020",06,"MILAM COUNTY","Grade 2",292
"2019-2020",13,"MILAM COUNTY","Grade 2",29
"2019-2020",06,"MILAM COUNTY","Grade 3",254
"2019-2020",13,"MILAM COUNTY","Grade 3",34
"2019-2020",06,"MILAM COUNTY","Grade 4",282
"2019-2020",13,"MILAM COUNTY","Grade 4",40
"2019-2020",06,"MILAM COUNTY","Grade 5",287
"2019-2020",13,"MILAM COUNTY","Grade 5",39
"2019-2020",06,"MILAM COUNTY","Grade 6",323
"2019-2020",13,"MILAM COUNTY","Grade 6",32
"2019-2020",06,"MILAM COUNTY","Grade 7",315
"2019-2020",13,"MILAM COUNTY","Grade 7",39
"2019-2020",06,"MILAM COUNTY","Grade 8",280
"2019-2020",13,"MILAM COUNTY","Grade 8",41
"2019-2020",06,"MILAM COUNTY","Grade 9",336
"2019-2020",13,"MILAM COUNTY","Grade 9",52
"2019-2020",06,"MILAM COUNTY","Grade 10",264
"2019-2020",13,"MILAM COUNTY","Grade 10",65
"2019-2020",06,"MILAM COUNTY","Grade 11",274
"2019-2020",13,"MILAM COUNTY","Grade 11",48
"2019-2020",06,"MILAM COUNTY","Grade 12",250
"2019-2020",13,"MILAM COUNTY","Grade 12",49
"2019-2020",12,"MILLS COUNTY","Early Education",8
"2019-2020",12,"MILLS COUNTY","Pre-kindergarten",45
"2019-2020",12,"MILLS COUNTY","Kindergarten",54
"2019-2020",12,"MILLS COUNTY","Grade 1",44
"2019-2020",12,"MILLS COUNTY","Grade 2",53
"2019-2020",12,"MILLS COUNTY","Grade 3",44
"2019-2020",12,"MILLS COUNTY","Grade 4",53
"2019-2020",12,"MILLS COUNTY","Grade 5",54
"2019-2020",12,"MILLS COUNTY","Grade 6",63
"2019-2020",12,"MILLS COUNTY","Grade 7",78
"2019-2020",12,"MILLS COUNTY","Grade 8",76
"2019-2020",12,"MILLS COUNTY","Grade 9",120
"2019-2020",12,"MILLS COUNTY","Grade 10",99
"2019-2020",12,"MILLS COUNTY","Grade 11",62
"2019-2020",12,"MILLS COUNTY","Grade 12",95
"2019-2020",14,"MITCHELL COUNTY","Early Education",20
"2019-2020",14,"MITCHELL COUNTY","Pre-kindergarten",102
"2019-2020",14,"MITCHELL COUNTY","Kindergarten",98
"2019-2020",14,"MITCHELL COUNTY","Grade 1",107
"2019-2020",14,"MITCHELL COUNTY","Grade 2",98
"2019-2020",14,"MITCHELL COUNTY","Grade 3",99
"2019-2020",14,"MITCHELL COUNTY","Grade 4",93
"2019-2020",14,"MITCHELL COUNTY","Grade 5",99
"2019-2020",14,"MITCHELL COUNTY","Grade 6",112
"2019-2020",14,"MITCHELL COUNTY","Grade 7",94
"2019-2020",14,"MITCHELL COUNTY","Grade 8",94
"2019-2020",14,"MITCHELL COUNTY","Grade 9",86
"2019-2020",14,"MITCHELL COUNTY","Grade 10",103
"2019-2020",14,"MITCHELL COUNTY","Grade 11",84
"2019-2020",14,"MITCHELL COUNTY","Grade 12",75
"2019-2020",09,"MONTAGUE COUNTY","Early Education",13
"2019-2020",09,"MONTAGUE COUNTY","Pre-kindergarten",229
"2019-2020",09,"MONTAGUE COUNTY","Kindergarten",226
"2019-2020",09,"MONTAGUE COUNTY","Grade 1",230
"2019-2020",09,"MONTAGUE COUNTY","Grade 2",214
"2019-2020",09,"MONTAGUE COUNTY","Grade 3",237
"2019-2020",09,"MONTAGUE COUNTY","Grade 4",258
"2019-2020",09,"MONTAGUE COUNTY","Grade 5",260
"2019-2020",09,"MONTAGUE COUNTY","Grade 6",255
"2019-2020",09,"MONTAGUE COUNTY","Grade 7",264
"2019-2020",09,"MONTAGUE COUNTY","Grade 8",265
"2019-2020",09,"MONTAGUE COUNTY","Grade 9",259
"2019-2020",09,"MONTAGUE COUNTY","Grade 10",266
"2019-2020",09,"MONTAGUE COUNTY","Grade 11",228
"2019-2020",09,"MONTAGUE COUNTY","Grade 12",215
"2019-2020",06,"MONTGOMERY COUNTY","Early Education",582
"2019-2020",06,"MONTGOMERY COUNTY","Pre-kindergarten",3023
"2019-2020",06,"MONTGOMERY COUNTY","Kindergarten",8043
"2019-2020",06,"MONTGOMERY COUNTY","Grade 1",8233
"2019-2020",06,"MONTGOMERY COUNTY","Grade 2",8340
"2019-2020",06,"MONTGOMERY COUNTY","Grade 3",8431
"2019-2020",06,"MONTGOMERY COUNTY","Grade 4",8756
"2019-2020",06,"MONTGOMERY COUNTY","Grade 5",9156
"2019-2020",06,"MONTGOMERY COUNTY","Grade 6",9032
"2019-2020",06,"MONTGOMERY COUNTY","Grade 7",9188
"2019-2020",06,"MONTGOMERY COUNTY","Grade 8",8861
"2019-2020",06,"MONTGOMERY COUNTY","Grade 9",9354
"2019-2020",06,"MONTGOMERY COUNTY","Grade 10",9013
"2019-2020",06,"MONTGOMERY COUNTY","Grade 11",8128
"2019-2020",06,"MONTGOMERY COUNTY","Grade 12",7612
"2019-2020",16,"MOORE COUNTY","Early Education",19
"2019-2020",16,"MOORE COUNTY","Pre-kindergarten",228
"2019-2020",16,"MOORE COUNTY","Kindergarten",395
"2019-2020",16,"MOORE COUNTY","Grade 1",376
"2019-2020",16,"MOORE COUNTY","Grade 2",332
"2019-2020",16,"MOORE COUNTY","Grade 3",359
"2019-2020",16,"MOORE COUNTY","Grade 4",379
"2019-2020",16,"MOORE COUNTY","Grade 5",397
"2019-2020",16,"MOORE COUNTY","Grade 6",359
"2019-2020",16,"MOORE COUNTY","Grade 7",396
"2019-2020",16,"MOORE COUNTY","Grade 8",342
"2019-2020",16,"MOORE COUNTY","Grade 9",368
"2019-2020",16,"MOORE COUNTY","Grade 10",352
"2019-2020",16,"MOORE COUNTY","Grade 11",313
"2019-2020",16,"MOORE COUNTY","Grade 12",263
"2019-2020",08,"MORRIS COUNTY","Early Education",15
"2019-2020",08,"MORRIS COUNTY","Pre-kindergarten",115
"2019-2020",08,"MORRIS COUNTY","Kindergarten",139
"2019-2020",08,"MORRIS COUNTY","Grade 1",130
"2019-2020",08,"MORRIS COUNTY","Grade 2",128
"2019-2020",08,"MORRIS COUNTY","Grade 3",128
"2019-2020",08,"MORRIS COUNTY","Grade 4",135
"2019-2020",08,"MORRIS COUNTY","Grade 5",148
"2019-2020",08,"MORRIS COUNTY","Grade 6",150
"2019-2020",08,"MORRIS COUNTY","Grade 7",147
"2019-2020",08,"MORRIS COUNTY","Grade 8",130
"2019-2020",08,"MORRIS COUNTY","Grade 9",144
"2019-2020",08,"MORRIS COUNTY","Grade 10",142
"2019-2020",08,"MORRIS COUNTY","Grade 11",134
"2019-2020",08,"MORRIS COUNTY","Grade 12",107
"2019-2020",17,"MOTLEY COUNTY","Pre-kindergarten",12
"2019-2020",17,"MOTLEY COUNTY","Kindergarten",8
"2019-2020",17,"MOTLEY COUNTY","Grade 1",10
"2019-2020",17,"MOTLEY COUNTY","Grade 2",5
"2019-2020",17,"MOTLEY COUNTY","Grade 3",12
"2019-2020",17,"MOTLEY COUNTY","Grade 4",11
"2019-2020",17,"MOTLEY COUNTY","Grade 5",12
"2019-2020",17,"MOTLEY COUNTY","Grade 6",13
"2019-2020",17,"MOTLEY COUNTY","Grade 7",13
"2019-2020",17,"MOTLEY COUNTY","Grade 8",11
"2019-2020",17,"MOTLEY COUNTY","Grade 9",10
"2019-2020",17,"MOTLEY COUNTY","Grade 10",14
"2019-2020",17,"MOTLEY COUNTY","Grade 11",10
"2019-2020",17,"MOTLEY COUNTY","Grade 12",9
"2019-2020",07,"NACOGDOCHES COUNTY","Early Education",34
"2019-2020",07,"NACOGDOCHES COUNTY","Pre-kindergarten",520
"2019-2020",07,"NACOGDOCHES COUNTY","Kindergarten",827
"2019-2020",07,"NACOGDOCHES COUNTY","Grade 1",828
"2019-2020",07,"NACOGDOCHES COUNTY","Grade 2",794
"2019-2020",07,"NACOGDOCHES COUNTY","Grade 3",835
"2019-2020",07,"NACOGDOCHES COUNTY","Grade 4",814
"2019-2020",07,"NACOGDOCHES COUNTY","Grade 5",801
"2019-2020",07,"NACOGDOCHES COUNTY","Grade 6",878
"2019-2020",07,"NACOGDOCHES COUNTY","Grade 7",835
"2019-2020",07,"NACOGDOCHES COUNTY","Grade 8",788
"2019-2020",07,"NACOGDOCHES COUNTY","Grade 9",878
"2019-2020",07,"NACOGDOCHES COUNTY","Grade 10",806
"2019-2020",07,"NACOGDOCHES COUNTY","Grade 11",728
"2019-2020",07,"NACOGDOCHES COUNTY","Grade 12",678
"2019-2020",12,"NAVARRO COUNTY","Early Education",37
"2019-2020",12,"NAVARRO COUNTY","Pre-kindergarten",475
"2019-2020",12,"NAVARRO COUNTY","Kindergarten",765
"2019-2020",12,"NAVARRO COUNTY","Grade 1",711
"2019-2020",12,"NAVARRO COUNTY","Grade 2",706
"2019-2020",12,"NAVARRO COUNTY","Grade 3",729
"2019-2020",12,"NAVARRO COUNTY","Grade 4",762
"2019-2020",12,"NAVARRO COUNTY","Grade 5",774
"2019-2020",12,"NAVARRO COUNTY","Grade 6",770
"2019-2020",12,"NAVARRO COUNTY","Grade 7",836
"2019-2020",12,"NAVARRO COUNTY","Grade 8",747
"2019-2020",12,"NAVARRO COUNTY","Grade 9",825
"2019-2020",12,"NAVARRO COUNTY","Grade 10",787
"2019-2020",12,"NAVARRO COUNTY","Grade 11",706
"2019-2020",12,"NAVARRO COUNTY","Grade 12",628
"2019-2020",05,"NEWTON COUNTY","Early Education",10
"2019-2020",05,"NEWTON COUNTY","Pre-kindergarten",98
"2019-2020",05,"NEWTON COUNTY","Kindergarten",124
"2019-2020",05,"NEWTON COUNTY","Grade 1",142
"2019-2020",05,"NEWTON COUNTY","Grade 2",150
"2019-2020",05,"NEWTON COUNTY","Grade 3",143
"2019-2020",05,"NEWTON COUNTY","Grade 4",118
"2019-2020",05,"NEWTON COUNTY","Grade 5",153
"2019-2020",05,"NEWTON COUNTY","Grade 6",123
"2019-2020",05,"NEWTON COUNTY","Grade 7",124
"2019-2020",05,"NEWTON COUNTY","Grade 8",132
"2019-2020",05,"NEWTON COUNTY","Grade 9",141
"2019-2020",05,"NEWTON COUNTY","Grade 10",126
"2019-2020",05,"NEWTON COUNTY","Grade 11",122
"2019-2020",05,"NEWTON COUNTY","Grade 12",134
"2019-2020",14,"NOLAN COUNTY","Early Education",78
"2019-2020",14,"NOLAN COUNTY","Pre-kindergarten",223
"2019-2020",14,"NOLAN COUNTY","Kindergarten",240
"2019-2020",14,"NOLAN COUNTY","Grade 1",216
"2019-2020",14,"NOLAN COUNTY","Grade 2",186
"2019-2020",14,"NOLAN COUNTY","Grade 3",202
"2019-2020",14,"NOLAN COUNTY","Grade 4",241
"2019-2020",14,"NOLAN COUNTY","Grade 5",240
"2019-2020",14,"NOLAN COUNTY","Grade 6",243
"2019-2020",14,"NOLAN COUNTY","Grade 7",245
"2019-2020",14,"NOLAN COUNTY","Grade 8",230
"2019-2020",14,"NOLAN COUNTY","Grade 9",256
"2019-2020",14,"NOLAN COUNTY","Grade 10",235
"2019-2020",14,"NOLAN COUNTY","Grade 11",194
"2019-2020",14,"NOLAN COUNTY","Grade 12",153
"2019-2020",02,"NUECES COUNTY","Early Education",258
"2019-2020",02,"NUECES COUNTY","Pre-kindergarten",2100
"2019-2020",02,"NUECES COUNTY","Kindergarten",4389
"2019-2020",02,"NUECES COUNTY","Grade 1",4369
"2019-2020",02,"NUECES COUNTY","Grade 2",4253
"2019-2020",02,"NUECES COUNTY","Grade 3",4369
"2019-2020",02,"NUECES COUNTY","Grade 4",4476
"2019-2020",02,"NUECES COUNTY","Grade 5",4682
"2019-2020",02,"NUECES COUNTY","Grade 6",4797
"2019-2020",02,"NUECES COUNTY","Grade 7",4737
"2019-2020",02,"NUECES COUNTY","Grade 8",4750
"2019-2020",02,"NUECES COUNTY","Grade 9",5010
"2019-2020",02,"NUECES COUNTY","Grade 10",4433
"2019-2020",02,"NUECES COUNTY","Grade 11",4229
"2019-2020",02,"NUECES COUNTY","Grade 12",4157
"2019-2020",16,"OCHILTREE COUNTY","Early Education",8
"2019-2020",16,"OCHILTREE COUNTY","Pre-kindergarten",91
"2019-2020",16,"OCHILTREE COUNTY","Kindergarten",153
"2019-2020",16,"OCHILTREE COUNTY","Grade 1",160
"2019-2020",16,"OCHILTREE COUNTY","Grade 2",148
"2019-2020",16,"OCHILTREE COUNTY","Grade 3",153
"2019-2020",16,"OCHILTREE COUNTY","Grade 4",158
"2019-2020",16,"OCHILTREE COUNTY","Grade 5",160
"2019-2020",16,"OCHILTREE COUNTY","Grade 6",187
"2019-2020",16,"OCHILTREE COUNTY","Grade 7",170
"2019-2020",16,"OCHILTREE COUNTY","Grade 8",174
"2019-2020",16,"OCHILTREE COUNTY","Grade 9",174
"2019-2020",16,"OCHILTREE COUNTY","Grade 10",180
"2019-2020",16,"OCHILTREE COUNTY","Grade 11",161
"2019-2020",16,"OCHILTREE COUNTY","Grade 12",136
"2019-2020",16,"OLDHAM COUNTY","Early Education",1
"2019-2020",16,"OLDHAM COUNTY","Pre-kindergarten",37
"2019-2020",16,"OLDHAM COUNTY","Kindergarten",56
"2019-2020",16,"OLDHAM COUNTY","Grade 1",50
"2019-2020",16,"OLDHAM COUNTY","Grade 2",43
"2019-2020",16,"OLDHAM COUNTY","Grade 3",57
"2019-2020",16,"OLDHAM COUNTY","Grade 4",51
"2019-2020",16,"OLDHAM COUNTY","Grade 5",61
"2019-2020",16,"OLDHAM COUNTY","Grade 6",67
"2019-2020",16,"OLDHAM COUNTY","Grade 7",79
"2019-2020",16,"OLDHAM COUNTY","Grade 8",92
"2019-2020",16,"OLDHAM COUNTY","Grade 9",117
"2019-2020",16,"OLDHAM COUNTY","Grade 10",96
"2019-2020",16,"OLDHAM COUNTY","Grade 11",99
"2019-2020",16,"OLDHAM COUNTY","Grade 12",100
"2019-2020",05,"ORANGE COUNTY","Early Education",66
"2019-2020",05,"ORANGE COUNTY","Pre-kindergarten",668
"2019-2020",05,"ORANGE COUNTY","Kindergarten",1155
"2019-2020",05,"ORANGE COUNTY","Grade 1",1117
"2019-2020",05,"ORANGE COUNTY","Grade 2",1089
"2019-2020",05,"ORANGE COUNTY","Grade 3",1077
"2019-2020",05,"ORANGE COUNTY","Grade 4",1112
"2019-2020",05,"ORANGE COUNTY","Grade 5",1144
"2019-2020",05,"ORANGE COUNTY","Grade 6",1172
"2019-2020",05,"ORANGE COUNTY","Grade 7",1133
"2019-2020",05,"ORANGE COUNTY","Grade 8",1145
"2019-2020",05,"ORANGE COUNTY","Grade 9",1146
"2019-2020",05,"ORANGE COUNTY","Grade 10",1112
"2019-2020",05,"ORANGE COUNTY","Grade 11",976
"2019-2020",05,"ORANGE COUNTY","Grade 12",913
"2019-2020",11,"PALO PINTO COUNTY","Early Education",21
"2019-2020",11,"PALO PINTO COUNTY","Pre-kindergarten",308
"2019-2020",11,"PALO PINTO COUNTY","Kindergarten",361
"2019-2020",11,"PALO PINTO COUNTY","Grade 1",334
"2019-2020",11,"PALO PINTO COUNTY","Grade 2",357
"2019-2020",11,"PALO PINTO COUNTY","Grade 3",303
"2019-2020",11,"PALO PINTO COUNTY","Grade 4",339
"2019-2020",11,"PALO PINTO COUNTY","Grade 5",332
"2019-2020",11,"PALO PINTO COUNTY","Grade 6",341
"2019-2020",11,"PALO PINTO COUNTY","Grade 7",357
"2019-2020",11,"PALO PINTO COUNTY","Grade 8",350
"2019-2020",11,"PALO PINTO COUNTY","Grade 9",348
"2019-2020",11,"PALO PINTO COUNTY","Grade 10",275
"2019-2020",11,"PALO PINTO COUNTY","Grade 11",264
"2019-2020",11,"PALO PINTO COUNTY","Grade 12",263
"2019-2020",07,"PANOLA COUNTY","Early Education",20
"2019-2020",07,"PANOLA COUNTY","Pre-kindergarten",182
"2019-2020",07,"PANOLA COUNTY","Kindergarten",262
"2019-2020",07,"PANOLA COUNTY","Grade 1",259
"2019-2020",07,"PANOLA COUNTY","Grade 2",297
"2019-2020",07,"PANOLA COUNTY","Grade 3",259
"2019-2020",07,"PANOLA COUNTY","Grade 4",271
"2019-2020",07,"PANOLA COUNTY","Grade 5",311
"2019-2020",07,"PANOLA COUNTY","Grade 6",299
"2019-2020",07,"PANOLA COUNTY","Grade 7",306
"2019-2020",07,"PANOLA COUNTY","Grade 8",267
"2019-2020",07,"PANOLA COUNTY","Grade 9",356
"2019-2020",07,"PANOLA COUNTY","Grade 10",311
"2019-2020",07,"PANOLA COUNTY","Grade 11",351
"2019-2020",07,"PANOLA COUNTY","Grade 12",284
"2019-2020",11,"PARKER COUNTY","Early Education",135
"2019-2020",11,"PARKER COUNTY","Pre-kindergarten",460
"2019-2020",11,"PARKER COUNTY","Kindergarten",1740
"2019-2020",11,"PARKER COUNTY","Grade 1",1682
"2019-2020",11,"PARKER COUNTY","Grade 2",1721
"2019-2020",11,"PARKER COUNTY","Grade 3",1655
"2019-2020",11,"PARKER COUNTY","Grade 4",1760
"2019-2020",11,"PARKER COUNTY","Grade 5",1769
"2019-2020",11,"PARKER COUNTY","Grade 6",1899
"2019-2020",11,"PARKER COUNTY","Grade 7",1869
"2019-2020",11,"PARKER COUNTY","Grade 8",1677
"2019-2020",11,"PARKER COUNTY","Grade 9",1795
"2019-2020",11,"PARKER COUNTY","Grade 10",1727
"2019-2020",11,"PARKER COUNTY","Grade 11",1622
"2019-2020",11,"PARKER COUNTY","Grade 12",1465
"2019-2020",16,"PARMER COUNTY","Early Education",8
"2019-2020",16,"PARMER COUNTY","Pre-kindergarten",130
"2019-2020",16,"PARMER COUNTY","Kindergarten",170
"2019-2020",16,"PARMER COUNTY","Grade 1",173
"2019-2020",16,"PARMER COUNTY","Grade 2",171
"2019-2020",16,"PARMER COUNTY","Grade 3",170
"2019-2020",16,"PARMER COUNTY","Grade 4",175
"2019-2020",16,"PARMER COUNTY","Grade 5",175
"2019-2020",16,"PARMER COUNTY","Grade 6",181
"2019-2020",16,"PARMER COUNTY","Grade 7",157
"2019-2020",16,"PARMER COUNTY","Grade 8",167
"2019-2020",16,"PARMER COUNTY","Grade 9",173
"2019-2020",16,"PARMER COUNTY","Grade 10",157
"2019-2020",16,"PARMER COUNTY","Grade 11",154
"2019-2020",16,"PARMER COUNTY","Grade 12",155
"2019-2020",18,"PECOS COUNTY","Early Education",18
"2019-2020",18,"PECOS COUNTY","Pre-kindergarten",44
"2019-2020",18,"PECOS COUNTY","Kindergarten",238
"2019-2020",18,"PECOS COUNTY","Grade 1",232
"2019-2020",18,"PECOS COUNTY","Grade 2",234
"2019-2020",18,"PECOS COUNTY","Grade 3",234
"2019-2020",18,"PECOS COUNTY","Grade 4",225
"2019-2020",18,"PECOS COUNTY","Grade 5",270
"2019-2020",18,"PECOS COUNTY","Grade 6",266
"2019-2020",18,"PECOS COUNTY","Grade 7",268
"2019-2020",18,"PECOS COUNTY","Grade 8",216
"2019-2020",18,"PECOS COUNTY","Grade 9",263
"2019-2020",18,"PECOS COUNTY","Grade 10",234
"2019-2020",18,"PECOS COUNTY","Grade 11",183
"2019-2020",18,"PECOS COUNTY","Grade 12",176
"2019-2020",06,"POLK COUNTY","Early Education",38
"2019-2020",06,"POLK COUNTY","Pre-kindergarten",374
"2019-2020",06,"POLK COUNTY","Kindergarten",519
"2019-2020",06,"POLK COUNTY","Grade 1",517
"2019-2020",06,"POLK COUNTY","Grade 2",488
"2019-2020",06,"POLK COUNTY","Grade 3",479
"2019-2020",06,"POLK COUNTY","Grade 4",496
"2019-2020",06,"POLK COUNTY","Grade 5",552
"2019-2020",06,"POLK COUNTY","Grade 6",531
"2019-2020",06,"POLK COUNTY","Grade 7",522
"2019-2020",06,"POLK COUNTY","Grade 8",537
"2019-2020",06,"POLK COUNTY","Grade 9",557
"2019-2020",06,"POLK COUNTY","Grade 10",468
"2019-2020",06,"POLK COUNTY","Grade 11",426
"2019-2020",06,"POLK COUNTY","Grade 12",398
"2019-2020",16,"POTTER COUNTY","Early Education",146
"2019-2020",16,"POTTER COUNTY","Pre-kindergarten",1905
"2019-2020",16,"POTTER COUNTY","Kindergarten",2727
"2019-2020",16,"POTTER COUNTY","Grade 1",2693
"2019-2020",16,"POTTER COUNTY","Grade 2",2593
"2019-2020",16,"POTTER COUNTY","Grade 3",2652
