"Year","Region","County Name","District Name","District Number","Charter Status","Grade Level Name","Gender Name","Gender Count"
"2016-2017",16,"LIPSCOMB COUNTY","BOOKER ISD",148901,"TRADITIONAL ISD/CSD","Grade  8","Male",15
"2016-2017",16,"LIPSCOMB COUNTY","BOOKER ISD",148901,"TRADITIONAL ISD/CSD","Grade  9","Female",13
"2016-2017",16,"LIPSCOMB COUNTY","BOOKER ISD",148901,"TRADITIONAL ISD/CSD","Grade  9","Male",14
"2016-2017",16,"LIPSCOMB COUNTY","BOOKER ISD",148901,"TRADITIONAL ISD/CSD","Grade 10","Female",11
"2016-2017",16,"LIPSCOMB COUNTY","BOOKER ISD",148901,"TRADITIONAL ISD/CSD","Grade 10","Male",13
"2016-2017",16,"LIPSCOMB COUNTY","BOOKER ISD",148901,"TRADITIONAL ISD/CSD","Grade 11","Female",9
"2016-2017",16,"LIPSCOMB COUNTY","BOOKER ISD",148901,"TRADITIONAL ISD/CSD","Grade 11","Male",13
"2016-2017",16,"LIPSCOMB COUNTY","BOOKER ISD",148901,"TRADITIONAL ISD/CSD","Grade 12","Female",15
"2016-2017",16,"LIPSCOMB COUNTY","BOOKER ISD",148901,"TRADITIONAL ISD/CSD","Grade 12","Male",10
"2016-2017",17,"BORDEN COUNTY","BORDEN COUNTY ISD",017901,"TRADITIONAL ISD/CSD","Kindergarten","Female",-9999999
"2016-2017",17,"BORDEN COUNTY","BORDEN COUNTY ISD",017901,"TRADITIONAL ISD/CSD","Kindergarten","Male",10
"2016-2017",17,"BORDEN COUNTY","BORDEN COUNTY ISD",017901,"TRADITIONAL ISD/CSD","Grade  1","Female",8
"2016-2017",17,"BORDEN COUNTY","BORDEN COUNTY ISD",017901,"TRADITIONAL ISD/CSD","Grade  1","Male",15
"2016-2017",17,"BORDEN COUNTY","BORDEN COUNTY ISD",017901,"TRADITIONAL ISD/CSD","Grade  2","Female",6
"2016-2017",17,"BORDEN COUNTY","BORDEN COUNTY ISD",017901,"TRADITIONAL ISD/CSD","Grade  2","Male",13
"2016-2017",17,"BORDEN COUNTY","BORDEN COUNTY ISD",017901,"TRADITIONAL ISD/CSD","Grade  3","Female",9
"2016-2017",17,"BORDEN COUNTY","BORDEN COUNTY ISD",017901,"TRADITIONAL ISD/CSD","Grade  3","Male",10
"2016-2017",17,"BORDEN COUNTY","BORDEN COUNTY ISD",017901,"TRADITIONAL ISD/CSD","Grade  4","Female",10
"2016-2017",17,"BORDEN COUNTY","BORDEN COUNTY ISD",017901,"TRADITIONAL ISD/CSD","Grade  4","Male",7
"2016-2017",17,"BORDEN COUNTY","BORDEN COUNTY ISD",017901,"TRADITIONAL ISD/CSD","Grade  5","Female",15
"2016-2017",17,"BORDEN COUNTY","BORDEN COUNTY ISD",017901,"TRADITIONAL ISD/CSD","Grade  5","Male",9
"2016-2017",17,"BORDEN COUNTY","BORDEN COUNTY ISD",017901,"TRADITIONAL ISD/CSD","Grade  6","Female",7
"2016-2017",17,"BORDEN COUNTY","BORDEN COUNTY ISD",017901,"TRADITIONAL ISD/CSD","Grade  6","Male",10
"2016-2017",17,"BORDEN COUNTY","BORDEN COUNTY ISD",017901,"TRADITIONAL ISD/CSD","Grade  7","Female",10
"2016-2017",17,"BORDEN COUNTY","BORDEN COUNTY ISD",017901,"TRADITIONAL ISD/CSD","Grade  7","Male",5
"2016-2017",17,"BORDEN COUNTY","BORDEN COUNTY ISD",017901,"TRADITIONAL ISD/CSD","Grade  8","Female",13
"2016-2017",17,"BORDEN COUNTY","BORDEN COUNTY ISD",017901,"TRADITIONAL ISD/CSD","Grade  8","Male",15
"2016-2017",17,"BORDEN COUNTY","BORDEN COUNTY ISD",017901,"TRADITIONAL ISD/CSD","Grade  9","Female",15
"2016-2017",17,"BORDEN COUNTY","BORDEN COUNTY ISD",017901,"TRADITIONAL ISD/CSD","Grade  9","Male",9
"2016-2017",17,"BORDEN COUNTY","BORDEN COUNTY ISD",017901,"TRADITIONAL ISD/CSD","Grade 10","Female",14
"2016-2017",17,"BORDEN COUNTY","BORDEN COUNTY ISD",017901,"TRADITIONAL ISD/CSD","Grade 10","Male",8
"2016-2017",17,"BORDEN COUNTY","BORDEN COUNTY ISD",017901,"TRADITIONAL ISD/CSD","Grade 11","Female",8
"2016-2017",17,"BORDEN COUNTY","BORDEN COUNTY ISD",017901,"TRADITIONAL ISD/CSD","Grade 11","Male",10
"2016-2017",17,"BORDEN COUNTY","BORDEN COUNTY ISD",017901,"TRADITIONAL ISD/CSD","Grade 12","Female",5
"2016-2017",17,"BORDEN COUNTY","BORDEN COUNTY ISD",017901,"TRADITIONAL ISD/CSD","Grade 12","Male",11
"2016-2017",16,"HUTCHINSON COUNTY","BORGER ISD",117901,"TRADITIONAL ISD/CSD","Early Education","Female",0
"2016-2017",16,"HUTCHINSON COUNTY","BORGER ISD",117901,"TRADITIONAL ISD/CSD","Early Education","Male",5
"2016-2017",16,"HUTCHINSON COUNTY","BORGER ISD",117901,"TRADITIONAL ISD/CSD","Pre-kindergarten","Female",97
"2016-2017",16,"HUTCHINSON COUNTY","BORGER ISD",117901,"TRADITIONAL ISD/CSD","Pre-kindergarten","Male",111
"2016-2017",16,"HUTCHINSON COUNTY","BORGER ISD",117901,"TRADITIONAL ISD/CSD","Kindergarten","Female",87
"2016-2017",16,"HUTCHINSON COUNTY","BORGER ISD",117901,"TRADITIONAL ISD/CSD","Kindergarten","Male",84
"2016-2017",16,"HUTCHINSON COUNTY","BORGER ISD",117901,"TRADITIONAL ISD/CSD","Grade  1","Female",100
"2016-2017",16,"HUTCHINSON COUNTY","BORGER ISD",117901,"TRADITIONAL ISD/CSD","Grade  1","Male",91
"2016-2017",16,"HUTCHINSON COUNTY","BORGER ISD",117901,"TRADITIONAL ISD/CSD","Grade  2","Female",101
"2016-2017",16,"HUTCHINSON COUNTY","BORGER ISD",117901,"TRADITIONAL ISD/CSD","Grade  2","Male",99
"2016-2017",16,"HUTCHINSON COUNTY","BORGER ISD",117901,"TRADITIONAL ISD/CSD","Grade  3","Female",97
"2016-2017",16,"HUTCHINSON COUNTY","BORGER ISD",117901,"TRADITIONAL ISD/CSD","Grade  3","Male",95
"2016-2017",16,"HUTCHINSON COUNTY","BORGER ISD",117901,"TRADITIONAL ISD/CSD","Grade  4","Female",112
"2016-2017",16,"HUTCHINSON COUNTY","BORGER ISD",117901,"TRADITIONAL ISD/CSD","Grade  4","Male",110
"2016-2017",16,"HUTCHINSON COUNTY","BORGER ISD",117901,"TRADITIONAL ISD/CSD","Grade  5","Female",103
"2016-2017",16,"HUTCHINSON COUNTY","BORGER ISD",117901,"TRADITIONAL ISD/CSD","Grade  5","Male",112
"2016-2017",16,"HUTCHINSON COUNTY","BORGER ISD",117901,"TRADITIONAL ISD/CSD","Grade  6","Female",112
"2016-2017",16,"HUTCHINSON COUNTY","BORGER ISD",117901,"TRADITIONAL ISD/CSD","Grade  6","Male",101
"2016-2017",16,"HUTCHINSON COUNTY","BORGER ISD",117901,"TRADITIONAL ISD/CSD","Grade  7","Female",102
"2016-2017",16,"HUTCHINSON COUNTY","BORGER ISD",117901,"TRADITIONAL ISD/CSD","Grade  7","Male",106
"2016-2017",16,"HUTCHINSON COUNTY","BORGER ISD",117901,"TRADITIONAL ISD/CSD","Grade  8","Female",82
"2016-2017",16,"HUTCHINSON COUNTY","BORGER ISD",117901,"TRADITIONAL ISD/CSD","Grade  8","Male",105
"2016-2017",16,"HUTCHINSON COUNTY","BORGER ISD",117901,"TRADITIONAL ISD/CSD","Grade  9","Female",97
"2016-2017",16,"HUTCHINSON COUNTY","BORGER ISD",117901,"TRADITIONAL ISD/CSD","Grade  9","Male",98
"2016-2017",16,"HUTCHINSON COUNTY","BORGER ISD",117901,"TRADITIONAL ISD/CSD","Grade 10","Female",101
"2016-2017",16,"HUTCHINSON COUNTY","BORGER ISD",117901,"TRADITIONAL ISD/CSD","Grade 10","Male",96
"2016-2017",16,"HUTCHINSON COUNTY","BORGER ISD",117901,"TRADITIONAL ISD/CSD","Grade 11","Female",105
"2016-2017",16,"HUTCHINSON COUNTY","BORGER ISD",117901,"TRADITIONAL ISD/CSD","Grade 11","Male",99
"2016-2017",16,"HUTCHINSON COUNTY","BORGER ISD",117901,"TRADITIONAL ISD/CSD","Grade 12","Female",99
"2016-2017",16,"HUTCHINSON COUNTY","BORGER ISD",117901,"TRADITIONAL ISD/CSD","Grade 12","Male",84
"2016-2017",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Early Education","Female",0
"2016-2017",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Early Education","Male",-9999999
"2016-2017",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Pre-kindergarten","Female",32
"2016-2017",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Pre-kindergarten","Male",14
"2016-2017",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Kindergarten","Female",31
"2016-2017",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Kindergarten","Male",13
"2016-2017",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Grade  1","Female",22
"2016-2017",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Grade  1","Male",18
"2016-2017",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Grade  2","Female",27
"2016-2017",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Grade  2","Male",18
"2016-2017",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Grade  3","Female",22
"2016-2017",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Grade  3","Male",28
"2016-2017",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Grade  4","Female",28
"2016-2017",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Grade  4","Male",24
"2016-2017",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Grade  5","Female",35
"2016-2017",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Grade  5","Male",21
"2016-2017",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Grade  6","Female",25
"2016-2017",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Grade  6","Male",29
"2016-2017",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Grade  7","Female",21
"2016-2017",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Grade  7","Male",31
"2016-2017",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Grade  8","Female",33
"2016-2017",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Grade  8","Male",36
"2016-2017",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Grade  9","Female",15
"2016-2017",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Grade  9","Male",27
"2016-2017",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Grade 10","Female",17
"2016-2017",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Grade 10","Male",26
"2016-2017",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Grade 11","Female",22
"2016-2017",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Grade 11","Male",23
"2016-2017",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Grade 12","Female",19
"2016-2017",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Grade 12","Male",23
"2016-2017",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Early Education","Female",0
"2016-2017",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Early Education","Male",-9999999
"2016-2017",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Pre-kindergarten","Female",14
"2016-2017",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Pre-kindergarten","Male",19
"2016-2017",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Kindergarten","Female",18
"2016-2017",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Kindergarten","Male",19
"2016-2017",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Grade  1","Female",21
"2016-2017",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Grade  1","Male",17
"2016-2017",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Grade  2","Female",23
"2016-2017",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Grade  2","Male",17
"2016-2017",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Grade  3","Female",21
"2016-2017",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Grade  3","Male",15
"2016-2017",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Grade  4","Female",17
"2016-2017",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Grade  4","Male",16
"2016-2017",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Grade  5","Female",14
"2016-2017",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Grade  5","Male",26
"2016-2017",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Grade  6","Female",17
"2016-2017",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Grade  6","Male",13
"2016-2017",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Grade  7","Female",19
"2016-2017",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Grade  7","Male",16
"2016-2017",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Grade  8","Female",21
"2016-2017",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Grade  8","Male",15
"2016-2017",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Grade  9","Female",18
"2016-2017",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Grade  9","Male",20
"2016-2017",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Grade 10","Female",20
"2016-2017",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Grade 10","Male",21
"2016-2017",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Grade 11","Female",15
"2016-2017",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Grade 11","Male",19
"2016-2017",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Grade 12","Female",12
"2016-2017",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Grade 12","Male",14
"2016-2017",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Early Education","Female",-9999999
"2016-2017",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Early Education","Male",-9999999
"2016-2017",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Pre-kindergarten","Female",46
"2016-2017",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Pre-kindergarten","Male",43
"2016-2017",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Kindergarten","Female",56
"2016-2017",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Kindergarten","Male",49
"2016-2017",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Grade  1","Female",71
"2016-2017",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Grade  1","Male",60
"2016-2017",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Grade  2","Female",68
"2016-2017",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Grade  2","Male",62
"2016-2017",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Grade  3","Female",74
"2016-2017",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Grade  3","Male",63
"2016-2017",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Grade  4","Female",41
"2016-2017",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Grade  4","Male",72
"2016-2017",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Grade  5","Female",66
"2016-2017",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Grade  5","Male",66
"2016-2017",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Grade  6","Female",57
"2016-2017",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Grade  6","Male",68
"2016-2017",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Grade  7","Female",59
"2016-2017",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Grade  7","Male",63
"2016-2017",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Grade  8","Female",61
"2016-2017",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Grade  8","Male",69
"2016-2017",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Grade  9","Female",60
"2016-2017",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Grade  9","Male",65
"2016-2017",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Grade 10","Female",57
"2016-2017",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Grade 10","Male",60
"2016-2017",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Grade 11","Female",64
"2016-2017",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Grade 11","Male",62
"2016-2017",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Grade 12","Female",49
"2016-2017",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Grade 12","Male",57
"2016-2017",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Early Education","Female",0
"2016-2017",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Early Education","Male",-9999999
"2016-2017",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Pre-kindergarten","Female",29
"2016-2017",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Pre-kindergarten","Male",30
"2016-2017",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Kindergarten","Female",50
"2016-2017",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Kindergarten","Male",50
"2016-2017",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Grade  1","Female",36
"2016-2017",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Grade  1","Male",51
"2016-2017",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Grade  2","Female",44
"2016-2017",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Grade  2","Male",49
"2016-2017",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Grade  3","Female",42
"2016-2017",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Grade  3","Male",44
"2016-2017",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Grade  4","Female",46
"2016-2017",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Grade  4","Male",45
"2016-2017",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Grade  5","Female",44
"2016-2017",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Grade  5","Male",46
"2016-2017",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Grade  6","Female",48
"2016-2017",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Grade  6","Male",53
"2016-2017",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Grade  7","Female",35
"2016-2017",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Grade  7","Male",51
"2016-2017",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Grade  8","Female",46
"2016-2017",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Grade  8","Male",64
"2016-2017",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Grade  9","Female",47
"2016-2017",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Grade  9","Male",34
"2016-2017",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Grade 10","Female",52
"2016-2017",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Grade 10","Male",55
"2016-2017",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Grade 11","Female",46
"2016-2017",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Grade 11","Male",53
"2016-2017",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Grade 12","Female",32
"2016-2017",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Grade 12","Male",22
"2016-2017",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Kindergarten","Female",-9999999
"2016-2017",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Kindergarten","Male",-9999999
"2016-2017",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Grade  1","Female",-9999999
"2016-2017",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Grade  1","Male",-9999999
"2016-2017",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Grade  2","Female",-9999999
"2016-2017",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Grade  2","Male",-9999999
"2016-2017",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Grade  3","Female",-9999999
"2016-2017",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Grade  3","Male",0
"2016-2017",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Grade  4","Female",6
"2016-2017",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Grade  4","Male",10
"2016-2017",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Grade  5","Female",-9999999
"2016-2017",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Grade  5","Male",7
"2016-2017",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Grade  6","Female",-9999999
"2016-2017",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Grade  6","Male",15
"2016-2017",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Grade  7","Female",6
"2016-2017",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Grade  7","Male",10
"2016-2017",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Grade  8","Female",13
"2016-2017",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Grade  8","Male",18
"2016-2017",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Grade  9","Female",18
"2016-2017",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Grade  9","Male",25
"2016-2017",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Grade 10","Female",16
"2016-2017",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Grade 10","Male",32
"2016-2017",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Grade 11","Female",12
"2016-2017",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Grade 11","Male",15
"2016-2017",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Grade 12","Female",16
"2016-2017",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Grade 12","Male",24
"2016-2017",20,"KINNEY COUNTY","BRACKETT ISD",136901,"TRADITIONAL ISD/CSD","Pre-kindergarten","Female",17
"2016-2017",20,"KINNEY COUNTY","BRACKETT ISD",136901,"TRADITIONAL ISD/CSD","Pre-kindergarten","Male",17
"2016-2017",20,"KINNEY COUNTY","BRACKETT ISD",136901,"TRADITIONAL ISD/CSD","Kindergarten","Female",25
"2016-2017",20,"KINNEY COUNTY","BRACKETT ISD",136901,"TRADITIONAL ISD/CSD","Kindergarten","Male",15
"2016-2017",20,"KINNEY COUNTY","BRACKETT ISD",136901,"TRADITIONAL ISD/CSD","Grade  1","Female",25
"2016-2017",20,"KINNEY COUNTY","BRACKETT ISD",136901,"TRADITIONAL ISD/CSD","Grade  1","Male",30
"2016-2017",20,"KINNEY COUNTY","BRACKETT ISD",136901,"TRADITIONAL ISD/CSD","Grade  2","Female",18
"2016-2017",20,"KINNEY COUNTY","BRACKETT ISD",136901,"TRADITIONAL ISD/CSD","Grade  2","Male",25
