School Year,LEA TYPE,LEA Name,School Name,Total K-12,K,Grade_1,Grade_2,Grade_3,Grade_4,Grade_5,Grade_6,Grade_7,Grade_8,Grade_9,Grade_10,Grade_11,Grade_12,Female,Male,American Indian,AfAm/Black,Asian,Hispanic,Multiple Race,Pacific Islander,White,Economically Disadvantaged,English Learner,Student With a Disability,Homeless,Preschool
2020,District,Nebo District,Meadow Brook School,692,108,92,108,102,102,101,79,0,0,0,0,0,0,335,357,2,0,3,160,27,10,490,242,53,88,4,39
2020,District,Nebo District,Mt. Loafer School,761,87,106,121,107,108,113,119,0,0,0,0,0,0,371,390,3,3,4,34,10,1,706,115,3,93,4,6
2020,District,Nebo District,Mt. Nebo Junior High,713,0,0,0,0,0,0,0,237,229,247,0,0,0,335,378,2,0,2,176,5,3,525,349,52,107,45,0
2020,District,Nebo District,Nebo Advanced Learning Center,10,0,0,0,0,0,0,0,0,0,2,1,3,4,6,4,0,1,0,0,0,0,9,0,0,0,0,0
2020,District,Nebo District,Orchard Hills School,516,55,82,72,67,78,76,86,0,0,0,0,0,0,248,268,3,3,0,37,3,1,469,142,13,66,11,35
2020,District,Nebo District,Park School,412,64,54,54,64,60,55,61,0,0,0,0,0,0,205,207,2,6,0,83,3,0,318,216,37,76,19,33
2020,District,Nebo District,Park View School,447,55,71,68,64,51,70,68,0,0,0,0,0,0,217,230,0,1,1,64,10,4,367,149,27,75,3,36
2020,District,Nebo District,Payson High,1459,0,0,0,0,0,0,0,0,0,0,536,482,441,718,741,1,13,3,226,26,3,1187,388,44,189,53,0
2020,District,Nebo District,Payson Jr High,1224,0,0,0,0,0,0,0,435,398,391,0,0,0,571,653,2,7,2,143,24,3,1043,399,55,151,51,0
2020,District,Nebo District,Rees School,667,110,98,94,81,98,93,93,0,0,0,0,0,0,360,307,4,2,1,133,21,3,503,273,61,95,77,45
2020,District,Nebo District,Riverview School,852,120,119,107,127,121,138,120,0,0,0,0,0,0,377,475,4,11,0,94,15,8,720,184,45,128,6,37
2020,District,Nebo District,Sage Creek School,676,74,88,101,85,115,94,119,0,0,0,0,0,0,350,326,4,3,8,104,19,7,531,201,28,57,23,0
2020,District,Nebo District,Salem Hills High,1374,0,0,0,0,0,0,0,0,0,0,455,471,448,651,723,4,7,8,91,37,8,1219,236,19,128,13,0
2020,District,Nebo District,Salem Junior High,1194,0,0,0,0,0,0,0,409,399,386,0,0,0,575,619,4,7,5,57,28,3,1090,208,9,127,8,0
2020,District,Nebo District,Salem School,528,72,78,75,73,68,87,75,0,0,0,0,0,0,277,251,0,2,1,24,9,1,491,123,2,99,7,1
2020,District,Nebo District,Santaquin School,512,78,69,80,68,81,62,74,0,0,0,0,0,0,264,248,0,1,0,62,16,6,427,163,33,66,2,5
2020,District,Nebo District,Sierra Bonita Elementary,833,92,118,111,132,136,114,130,0,0,0,0,0,0,414,419,1,4,2,55,19,4,748,116,20,95,15,4
2020,District,Nebo District,Spanish Fork High,1442,0,0,0,0,0,0,0,0,0,0,496,506,440,738,704,3,15,3,182,26,23,1190,282,31,155,27,0
2020,District,Nebo District,Spanish Fork Jr High,1255,0,0,0,0,0,0,0,432,422,401,0,0,0,618,637,4,4,4,110,30,5,1098,227,19,148,34,0
2020,District,Nebo District,Spanish Oaks School,432,47,45,49,66,67,71,87,0,0,0,0,0,0,196,236,2,1,3,35,13,2,376,118,9,88,10,5
2020,District,Nebo District,Spring Lake School,631,67,94,89,91,113,83,94,0,0,0,0,0,0,347,284,2,10,0,94,8,2,515,201,35,102,7,65
2020,District,Nebo District,Springville High,1504,0,0,0,0,0,0,0,0,2,1,516,502,483,720,784,7,8,12,245,35,21,1176,345,23,150,13,0
2020,District,Nebo District,Springville Jr High,1225,0,0,0,0,0,0,0,417,405,403,0,0,0,593,631,5,5,8,220,30,20,937,419,49,151,21,0
2020,District,Nebo District,Taylor School,470,59,63,67,71,65,69,76,0,0,0,0,0,0,227,243,0,1,1,92,10,1,365,240,47,108,40,62
2020,District,Nebo District,Westside School,696,85,101,100,107,83,112,108,0,0,0,0,0,0,311,385,2,4,2,200,26,15,447,279,111,88,28,2
2020,District,Nebo District,Wilson School,408,61,50,54,59,54,61,69,0,0,0,0,0,0,189,219,1,0,1,121,5,0,280,229,74,65,28,0
2020,District,North Sanpete District,Fairview School,265,39,30,30,42,35,53,36,0,0,0,0,0,0,128,137,2,1,0,13,6,0,243,146,5,38,7,0
2020,District,North Sanpete District,Fountain Green School,147,20,17,23,23,20,21,23,0,0,0,0,0,0,76,71,1,0,0,6,5,1,134,80,1,20,0,16
2020,District,North Sanpete District,Moroni School,319,48,49,54,37,46,47,38,0,0,0,0,0,0,147,172,1,0,0,138,2,2,176,213,72,33,5,28
2020,District,North Sanpete District,Mt. Pleasant School,451,55,60,64,60,66,69,77,0,0,0,0,0,0,201,250,6,0,2,48,13,7,375,266,21,55,9,76
2020,District,North Sanpete District,North Sanpete High,725,0,0,0,0,0,0,0,0,0,212,184,175,154,346,379,8,5,1,90,16,9,596,368,21,81,8,0
2020,District,North Sanpete District,North Sanpete Middle,408,0,0,0,0,0,0,0,196,212,0,0,0,0,208,200,5,0,1,67,8,3,324,250,27,45,5,0
2020,District,North Sanpete District,Pleasant Creek High School,35,0,0,0,0,0,0,0,0,0,2,4,13,16,12,23,0,2,0,6,1,0,26,35,3,11,1,0
2020,District,North Sanpete District,Spring City School,157,10,21,19,19,30,23,35,0,0,0,0,0,0,81,76,1,0,0,14,2,0,140,108,4,22,1,0
2020,District,North Summit District,North Summit High,324,0,0,0,0,0,0,0,0,0,75,80,92,77,144,180,4,0,1,36,2,1,280,94,8,27,0,0
2020,District,North Summit District,North Summit Middle,329,0,0,0,0,0,88,74,85,82,0,0,0,0,163,166,1,0,1,49,5,0,273,107,15,42,0,0
2020,District,North Summit District,North Summit Preschool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,28
2020,District,North Summit District,North Summit School,361,63,77,64,80,77,0,0,0,0,0,0,0,0,171,190,0,2,0,61,2,0,296,125,41,50,0,0
2020,District,Ogden City District,Ben Lomond High,1223,0,0,0,0,0,0,0,0,0,0,409,422,392,579,644,11,27,10,738,30,4,403,740,155,142,20,0
2020,District,Ogden City District,Bonneville School,462,59,63,72,64,69,62,73,0,0,0,0,0,0,216,246,2,6,2,254,12,2,184,462,104,48,66,0
2020,District,Ogden City District,George Washington High,251,0,0,0,0,0,0,0,0,0,0,36,81,134,117,134,0,7,2,132,4,0,106,240,43,89,25,0
2020,District,Ogden City District,Heritage School,693,101,114,95,92,90,105,96,0,0,0,0,0,0,312,381,7,17,2,418,26,2,221,693,208,103,6,0
2020,District,Ogden City District,Highland Junior High,839,0,0,0,0,0,0,0,291,301,247,0,0,0,412,427,7,16,6,501,20,2,287,837,131,108,11,0
2020,District,Ogden City District,Hillcrest School,376,49,55,44,52,48,57,71,0,0,0,0,0,0,164,212,0,7,3,183,11,0,172,376,70,52,1,0
2020,District,Ogden City District,Horace Mann School,435,69,57,70,70,43,58,68,0,0,0,0,0,0,212,223,1,3,2,134,17,3,275,435,30,56,4,0
2020,District,Ogden City District,James Madison School,426,62,65,56,51,67,57,68,0,0,0,0,0,0,198,228,10,12,11,283,7,4,99,424,172,64,19,3
2020,District,Ogden City District,Lincoln School,548,78,72,72,72,74,89,91,0,0,0,0,0,0,264,284,3,5,1,354,14,3,168,548,147,58,1,35
2020,District,Ogden City District,Malan's Peak Secondary,13,0,0,0,0,0,0,0,0,0,0,2,5,6,2,11,0,2,0,3,1,0,7,4,0,9,0,0
2020,District,Ogden City District,Mound Fort Junior High,716,0,0,0,0,0,0,0,235,230,251,0,0,0,319,397,8,7,6,380,21,4,290,715,134,117,10,0
2020,District,Ogden City District,Mount Ogden Junior High,871,0,0,0,0,0,0,0,312,268,291,0,0,0,420,451,3,15,4,369,31,2,447,435,107,96,1,0
2020,District,Ogden City District,New Bridge School,707,101,121,92,94,99,93,107,0,0,0,0,0,0,331,376,10,13,4,339,24,5,312,704,172,101,8,0
2020,District,Ogden City District,Odyssey School,551,89,74,73,80,74,87,74,0,0,0,0,0,0,263,288,3,20,2,415,16,6,89,550,191,65,41,0
2020,District,Ogden City District,Ogden High,1205,0,0,0,0,0,0,0,0,0,0,428,388,389,597,608,11,26,15,608,31,2,512,641,169,114,8,0
2020,District,Ogden City District,Ogden Preschool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,123
2020,District,Ogden City District,Polk School,666,98,91,100,93,93,90,101,0,0,0,0,0,0,321,345,7,11,5,170,29,2,442,240,64,52,1,0
2020,District,Ogden City District,Shadow Valley School,630,85,87,81,110,70,93,104,0,0,0,0,0,0,316,314,1,9,10,104,19,3,484,165,42,61,8,0
2020,District,Ogden City District,Taylor Canyon School,354,46,45,49,51,50,50,63,0,0,0,0,0,0,166,188,2,4,1,96,17,1,233,154,23,34,0,0
2020,District,Ogden City District,Thomas O. Smith School,494,64,74,78,70,70,78,60,0,0,0,0,0,0,221,273,4,5,0,335,10,5,135,494,197,69,7,15
2020,District,Park City District,Ecker Hill Middle,773,0,0,0,0,0,0,354,419,0,0,0,0,0,365,408,0,4,13,156,21,0,579,149,78,50,0,0
2020,District,Park City District,Jeremy Ranch Preschool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,57
2020,District,Park City District,Jeremy Ranch School,555,69,77,93,87,109,120,0,0,0,0,0,0,0,279,276,2,5,5,88,16,0,439,85,78,39,0,0
2020,District,Park City District,Mcpolin School,388,64,68,59,68,57,72,0,0,0,0,0,0,0,205,183,0,3,5,177,13,0,190,159,142,22,0,0
2020,District,Park City District,MPES Preschool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,48
2020,District,Park City District,Park City High,1287,0,0,0,0,0,0,0,0,0,0,425,412,450,629,658,1,8,42,250,22,2,962,209,63,109,0,0
2020,District,Park City District,Parley's Park Preschool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,37
2020,District,Park City District,Parleys Park School,546,76,78,89,89,110,104,0,0,0,0,0,0,0,267,279,0,4,12,113,11,0,406,105,106,44,1,0
2020,District,Park City District,Trailside Preschool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,19
2020,District,Park City District,Trailside School,424,55,59,58,81,71,100,0,0,0,0,0,0,0,212,212,0,5,3,76,12,1,327,79,54,27,0,0
2020,District,Park City District,Treasure Mtn. Junior High School,784,0,0,0,0,0,0,0,0,377,407,0,0,0,354,430,0,5,14,148,12,2,603,149,40,52,0,0
2020,District,Piute District,Circleville Preschool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,24
2020,District,Piute District,Circleville School,90,17,8,13,14,9,8,21,0,0,0,0,0,0,44,46,0,1,0,20,1,0,68,64,10,19,0,0
2020,District,Piute District,Oscarson Preschool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,6
2020,District,Piute District,Oscarson School,30,2,5,2,4,8,4,5,0,0,0,0,0,0,18,12,0,0,0,0,0,0,30,20,0,5,2,0
2020,District,Piute District,Piute High,159,0,0,0,0,0,0,0,27,26,27,26,25,28,76,83,1,2,0,22,0,0,134,85,6,21,2,0
2020,District,Provo District,Amelia Earhart School,485,61,66,70,77,64,71,76,0,0,0,0,0,0,256,229,4,4,2,162,21,14,278,289,121,74,24,0
2020,District,Provo District,Canyon Crest School,476,69,69,69,71,67,61,70,0,0,0,0,0,0,232,244,5,2,5,48,18,3,395,88,36,30,1,3
2020,District,Provo District,Centennial Middle,1238,0,0,0,0,0,0,0,655,583,0,0,0,0,577,661,8,15,26,278,55,36,820,417,138,124,13,0
2020,District,Provo District,Dixon Middle,988,0,0,0,0,0,0,0,512,476,0,0,0,0,471,517,12,10,12,346,30,33,545,476,156,135,23,0
2020,District,Provo District,Edgemont School,631,89,104,84,97,82,94,81,0,0,0,0,0,0,307,324,2,16,16,65,35,11,486,143,74,69,4,1
2020,District,Provo District,Franklin School,349,62,40,58,56,37,48,48,0,0,0,0,0,0,174,175,9,4,2,185,12,20,117,270,167,57,12,35
2020,District,Provo District,Independence High,190,0,0,0,0,0,0,0,0,0,15,29,44,102,91,99,3,4,2,77,2,6,96,95,23,87,3,0
2020,District,Provo District,Lakeview School,791,97,104,128,100,125,111,126,0,0,0,0,0,0,367,424,1,5,5,199,25,32,524,251,141,81,8,3
2020,District,Provo District,Oak Springs School,48,0,2,0,1,4,3,5,5,5,3,8,5,7,20,28,2,4,0,5,0,2,35,0,0,35,1,0
2020,District,Provo District,Provo eSchool,2586,126,219,288,384,349,355,320,288,255,0,0,0,2,1295,1291,7,8,8,112,59,7,2385,5,4,88,0,0
2020,District,Provo District,Provo High,1915,0,0,0,0,0,0,0,0,0,455,504,494,462,909,1006,22,26,25,691,56,63,1032,747,209,174,14,0
2020,District,Provo District,Provo Peaks School,496,80,61,54,55,82,83,81,0,0,0,0,0,0,229,267,10,10,12,196,16,14,238,306,143,120,12,33
2020,District,Provo District,Provost School,464,71,60,64,68,65,66,70,0,0,0,0,0,0,241,223,2,3,3,147,16,15,278,265,105,50,5,0
2020,District,Provo District,Rock Canyon School,589,91,78,74,95,76,90,85,0,0,0,0,0,0,276,313,1,8,13,59,28,13,467,160,53,43,1,7
2020,District,Provo District,Slate Canyon,13,0,0,0,0,0,0,0,0,0,0,2,5,6,0,13,0,3,0,6,0,0,4,0,0,5,0,0
2020,District,Provo District,Spring Creek School,401,55,57,56,53,56,65,59,0,0,0,0,0,0,192,209,4,7,2,207,20,31,130,326,169,66,11,36
2020,District,Provo District,Sunrise Preschool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,239
2020,District,Provo District,Sunset View School,583,78,71,67,76,99,92,100,0,0,0,0,0,0,284,299,9,5,5,228,28,32,276,327,163,86,16,35
2020,District,Provo District,Timpanogos School,629,85,110,87,81,93,99,74,0,0,0,0,0,0,295,334,9,7,6,328,18,9,252,436,299,83,13,0
2020,District,Provo District,Timpview High,2270,0,0,0,0,0,0,0,0,0,620,562,597,491,1104,1166,17,17,67,465,75,97,1532,637,168,180,17,0
2020,District,Provo District,Wasatch School,744,74,116,101,116,110,106,121,0,0,0,0,0,0,371,373,1,5,41,75,46,16,560,165,72,57,4,5
2020,District,Provo District,Westridge School,718,122,96,78,111,89,111,111,0,0,0,0,0,0,356,362,7,5,13,123,36,27,507,272,83,69,14,5
2020,District,Rich District,North Rich School,117,22,17,19,20,21,18,0,0,0,0,0,0,0,64,53,0,0,0,11,4,0,102,47,3,17,0,0
2020,District,Rich District,Rich High,139,0,0,0,0,0,0,0,0,0,30,44,43,22,72,67,0,0,0,5,6,0,128,45,2,19,0,0
2020,District,Rich District,Rich Middle School,122,0,0,0,0,0,0,39,40,43,0,0,0,0,57,65,0,0,0,6,2,0,114,53,1,16,0,0
2020,District,Rich District,Rich Preschool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,10
2020,District,Rich District,South Rich School,120,23,17,27,16,16,21,0,0,0,0,0,0,0,53,67,0,0,0,1,2,0,117,64,0,16,0,0
2020,District,Salt Lake District,Backman School,452,54,64,54,73,67,65,75,0,0,0,0,0,0,211,241,5,45,14,274,12,33,69,413,227,91,20,15
2020,District,Salt Lake District,Beacon Heights School,477,65,68,67,83,57,72,65,0,0,0,0,0,0,238,239,4,6,68,29,28,2,340,89,56,44,4,14
2020,District,Salt Lake District,Bonneville School,485,63,68,74,65,72,70,73,0,0,0,0,0,0,233,252,1,2,27,25,18,5,407,37,16,30,2,0
2020,District,Salt Lake District,Bryant Middle,426,0,0,0,0,0,0,0,223,203,0,0,0,0,215,211,6,35,11,218,16,14,126,310,91,70,27,0
2020,District,Salt Lake District,Children Behavior Therapy Unit,24,0,2,2,5,7,3,5,0,0,0,0,0,0,2,22,0,3,0,10,3,0,8,21,4,22,0,0
2020,District,Salt Lake District,Clayton Middle,755,0,0,0,0,0,0,0,371,384,0,0,0,0,378,377,8,20,26,119,33,22,527,226,40,61,14,0
2020,District,Salt Lake District,Dilworth School,556,87,75,63,86,80,89,76,0,0,0,0,0,0,270,286,7,7,16,31,23,9,463,96,17,67,4,57
2020,District,Salt Lake District,East High,1956,0,0,0,0,0,0,0,0,0,481,543,491,441,981,975,24,82,81,794,65,150,760,1161,307,209,85,0
2020,District,Salt Lake District,Edison School,408,66,70,64,66,77,65,0,0,0,0,0,0,0,213,195,5,10,29,278,5,34,47,408,235,38,12,36
2020,District,Salt Lake District,Emerson School,596,87,81,97,99,74,79,79,0,0,0,0,0,0,257,339,10,11,15,111,47,4,398,160,38,113,12,0
2020,District,Salt Lake District,Ensign School,349,66,54,54,48,53,35,39,0,0,0,0,0,0,185,164,5,0,6,24,26,12,276,53,9,29,5,0
2020,District,Salt Lake District,Escalante School,404,50,54,50,55,68,55,72,0,0,0,0,0,0,205,199,7,21,12,261,13,32,58,349,190,57,16,21
2020,District,Salt Lake District,Franklin School,394,56,49,50,55,54,62,68,0,0,0,0,0,0,189,205,3,19,16,248,6,28,74,366,184,103,20,14
2020,District,Salt Lake District,Glendale Middle,820,0,0,0,0,0,0,283,269,268,0,0,0,0,409,411,7,60,46,530,11,100,66,752,285,138,51,0
2020,District,Salt Lake District,Hawthorne School,413,46,63,58,68,61,57,60,0,0,0,0,0,0,200,213,3,10,37,39,31,8,285,93,21,37,9,0
2020,District,Salt Lake District,Highland High,1832,0,0,0,0,0,0,0,0,0,522,461,437,412,874,958,21,77,53,384,88,66,1143,727,168,200,57,0
2020,District,Salt Lake District,Highland Park School,628,96,92,88,83,92,92,85,0,0,0,0,0,0,310,318,0,9,8,41,33,5,532,117,14,91,9,0
2020,District,Salt Lake District,Hillside Middle,591,0,0,0,0,0,0,0,306,285,0,0,0,0,273,318,12,17,13,97,28,15,409,214,39,80,9,0
2020,District,Salt Lake District,Horizonte Instruction & Training Center,258,0,0,0,0,0,0,0,0,0,1,6,113,138,121,137,3,11,3,166,6,14,55,236,56,64,32,0
2020,District,Salt Lake District,Indian Hills School,418,60,73,53,63,62,54,53,0,0,0,0,0,0,205,213,0,0,30,26,24,2,336,67,12,37,7,0
2020,District,Salt Lake District,Innovations High School,318,0,0,0,0,0,0,0,0,0,48,82,104,84,155,163,2,8,4,150,8,1,145,164,32,20,7,0
2020,District,Salt Lake District,Liberty School,404,64,61,53,59,56,53,58,0,0,0,0,0,0,195,209,14,40,54,142,18,17,119,404,202,50,21,79
2020,District,Salt Lake District,M. Lynn Bennion School,188,33,26,27,29,23,24,26,0,0,0,0,0,0,97,91,12,23,6,71,6,5,65,188,53,18,47,17
2020,District,Salt Lake District,Mary W. Jackson School,434,66,59,61,62,57,58,71,0,0,0,0,0,0,212,222,10,16,5,277,19,19,88,382,171,56,43,18
2020,District,Salt Lake District,Meadowlark School,410,56,54,59,46,65,66,64,0,0,0,0,0,0,217,193,8,51,30,174,5,26,116,410,253,71,20,16
2020,District,Salt Lake District,Mountain View School,570,103,87,91,99,92,98,0,0,0,0,0,0,0,298,272,4,50,44,303,14,101,54,489,307,60,44,47
2020,District,Salt Lake District,Newman School,337,39,55,57,49,36,54,47,0,0,0,0,0,0,162,175,2,4,4,151,17,16,143,238,79,35,16,29
2020,District,Salt Lake District,Nibley Park School,428,50,48,48,51,56,54,54,33,34,0,0,0,0,198,230,5,15,7,144,28,1,228,256,77,78,13,0
2020,District,Salt Lake District,North Star School,487,60,75,55,77,69,75,76,0,0,0,0,0,0,229,258,3,42,7,304,9,59,63,407,210,50,28,14
2020,District,Salt Lake District,Northwest Middle,723,0,0,0,0,0,0,0,356,367,0,0,0,0,349,374,12,50,28,476,12,44,101,658,217,136,28,0
2020,District,Salt Lake District,Parkview School,284,37,43,49,48,47,60,0,0,0,0,0,0,0,149,135,2,11,13,195,4,18,41,260,148,59,19,51
2020,District,Salt Lake District,Riley School,279,45,43,43,45,43,60,0,0,0,0,0,0,0,138,141,5,31,12,152,7,29,43,279,148,37,25,14
2020,District,Salt Lake District,Rose Park School,326,42,47,48,49,43,52,45,0,0,0,0,0,0,172,154,12,16,13,172,2,17,94,292,154,43,27,21
2020,District,Salt Lake District,Salt Lake Head Start,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,58
2020,District,Salt Lake District,Uintah School,470,57,64,69,71,78,67,64,0,0,0,0,0,0,238,232,1,6,16,33,34,4,376,55,19,26,5,0
2020,District,Salt Lake District,Wasatch School,444,60,68,66,71,64,56,59,0,0,0,0,0,0,212,232,3,9,20,41,47,5,319,117,35,41,13,0
2020,District,Salt Lake District,Washington School,262,29,51,34,33,40,34,41,0,0,0,0,0,0,127,135,8,15,9,94,16,16,104,167,41,45,17,68
2020,District,Salt Lake District,West High,2851,0,0,0,0,0,0,0,104,101,743,660,679,564,1375,1476,27,136,237,1166,125,170,990,1617,394,299,80,0
2020,District,Salt Lake District,Whittier School,560,88,90,72,70,78,96,66,0,0,0,0,0,0,276,284,7,51,25,136,41,12,288,329,105,57,21,22
2020,District,San Juan District,Albert R. Lyman Middle,329,0,0,0,0,0,0,100,127,102,0,0,0,0,149,180,143,1,0,22,8,1,154,329,96,45,12,0
2020,District,San Juan District,Blanding School,533,78,95,97,87,86,90,0,0,0,0,0,0,0,254,279,198,3,0,29,31,0,272,533,111,72,22,51
2020,District,San Juan District,Bluff School,70,13,13,10,11,9,14,0,0,0,0,0,0,0,50,20,64,0,1,1,1,0,3,70,50,9,10,11
2020,District,San Juan District,La Sal School,9,3,2,4,0,0,0,0,0,0,0,0,0,0,3,6,2,0,0,0,0,0,7,9,0,1,2,0
2020,District,San Juan District,Montezuma Creek School,243,33,27,34,42,40,30,37,0,0,0,0,0,0,106,137,239,0,0,1,0,0,3,243,141,33,39,37
2020,District,San Juan District,Monticello High,263,0,0,0,0,0,0,0,31,47,43,43,49,50,129,133,13,3,1,23,2,0,221,263,9,39,7,0
2020,District,San Juan District,Monticello School,282,39,39,45,32,39,42,46,0,0,0,0,0,0,133,149,12,0,2,49,7,0,212,282,26,32,9,13
2020,District,San Juan District,Monument Valley High,222,0,0,0,0,0,0,0,36,31,43,28,51,33,124,98,211,0,0,3,0,0,8,222,157,37,14,0
2020,District,San Juan District,Navajo Mountain High,24,0,0,0,0,0,0,0,0,0,4,11,4,5,10,14,24,0,0,0,0,0,0,24,14,4,6,0
2020,District,San Juan District,San Juan High,420,0,0,0,0,0,0,0,0,0,112,97,105,106,212,208,162,0,2,22,12,1,221,420,54,47,19,0
2020,District,San Juan District,Tse'Bii'Nidzisgai School,248,36,35,32,43,33,41,28,0,0,0,0,0,0,126,122,240,0,1,5,0,0,2,248,173,39,11,42
2020,District,San Juan District,Whitehorse High,248,0,0,0,0,0,0,0,42,44,43,41,41,37,115,133,241,0,0,5,1,0,1,248,126,46,25,0
2020,District,Sevier District,Ashman School,475,155,172,148,0,0,0,0,0,0,0,0,0,0,210,265,20,5,1,29,0,3,417,242,5,60,9,0
2020,District,Sevier District,Cedar Ridge High,41,0,0,0,0,0,0,0,0,0,0,0,15,26,15,26,1,0,0,4,0,0,36,26,2,7,1,0
2020,District,Sevier District,Koosharem School,41,3,8,3,8,9,7,3,0,0,0,0,0,0,20,21,0,0,0,0,0,2,39,22,0,5,0,0
2020,District,Sevier District,Monroe School,572,91,102,82,93,79,125,0,0,0,0,0,0,0,298,274,9,3,2,24,0,2,532,271,7,81,2,0
2020,District,Sevier District,North Sevier High,281,0,0,0,0,0,0,0,0,0,83,71,61,66,141,140,1,4,0,14,0,0,262,107,1,15,0,0
2020,District,Sevier District,North Sevier Middle,232,0,0,0,0,0,0,76,82,74,0,0,0,0,115,117,0,3,1,10,0,2,216,113,3,24,2,0
2020,District,Sevier District,Pahvant School,537,0,0,0,178,193,166,0,0,0,0,0,0,0,264,273,9,4,1,25,0,5,493,273,4,69,12,0
2020,District,Sevier District,Red Hills Middle,563,0,0,0,0,0,0,189,199,175,0,0,0,0,277,286,14,3,0,28,0,8,510,289,6,72,9,0
2020,District,Sevier District,Richfield High,680,0,0,0,0,0,0,0,0,0,177,187,168,148,314,366,24,4,1,25,0,6,620,271,6,86,5,0
2020,District,Sevier District,Richfield Preschool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,191
2020,District,Sevier District,Salina School,422,66,71,68,71,67,79,0,0,0,0,0,0,0,214,208,1,1,2,30,0,0,388,215,11,74,2,0
2020,District,Sevier District,South Sevier High,398,0,0,0,0,0,0,0,0,0,96,104,101,97,196,202,6,2,2,17,0,1,370,155,6,45,0,0
2020,District,Sevier District,South Sevier Middle,306,0,0,0,0,0,0,86,115,105,0,0,0,0,146,160,3,2,0,15,0,3,283,133,6,32,1,0
2020,District,South Sanpete District,Ephraim Middle,510,0,0,0,0,0,0,160,179,171,0,0,0,0,241,269,4,3,2,47,8,4,442,256,30,58,1,0
2020,District,South Sanpete District,Ephraim School,525,94,77,97,85,82,90,0,0,0,0,0,0,0,263,262,3,0,0,73,13,5,431,300,71,96,6,50
2020,District,South Sanpete District,Gunnison Valley High,322,0,0,0,0,0,0,0,0,0,90,87,72,73,144,178,5,4,0,33,8,2,270,148,17,49,7,0
2020,District,South Sanpete District,Gunnison Valley Middle,277,0,0,0,0,0,0,82,103,92,0,0,0,0,125,152,6,2,0,36,5,0,228,146,16,38,1,0
2020,District,South Sanpete District,Gunnison Valley School,506,87,88,74,97,79,81,0,0,0,0,0,0,0,251,255,6,3,0,78,14,0,405,258,54,88,0,53
2020,District,South Sanpete District,Manti High,690,0,0,0,0,0,0,0,0,0,192,167,172,159,368,322,3,12,2,57,6,6,604,307,24,60,1,0
2020,District,South Sanpete District,Manti School,386,61,52,59,76,68,70,0,0,0,0,0,0,0,176,210,4,1,1,15,8,4,353,231,7,65,0,87
2020,District,South Sanpete District,South Sanpete Education Support Center,14,0,0,0,0,0,0,0,2,2,1,4,4,1,10,4,1,0,0,2,2,0,9,7,0,7,0,0
2020,District,South Summit District,Out of State School,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2020,District,South Summit District,Silver Summit Academy,101,0,0,0,0,0,0,13,17,20,21,13,9,8,44,57,0,0,0,2,1,1,97,1,0,5,0,0
2020,District,South Summit District,Silver Summit School,67,6,12,10,13,13,13,0,0,0,0,0,0,0,31,36,0,0,0,1,3,0,63,8,0,2,0,0
2020,District,South Summit District,South Summit High,466,0,0,0,0,0,0,0,0,0,114,124,125,103,224,242,3,1,0,54,4,1,403,109,11,38,0,0
2020,District,South Summit District,South Summit Middle,506,0,0,0,0,0,129,125,126,126,0,0,0,0,230,276,0,0,1,69,3,0,433,139,22,46,0,0
2020,District,South Summit District,South Summit School,560,97,112,111,132,108,0,0,0,0,0,0,0,0,253,307,3,1,0,55,5,0,496,154,52,50,0,22
2020,District,Tintic District,Eureka School,87,9,14,9,8,15,17,15,0,0,0,0,0,0,38,49,0,1,0,4,5,0,77,39,0,13,0,8
2020,District,Tintic District,Tintic High,107,0,0,0,0,0,0,0,21,17,17,17,14,21,52,55,0,0,1,8,1,0,97,42,0,11,0,0
2020,District,Tintic District,West Desert High School,9,0,0,0,0,0,0,0,0,2,2,1,4,0,5,4,0,0,0,0,0,0,9,7,0,1,0,0
2020,District,Tintic District,West Desert School,11,4,1,1,2,0,2,1,0,0,0,0,0,0,6,5,0,0,0,2,0,0,9,4,0,4,0,0
2020,District,Tooele District,Anna Smith School,201,26,31,16,29,31,33,35,0,0,0,0,0,0,97,104,1,0,0,176,0,0,24,69,126,13,17,24
2020,District,Tooele District,Blue Peak High,3432,420,354,318,236,242,199,225,186,178,313,282,240,239,1622,1809,17,25,18,179,95,16,3082,436,7,122,31,0
