School Year,LEA TYPE,LEA Name,School Name,Total K-12,K,Grade_1,Grade_2,Grade_3,Grade_4,Grade_5,Grade_6,Grade_7,Grade_8,Grade_9,Grade_10,Grade_11,Grade_12,Female,Male,American Indian,AfAm/Black,Asian,Hispanic,Multiple Race,Pacific Islander,White,Economically Disadvantaged,English Learner,Student With a Disability,Homeless,Preschool
2020,District,Granite District,Oakridge School,397,65,46,52,63,85,86,0,0,0,0,0,0,0,200,197,0,6,32,9,15,0,335,24,16,24,0,0
2020,District,Granite District,Oakwood School,447,84,71,63,76,84,69,0,0,0,0,0,0,0,237,210,1,8,13,27,7,5,386,79,16,42,0,56
2020,District,Granite District,Olympus High,1574,0,0,0,0,0,0,0,0,0,0,555,511,508,806,768,7,28,59,121,13,7,1339,297,75,91,5,0
2020,District,Granite District,Olympus Jr High,895,0,0,0,0,0,0,0,295,297,303,0,0,0,425,470,4,22,17,36,8,8,800,113,17,47,0,0
2020,District,Granite District,Philo T. Farnsworth School,550,77,83,76,76,74,92,72,0,0,0,0,0,0,249,301,9,29,25,204,12,54,217,399,199,109,2,44
2020,District,Granite District,Pioneer School,555,69,85,73,79,82,69,98,0,0,0,0,0,0,270,285,9,32,25,283,9,64,133,428,232,51,7,38
2020,District,Granite District,Pleasant Green School,448,48,50,64,67,67,76,76,0,0,0,0,0,0,202,246,9,8,5,155,3,24,244,268,108,85,0,42
2020,District,Granite District,Plymouth School,697,100,97,91,87,99,112,111,0,0,0,0,0,0,361,336,5,40,6,371,7,31,237,507,327,65,9,39
2020,District,Granite District,Redwood School,569,83,77,83,84,75,81,86,0,0,0,0,0,0,264,305,19,59,17,330,7,50,87,481,343,74,20,52
2020,District,Granite District,Robert Frost School,378,48,47,47,50,56,55,75,0,0,0,0,0,0,169,209,9,3,29,142,7,22,166,246,118,54,5,35
2020,District,Granite District,Rolling Meadows School,571,77,78,91,87,74,87,77,0,0,0,0,0,0,285,286,8,15,31,265,9,34,209,439,239,50,2,74
2020,District,Granite District,Roosevelt School,324,46,44,35,43,47,59,50,0,0,0,0,0,0,160,164,9,62,19,136,9,18,71,261,171,41,9,34
2020,District,Granite District,Rosecrest School,406,46,55,56,50,61,71,67,0,0,0,0,0,0,200,206,3,12,11,33,6,8,333,88,17,42,7,37
2020,District,Granite District,Scott M Matheson Jr High,1202,0,0,0,0,0,0,0,616,586,0,0,0,0,567,635,11,36,20,469,6,41,619,665,218,187,7,0
2020,District,Granite District,Silver Hills School,414,46,70,53,52,57,66,70,0,0,0,0,0,0,186,228,7,14,23,221,3,22,124,281,206,67,0,102
2020,District,Granite District,Skyline High,2138,0,0,0,0,0,0,0,0,0,582,568,522,466,1091,1046,7,19,157,114,39,10,1792,203,34,84,1,0
2020,District,Granite District,South Kearns School,346,41,45,48,57,49,52,54,0,0,0,0,0,0,164,182,6,2,2,193,1,20,122,293,147,81,2,67
2020,District,Granite District,Spring Lane School,380,50,70,55,63,66,76,0,0,0,0,0,0,0,196,184,7,13,33,40,17,9,261,125,56,27,2,21
2020,District,Granite District,Stansbury School,848,107,127,112,125,131,124,122,0,0,0,0,0,0,408,440,12,32,6,536,15,60,187,710,472,80,11,69
2020,District,Granite District,Taylorsville High,1876,0,0,0,0,0,0,0,0,0,0,669,667,540,888,988,26,69,94,658,12,67,950,808,229,167,21,0
2020,District,Granite District,Taylorsville School,447,73,73,47,67,56,57,74,0,0,0,0,0,0,234,213,7,21,37,179,10,16,177,334,141,59,1,38
2020,District,Granite District,Thomas Jefferson Jr High,710,0,0,0,0,0,0,0,369,341,0,0,0,0,348,362,11,14,25,277,16,38,329,382,140,86,3,0
2020,District,Granite District,Thomas W. Bacchus School,428,64,63,51,56,60,67,67,0,0,0,0,0,0,207,221,11,7,6,206,3,18,177,219,153,34,5,0
2020,District,Granite District,Twin Peaks School,329,47,53,51,48,66,64,0,0,0,0,0,0,0,167,162,5,13,29,95,3,24,160,197,111,47,2,37
2020,District,Granite District,Upland Terrace School,470,84,86,65,70,88,77,0,0,0,0,0,0,0,231,239,1,7,19,22,3,2,416,80,25,74,0,37
2020,District,Granite District,Valley Crest School,570,63,96,65,90,79,80,97,0,0,0,0,0,0,287,283,2,23,40,247,6,41,211,301,235,38,8,40
2020,District,Granite District,Valley Jr High,720,0,0,0,0,0,0,0,382,338,0,0,0,0,340,380,12,28,34,362,8,46,230,511,187,99,6,0
2020,District,Granite District,Vista School,606,72,85,78,115,80,91,85,0,0,0,0,0,0,306,300,6,16,24,239,11,29,281,322,163,54,0,42
2020,District,Granite District,Wasatch Jr High,840,0,0,0,0,0,0,220,321,299,0,0,0,0,433,407,3,13,98,46,13,10,657,129,25,63,0,0
2020,District,Granite District,West Kearns School,724,81,99,104,117,111,102,110,0,0,0,0,0,0,347,377,9,15,13,384,4,29,270,570,347,111,15,66
2020,District,Granite District,West Lake Jr High,918,0,0,0,0,0,0,0,494,424,0,0,0,0,431,487,14,30,36,525,7,66,240,688,287,150,9,0
2020,District,Granite District,West Valley School,685,85,119,99,103,96,85,98,0,0,0,0,0,0,303,382,8,12,38,266,18,37,306,377,215,91,2,41
2020,District,Granite District,Westbrook School,483,75,59,59,70,64,66,90,0,0,0,0,0,0,228,255,9,10,16,163,10,20,255,238,133,57,5,35
2020,District,Granite District,Western Hills School,342,46,42,49,48,52,55,50,0,0,0,0,0,0,170,172,7,5,5,163,2,33,127,281,141,41,8,36
2020,District,Granite District,Whittier School,495,93,71,56,76,58,74,67,0,0,0,0,0,0,256,239,7,11,11,186,5,27,248,309,156,113,10,59
2020,District,Granite District,William Penn School,654,90,95,92,90,96,92,99,0,0,0,0,0,0,320,334,7,19,23,68,16,5,516,169,59,48,0,0
2020,District,Granite District,Woodrow Wilson School,510,76,73,70,70,71,77,73,0,0,0,0,0,0,250,260,12,56,80,201,20,8,133,446,277,65,15,206
2020,District,Granite District,Woodstock School,496,72,93,90,93,83,65,0,0,0,0,0,0,0,236,260,2,13,36,57,10,8,370,131,48,51,3,52
2020,District,Granite District,Youth Educational Support School,48,0,0,0,0,0,0,0,2,6,8,10,12,10,11,37,1,3,1,23,1,1,18,27,5,15,0,0
2020,District,Iron District,Canyon View High,1192,0,0,0,0,0,0,0,0,0,315,321,290,266,589,603,35,5,2,116,12,2,1020,417,21,136,23,0
2020,District,Iron District,Canyon View Middle,975,0,0,0,0,0,0,317,344,314,0,0,0,0,467,508,25,2,4,80,26,7,831,434,22,110,14,0
2020,District,Iron District,Cedar City High,1303,0,0,0,0,0,0,0,0,0,370,316,313,304,655,648,26,12,11,116,37,12,1089,377,33,167,23,0
2020,District,Iron District,Cedar East School,528,83,100,95,78,95,77,0,0,0,0,0,0,0,256,272,11,1,5,119,21,5,366,283,48,61,19,0
2020,District,Iron District,Cedar Middle,1135,0,0,0,0,0,0,385,371,379,0,0,0,0,542,593,30,7,12,111,17,6,952,415,38,103,34,0
2020,District,Iron District,Cedar North School,532,97,89,85,76,108,77,0,0,0,0,0,0,0,262,270,9,6,4,63,25,5,420,250,32,65,17,0
2020,District,Iron District,Cedar South School,460,73,79,72,71,73,92,0,0,0,0,0,0,0,233,227,15,5,7,24,6,3,400,127,20,28,2,0
2020,District,Iron District,Enoch School,551,78,98,87,96,99,93,0,0,0,0,0,0,0,253,298,9,3,0,44,24,1,470,273,12,66,14,0
2020,District,Iron District,Escalante Valley School,119,15,14,15,16,20,19,20,0,0,0,0,0,0,63,56,2,0,0,55,1,0,61,87,41,22,9,16
2020,District,Iron District,Fiddlers Canyon School,540,105,81,94,106,89,65,0,0,0,0,0,0,0,258,282,23,1,2,67,22,4,421,262,20,48,13,0
2020,District,Iron District,Iron County Preschool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,230
2020,District,Iron District,Iron Springs School,660,110,112,102,119,103,114,0,0,0,0,0,0,0,303,357,17,1,3,50,11,2,576,246,7,61,19,0
2020,District,Iron District,Parowan High,379,0,0,0,0,0,0,0,64,63,71,74,57,50,187,192,3,0,0,18,8,1,349,135,2,37,6,0
2020,District,Iron District,Parowan School,406,72,54,49,55,63,61,52,0,0,0,0,0,0,189,217,1,1,3,18,12,1,370,218,5,55,8,0
2020,District,Iron District,Southwest Educational Academy,107,0,0,0,0,0,0,0,0,2,4,13,35,53,39,68,9,1,0,14,2,1,80,54,3,29,2,0
2020,District,Iron District,Three Peaks Pre School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,153
2020,District,Iron District,Three Peaks School,657,107,114,95,117,111,113,0,0,0,0,0,0,0,326,331,10,1,2,73,23,5,543,324,30,72,32,0
2020,District,Jordan District,Bastian School,923,141,132,148,128,135,124,115,0,0,0,0,0,0,461,462,6,12,11,139,46,16,693,208,50,110,10,0
2020,District,Jordan District,Bingham High,2477,0,0,0,0,0,0,0,0,0,0,832,854,791,1267,1210,2,18,77,246,115,63,1956,296,44,144,35,0
2020,District,Jordan District,Blackridge School,1039,136,149,142,147,133,160,172,0,0,0,0,0,0,514,525,0,9,9,73,39,10,899,84,24,96,1,0
2020,District,Jordan District,Bluffdale School,796,95,118,119,101,125,112,126,0,0,0,0,0,0,387,409,3,8,2,66,27,3,687,123,19,85,13,0
2020,District,Jordan District,Butterfield Canyon School,918,114,141,125,134,137,144,123,0,0,0,0,0,0,461,457,2,2,7,64,36,5,802,90,14,104,6,0
2020,District,Jordan District,Columbia School,649,94,73,100,91,95,94,102,0,0,0,0,0,0,320,329,11,5,14,322,36,15,246,421,198,96,75,0
2020,District,Jordan District,Copper Canyon School,676,84,80,86,92,116,98,120,0,0,0,0,0,0,313,363,6,6,6,125,35,24,474,254,51,106,19,0
2020,District,Jordan District,Copper Hills High,2749,0,0,0,0,0,0,0,0,0,0,964,939,846,1432,1317,6,33,53,609,134,51,1863,651,152,273,67,0
2020,District,Jordan District,Copper Mountain Middle,1029,0,0,0,0,0,0,0,344,331,354,0,0,0,525,504,4,9,23,165,47,23,758,246,62,73,19,0
2020,District,Jordan District,Daybreak School,848,101,139,114,113,135,120,126,0,0,0,0,0,0,383,465,0,10,15,80,47,20,676,171,36,117,9,0
2020,District,Jordan District,Eastlake School,957,102,134,144,147,151,131,148,0,0,0,0,0,0,442,515,2,21,18,90,52,5,769,117,14,84,3,0
2020,District,Jordan District,Elk Meadows School,777,119,105,84,116,108,125,120,0,0,0,0,0,0,375,402,1,10,13,72,22,7,652,116,22,114,13,0
2020,District,Jordan District,Elk Ridge Middle,1160,0,0,0,0,0,0,0,352,415,393,0,0,0,564,596,0,13,28,137,52,25,905,204,22,108,16,0
2020,District,Jordan District,Falcon Ridge School,723,96,104,88,107,101,126,101,0,0,0,0,0,0,334,389,1,14,14,212,30,18,434,240,126,85,18,0
2020,District,Jordan District,Foothills School,1025,134,154,123,164,146,164,140,0,0,0,0,0,0,472,553,3,4,10,99,46,11,852,152,25,91,2,0
2020,District,Jordan District,Fort Herriman Middle,1519,0,0,0,0,0,0,0,530,484,505,0,0,0,759,760,2,9,13,117,53,12,1313,149,22,111,14,0
2020,District,Jordan District,Fox Hollow School,1150,150,164,147,171,163,175,180,0,0,0,0,0,0,585,565,5,22,16,207,54,20,826,198,87,91,25,0
2020,District,Jordan District,Golden Fields School,866,128,134,122,105,134,124,119,0,0,0,0,0,0,435,431,4,10,16,84,47,4,701,67,18,96,5,0
2020,District,Jordan District,Hayden Peak School,781,101,91,97,107,110,129,146,0,0,0,0,0,0,373,408,2,3,12,151,42,19,552,204,74,110,17,0
2020,District,Jordan District,Heartland School,515,63,66,81,65,85,76,79,0,0,0,0,0,0,223,292,3,14,17,173,31,21,256,333,147,111,50,0
2020,District,Jordan District,Herriman High,2194,0,0,0,0,0,0,0,0,0,0,637,685,872,1064,1130,4,25,28,250,91,34,1762,319,73,142,39,0
2020,District,Jordan District,Herriman School,933,113,142,146,127,141,134,130,0,0,0,0,0,0,459,474,0,1,7,103,26,9,787,135,16,129,1,0
2020,District,Jordan District,Joel P. Jensen Middle,896,0,0,0,0,0,0,0,295,308,293,0,0,0,441,455,7,8,13,365,46,22,435,503,136,127,75,0
2020,District,Jordan District,Jordan Hills School,565,66,75,64,89,99,84,88,0,0,0,0,0,0,289,276,3,0,9,89,16,14,434,145,41,65,18,0
2020,District,Jordan District,Jordan Ridge School,806,81,118,107,137,123,113,127,0,0,0,0,0,0,359,447,2,2,30,66,38,10,658,105,15,92,5,0
2020,District,Jordan District,Kauri Sue Hamilton,221,17,14,11,15,9,9,11,20,13,19,12,19,52,71,150,0,8,10,30,14,2,157,93,10,217,5,0
2020,District,Jordan District,Majestic School,246,38,37,33,34,26,37,41,0,0,0,0,0,0,115,131,1,7,2,144,7,10,75,202,102,34,52,0
2020,District,Jordan District,Midas Creek School,912,134,103,126,133,132,145,139,0,0,0,0,0,0,427,485,1,8,11,61,39,8,784,99,12,142,4,0
2020,District,Jordan District,Monte Vista School,900,84,132,112,125,136,136,175,0,0,0,0,0,0,451,449,0,5,25,70,47,9,744,79,16,84,15,0
2020,District,Jordan District,Mountain Creek Middle School,1034,0,0,0,0,0,0,0,398,339,297,0,0,0,482,552,1,20,14,102,47,7,843,138,14,70,9,0
2020,District,Jordan District,Mountain Point Elementary,348,60,54,57,43,46,41,47,0,0,0,0,0,0,183,165,1,3,2,47,15,3,277,84,19,36,5,0
2020,District,Jordan District,Mountain Ridge High,1499,0,0,0,0,0,0,0,0,0,0,679,584,236,755,744,4,18,15,121,39,17,1285,163,14,119,23,0
2020,District,Jordan District,Mountain Shadows School,666,78,92,93,105,83,104,111,0,0,0,0,0,0,312,354,2,11,17,184,32,14,406,281,106,99,37,0
2020,District,Jordan District,Oakcrest School,954,106,141,122,134,141,157,153,0,0,0,0,0,0,452,502,5,2,13,162,34,17,721,163,59,114,6,0
2020,District,Jordan District,Oquirrh Hills Middle,1304,0,0,0,0,0,0,0,432,417,455,0,0,0,606,698,1,7,29,103,55,12,1097,214,24,145,54,0
2020,District,Jordan District,Oquirrh School,616,92,74,86,90,93,90,91,0,0,0,0,0,0,294,322,4,10,19,240,27,29,287,337,156,82,36,0
2020,District,Jordan District,Preschool (Sp Ed),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1498
2020,District,Jordan District,Ridge View Elementary,600,98,86,85,87,97,80,67,0,0,0,0,0,0,310,290,1,15,2,106,45,13,418,114,22,56,6,0
2020,District,Jordan District,Rivers Edge School,9,0,0,0,0,2,1,3,0,3,0,0,0,0,3,6,0,1,0,1,0,0,7,5,0,9,1,0
2020,District,Jordan District,Riverside School,719,82,94,109,91,125,99,119,0,0,0,0,0,0,355,364,6,12,6,252,30,9,404,322,125,122,50,0
2020,District,Jordan District,Riverton High,2230,0,0,0,0,0,0,0,0,0,0,777,708,745,1105,1125,7,16,22,161,76,12,1936,295,29,193,60,0
2020,District,Jordan District,Riverton School,658,70,80,92,104,92,114,106,0,0,0,0,0,0,328,330,3,2,12,56,32,2,551,139,11,109,17,0
2020,District,Jordan District,Rosamond School,641,89,89,92,91,99,92,89,0,0,0,0,0,0,313,328,1,7,4,60,24,7,538,109,17,76,17,0
2020,District,Jordan District,Rose Creek School,859,108,118,108,132,142,118,133,0,0,0,0,0,0,396,463,1,4,5,71,32,15,731,145,21,99,10,0
2020,District,Jordan District,Silver Crest School,1008,147,144,146,131,151,142,147,0,0,0,0,0,0,517,491,6,12,12,144,44,15,775,221,64,99,10,0
2020,District,Jordan District,South Hills Middle,1341,0,0,0,0,0,0,0,500,455,386,0,0,0,663,678,4,5,13,110,52,14,1143,235,33,148,35,0
2020,District,Jordan District,South Jordan Middle,1348,0,0,0,0,0,0,0,460,453,435,0,0,0,696,652,3,7,33,114,36,17,1138,162,23,116,16,0
2020,District,Jordan District,South Jordan School,1045,151,156,154,136,137,146,165,0,0,0,0,0,0,477,568,9,12,21,92,55,15,841,125,33,149,16,0
2020,District,Jordan District,South Valley School,163,0,0,0,0,0,0,0,0,0,0,0,0,163,68,95,2,3,2,23,7,2,124,70,8,160,11,0
2020,District,Jordan District,Southland School,802,80,122,100,126,114,121,139,0,0,0,0,0,0,392,410,3,2,5,47,43,10,692,96,9,75,5,0
2020,District,Jordan District,Sunset Ridge Middle,1433,0,0,0,0,0,0,0,512,467,454,0,0,0,727,706,7,13,24,321,69,32,967,333,85,128,22,0
2020,District,Jordan District,Terra Linda School,558,74,81,79,78,78,86,82,0,0,0,0,0,0,267,291,2,21,10,141,17,16,351,231,79,97,39,0
2020,District,Jordan District,Valley High School,518,0,0,0,0,0,0,0,0,0,0,1,160,357,236,282,1,11,2,121,22,6,355,169,41,59,45,0
2020,District,Jordan District,Welby School,859,103,113,104,134,123,145,137,0,0,0,0,0,0,436,423,0,5,18,99,34,20,683,175,27,97,9,0
2020,District,Jordan District,West Hills Middle,1361,0,0,0,0,0,0,0,414,490,457,0,0,0,663,698,7,14,23,341,52,31,893,431,93,140,46,0
2020,District,Jordan District,West Jordan High,1795,0,0,0,0,0,0,0,0,0,0,663,615,517,905,890,11,25,28,536,61,52,1082,760,199,241,92,0
2020,District,Jordan District,West Jordan Middle,1094,0,0,0,0,0,0,0,381,370,343,0,0,0,514,580,4,18,18,375,51,22,606,551,150,153,103,0
2020,District,Jordan District,West Jordan School,494,68,71,78,62,68,65,82,0,0,0,0,0,0,236,258,1,16,3,112,21,9,332,266,64,114,84,0
2020,District,Jordan District,Westland School,560,79,84,82,81,79,74,81,0,0,0,0,0,0,276,284,1,4,14,91,27,9,414,168,48,53,17,0
2020,District,Jordan District,Westvale School,573,102,86,70,86,77,69,83,0,0,0,0,0,0,286,287,4,9,14,149,24,19,354,301,100,100,67,0
2020,District,Juab District,Juab High,804,0,0,0,0,0,0,0,0,0,225,200,206,173,355,449,4,3,1,25,11,2,758,234,0,102,7,0
2020,District,Juab District,Juab Jr High,671,0,0,0,0,0,0,229,216,226,0,0,0,0,300,371,0,2,2,30,14,2,621,236,0,95,1,0
2020,District,Juab District,Mona School,323,57,50,55,54,56,51,0,0,0,0,0,0,0,154,169,0,0,0,1,5,3,314,119,0,47,0,0
2020,District,Juab District,Nebo View School,319,54,47,58,50,49,61,0,0,0,0,0,0,0,148,171,4,6,5,13,8,1,282,142,0,47,0,0
2020,District,Juab District,Red Cliff School,538,94,76,94,91,82,101,0,0,0,0,0,0,0,249,289,1,1,2,31,6,0,497,233,0,84,0,29
2020,District,Kane District,Big Water High,36,0,0,0,0,0,0,0,10,5,11,4,5,1,19,17,4,0,0,1,0,0,31,18,0,2,0,0
2020,District,Kane District,Big Water School,39,9,6,7,5,4,3,5,0,0,0,0,0,0,21,18,3,1,0,8,0,0,27,21,1,5,0,0
2020,District,Kane District,Kanab High,270,0,0,0,0,0,0,0,0,0,76,64,75,55,122,148,3,2,4,15,0,1,245,75,2,20,0,0
2020,District,Kane District,Kanab Middle,152,0,0,0,0,0,0,0,71,81,0,0,0,0,72,80,0,0,0,10,5,0,137,37,1,14,0,0
2020,District,Kane District,Kanab School,457,67,52,72,58,70,72,66,0,0,0,0,0,0,222,235,3,0,2,32,9,0,411,162,6,64,2,0
2020,District,Kane District,Kane Preschool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,84
2020,District,Kane District,Lake Powell High School,7,0,0,0,0,0,0,0,1,1,3,0,1,1,2,5,2,0,0,3,0,0,2,6,0,0,0,0
2020,District,Kane District,Lake Powell School,7,0,3,1,1,1,0,1,0,0,0,0,0,0,3,4,3,0,0,2,0,0,2,6,2,3,0,0
2020,District,Kane District,Valley High,142,0,0,0,0,0,0,0,22,23,24,27,20,26,73,69,0,0,0,2,3,0,137,60,0,16,0,0
2020,District,Kane District,Valley School,165,26,25,17,24,23,25,25,0,0,0,0,0,0,90,75,0,0,0,6,4,0,155,71,0,26,0,0
2020,District,Logan City District,Adams School,307,52,54,46,47,54,54,0,0,0,0,0,0,0,138,169,8,4,6,85,6,7,191,209,55,61,10,36
2020,District,Logan City District,Bridger School,515,84,102,89,92,69,79,0,0,0,0,0,0,0,267,248,13,17,18,195,9,12,251,400,123,61,9,35
2020,District,Logan City District,Ellis School,305,49,62,46,52,48,48,0,0,0,0,0,0,0,145,160,10,18,5,102,7,1,162,234,88,52,1,34
2020,District,Logan City District,Hillcrest School,425,77,77,70,67,74,60,0,0,0,0,0,0,0,204,221,2,4,14,100,7,1,297,182,58,39,4,0
2020,District,Logan City District,Logan Early Childhood Center,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,98
2020,District,Logan City District,Logan High,1485,0,0,0,0,0,0,0,0,0,375,394,371,345,748,737,24,29,55,452,19,17,889,715,132,171,20,0
2020,District,Logan City District,Mount Logan Middle,1265,0,0,0,0,0,0,406,420,439,0,0,0,0,588,677,15,36,41,416,30,19,708,792,205,160,16,0
2020,District,Logan City District,Riverside Preschool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,81
2020,District,Logan City District,Wilson School,473,73,89,80,74,71,86,0,0,0,0,0,0,0,233,240,2,4,16,91,15,14,331,236,66,66,3,0
2020,District,Logan City District,Woodruff School,645,122,111,107,74,127,104,0,0,0,0,0,0,0,320,325,1,15,14,238,27,2,348,439,139,107,10,35
2020,District,Millard District,Delta High,516,0,0,0,0,0,0,0,0,0,135,134,128,119,277,239,2,0,2,95,9,1,407,219,18,56,16,0
2020,District,Millard District,Delta Middle,419,0,0,0,0,0,0,161,126,132,0,0,0,0,209,210,1,0,1,78,6,0,333,214,34,57,8,0
2020,District,Millard District,Delta North School,443,0,0,0,146,150,147,0,0,0,0,0,0,0,216,227,2,0,1,59,4,0,377,207,37,71,10,0
2020,District,Millard District,Delta South School,424,143,153,128,0,0,0,0,0,0,0,0,0,0,204,220,1,1,2,51,4,0,365,194,23,76,10,78
2020,District,Millard District,Eskdale High,9,0,0,0,0,0,0,0,2,1,1,4,1,0,5,4,0,0,0,3,0,0,6,2,2,2,0,0
2020,District,Millard District,Fillmore Middle,379,0,0,0,0,0,98,84,88,109,0,0,0,0,180,199,6,0,4,52,12,0,305,203,24,56,10,0
2020,District,Millard District,Fillmore School,389,84,75,81,68,81,0,0,0,0,0,0,0,0,183,206,7,0,9,45,13,1,314,219,37,67,11,59
2020,District,Millard District,Garrison School,17,3,2,3,3,3,3,0,0,0,0,0,0,0,8,9,0,0,0,11,0,0,6,6,2,2,0,0
2020,District,Millard District,Millard High,377,0,0,0,0,0,0,0,0,0,107,95,82,93,192,185,6,0,8,66,12,1,284,169,20,49,15,0
2020,District,Morgan District,Morgan High,994,0,0,0,0,0,0,0,0,0,273,249,232,240,463,531,5,5,4,32,17,5,926,144,0,74,0,0
2020,District,Morgan District,Morgan Middle,560,0,0,0,0,0,136,132,158,134,0,0,0,0,251,309,2,2,1,14,9,0,532,137,1,56,0,0
2020,District,Morgan District,Morgan Preschool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,34
2020,District,Morgan District,Morgan School,593,101,124,100,136,132,0,0,0,0,0,0,0,0,295,298,0,4,1,13,4,3,568,136,1,86,0,0
2020,District,Morgan District,Mountain Green Middle,508,0,0,0,0,0,136,127,128,117,0,0,0,0,235,273,0,0,1,18,6,0,483,39,0,67,0,0
2020,District,Morgan District,Mountain Green School,539,92,106,127,104,110,0,0,0,0,0,0,0,0,245,294,1,2,0,8,9,0,519,54,0,76,0,0
2020,District,Murray District,Early Childhood Center,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,144
2020,District,Murray District,Grant School,361,46,55,41,68,52,47,52,0,0,0,0,0,0,186,175,0,10,5,48,17,2,279,103,17,45,0,0
2020,District,Murray District,Hillcrest Jr High,899,0,0,0,0,0,0,0,315,295,289,0,0,0,442,457,13,53,16,206,44,9,558,434,81,134,16,0
2020,District,Murray District,Horizon School,714,97,113,110,92,94,112,96,0,0,0,0,0,0,362,352,10,34,23,177,39,8,423,290,75,90,0,0
2020,District,Murray District,Liberty School,367,63,47,58,42,59,54,44,0,0,0,0,0,0,180,187,1,9,4,79,18,0,256,168,22,66,1,0
2020,District,Murray District,Longview School,437,69,56,58,58,73,57,66,0,0,0,0,0,0,210,227,1,4,13,71,25,2,321,128,35,54,0,0
2020,District,Murray District,Mcmillan School,527,76,77,75,66,79,80,74,0,0,0,0,0,0,250,277,7,7,15,80,27,2,389,133,26,55,2,0
2020,District,Murray District,Murray High,1464,0,0,0,0,0,0,0,0,0,0,524,477,463,752,712,12,61,34,307,64,15,971,494,98,169,16,0
2020,District,Murray District,Parkside School,493,78,67,63,65,73,76,71,0,0,0,0,0,0,213,280,12,51,15,181,30,9,195,329,113,94,3,0
2020,District,Murray District,Riverview Jr High,681,0,0,0,0,0,0,0,230,235,216,0,0,0,353,328,2,20,13,99,29,3,515,186,29,96,6,0
2020,District,Murray District,Viewmont School,482,72,67,66,62,77,58,80,0,0,0,0,0,0,233,249,2,4,2,56,26,1,391,91,18,68,0,0
2020,District,Nebo District,Apple Valley School,661,91,100,94,106,83,102,85,0,0,0,0,0,0,319,342,1,1,0,89,7,0,563,264,40,109,23,44
2020,District,Nebo District,Art City School,489,83,66,56,75,55,79,75,0,0,0,0,0,0,249,240,6,4,1,56,9,8,405,152,16,80,22,36
2020,District,Nebo District,Barnett School,454,93,54,49,62,56,69,71,0,0,0,0,0,0,205,249,4,1,0,94,15,3,337,234,39,135,47,3
2020,District,Nebo District,Bridges Nebo Transition Center,86,0,0,0,0,0,1,1,3,2,1,4,3,71,33,53,0,1,0,12,1,1,71,71,1,86,61,60
2020,District,Nebo District,Brockbank School,619,117,70,101,94,72,78,87,0,0,0,0,0,0,278,341,2,3,1,73,12,3,525,170,21,108,22,1
2020,District,Nebo District,Brookside School,481,75,74,58,66,66,69,73,0,0,0,0,0,0,232,249,1,1,4,49,12,9,405,156,22,62,2,0
2020,District,Nebo District,Canyon School,543,70,69,67,81,75,85,96,0,0,0,0,0,0,270,273,0,2,4,32,11,14,480,108,2,74,15,43
2020,District,Nebo District,Cherry Creek School,511,69,80,80,75,68,70,69,0,0,0,0,0,0,250,261,1,6,0,106,8,11,379,234,59,78,8,76
2020,District,Nebo District,Diamond Fork Junior High,1212,0,0,0,0,0,0,0,423,402,387,0,0,0,588,624,2,7,8,182,37,11,965,359,42,148,35,0
2020,District,Nebo District,East Meadows School,740,95,104,90,105,108,116,122,0,0,0,0,0,0,349,391,2,6,1,87,33,7,604,157,17,111,37,29
2020,District,Nebo District,Foothills School,731,83,93,105,106,111,113,120,0,0,0,0,0,0,369,362,2,5,1,28,19,1,675,103,3,91,9,27
2020,District,Nebo District,Goshen School,318,37,50,34,50,54,46,47,0,0,0,0,0,0,157,161,0,0,0,56,18,2,242,138,37,47,14,0
2020,District,Nebo District,Hobble Creek School,571,72,67,68,91,85,85,103,0,0,0,0,0,0,281,290,3,1,2,19,23,4,519,70,3,75,3,45
2020,District,Nebo District,Landmark High,272,0,0,0,0,0,0,0,1,0,6,14,95,156,118,154,2,6,0,70,10,1,183,159,11,77,47,0
2020,District,Nebo District,Larsen School,425,46,65,58,66,70,65,55,0,0,0,0,0,0,213,212,2,6,0,51,10,9,347,187,25,94,32,23
2020,District,Nebo District,Maple Mountain High,1602,0,0,0,0,0,0,0,0,0,0,527,561,514,759,843,3,13,5,129,28,6,1418,213,17,112,17,0
2020,District,Nebo District,Maple Ridge School,780,114,95,119,119,94,116,123,0,0,0,0,0,0,380,400,2,1,3,49,26,8,691,83,7,82,1,30
2020,District,Nebo District,Mapleton Junior High,1275,0,0,0,0,0,0,0,398,425,452,0,0,0,655,620,4,6,8,116,35,27,1079,210,29,98,9,0
2020,District,Nebo District,Mapleton School,676,81,69,92,93,128,107,106,0,0,0,0,0,0,307,369,3,2,1,35,16,7,612,72,6,109,4,1
