School Year,LEA TYPE,LEA Name,School Name,Total K-12,K,Grade_1,Grade_2,Grade_3,Grade_4,Grade_5,Grade_6,Grade_7,Grade_8,Grade_9,Grade_10,Grade_11,Grade_12,Female,Male,American Indian,AfAm/Black,Asian,Hispanic,Multiple Race,Pacific Islander,White,Economically Disadvantaged,English Learner,Student With a Disability,Homeless,Preschool
2021,District,Canyons District,Quail Hollow School,478,79,73,85,73,84,84,0,0,0,0,0,0,0,234,244,2,4,10,26,25,1,410,61,6,65,9,0
2021,District,Canyons District,Ridgecrest School,516,76,93,83,79,97,88,0,0,0,0,0,0,0,253,263,6,5,20,82,73,11,319,130,41,39,14,0
2021,District,Canyons District,Sandy School,539,97,91,96,87,69,99,0,0,0,0,0,0,0,270,269,1,8,14,235,17,8,256,309,139,69,68,22
2021,District,Canyons District,Silver Mesa School,587,65,100,100,104,111,107,0,0,0,0,0,0,0,284,303,0,8,4,68,21,2,484,92,19,88,10,0
2021,District,Canyons District,South Park Academy,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
2021,District,Canyons District,Special Ed Preschool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,348
2021,District,Canyons District,Sprucewood School,355,60,63,57,55,50,70,0,0,0,0,0,0,0,195,160,1,4,7,41,18,3,281,70,19,33,18,0
2021,District,Canyons District,Sunrise School,669,86,106,120,122,121,114,0,0,0,0,0,0,0,292,377,0,5,56,46,42,7,513,78,28,54,8,0
2021,District,Canyons District,Union Middle,838,0,0,0,0,0,0,289,277,272,0,0,0,0,405,433,6,11,23,187,55,11,545,306,90,107,34,0
2021,District,Canyons District,Willow Canyon School,399,53,68,72,72,65,69,0,0,0,0,0,0,0,194,205,0,2,10,55,24,2,306,78,24,67,6,0
2021,District,Canyons District,Willow Springs School,682,98,109,125,113,106,131,0,0,0,0,0,0,0,341,341,0,10,10,79,36,3,544,122,36,84,18,0
2021,District,Carbon District,Bruin Point School,92,13,14,13,14,20,18,0,0,0,0,0,0,0,43,49,1,0,0,21,2,0,68,64,2,25,0,15
2021,District,Carbon District,Carbon High,988,0,0,0,0,0,0,0,0,0,246,242,286,214,502,486,8,3,4,138,7,2,826,334,28,137,0,0
2021,District,Carbon District,Castle Heights School,457,61,67,88,85,81,75,0,0,0,0,0,0,0,218,239,8,0,0,47,8,0,394,182,3,67,0,0
2021,District,Carbon District,Castle Valley Center,49,15,3,3,4,2,2,4,1,1,4,1,4,5,12,37,0,0,0,7,3,0,39,30,0,49,0,45
2021,District,Carbon District,Creekview School,431,58,70,72,83,76,72,0,0,0,0,0,0,0,205,226,2,1,0,59,5,1,363,175,17,69,0,29
2021,District,Carbon District,Helper Middle,201,0,0,0,0,0,0,68,65,68,0,0,0,0,106,95,2,1,0,30,0,2,166,68,3,30,0,0
2021,District,Carbon District,Mont Harmon Middle,623,0,0,0,0,0,0,200,206,217,0,0,0,0,282,341,5,3,1,87,5,2,520,257,17,76,0,0
2021,District,Carbon District,Sally Mauro School,250,42,24,55,38,45,46,0,0,0,0,0,0,0,116,134,3,0,0,29,2,0,216,103,2,51,0,28
2021,District,Carbon District,Wellington School,198,33,36,32,30,28,39,0,0,0,0,0,0,0,94,104,0,3,1,27,4,0,163,96,5,37,0,24
2021,District,Daggett District,Flaming Gorge School,18,1,4,3,4,4,2,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,18,2,0,3,0,4
2021,District,Daggett District,Manila High,102,0,0,0,0,0,0,0,16,17,15,18,17,19,43,59,1,0,0,6,2,0,93,23,0,16,0,0
2021,District,Daggett District,Manila School,67,10,7,11,8,9,8,14,0,0,0,0,0,0,34,33,1,0,0,3,2,0,61,15,1,10,0,8
2021,District,Davis District,Adams School,497,74,58,74,70,78,69,74,0,0,0,0,0,0,241,256,1,1,1,49,16,0,429,105,12,64,5,39
2021,District,Davis District,Adelaide School,370,49,47,61,47,47,63,56,0,0,0,0,0,0,177,193,3,11,1,120,9,16,210,179,89,58,14,24
2021,District,Davis District,Antelope School,572,78,76,89,85,80,72,92,0,0,0,0,0,0,289,283,7,14,2,103,17,13,416,219,25,107,11,32
2021,District,Davis District,Bluff Ridge School,758,101,97,96,114,118,107,125,0,0,0,0,0,0,382,376,0,1,3,57,25,0,672,69,5,91,13,49
2021,District,Davis District,Boulton School,366,58,52,61,41,47,56,51,0,0,0,0,0,0,184,182,0,4,4,41,14,7,296,67,10,68,3,50
2021,District,Davis District,Bountiful High,1347,0,0,0,0,0,0,0,0,0,0,467,424,456,657,690,4,14,19,115,27,30,1138,199,36,117,11,0
2021,District,Davis District,Bountiful Jr High,582,0,0,0,0,0,0,0,207,192,183,0,0,0,277,305,1,6,7,49,13,7,499,129,18,72,9,0
2021,District,Davis District,Bountiful School,410,51,74,76,79,42,47,41,0,0,0,0,0,0,193,217,4,8,2,41,14,28,313,112,27,51,4,1
2021,District,Davis District,Buffalo Point School,837,102,111,123,121,122,116,142,0,0,0,0,0,0,402,435,3,4,1,69,25,9,726,91,17,71,6,44
2021,District,Davis District,Canyon Creek School,751,98,98,101,115,120,114,105,0,0,0,0,0,0,363,388,0,3,10,29,9,0,700,21,8,89,0,41
2021,District,Davis District,Centennial Jr High,936,0,0,0,0,0,0,0,320,293,323,0,0,0,432,504,0,10,6,29,15,4,872,30,3,69,1,0
2021,District,Davis District,Centerville Jr High,916,0,0,0,0,0,0,0,295,316,305,0,0,0,458,458,2,0,8,60,34,10,802,137,17,88,7,0
2021,District,Davis District,Centerville School,308,39,37,41,34,43,57,57,0,0,0,0,0,0,147,161,1,3,1,30,10,3,260,63,14,35,8,17
2021,District,Davis District,Central Davis Jr High,898,0,0,0,0,0,0,0,320,295,283,0,0,0,446,452,6,12,8,133,36,19,684,276,43,117,25,0
2021,District,Davis District,Clearfield High,1955,0,0,0,0,0,0,0,0,0,0,651,689,615,961,994,8,39,30,300,43,17,1518,467,80,226,52,0
2021,District,Davis District,Clinton School,391,65,54,63,47,45,59,58,0,0,0,0,0,0,174,217,0,3,7,51,12,12,306,111,23,72,3,49
2021,District,Davis District,Columbia School,576,81,80,90,78,66,110,71,0,0,0,0,0,0,270,306,1,2,3,31,11,3,525,59,10,77,4,0
2021,District,Davis District,Cook School,735,111,99,110,101,110,90,114,0,0,0,0,0,0,347,388,0,10,8,53,16,11,637,138,21,93,14,7
2021,District,Davis District,Creekside School,565,74,63,84,79,78,91,96,0,0,0,0,0,0,279,286,0,7,1,62,17,2,476,113,38,77,6,38
2021,District,Davis District,Crestview School,337,52,47,55,45,46,46,46,0,0,0,0,0,0,160,177,5,8,4,105,18,8,189,157,60,62,33,17
2021,District,Davis District,Davis Connect 7-12,2076,0,0,0,0,0,0,0,396,498,419,284,277,202,1033,1043,22,56,57,342,95,41,1463,517,82,290,54,0
2021,District,Davis District,Davis Connect K-6,3589,492,509,544,510,514,508,512,0,0,0,0,0,0,1732,1857,41,64,88,599,160,69,2568,860,207,478,54,0
2021,District,Davis District,Davis High,2044,0,0,0,0,0,0,0,0,0,0,663,734,647,979,1065,6,9,17,123,30,9,1850,179,23,174,22,0
2021,District,Davis District,Doxey School,265,49,30,31,33,35,35,52,0,0,0,0,0,0,127,138,2,1,2,42,6,2,210,110,12,62,13,25
2021,District,Davis District,Eagle Bay School,465,58,65,63,74,70,59,76,0,0,0,0,0,0,222,243,0,1,4,29,2,1,428,15,4,57,2,28
2021,District,Davis District,East Layton School,546,43,90,84,84,85,86,74,0,0,0,0,0,0,275,271,1,8,1,54,14,4,464,113,9,92,9,36
2021,District,Davis District,Ellison Park School,495,51,62,75,65,78,81,83,0,0,0,0,0,0,256,239,0,0,1,34,10,2,448,29,8,38,2,37
2021,District,Davis District,Endeavour School,796,84,91,101,113,117,127,163,0,0,0,0,0,0,380,416,0,6,2,14,15,0,759,27,2,70,1,1
2021,District,Davis District,Fairfield Jr High,955,0,0,0,0,0,0,0,335,342,278,0,0,0,484,471,3,12,6,123,15,2,794,187,31,110,23,0
2021,District,Davis District,Family Enrichment Center,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,171
2021,District,Davis District,Farmington High,1918,0,0,0,0,0,0,0,0,0,2,686,607,623,974,944,2,12,8,75,40,5,1776,81,8,119,13,0
2021,District,Davis District,Farmington Jr High,1186,0,0,0,0,0,0,0,418,390,378,0,0,0,633,553,1,11,10,50,25,3,1086,79,8,90,2,0
2021,District,Davis District,Farmington School,455,54,68,54,64,70,62,83,0,0,0,0,0,0,218,237,0,0,2,17,8,2,426,52,5,73,2,2
2021,District,Davis District,Foxboro School,587,89,82,81,92,71,83,89,0,0,0,0,0,0,278,309,5,11,16,91,18,27,419,153,65,75,15,53
2021,District,Davis District,Fremont School,224,25,36,32,40,26,28,37,0,0,0,0,0,0,91,133,1,1,1,51,6,5,159,98,16,42,5,16
2021,District,Davis District,H C Burton School,619,65,79,80,76,102,103,114,0,0,0,0,0,0,319,300,0,5,1,24,25,1,563,74,11,50,16,2
2021,District,Davis District,Heritage School,664,87,85,80,99,120,87,106,0,0,0,0,0,0,310,354,0,2,8,18,19,4,613,40,4,83,2,44
2021,District,Davis District,Hill Field School,384,67,72,61,49,45,52,38,0,0,0,0,0,0,172,212,1,29,2,40,21,5,286,59,7,69,1,16
2021,District,Davis District,Holbrook School,431,56,58,57,69,67,64,60,0,0,0,0,0,0,202,229,0,4,7,20,11,3,386,58,6,60,3,47
2021,District,Davis District,Holt School,361,50,45,38,50,61,58,59,0,0,0,0,0,0,172,189,1,4,4,91,25,11,225,142,58,49,26,32
2021,District,Davis District,Kay's Creek Elementary,605,71,107,71,97,81,93,85,0,0,0,0,0,0,304,301,0,6,2,26,9,1,561,34,3,64,0,14
2021,District,Davis District,Kaysville Jr High,972,0,0,0,0,0,0,0,298,337,337,0,0,0,468,504,0,9,6,58,27,7,865,136,6,68,5,0
2021,District,Davis District,Kaysville School,478,50,79,63,81,55,75,75,0,0,0,0,0,0,241,237,1,5,0,25,14,7,426,73,5,61,3,55
2021,District,Davis District,King School,416,42,75,43,65,53,67,71,0,0,0,0,0,0,197,219,3,5,3,55,9,14,327,140,22,61,20,22
2021,District,Davis District,Knowlton School,553,65,63,80,79,76,96,94,0,0,0,0,0,0,254,299,3,3,5,25,15,5,497,46,4,71,1,38
2021,District,Davis District,Lakeside School,755,84,88,114,95,115,136,123,0,0,0,0,0,0,383,372,2,6,14,62,18,4,649,115,13,110,10,36
2021,District,Davis District,Layton High,2020,0,0,0,0,0,0,0,0,0,0,725,716,579,954,1066,3,22,12,237,64,31,1651,332,51,203,42,0
2021,District,Davis District,Layton School,451,60,55,58,76,65,72,65,0,0,0,0,0,0,210,241,2,0,2,87,15,1,344,131,39,70,13,30
2021,District,Davis District,Legacy Jr High,1083,0,0,0,0,0,0,0,342,352,389,0,0,0,509,574,0,11,15,74,30,6,947,119,14,86,13,0
2021,District,Davis District,Lincoln School,555,68,79,88,63,87,73,97,0,0,0,0,0,0,263,292,7,24,10,168,23,13,310,255,107,97,16,30
2021,District,Davis District,Meadowbrook School,317,40,49,43,47,54,42,42,0,0,0,0,0,0,168,149,11,8,5,56,20,26,191,131,47,47,11,26
2021,District,Davis District,Millcreek Jr High,656,0,0,0,0,0,0,0,219,239,198,0,0,0,307,349,1,6,6,72,22,13,536,107,25,75,12,0
2021,District,Davis District,Morgan School,588,77,72,92,84,79,110,74,0,0,0,0,0,0,287,301,0,3,2,40,8,3,532,57,7,52,0,1
2021,District,Davis District,Mountain High,195,0,0,0,0,0,0,0,0,0,0,0,61,134,90,105,2,2,2,49,10,0,130,76,16,24,21,0
2021,District,Davis District,Mountain View School,643,70,109,92,74,102,94,102,0,0,0,0,0,0,332,311,0,5,19,95,28,2,494,118,39,57,11,47
2021,District,Davis District,Mueller Park Jr High,1038,0,0,0,0,0,0,0,332,370,336,0,0,0,485,553,1,10,14,95,33,20,865,136,44,96,5,0
2021,District,Davis District,Muir School,635,74,93,87,97,92,86,106,0,0,0,0,0,0,293,342,3,0,4,28,11,7,582,62,3,52,2,1
2021,District,Davis District,North Davis Jr High,844,0,0,0,0,0,0,0,284,288,272,0,0,0,388,456,11,24,18,221,35,9,526,430,90,134,39,0
2021,District,Davis District,North Layton Jr High,939,0,0,0,0,0,0,0,322,304,313,0,0,0,463,476,6,15,18,247,41,12,600,326,95,108,20,0
2021,District,Davis District,Northridge High,1753,0,0,0,0,0,0,0,0,0,0,624,619,510,845,908,2,26,24,325,63,20,1293,423,96,227,55,0
2021,District,Davis District,Oak Hills School,433,54,61,64,47,69,76,62,0,0,0,0,0,0,208,225,1,0,5,23,13,6,385,33,7,40,6,3
2021,District,Davis District,Odyssey School,521,74,84,69,73,75,74,72,0,0,0,0,0,0,263,258,1,4,0,32,25,10,449,49,14,52,4,73
2021,District,Davis District,Orchard School,614,78,87,77,84,83,105,100,0,0,0,0,0,0,292,322,2,6,11,55,22,21,497,86,37,48,7,2
2021,District,Davis District,Parkside School,422,53,45,70,61,69,65,59,0,0,0,0,0,0,205,217,1,1,6,83,14,1,316,105,23,41,4,10
2021,District,Davis District,Reading School,433,58,60,53,56,61,79,66,0,0,0,0,0,0,195,238,0,5,0,21,13,1,393,29,3,39,4,1
2021,District,Davis District,Renaissance Academy,323,2,0,1,1,3,2,0,8,7,14,11,19,255,115,208,2,5,1,46,9,7,253,142,20,282,12,1
2021,District,Davis District,Sand Springs School,728,81,92,105,119,106,111,114,0,0,0,0,0,0,370,358,0,9,15,50,17,0,637,47,8,75,1,2
2021,District,Davis District,Shoreline Junior High,1106,0,0,0,0,0,0,0,395,360,351,0,0,0,551,555,2,13,8,48,22,4,1009,66,4,98,2,0
2021,District,Davis District,Snow Horse School,515,40,60,68,72,80,102,93,0,0,0,0,0,0,232,283,0,2,3,8,9,0,493,22,1,52,1,0
2021,District,Davis District,South Clearfield School,387,49,55,53,67,58,49,56,0,0,0,0,0,0,187,200,2,11,9,81,12,19,253,191,37,83,12,45
2021,District,Davis District,South Davis Jr High,1020,0,0,0,0,0,0,0,359,315,346,0,0,0,479,541,3,7,14,155,36,29,776,226,82,102,15,0
2021,District,Davis District,South Weber School,685,85,91,100,105,102,114,88,0,0,0,0,0,0,296,389,1,7,1,42,17,0,617,65,6,60,3,24
2021,District,Davis District,Stewart School,577,67,76,88,81,89,81,95,0,0,0,0,0,0,282,295,1,1,10,18,24,4,519,66,8,54,3,2
2021,District,Davis District,Sunburst School,669,103,96,105,103,84,97,81,0,0,0,0,0,0,328,341,1,6,8,61,31,1,561,89,34,85,10,1
2021,District,Davis District,Sunset Jr High,827,0,0,0,0,0,0,0,279,272,276,0,0,0,386,441,3,10,7,110,24,9,664,221,34,110,23,0
2021,District,Davis District,Sunset School,272,34,37,30,37,45,45,44,0,0,0,0,0,0,124,148,1,3,5,66,10,4,183,138,19,58,13,0
2021,District,Davis District,Syracuse High,2197,0,0,0,0,0,0,0,0,0,0,785,744,668,1092,1105,8,24,35,206,70,31,1823,307,47,237,19,0
2021,District,Davis District,Syracuse Jr High,1254,0,0,0,0,0,0,0,421,420,413,0,0,0,603,651,0,12,10,100,48,17,1067,184,20,128,11,0
2021,District,Davis District,Syracuse School,821,95,112,120,94,122,138,140,0,0,0,0,0,0,404,417,3,5,12,74,34,4,689,120,13,114,9,0
2021,District,Davis District,Taylor School,353,55,53,49,52,41,62,41,0,0,0,0,0,0,172,181,2,0,3,23,12,3,310,48,19,57,4,41
2021,District,Davis District,Tolman School,341,42,54,48,54,51,53,39,0,0,0,0,0,0,160,181,0,2,0,20,12,2,305,81,4,58,5,48
2021,District,Davis District,Vae View School,251,41,40,38,34,31,28,39,0,0,0,0,0,0,112,139,1,3,2,99,12,1,133,133,39,47,17,38
2021,District,Davis District,Valley View School,375,40,47,40,46,58,65,79,0,0,0,0,0,0,178,197,1,3,4,20,10,7,330,24,5,37,0,1
2021,District,Davis District,Viewmont High,1395,0,0,0,0,0,0,0,0,0,0,461,484,450,719,676,2,5,26,111,41,11,1199,187,32,140,18,0
2021,District,Davis District,Wasatch School,347,50,48,50,54,45,47,53,0,0,0,0,0,0,161,186,1,5,3,100,20,3,215,191,70,46,12,27
2021,District,Davis District,West Bountiful School,576,69,80,85,87,74,97,84,0,0,0,0,0,0,307,269,0,3,9,29,10,10,515,74,7,49,5,1
2021,District,Davis District,West Clinton School,649,69,105,94,94,101,89,97,0,0,0,0,0,0,310,339,2,8,5,73,25,3,533,129,27,112,4,24
2021,District,Davis District,West Point Jr High,1315,0,0,0,0,0,0,0,437,427,451,0,0,0,647,668,5,11,15,126,54,16,1088,201,26,146,15,0
2021,District,Davis District,West Point School,833,92,128,116,128,118,122,129,0,0,0,0,0,0,411,422,4,8,5,55,12,4,745,64,12,99,16,42
2021,District,Davis District,Whitesides School,313,35,48,51,39,50,49,41,0,0,0,0,0,0,149,164,1,6,2,42,17,3,242,151,6,50,4,24
2021,District,Davis District,Windridge School,504,59,80,72,71,67,61,94,0,0,0,0,0,0,239,265,1,2,2,12,3,0,484,47,2,47,1,13
2021,District,Davis District,Woods Cross High,1448,0,0,0,0,0,0,0,0,0,0,477,512,459,708,740,3,19,16,164,34,50,1162,232,68,116,25,0
2021,District,Davis District,Woods Cross School,476,66,70,61,60,70,69,80,0,0,0,0,0,0,236,240,2,6,4,67,15,15,367,114,41,70,15,16
2021,District,Duchesne District,Altamont High,255,0,0,0,0,0,0,0,47,42,39,41,38,48,132,123,4,3,0,13,4,0,231,64,5,29,3,0
2021,District,Duchesne District,Altamont School,312,41,51,46,40,49,38,47,0,0,0,0,0,0,159,153,1,2,0,22,10,0,277,99,7,66,6,0
2021,District,Duchesne District,Centennial School,502,79,82,98,73,78,92,0,0,0,0,0,0,0,251,251,36,2,1,86,30,1,346,241,10,111,3,4
2021,District,Duchesne District,Con Amore School,43,4,7,2,2,4,1,1,1,6,2,1,4,8,13,30,5,0,0,7,2,0,29,26,0,43,4,53
2021,District,Duchesne District,Duchesne High,368,0,0,0,0,0,0,0,70,59,69,55,62,53,174,194,5,2,1,35,8,1,316,151,7,58,9,0
2021,District,Duchesne District,Duchesne School,383,48,42,61,59,52,62,59,0,0,0,0,0,0,170,213,9,2,1,45,13,0,313,180,18,57,8,12
2021,District,Duchesne District,East School,302,57,50,44,47,57,47,0,0,0,0,0,0,0,146,156,47,0,4,37,22,4,188,190,11,62,10,66
2021,District,Duchesne District,Kings Peak School,466,68,77,86,64,76,95,0,0,0,0,0,0,0,232,234,13,3,2,42,7,1,398,136,6,67,7,2
2021,District,Duchesne District,Myton School,99,15,13,14,21,16,20,0,0,0,0,0,0,0,46,53,9,0,2,18,9,0,61,58,2,17,1,0
2021,District,Duchesne District,Neola School,147,28,15,28,25,20,31,0,0,0,0,0,0,0,76,71,6,0,2,5,5,0,129,57,0,22,2,0
2021,District,Duchesne District,Roosevelt Jr High,869,0,0,0,0,0,0,275,303,291,0,0,0,0,421,448,71,3,1,72,45,2,675,367,13,149,13,0
2021,District,Duchesne District,Tabiona High,78,0,0,0,0,0,0,0,14,7,18,11,14,14,44,34,0,0,0,4,1,0,73,14,0,12,1,0
2021,District,Duchesne District,Tabiona School,86,8,17,18,12,9,7,15,0,0,0,0,0,0,50,36,0,0,1,5,1,0,79,23,0,5,2,0
2021,District,Duchesne District,Union High,1077,0,0,0,0,0,0,0,0,0,284,288,274,231,546,531,111,5,0,91,33,2,835,361,14,137,20,0
2021,District,Emery District,Book Cliff School,100,19,9,15,12,20,11,14,0,0,0,0,0,0,51,49,0,0,0,54,1,0,45,86,7,15,4,17
2021,District,Emery District,Canyon View Jr High,207,0,0,0,0,0,0,61,78,68,0,0,0,0,90,117,0,0,0,11,0,0,196,86,9,45,4,0
2021,District,Emery District,Castle Dale School,163,27,13,33,34,21,35,0,0,0,0,0,0,0,70,93,3,0,0,6,0,0,154,83,0,19,2,0
2021,District,Emery District,Cleveland School,133,19,34,17,20,21,22,0,0,0,0,0,0,0,69,64,0,0,1,4,1,0,127,70,0,23,0,19
2021,District,Emery District,Cottonwood School,121,22,13,17,27,18,24,0,0,0,0,0,0,0,54,67,2,0,0,5,1,0,113,73,0,29,8,25
2021,District,Emery District,Emery High,655,0,0,0,0,0,0,0,0,0,158,173,170,154,328,327,2,2,0,34,3,0,614,296,4,102,7,0
2021,District,Emery District,Ferron School,190,35,30,38,26,29,32,0,0,0,0,0,0,0,82,108,2,0,0,2,1,0,185,107,0,31,0,31
2021,District,Emery District,Green River High,78,0,0,0,0,0,0,0,10,10,16,8,13,21,38,40,0,1,0,45,1,0,31,58,22,20,8,0
2021,District,Emery District,Huntington School,237,39,38,40,35,44,41,0,0,0,0,0,0,0,108,129,0,0,0,26,3,0,208,118,0,33,4,22
2021,District,Emery District,San Rafael Middle School,288,0,0,0,0,0,0,102,84,102,0,0,0,0,123,165,1,1,0,14,2,0,270,146,1,54,4,0
2021,District,Garfield District,Antimony School,12,0,2,1,2,3,1,3,0,0,0,0,0,0,4,8,0,0,0,2,0,0,10,3,0,0,0,0
2021,District,Garfield District,Boulder School,26,6,7,3,1,4,2,3,0,0,0,0,0,0,17,9,0,0,0,4,2,0,20,13,0,2,0,5
2021,District,Garfield District,Bryce Valley High,141,0,0,0,0,0,0,0,18,26,20,25,25,27,67,74,7,0,0,26,0,0,108,34,25,13,8,0
2021,District,Garfield District,Bryce Valley School,137,16,19,16,23,22,14,27,0,0,0,0,0,0,66,71,12,0,0,23,0,1,101,58,27,19,16,20
2021,District,Garfield District,Escalante High,76,0,0,0,0,0,0,0,10,17,14,10,15,10,42,34,0,0,1,1,0,0,74,36,0,9,0,0
2021,District,Garfield District,Escalante School,82,12,14,11,12,10,13,10,0,0,0,0,0,0,38,44,0,0,1,4,0,0,77,34,2,18,0,13
2021,District,Garfield District,Panguitch High,156,0,0,0,0,0,0,0,0,0,42,45,46,23,68,88,2,2,0,6,1,1,144,44,2,22,0,0
2021,District,Garfield District,Panguitch Middle,74,0,0,0,0,0,0,0,34,40,0,0,0,0,35,39,0,0,0,2,0,0,72,15,0,7,0,0
2021,District,Garfield District,Panguitch School,219,38,30,33,27,25,36,30,0,0,0,0,0,0,100,119,3,0,0,11,7,0,198,79,2,25,0,29
2021,District,Grand District,C R Sundwall Center,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,42
2021,District,Grand District,Grand County High,455,0,0,0,0,0,0,0,0,0,110,120,113,112,217,238,25,2,5,77,7,0,339,165,23,80,0,0
2021,District,Grand District,Grand County Middle,238,0,0,0,0,0,0,0,118,120,0,0,0,0,127,111,9,0,0,45,5,2,177,103,21,31,0,0
2021,District,Grand District,Helen M. Knight School,686,94,96,94,92,105,99,106,0,0,0,0,0,0,335,351,35,3,2,154,12,0,480,349,66,119,0,0
2021,District,Granite District,Academy Park School,425,55,68,62,62,62,46,70,0,0,0,0,0,0,187,238,8,23,5,205,5,23,156,302,170,69,5,34
2021,District,Granite District,Arcadia School,533,76,66,81,68,77,73,92,0,0,0,0,0,0,250,283,4,32,7,179,7,40,264,337,161,67,19,24
2021,District,Granite District,Beehive School,514,65,62,85,67,73,98,64,0,0,0,0,0,0,233,281,5,19,13,248,11,34,184,319,207,49,1,29
2021,District,Granite District,Bennion Jr High,1107,0,0,0,0,0,0,0,371,370,366,0,0,0,525,582,14,32,31,277,10,47,696,513,118,111,14,0
2021,District,Granite District,Bennion School,586,73,88,72,88,95,86,84,0,0,0,0,0,0,285,301,7,27,30,112,15,38,357,233,106,68,4,0
2021,District,Granite District,Bonneville Jr High,602,0,0,0,0,0,0,217,211,174,0,0,0,0,287,315,10,20,33,118,19,12,390,252,87,64,1,0
2021,District,Granite District,Calvin S. Smith School,693,80,97,113,101,99,98,105,0,0,0,0,0,0,334,359,3,11,44,82,22,21,510,205,49,70,6,29
2021,District,Granite District,Churchill Jr High,601,0,0,0,0,0,0,183,219,199,0,0,0,0,308,293,1,8,28,22,11,4,527,58,6,29,0,0
2021,District,Granite District,Copper Hills School,437,59,71,58,51,47,79,72,0,0,0,0,0,0,209,228,4,8,4,150,4,12,255,249,100,86,2,20
2021,District,Granite District,Cottonwood High,1648,0,0,0,0,0,0,0,0,0,405,471,405,367,756,892,48,131,111,496,40,38,784,818,336,175,10,0
2021,District,Granite District,Cottonwood School,422,64,65,71,76,69,77,0,0,0,0,0,0,0,208,214,0,4,5,9,5,0,399,42,12,15,0,17
2021,District,Granite District,Crestview School,520,71,89,81,80,103,96,0,0,0,0,0,0,0,265,255,4,5,10,25,6,6,464,77,27,46,2,0
2021,District,Granite District,Cyprus High,2654,0,0,0,0,0,0,0,0,0,758,653,655,588,1281,1373,35,59,46,1112,17,79,1306,1331,403,318,4,0
2021,District,Granite District,David Gourley School,575,67,85,74,90,71,84,104,0,0,0,0,0,0,261,314,8,18,4,311,4,46,184,458,287,62,4,36
2021,District,Granite District,Diamond Ridge School,743,85,115,95,111,115,104,118,0,0,0,0,0,0,373,370,5,21,11,167,20,28,491,240,115,74,0,0
2021,District,Granite District,Douglas T. Orchard School,503,38,76,60,85,74,81,89,0,0,0,0,0,0,239,264,5,20,7,198,9,43,221,290,159,70,1,0
2021,District,Granite District,Eastwood School,283,55,51,53,49,38,37,0,0,0,0,0,0,0,151,132,1,4,11,15,12,0,240,34,8,23,0,26
2021,District,Granite District,Eisenhower Jr High,1143,0,0,0,0,0,0,0,389,383,371,0,0,0,534,609,12,63,48,508,12,50,450,689,279,156,4,0
2021,District,Granite District,Elk Run Elementary,652,75,86,94,97,106,94,100,0,0,0,0,0,0,338,314,1,14,8,312,9,18,290,401,202,72,1,28
2021,District,Granite District,Evergreen Jr High,721,0,0,0,0,0,0,246,241,234,0,0,0,0,406,315,7,24,18,135,5,9,523,250,95,45,4,0
2021,District,Granite District,Fox Hills School,724,71,99,109,117,111,108,109,0,0,0,0,0,0,345,379,6,14,25,203,11,20,445,353,153,71,8,0
2021,District,Granite District,Gearld Wright School,600,54,90,89,94,87,106,80,0,0,0,0,0,0,282,318,9,9,24,245,0,24,289,257,192,64,0,32
2021,District,Granite District,Granger High,3287,0,0,0,0,0,0,0,0,0,900,868,775,744,1613,1674,66,139,153,1984,21,235,689,2195,854,400,13,0
2021,District,Granite District,Granger School,715,90,110,92,98,99,103,123,0,0,0,0,0,0,348,367,12,62,49,414,12,49,117,573,435,86,12,67
2021,District,Granite District,Granite Connection High,402,1,3,4,6,2,1,5,4,12,14,21,79,250,209,193,12,18,9,156,4,19,184,219,100,167,9,0
2021,District,Granite District,Granite Park Jr High,957,0,0,0,0,0,0,343,314,300,0,0,0,0,474,483,38,106,89,488,48,30,158,679,446,129,25,0
2021,District,Granite District,Granite Technical Institute,166,0,0,0,0,0,0,0,0,0,0,0,0,166,70,96,1,9,8,45,3,3,97,0,42,165,0,0
2021,District,Granite District,Harry S. Truman School,363,43,51,51,52,53,50,63,0,0,0,0,0,0,172,191,8,15,16,116,5,31,172,204,93,84,0,43
2021,District,Granite District,Hartvigsen School,75,1,3,9,12,8,9,11,9,13,0,0,0,0,31,44,0,1,2,25,0,7,40,47,30,75,0,0
2021,District,Granite District,Headstart Preschool Special Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,5
2021,District,Granite District,Hillsdale School,637,80,92,91,82,93,95,104,0,0,0,0,0,0,325,312,4,23,22,433,6,60,89,530,389,60,2,43
2021,District,Granite District,Hillside School,532,56,71,80,86,75,81,83,0,0,0,0,0,0,253,279,3,10,46,137,3,28,305,314,208,39,3,13
2021,District,Granite District,Howard R. Driggs School,475,69,88,88,80,71,79,0,0,0,0,0,0,0,240,235,0,6,13,10,5,2,439,60,8,35,0,26
2021,District,Granite District,Hunter High,2504,0,0,0,0,0,0,0,0,0,625,662,650,567,1240,1264,26,71,129,1185,15,172,906,1280,421,293,16,0
