System ID, System Name, Total, Grade PK,Grade KK, Grade 01,Grade 02,Grade 03,Grade 04,Grade 05,Grade 06,Grade 07,Grade 08,Grade 09,Grade 10,Grade 11,Grade 12
601,Appling County,3537,234,283,301,250,260,231,273,255,242,268,301,267,199,173
602,Atkinson County,1718,108,153,126,135,127,137,131,127,127,126,123,121,105,72
761,Atlanta Public Schools,49474,1246,4773,4616,4372,4237,4206,4155,3567,3441,3437,4230,2835,1977,2382
603,Bacon County,2013,109,180,161,150,147,144,166,164,145,147,158,112,121,109
604,Baker County,330,21,31,25,18,28,25,31,28,20,26,21,19,18,19
605,Baldwin County,5460,0,553,547,497,465,455,502,371,403,391,427,291,306,252
606,Banks County,2836,30,203,227,197,210,234,235,243,268,199,241,211,179,159
607,Barrow County,12851,405,1099,1129,1011,976,978,994,956,913,970,1011,885,811,713
608,Bartow County,14107,470,1088,1033,1030,1118,1067,1043,1096,1114,1086,1229,1033,848,852
609,Ben Hill County,3262,189,367,265,243,248,237,246,251,246,249,234,198,133,156
610,Berrien County,3162,137,277,249,239,229,230,250,256,234,224,271,201,182,183
611,Bibb County,24544,817,2136,2053,1961,1980,1929,1978,1825,1789,1757,2266,1553,1299,1201
612,Bleckley County,2461,169,182,176,179,163,187,168,173,192,197,191,164,157,163
613,Brantley County,3517,228,284,252,256,254,274,253,269,262,282,294,226,207,176
763,Bremen City,2102,109,156,165,158,149,166,175,153,154,146,158,154,137,122
614,Brooks County,2306,127,204,185,173,187,153,166,177,161,175,174,169,126,129
615,Bryan County,7773,272,543,587,576,606,598,617,637,622,614,568,548,502,483
764,Buford City,3462,11,289,280,266,283,281,294,269,264,267,308,265,183,202
616,Bulloch County,9718,451,845,828,797,757,728,755,704,717,698,818,590,488,542
617,Burke County,4480,313,364,352,328,353,330,350,316,316,277,366,301,262,252
618,Butts County,3485,71,284,287,292,293,257,258,250,286,268,312,211,211,205
765,Calhoun City,3565,211,301,325,291,272,260,249,276,259,263,259,193,193,213
619,Calhoun County,650,27,70,55,50,47,50,49,48,42,60,41,40,38,33
620,Camden County,9327,292,765,694,728,705,666,695,675,631,702,715,720,638,701
621,Candler County,2123,155,158,194,167,181,155,146,142,146,158,156,125,132,108
622,Carroll County,14307,608,1079,1057,1021,1102,1062,1147,1067,1106,1094,1173,1063,866,862
766,Carrollton City,4667,116,410,375,356,394,365,351,354,319,356,351,304,322,294
767,Cartersville City,4146,151,353,302,353,355,333,298,343,302,291,306,271,244,244
623,Catoosa County,10934,253,781,841,812,809,812,813,874,825,828,890,839,831,726
624,Charlton County,1677,90,159,124,138,109,106,136,152,132,129,100,106,102,94
626,Chattahoochee County,877,44,49,40,34,44,49,44,51,44,50,124,138,82,84
627,Chattooga County,2807,121,230,195,199,188,223,212,228,216,235,212,211,174,163
628,Cherokee County,38476,607,3072,3045,3084,3008,3063,3036,3115,3002,2921,3316,2738,2296,2173
769,Chickamauga City,1402,2,100,97,87,102,99,94,120,127,117,122,111,111,113
773,City Schools of Decatur,3268,0,355,316,304,269,264,248,235,234,223,258,219,182,161
629,Clarke County,12394,833,1167,1033,1028,1003,944,965,856,839,740,936,736,649,665
630,Clay County,350,47,39,43,28,29,32,32,35,38,27,0,0,0,0
631,Clayton County,50664,906,4180,4172,3986,4072,3892,4166,4024,3971,3934,4310,3600,2766,2685
632,Clinch County,1397,94,113,120,99,111,114,100,115,97,102,96,72,93,71
633,Cobb County,106849,949,8124,8240,8285,8212,8332,8282,8158,8165,8189,9559,8132,6908,7314
634,Coffee County,7746,451,675,607,579,609,588,583,613,557,576,509,584,416,399
635,Colquitt County,9351,644,851,783,700,687,652,744,657,671,662,612,600,554,534
636,Columbia County,23898,351,1779,1763,1748,1830,1860,1973,1810,1896,1885,2083,1968,1513,1439
771,Commerce City,1454,50,141,102,117,119,96,124,114,111,110,100,86,96,88
637,Cook County,3324,212,283,240,245,228,257,231,272,237,242,269,230,209,169
638,Coweta County,22527,682,1685,1659,1623,1661,1628,1718,1736,1668,1777,1966,1803,1391,1530
639,Crawford County,1865,93,132,156,130,135,150,141,133,147,147,132,135,125,109
640,Crisp County,4245,334,367,321,308,305,314,296,313,329,285,342,283,229,219
641,Dade County,2349,145,162,171,170,143,193,181,166,167,190,200,144,169,148
772,Dalton Public Schools,7182,347,645,583,597,589,588,554,546,558,505,554,469,334,313
642,Dawson County,3447,68,259,244,292,244,238,275,261,274,284,285,279,217,227
644,DeKalb County,97602,3032,8005,7955,7671,7777,7349,7807,7018,7113,7057,7767,6891,6177,5983
643,Decatur County,5480,318,489,373,382,417,402,436,409,416,383,407,382,329,337
645,Dodge County,3295,187,272,239,251,242,246,242,253,237,229,305,222,169,201
646,Dooly County,1469,124,123,118,133,96,106,110,105,119,92,104,96,71,72
647,Dougherty County,15765,389,1399,1310,1241,1268,1299,1265,1189,1115,1249,1271,1039,847,884
648,Douglas County,24708,196,1898,1770,1800,1883,1872,1942,1975,1915,1938,2064,2077,1758,1620
774,Dublin City,2702,185,240,211,193,185,225,236,177,173,186,179,170,183,159
649,Early County,2208,147,144,147,177,158,188,149,176,169,148,160,161,151,133
650,Echols County,770,46,69,63,60,60,48,68,46,49,63,67,40,45,46
651,Effingham County,11502,594,883,838,805,797,825,871,830,901,929,893,824,766,746
652,Elbert County,3242,193,277,246,232,229,215,236,258,249,222,274,250,180,181
653,Emanuel County,4381,288,419,353,334,340,300,312,308,319,276,346,302,221,263
654,Evans County,1835,162,166,167,154,152,154,134,137,94,117,108,105,82,103
655,Fannin County,2987,21,215,232,237,217,242,237,274,218,240,235,214,219,186
656,Fayette County,20455,234,1116,1218,1326,1415,1445,1541,1656,1665,1726,1858,1871,1712,1672
657,Floyd County,10392,518,790,756,735,801,791,790,804,816,803,780,725,683,600
658,Forsyth County,37322,364,2918,3012,3085,3083,3078,3157,3005,3020,2814,2899,2600,2210,2077
659,Franklin County,3691,54,282,292,266,292,286,268,329,279,305,256,278,265,239
660,Fulton County,92028,2268,6886,6973,6867,7071,6939,7166,7134,6972,6815,7611,7199,6232,5895
776,Gainesville City,7102,240,687,693,616,596,567,597,527,480,440,644,431,256,328
661,Gilmer County,4284,170,318,326,318,286,320,338,325,348,338,402,305,289,201
662,Glascock County,639,34,47,43,42,39,49,46,43,65,56,49,47,30,49
663,Glynn County,12556,542,1050,996,991,1018,906,958,936,898,900,1154,866,662,679
664,Gordon County,6917,402,571,485,506,501,510,535,559,493,541,480,448,478,408
665,Grady County,4566,272,422,362,388,344,347,338,352,323,337,355,307,222,197
