"Year","Region","County Name","District Name","District Number","Charter Status","Grade Level Name","Gender Name","Gender Count"
"2017-2018",15,"BROWN COUNTY","BLANKET ISD",025904,"TRADITIONAL ISD/CSD","Grade  2","Male",9
"2017-2018",15,"BROWN COUNTY","BLANKET ISD",025904,"TRADITIONAL ISD/CSD","Grade  3","Female",-9999999
"2017-2018",15,"BROWN COUNTY","BLANKET ISD",025904,"TRADITIONAL ISD/CSD","Grade  3","Male",12
"2017-2018",15,"BROWN COUNTY","BLANKET ISD",025904,"TRADITIONAL ISD/CSD","Grade  4","Female",6
"2017-2018",15,"BROWN COUNTY","BLANKET ISD",025904,"TRADITIONAL ISD/CSD","Grade  4","Male",10
"2017-2018",15,"BROWN COUNTY","BLANKET ISD",025904,"TRADITIONAL ISD/CSD","Grade  5","Female",-9999999
"2017-2018",15,"BROWN COUNTY","BLANKET ISD",025904,"TRADITIONAL ISD/CSD","Grade  5","Male",-9999999
"2017-2018",15,"BROWN COUNTY","BLANKET ISD",025904,"TRADITIONAL ISD/CSD","Grade  6","Female",6
"2017-2018",15,"BROWN COUNTY","BLANKET ISD",025904,"TRADITIONAL ISD/CSD","Grade  6","Male",7
"2017-2018",15,"BROWN COUNTY","BLANKET ISD",025904,"TRADITIONAL ISD/CSD","Grade  7","Female",6
"2017-2018",15,"BROWN COUNTY","BLANKET ISD",025904,"TRADITIONAL ISD/CSD","Grade  7","Male",5
"2017-2018",15,"BROWN COUNTY","BLANKET ISD",025904,"TRADITIONAL ISD/CSD","Grade  8","Female",5
"2017-2018",15,"BROWN COUNTY","BLANKET ISD",025904,"TRADITIONAL ISD/CSD","Grade  8","Male",13
"2017-2018",15,"BROWN COUNTY","BLANKET ISD",025904,"TRADITIONAL ISD/CSD","Grade  9","Female",7
"2017-2018",15,"BROWN COUNTY","BLANKET ISD",025904,"TRADITIONAL ISD/CSD","Grade  9","Male",10
"2017-2018",15,"BROWN COUNTY","BLANKET ISD",025904,"TRADITIONAL ISD/CSD","Grade 10","Female",5
"2017-2018",15,"BROWN COUNTY","BLANKET ISD",025904,"TRADITIONAL ISD/CSD","Grade 10","Male",8
"2017-2018",15,"BROWN COUNTY","BLANKET ISD",025904,"TRADITIONAL ISD/CSD","Grade 11","Female",6
"2017-2018",15,"BROWN COUNTY","BLANKET ISD",025904,"TRADITIONAL ISD/CSD","Grade 11","Male",-9999999
"2017-2018",15,"BROWN COUNTY","BLANKET ISD",025904,"TRADITIONAL ISD/CSD","Grade 12","Female",7
"2017-2018",15,"BROWN COUNTY","BLANKET ISD",025904,"TRADITIONAL ISD/CSD","Grade 12","Male",8
"2017-2018",08,"CASS COUNTY","BLOOMBURG ISD",034909,"TRADITIONAL ISD/CSD","Pre-kindergarten","Female",7
"2017-2018",08,"CASS COUNTY","BLOOMBURG ISD",034909,"TRADITIONAL ISD/CSD","Pre-kindergarten","Male",13
"2017-2018",08,"CASS COUNTY","BLOOMBURG ISD",034909,"TRADITIONAL ISD/CSD","Kindergarten","Female",11
"2017-2018",08,"CASS COUNTY","BLOOMBURG ISD",034909,"TRADITIONAL ISD/CSD","Kindergarten","Male",10
"2017-2018",08,"CASS COUNTY","BLOOMBURG ISD",034909,"TRADITIONAL ISD/CSD","Grade  1","Female",12
"2017-2018",08,"CASS COUNTY","BLOOMBURG ISD",034909,"TRADITIONAL ISD/CSD","Grade  1","Male",12
"2017-2018",08,"CASS COUNTY","BLOOMBURG ISD",034909,"TRADITIONAL ISD/CSD","Grade  2","Female",12
"2017-2018",08,"CASS COUNTY","BLOOMBURG ISD",034909,"TRADITIONAL ISD/CSD","Grade  2","Male",8
"2017-2018",08,"CASS COUNTY","BLOOMBURG ISD",034909,"TRADITIONAL ISD/CSD","Grade  3","Female",11
"2017-2018",08,"CASS COUNTY","BLOOMBURG ISD",034909,"TRADITIONAL ISD/CSD","Grade  3","Male",8
"2017-2018",08,"CASS COUNTY","BLOOMBURG ISD",034909,"TRADITIONAL ISD/CSD","Grade  4","Female",14
"2017-2018",08,"CASS COUNTY","BLOOMBURG ISD",034909,"TRADITIONAL ISD/CSD","Grade  4","Male",6
"2017-2018",08,"CASS COUNTY","BLOOMBURG ISD",034909,"TRADITIONAL ISD/CSD","Grade  5","Female",14
"2017-2018",08,"CASS COUNTY","BLOOMBURG ISD",034909,"TRADITIONAL ISD/CSD","Grade  5","Male",10
"2017-2018",08,"CASS COUNTY","BLOOMBURG ISD",034909,"TRADITIONAL ISD/CSD","Grade  6","Female",11
"2017-2018",08,"CASS COUNTY","BLOOMBURG ISD",034909,"TRADITIONAL ISD/CSD","Grade  6","Male",14
"2017-2018",08,"CASS COUNTY","BLOOMBURG ISD",034909,"TRADITIONAL ISD/CSD","Grade  7","Female",7
"2017-2018",08,"CASS COUNTY","BLOOMBURG ISD",034909,"TRADITIONAL ISD/CSD","Grade  7","Male",8
"2017-2018",08,"CASS COUNTY","BLOOMBURG ISD",034909,"TRADITIONAL ISD/CSD","Grade  8","Female",11
"2017-2018",08,"CASS COUNTY","BLOOMBURG ISD",034909,"TRADITIONAL ISD/CSD","Grade  8","Male",12
"2017-2018",08,"CASS COUNTY","BLOOMBURG ISD",034909,"TRADITIONAL ISD/CSD","Grade  9","Female",11
"2017-2018",08,"CASS COUNTY","BLOOMBURG ISD",034909,"TRADITIONAL ISD/CSD","Grade  9","Male",7
"2017-2018",08,"CASS COUNTY","BLOOMBURG ISD",034909,"TRADITIONAL ISD/CSD","Grade 10","Female",12
"2017-2018",08,"CASS COUNTY","BLOOMBURG ISD",034909,"TRADITIONAL ISD/CSD","Grade 10","Male",-9999999
"2017-2018",08,"CASS COUNTY","BLOOMBURG ISD",034909,"TRADITIONAL ISD/CSD","Grade 11","Female",6
"2017-2018",08,"CASS COUNTY","BLOOMBURG ISD",034909,"TRADITIONAL ISD/CSD","Grade 11","Male",10
"2017-2018",08,"CASS COUNTY","BLOOMBURG ISD",034909,"TRADITIONAL ISD/CSD","Grade 12","Female",8
"2017-2018",08,"CASS COUNTY","BLOOMBURG ISD",034909,"TRADITIONAL ISD/CSD","Grade 12","Male",8
"2017-2018",12,"NAVARRO COUNTY","BLOOMING GROVE ISD",175902,"TRADITIONAL ISD/CSD","Early Education","Female",0
"2017-2018",12,"NAVARRO COUNTY","BLOOMING GROVE ISD",175902,"TRADITIONAL ISD/CSD","Early Education","Male",-9999999
"2017-2018",12,"NAVARRO COUNTY","BLOOMING GROVE ISD",175902,"TRADITIONAL ISD/CSD","Pre-kindergarten","Female",24
"2017-2018",12,"NAVARRO COUNTY","BLOOMING GROVE ISD",175902,"TRADITIONAL ISD/CSD","Pre-kindergarten","Male",22
"2017-2018",12,"NAVARRO COUNTY","BLOOMING GROVE ISD",175902,"TRADITIONAL ISD/CSD","Kindergarten","Female",24
"2017-2018",12,"NAVARRO COUNTY","BLOOMING GROVE ISD",175902,"TRADITIONAL ISD/CSD","Kindergarten","Male",23
"2017-2018",12,"NAVARRO COUNTY","BLOOMING GROVE ISD",175902,"TRADITIONAL ISD/CSD","Grade  1","Female",38
"2017-2018",12,"NAVARRO COUNTY","BLOOMING GROVE ISD",175902,"TRADITIONAL ISD/CSD","Grade  1","Male",36
"2017-2018",12,"NAVARRO COUNTY","BLOOMING GROVE ISD",175902,"TRADITIONAL ISD/CSD","Grade  2","Female",23
"2017-2018",12,"NAVARRO COUNTY","BLOOMING GROVE ISD",175902,"TRADITIONAL ISD/CSD","Grade  2","Male",36
"2017-2018",12,"NAVARRO COUNTY","BLOOMING GROVE ISD",175902,"TRADITIONAL ISD/CSD","Grade  3","Female",22
"2017-2018",12,"NAVARRO COUNTY","BLOOMING GROVE ISD",175902,"TRADITIONAL ISD/CSD","Grade  3","Male",49
"2017-2018",12,"NAVARRO COUNTY","BLOOMING GROVE ISD",175902,"TRADITIONAL ISD/CSD","Grade  4","Female",38
"2017-2018",12,"NAVARRO COUNTY","BLOOMING GROVE ISD",175902,"TRADITIONAL ISD/CSD","Grade  4","Male",32
"2017-2018",12,"NAVARRO COUNTY","BLOOMING GROVE ISD",175902,"TRADITIONAL ISD/CSD","Grade  5","Female",33
"2017-2018",12,"NAVARRO COUNTY","BLOOMING GROVE ISD",175902,"TRADITIONAL ISD/CSD","Grade  5","Male",42
"2017-2018",12,"NAVARRO COUNTY","BLOOMING GROVE ISD",175902,"TRADITIONAL ISD/CSD","Grade  6","Female",30
"2017-2018",12,"NAVARRO COUNTY","BLOOMING GROVE ISD",175902,"TRADITIONAL ISD/CSD","Grade  6","Male",42
"2017-2018",12,"NAVARRO COUNTY","BLOOMING GROVE ISD",175902,"TRADITIONAL ISD/CSD","Grade  7","Female",27
"2017-2018",12,"NAVARRO COUNTY","BLOOMING GROVE ISD",175902,"TRADITIONAL ISD/CSD","Grade  7","Male",41
"2017-2018",12,"NAVARRO COUNTY","BLOOMING GROVE ISD",175902,"TRADITIONAL ISD/CSD","Grade  8","Female",36
"2017-2018",12,"NAVARRO COUNTY","BLOOMING GROVE ISD",175902,"TRADITIONAL ISD/CSD","Grade  8","Male",43
"2017-2018",12,"NAVARRO COUNTY","BLOOMING GROVE ISD",175902,"TRADITIONAL ISD/CSD","Grade  9","Female",47
"2017-2018",12,"NAVARRO COUNTY","BLOOMING GROVE ISD",175902,"TRADITIONAL ISD/CSD","Grade  9","Male",34
"2017-2018",12,"NAVARRO COUNTY","BLOOMING GROVE ISD",175902,"TRADITIONAL ISD/CSD","Grade 10","Female",33
"2017-2018",12,"NAVARRO COUNTY","BLOOMING GROVE ISD",175902,"TRADITIONAL ISD/CSD","Grade 10","Male",34
"2017-2018",12,"NAVARRO COUNTY","BLOOMING GROVE ISD",175902,"TRADITIONAL ISD/CSD","Grade 11","Female",37
"2017-2018",12,"NAVARRO COUNTY","BLOOMING GROVE ISD",175902,"TRADITIONAL ISD/CSD","Grade 11","Male",41
"2017-2018",12,"NAVARRO COUNTY","BLOOMING GROVE ISD",175902,"TRADITIONAL ISD/CSD","Grade 12","Female",24
"2017-2018",12,"NAVARRO COUNTY","BLOOMING GROVE ISD",175902,"TRADITIONAL ISD/CSD","Grade 12","Male",34
"2017-2018",03,"VICTORIA COUNTY","BLOOMINGTON ISD",235901,"TRADITIONAL ISD/CSD","Early Education","Female",-9999999
"2017-2018",03,"VICTORIA COUNTY","BLOOMINGTON ISD",235901,"TRADITIONAL ISD/CSD","Early Education","Male",-9999999
"2017-2018",03,"VICTORIA COUNTY","BLOOMINGTON ISD",235901,"TRADITIONAL ISD/CSD","Pre-kindergarten","Female",23
"2017-2018",03,"VICTORIA COUNTY","BLOOMINGTON ISD",235901,"TRADITIONAL ISD/CSD","Pre-kindergarten","Male",20
"2017-2018",03,"VICTORIA COUNTY","BLOOMINGTON ISD",235901,"TRADITIONAL ISD/CSD","Kindergarten","Female",36
"2017-2018",03,"VICTORIA COUNTY","BLOOMINGTON ISD",235901,"TRADITIONAL ISD/CSD","Kindergarten","Male",29
"2017-2018",03,"VICTORIA COUNTY","BLOOMINGTON ISD",235901,"TRADITIONAL ISD/CSD","Grade  1","Female",24
"2017-2018",03,"VICTORIA COUNTY","BLOOMINGTON ISD",235901,"TRADITIONAL ISD/CSD","Grade  1","Male",26
"2017-2018",03,"VICTORIA COUNTY","BLOOMINGTON ISD",235901,"TRADITIONAL ISD/CSD","Grade  2","Female",28
"2017-2018",03,"VICTORIA COUNTY","BLOOMINGTON ISD",235901,"TRADITIONAL ISD/CSD","Grade  2","Male",31
"2017-2018",03,"VICTORIA COUNTY","BLOOMINGTON ISD",235901,"TRADITIONAL ISD/CSD","Grade  3","Female",35
"2017-2018",03,"VICTORIA COUNTY","BLOOMINGTON ISD",235901,"TRADITIONAL ISD/CSD","Grade  3","Male",34
"2017-2018",03,"VICTORIA COUNTY","BLOOMINGTON ISD",235901,"TRADITIONAL ISD/CSD","Grade  4","Female",30
"2017-2018",03,"VICTORIA COUNTY","BLOOMINGTON ISD",235901,"TRADITIONAL ISD/CSD","Grade  4","Male",35
"2017-2018",03,"VICTORIA COUNTY","BLOOMINGTON ISD",235901,"TRADITIONAL ISD/CSD","Grade  5","Female",43
"2017-2018",03,"VICTORIA COUNTY","BLOOMINGTON ISD",235901,"TRADITIONAL ISD/CSD","Grade  5","Male",28
"2017-2018",03,"VICTORIA COUNTY","BLOOMINGTON ISD",235901,"TRADITIONAL ISD/CSD","Grade  6","Female",32
"2017-2018",03,"VICTORIA COUNTY","BLOOMINGTON ISD",235901,"TRADITIONAL ISD/CSD","Grade  6","Male",33
"2017-2018",03,"VICTORIA COUNTY","BLOOMINGTON ISD",235901,"TRADITIONAL ISD/CSD","Grade  7","Female",38
"2017-2018",03,"VICTORIA COUNTY","BLOOMINGTON ISD",235901,"TRADITIONAL ISD/CSD","Grade  7","Male",28
"2017-2018",03,"VICTORIA COUNTY","BLOOMINGTON ISD",235901,"TRADITIONAL ISD/CSD","Grade  8","Female",31
"2017-2018",03,"VICTORIA COUNTY","BLOOMINGTON ISD",235901,"TRADITIONAL ISD/CSD","Grade  8","Male",33
"2017-2018",03,"VICTORIA COUNTY","BLOOMINGTON ISD",235901,"TRADITIONAL ISD/CSD","Grade  9","Female",34
"2017-2018",03,"VICTORIA COUNTY","BLOOMINGTON ISD",235901,"TRADITIONAL ISD/CSD","Grade  9","Male",40
"2017-2018",03,"VICTORIA COUNTY","BLOOMINGTON ISD",235901,"TRADITIONAL ISD/CSD","Grade 10","Female",33
"2017-2018",03,"VICTORIA COUNTY","BLOOMINGTON ISD",235901,"TRADITIONAL ISD/CSD","Grade 10","Male",35
"2017-2018",03,"VICTORIA COUNTY","BLOOMINGTON ISD",235901,"TRADITIONAL ISD/CSD","Grade 11","Female",26
"2017-2018",03,"VICTORIA COUNTY","BLOOMINGTON ISD",235901,"TRADITIONAL ISD/CSD","Grade 11","Male",36
"2017-2018",03,"VICTORIA COUNTY","BLOOMINGTON ISD",235901,"TRADITIONAL ISD/CSD","Grade 12","Female",21
"2017-2018",03,"VICTORIA COUNTY","BLOOMINGTON ISD",235901,"TRADITIONAL ISD/CSD","Grade 12","Male",19
"2017-2018",10,"COLLIN COUNTY","BLUE RIDGE ISD",043917,"TRADITIONAL ISD/CSD","Pre-kindergarten","Female",22
"2017-2018",10,"COLLIN COUNTY","BLUE RIDGE ISD",043917,"TRADITIONAL ISD/CSD","Pre-kindergarten","Male",17
"2017-2018",10,"COLLIN COUNTY","BLUE RIDGE ISD",043917,"TRADITIONAL ISD/CSD","Kindergarten","Female",27
"2017-2018",10,"COLLIN COUNTY","BLUE RIDGE ISD",043917,"TRADITIONAL ISD/CSD","Kindergarten","Male",36
"2017-2018",10,"COLLIN COUNTY","BLUE RIDGE ISD",043917,"TRADITIONAL ISD/CSD","Grade  1","Female",28
"2017-2018",10,"COLLIN COUNTY","BLUE RIDGE ISD",043917,"TRADITIONAL ISD/CSD","Grade  1","Male",30
"2017-2018",10,"COLLIN COUNTY","BLUE RIDGE ISD",043917,"TRADITIONAL ISD/CSD","Grade  2","Female",28
"2017-2018",10,"COLLIN COUNTY","BLUE RIDGE ISD",043917,"TRADITIONAL ISD/CSD","Grade  2","Male",27
"2017-2018",10,"COLLIN COUNTY","BLUE RIDGE ISD",043917,"TRADITIONAL ISD/CSD","Grade  3","Female",27
"2017-2018",10,"COLLIN COUNTY","BLUE RIDGE ISD",043917,"TRADITIONAL ISD/CSD","Grade  3","Male",28
"2017-2018",10,"COLLIN COUNTY","BLUE RIDGE ISD",043917,"TRADITIONAL ISD/CSD","Grade  4","Female",30
"2017-2018",10,"COLLIN COUNTY","BLUE RIDGE ISD",043917,"TRADITIONAL ISD/CSD","Grade  4","Male",26
"2017-2018",10,"COLLIN COUNTY","BLUE RIDGE ISD",043917,"TRADITIONAL ISD/CSD","Grade  5","Female",26
"2017-2018",10,"COLLIN COUNTY","BLUE RIDGE ISD",043917,"TRADITIONAL ISD/CSD","Grade  5","Male",40
"2017-2018",10,"COLLIN COUNTY","BLUE RIDGE ISD",043917,"TRADITIONAL ISD/CSD","Grade  6","Female",40
"2017-2018",10,"COLLIN COUNTY","BLUE RIDGE ISD",043917,"TRADITIONAL ISD/CSD","Grade  6","Male",30
"2017-2018",10,"COLLIN COUNTY","BLUE RIDGE ISD",043917,"TRADITIONAL ISD/CSD","Grade  7","Female",32
"2017-2018",10,"COLLIN COUNTY","BLUE RIDGE ISD",043917,"TRADITIONAL ISD/CSD","Grade  7","Male",31
"2017-2018",10,"COLLIN COUNTY","BLUE RIDGE ISD",043917,"TRADITIONAL ISD/CSD","Grade  8","Female",33
"2017-2018",10,"COLLIN COUNTY","BLUE RIDGE ISD",043917,"TRADITIONAL ISD/CSD","Grade  8","Male",34
"2017-2018",10,"COLLIN COUNTY","BLUE RIDGE ISD",043917,"TRADITIONAL ISD/CSD","Grade  9","Female",40
"2017-2018",10,"COLLIN COUNTY","BLUE RIDGE ISD",043917,"TRADITIONAL ISD/CSD","Grade  9","Male",27
"2017-2018",10,"COLLIN COUNTY","BLUE RIDGE ISD",043917,"TRADITIONAL ISD/CSD","Grade 10","Female",26
"2017-2018",10,"COLLIN COUNTY","BLUE RIDGE ISD",043917,"TRADITIONAL ISD/CSD","Grade 10","Male",29
"2017-2018",10,"COLLIN COUNTY","BLUE RIDGE ISD",043917,"TRADITIONAL ISD/CSD","Grade 11","Female",22
"2017-2018",10,"COLLIN COUNTY","BLUE RIDGE ISD",043917,"TRADITIONAL ISD/CSD","Grade 11","Male",38
"2017-2018",10,"COLLIN COUNTY","BLUE RIDGE ISD",043917,"TRADITIONAL ISD/CSD","Grade 12","Female",32
"2017-2018",10,"COLLIN COUNTY","BLUE RIDGE ISD",043917,"TRADITIONAL ISD/CSD","Grade 12","Male",19
"2017-2018",11,"ERATH COUNTY","BLUFF DALE ISD",072904,"TRADITIONAL ISD/CSD","Early Education","Female",-9999999
"2017-2018",11,"ERATH COUNTY","BLUFF DALE ISD",072904,"TRADITIONAL ISD/CSD","Early Education","Male",0
"2017-2018",11,"ERATH COUNTY","BLUFF DALE ISD",072904,"TRADITIONAL ISD/CSD","Pre-kindergarten","Female",-9999999
"2017-2018",11,"ERATH COUNTY","BLUFF DALE ISD",072904,"TRADITIONAL ISD/CSD","Pre-kindergarten","Male",8
"2017-2018",11,"ERATH COUNTY","BLUFF DALE ISD",072904,"TRADITIONAL ISD/CSD","Kindergarten","Female",8
"2017-2018",11,"ERATH COUNTY","BLUFF DALE ISD",072904,"TRADITIONAL ISD/CSD","Kindergarten","Male",11
"2017-2018",11,"ERATH COUNTY","BLUFF DALE ISD",072904,"TRADITIONAL ISD/CSD","Grade  1","Female",11
"2017-2018",11,"ERATH COUNTY","BLUFF DALE ISD",072904,"TRADITIONAL ISD/CSD","Grade  1","Male",9
"2017-2018",11,"ERATH COUNTY","BLUFF DALE ISD",072904,"TRADITIONAL ISD/CSD","Grade  2","Female",6
"2017-2018",11,"ERATH COUNTY","BLUFF DALE ISD",072904,"TRADITIONAL ISD/CSD","Grade  2","Male",5
"2017-2018",11,"ERATH COUNTY","BLUFF DALE ISD",072904,"TRADITIONAL ISD/CSD","Grade  3","Female",10
"2017-2018",11,"ERATH COUNTY","BLUFF DALE ISD",072904,"TRADITIONAL ISD/CSD","Grade  3","Male",-9999999
"2017-2018",11,"ERATH COUNTY","BLUFF DALE ISD",072904,"TRADITIONAL ISD/CSD","Grade  4","Female",12
"2017-2018",11,"ERATH COUNTY","BLUFF DALE ISD",072904,"TRADITIONAL ISD/CSD","Grade  4","Male",7
"2017-2018",11,"ERATH COUNTY","BLUFF DALE ISD",072904,"TRADITIONAL ISD/CSD","Grade  5","Female",-9999999
"2017-2018",11,"ERATH COUNTY","BLUFF DALE ISD",072904,"TRADITIONAL ISD/CSD","Grade  5","Male",-9999999
"2017-2018",11,"ERATH COUNTY","BLUFF DALE ISD",072904,"TRADITIONAL ISD/CSD","Grade  6","Female",12
"2017-2018",11,"ERATH COUNTY","BLUFF DALE ISD",072904,"TRADITIONAL ISD/CSD","Grade  6","Male",6
"2017-2018",11,"ERATH COUNTY","BLUFF DALE ISD",072904,"TRADITIONAL ISD/CSD","Grade  7","Female",-9999999
"2017-2018",11,"ERATH COUNTY","BLUFF DALE ISD",072904,"TRADITIONAL ISD/CSD","Grade  7","Male",9
"2017-2018",11,"ERATH COUNTY","BLUFF DALE ISD",072904,"TRADITIONAL ISD/CSD","Grade  8","Female",6
"2017-2018",11,"ERATH COUNTY","BLUFF DALE ISD",072904,"TRADITIONAL ISD/CSD","Grade  8","Male",11
"2017-2018",11,"ERATH COUNTY","BLUFF DALE ISD",072904,"TRADITIONAL ISD/CSD","Grade  9","Female",5
"2017-2018",11,"ERATH COUNTY","BLUFF DALE ISD",072904,"TRADITIONAL ISD/CSD","Grade  9","Male",9
"2017-2018",11,"ERATH COUNTY","BLUFF DALE ISD",072904,"TRADITIONAL ISD/CSD","Grade 10","Female",11
"2017-2018",11,"ERATH COUNTY","BLUFF DALE ISD",072904,"TRADITIONAL ISD/CSD","Grade 10","Male",5
"2017-2018",11,"ERATH COUNTY","BLUFF DALE ISD",072904,"TRADITIONAL ISD/CSD","Grade 11","Female",-9999999
"2017-2018",11,"ERATH COUNTY","BLUFF DALE ISD",072904,"TRADITIONAL ISD/CSD","Grade 11","Male",6
"2017-2018",12,"HILL COUNTY","BLUM ISD",109913,"TRADITIONAL ISD/CSD","Pre-kindergarten","Female",14
"2017-2018",12,"HILL COUNTY","BLUM ISD",109913,"TRADITIONAL ISD/CSD","Pre-kindergarten","Male",6
"2017-2018",12,"HILL COUNTY","BLUM ISD",109913,"TRADITIONAL ISD/CSD","Kindergarten","Female",11
"2017-2018",12,"HILL COUNTY","BLUM ISD",109913,"TRADITIONAL ISD/CSD","Kindergarten","Male",20
"2017-2018",12,"HILL COUNTY","BLUM ISD",109913,"TRADITIONAL ISD/CSD","Grade  1","Female",20
"2017-2018",12,"HILL COUNTY","BLUM ISD",109913,"TRADITIONAL ISD/CSD","Grade  1","Male",8
"2017-2018",12,"HILL COUNTY","BLUM ISD",109913,"TRADITIONAL ISD/CSD","Grade  2","Female",13
"2017-2018",12,"HILL COUNTY","BLUM ISD",109913,"TRADITIONAL ISD/CSD","Grade  2","Male",13
"2017-2018",12,"HILL COUNTY","BLUM ISD",109913,"TRADITIONAL ISD/CSD","Grade  3","Female",12
"2017-2018",12,"HILL COUNTY","BLUM ISD",109913,"TRADITIONAL ISD/CSD","Grade  3","Male",6
"2017-2018",12,"HILL COUNTY","BLUM ISD",109913,"TRADITIONAL ISD/CSD","Grade  4","Female",10
"2017-2018",12,"HILL COUNTY","BLUM ISD",109913,"TRADITIONAL ISD/CSD","Grade  4","Male",14
"2017-2018",12,"HILL COUNTY","BLUM ISD",109913,"TRADITIONAL ISD/CSD","Grade  5","Female",18
"2017-2018",12,"HILL COUNTY","BLUM ISD",109913,"TRADITIONAL ISD/CSD","Grade  5","Male",10
"2017-2018",12,"HILL COUNTY","BLUM ISD",109913,"TRADITIONAL ISD/CSD","Grade  6","Female",17
"2017-2018",12,"HILL COUNTY","BLUM ISD",109913,"TRADITIONAL ISD/CSD","Grade  6","Male",12
"2017-2018",12,"HILL COUNTY","BLUM ISD",109913,"TRADITIONAL ISD/CSD","Grade  7","Female",13
"2017-2018",12,"HILL COUNTY","BLUM ISD",109913,"TRADITIONAL ISD/CSD","Grade  7","Male",18
"2017-2018",12,"HILL COUNTY","BLUM ISD",109913,"TRADITIONAL ISD/CSD","Grade  8","Female",8
"2017-2018",12,"HILL COUNTY","BLUM ISD",109913,"TRADITIONAL ISD/CSD","Grade  8","Male",8
"2017-2018",12,"HILL COUNTY","BLUM ISD",109913,"TRADITIONAL ISD/CSD","Grade  9","Female",18
"2017-2018",12,"HILL COUNTY","BLUM ISD",109913,"TRADITIONAL ISD/CSD","Grade  9","Male",16
"2017-2018",12,"HILL COUNTY","BLUM ISD",109913,"TRADITIONAL ISD/CSD","Grade 10","Female",13
"2017-2018",12,"HILL COUNTY","BLUM ISD",109913,"TRADITIONAL ISD/CSD","Grade 10","Male",12
"2017-2018",12,"HILL COUNTY","BLUM ISD",109913,"TRADITIONAL ISD/CSD","Grade 11","Female",7
"2017-2018",12,"HILL COUNTY","BLUM ISD",109913,"TRADITIONAL ISD/CSD","Grade 11","Male",15
"2017-2018",12,"HILL COUNTY","BLUM ISD",109913,"TRADITIONAL ISD/CSD","Grade 12","Female",11
"2017-2018",12,"HILL COUNTY","BLUM ISD",109913,"TRADITIONAL ISD/CSD","Grade 12","Male",10
"2017-2018",05,"JEFFERSON COUNTY","BOB HOPE SCHOOL",123807,"OPEN ENROLLMENT CHARTER","Pre-kindergarten","Female",31
"2017-2018",05,"JEFFERSON COUNTY","BOB HOPE SCHOOL",123807,"OPEN ENROLLMENT CHARTER","Pre-kindergarten","Male",35
"2017-2018",05,"JEFFERSON COUNTY","BOB HOPE SCHOOL",123807,"OPEN ENROLLMENT CHARTER","Kindergarten","Female",33
"2017-2018",05,"JEFFERSON COUNTY","BOB HOPE SCHOOL",123807,"OPEN ENROLLMENT CHARTER","Kindergarten","Male",28
"2017-2018",05,"JEFFERSON COUNTY","BOB HOPE SCHOOL",123807,"OPEN ENROLLMENT CHARTER","Grade  1","Female",27
"2017-2018",05,"JEFFERSON COUNTY","BOB HOPE SCHOOL",123807,"OPEN ENROLLMENT CHARTER","Grade  1","Male",37
"2017-2018",05,"JEFFERSON COUNTY","BOB HOPE SCHOOL",123807,"OPEN ENROLLMENT CHARTER","Grade  2","Female",24
"2017-2018",05,"JEFFERSON COUNTY","BOB HOPE SCHOOL",123807,"OPEN ENROLLMENT CHARTER","Grade  2","Male",35
"2017-2018",05,"JEFFERSON COUNTY","BOB HOPE SCHOOL",123807,"OPEN ENROLLMENT CHARTER","Grade  3","Female",33
"2017-2018",05,"JEFFERSON COUNTY","BOB HOPE SCHOOL",123807,"OPEN ENROLLMENT CHARTER","Grade  3","Male",27
"2017-2018",05,"JEFFERSON COUNTY","BOB HOPE SCHOOL",123807,"OPEN ENROLLMENT CHARTER","Grade  6","Female",57
"2017-2018",05,"JEFFERSON COUNTY","BOB HOPE SCHOOL",123807,"OPEN ENROLLMENT CHARTER","Grade  6","Male",45
"2017-2018",05,"JEFFERSON COUNTY","BOB HOPE SCHOOL",123807,"OPEN ENROLLMENT CHARTER","Grade  7","Female",55
"2017-2018",05,"JEFFERSON COUNTY","BOB HOPE SCHOOL",123807,"OPEN ENROLLMENT CHARTER","Grade  7","Male",54
"2017-2018",05,"JEFFERSON COUNTY","BOB HOPE SCHOOL",123807,"OPEN ENROLLMENT CHARTER","Grade  8","Female",49
"2017-2018",05,"JEFFERSON COUNTY","BOB HOPE SCHOOL",123807,"OPEN ENROLLMENT CHARTER","Grade  8","Male",39
"2017-2018",05,"JEFFERSON COUNTY","BOB HOPE SCHOOL",123807,"OPEN ENROLLMENT CHARTER","Grade  9","Female",53
"2017-2018",05,"JEFFERSON COUNTY","BOB HOPE SCHOOL",123807,"OPEN ENROLLMENT CHARTER","Grade  9","Male",50
"2017-2018",05,"JEFFERSON COUNTY","BOB HOPE SCHOOL",123807,"OPEN ENROLLMENT CHARTER","Grade 10","Female",50
"2017-2018",05,"JEFFERSON COUNTY","BOB HOPE SCHOOL",123807,"OPEN ENROLLMENT CHARTER","Grade 10","Male",50
"2017-2018",05,"JEFFERSON COUNTY","BOB HOPE SCHOOL",123807,"OPEN ENROLLMENT CHARTER","Grade 11","Female",47
"2017-2018",05,"JEFFERSON COUNTY","BOB HOPE SCHOOL",123807,"OPEN ENROLLMENT CHARTER","Grade 11","Male",48
"2017-2018",05,"JEFFERSON COUNTY","BOB HOPE SCHOOL",123807,"OPEN ENROLLMENT CHARTER","Grade 12","Female",40
