"Year","Region","County Name","District Name","District Number","Charter Status","Grade Level Name","Gender Name","Gender Count"
"2017-2018",06,"POLK COUNTY","LIVINGSTON ISD",187907,"TRADITIONAL ISD/CSD","Grade  8","Male",168
"2017-2018",06,"POLK COUNTY","LIVINGSTON ISD",187907,"TRADITIONAL ISD/CSD","Grade  9","Female",136
"2017-2018",06,"POLK COUNTY","LIVINGSTON ISD",187907,"TRADITIONAL ISD/CSD","Grade  9","Male",189
"2017-2018",06,"POLK COUNTY","LIVINGSTON ISD",187907,"TRADITIONAL ISD/CSD","Grade 10","Female",155
"2017-2018",06,"POLK COUNTY","LIVINGSTON ISD",187907,"TRADITIONAL ISD/CSD","Grade 10","Male",148
"2017-2018",06,"POLK COUNTY","LIVINGSTON ISD",187907,"TRADITIONAL ISD/CSD","Grade 11","Female",121
"2017-2018",06,"POLK COUNTY","LIVINGSTON ISD",187907,"TRADITIONAL ISD/CSD","Grade 11","Male",132
"2017-2018",06,"POLK COUNTY","LIVINGSTON ISD",187907,"TRADITIONAL ISD/CSD","Grade 12","Female",105
"2017-2018",06,"POLK COUNTY","LIVINGSTON ISD",187907,"TRADITIONAL ISD/CSD","Grade 12","Male",113
"2017-2018",13,"LLANO COUNTY","LLANO ISD",150901,"TRADITIONAL ISD/CSD","Early Education","Female",5
"2017-2018",13,"LLANO COUNTY","LLANO ISD",150901,"TRADITIONAL ISD/CSD","Early Education","Male",7
"2017-2018",13,"LLANO COUNTY","LLANO ISD",150901,"TRADITIONAL ISD/CSD","Pre-kindergarten","Female",34
"2017-2018",13,"LLANO COUNTY","LLANO ISD",150901,"TRADITIONAL ISD/CSD","Pre-kindergarten","Male",31
"2017-2018",13,"LLANO COUNTY","LLANO ISD",150901,"TRADITIONAL ISD/CSD","Kindergarten","Female",55
"2017-2018",13,"LLANO COUNTY","LLANO ISD",150901,"TRADITIONAL ISD/CSD","Kindergarten","Male",63
"2017-2018",13,"LLANO COUNTY","LLANO ISD",150901,"TRADITIONAL ISD/CSD","Grade  1","Female",63
"2017-2018",13,"LLANO COUNTY","LLANO ISD",150901,"TRADITIONAL ISD/CSD","Grade  1","Male",56
"2017-2018",13,"LLANO COUNTY","LLANO ISD",150901,"TRADITIONAL ISD/CSD","Grade  2","Female",61
"2017-2018",13,"LLANO COUNTY","LLANO ISD",150901,"TRADITIONAL ISD/CSD","Grade  2","Male",61
"2017-2018",13,"LLANO COUNTY","LLANO ISD",150901,"TRADITIONAL ISD/CSD","Grade  3","Female",71
"2017-2018",13,"LLANO COUNTY","LLANO ISD",150901,"TRADITIONAL ISD/CSD","Grade  3","Male",67
"2017-2018",13,"LLANO COUNTY","LLANO ISD",150901,"TRADITIONAL ISD/CSD","Grade  4","Female",67
"2017-2018",13,"LLANO COUNTY","LLANO ISD",150901,"TRADITIONAL ISD/CSD","Grade  4","Male",70
"2017-2018",13,"LLANO COUNTY","LLANO ISD",150901,"TRADITIONAL ISD/CSD","Grade  5","Female",73
"2017-2018",13,"LLANO COUNTY","LLANO ISD",150901,"TRADITIONAL ISD/CSD","Grade  5","Male",65
"2017-2018",13,"LLANO COUNTY","LLANO ISD",150901,"TRADITIONAL ISD/CSD","Grade  6","Female",70
"2017-2018",13,"LLANO COUNTY","LLANO ISD",150901,"TRADITIONAL ISD/CSD","Grade  6","Male",61
"2017-2018",13,"LLANO COUNTY","LLANO ISD",150901,"TRADITIONAL ISD/CSD","Grade  7","Female",64
"2017-2018",13,"LLANO COUNTY","LLANO ISD",150901,"TRADITIONAL ISD/CSD","Grade  7","Male",74
"2017-2018",13,"LLANO COUNTY","LLANO ISD",150901,"TRADITIONAL ISD/CSD","Grade  8","Female",55
"2017-2018",13,"LLANO COUNTY","LLANO ISD",150901,"TRADITIONAL ISD/CSD","Grade  8","Male",81
"2017-2018",13,"LLANO COUNTY","LLANO ISD",150901,"TRADITIONAL ISD/CSD","Grade  9","Female",56
"2017-2018",13,"LLANO COUNTY","LLANO ISD",150901,"TRADITIONAL ISD/CSD","Grade  9","Male",98
"2017-2018",13,"LLANO COUNTY","LLANO ISD",150901,"TRADITIONAL ISD/CSD","Grade 10","Female",71
"2017-2018",13,"LLANO COUNTY","LLANO ISD",150901,"TRADITIONAL ISD/CSD","Grade 10","Male",62
"2017-2018",13,"LLANO COUNTY","LLANO ISD",150901,"TRADITIONAL ISD/CSD","Grade 11","Female",61
"2017-2018",13,"LLANO COUNTY","LLANO ISD",150901,"TRADITIONAL ISD/CSD","Grade 11","Male",70
"2017-2018",13,"LLANO COUNTY","LLANO ISD",150901,"TRADITIONAL ISD/CSD","Grade 12","Female",59
"2017-2018",13,"LLANO COUNTY","LLANO ISD",150901,"TRADITIONAL ISD/CSD","Grade 12","Male",62
"2017-2018",13,"CALDWELL COUNTY","LOCKHART ISD",028902,"TRADITIONAL ISD/CSD","Early Education","Female",17
"2017-2018",13,"CALDWELL COUNTY","LOCKHART ISD",028902,"TRADITIONAL ISD/CSD","Early Education","Male",17
"2017-2018",13,"CALDWELL COUNTY","LOCKHART ISD",028902,"TRADITIONAL ISD/CSD","Pre-kindergarten","Female",127
"2017-2018",13,"CALDWELL COUNTY","LOCKHART ISD",028902,"TRADITIONAL ISD/CSD","Pre-kindergarten","Male",151
"2017-2018",13,"CALDWELL COUNTY","LOCKHART ISD",028902,"TRADITIONAL ISD/CSD","Kindergarten","Female",174
"2017-2018",13,"CALDWELL COUNTY","LOCKHART ISD",028902,"TRADITIONAL ISD/CSD","Kindergarten","Male",210
"2017-2018",13,"CALDWELL COUNTY","LOCKHART ISD",028902,"TRADITIONAL ISD/CSD","Grade  1","Female",177
"2017-2018",13,"CALDWELL COUNTY","LOCKHART ISD",028902,"TRADITIONAL ISD/CSD","Grade  1","Male",227
"2017-2018",13,"CALDWELL COUNTY","LOCKHART ISD",028902,"TRADITIONAL ISD/CSD","Grade  2","Female",224
"2017-2018",13,"CALDWELL COUNTY","LOCKHART ISD",028902,"TRADITIONAL ISD/CSD","Grade  2","Male",198
"2017-2018",13,"CALDWELL COUNTY","LOCKHART ISD",028902,"TRADITIONAL ISD/CSD","Grade  3","Female",219
"2017-2018",13,"CALDWELL COUNTY","LOCKHART ISD",028902,"TRADITIONAL ISD/CSD","Grade  3","Male",223
"2017-2018",13,"CALDWELL COUNTY","LOCKHART ISD",028902,"TRADITIONAL ISD/CSD","Grade  4","Female",230
"2017-2018",13,"CALDWELL COUNTY","LOCKHART ISD",028902,"TRADITIONAL ISD/CSD","Grade  4","Male",233
"2017-2018",13,"CALDWELL COUNTY","LOCKHART ISD",028902,"TRADITIONAL ISD/CSD","Grade  5","Female",226
"2017-2018",13,"CALDWELL COUNTY","LOCKHART ISD",028902,"TRADITIONAL ISD/CSD","Grade  5","Male",265
"2017-2018",13,"CALDWELL COUNTY","LOCKHART ISD",028902,"TRADITIONAL ISD/CSD","Grade  6","Female",263
"2017-2018",13,"CALDWELL COUNTY","LOCKHART ISD",028902,"TRADITIONAL ISD/CSD","Grade  6","Male",236
"2017-2018",13,"CALDWELL COUNTY","LOCKHART ISD",028902,"TRADITIONAL ISD/CSD","Grade  7","Female",231
"2017-2018",13,"CALDWELL COUNTY","LOCKHART ISD",028902,"TRADITIONAL ISD/CSD","Grade  7","Male",224
"2017-2018",13,"CALDWELL COUNTY","LOCKHART ISD",028902,"TRADITIONAL ISD/CSD","Grade  8","Female",218
"2017-2018",13,"CALDWELL COUNTY","LOCKHART ISD",028902,"TRADITIONAL ISD/CSD","Grade  8","Male",221
"2017-2018",13,"CALDWELL COUNTY","LOCKHART ISD",028902,"TRADITIONAL ISD/CSD","Grade  9","Female",224
"2017-2018",13,"CALDWELL COUNTY","LOCKHART ISD",028902,"TRADITIONAL ISD/CSD","Grade  9","Male",259
"2017-2018",13,"CALDWELL COUNTY","LOCKHART ISD",028902,"TRADITIONAL ISD/CSD","Grade 10","Female",209
"2017-2018",13,"CALDWELL COUNTY","LOCKHART ISD",028902,"TRADITIONAL ISD/CSD","Grade 10","Male",198
"2017-2018",13,"CALDWELL COUNTY","LOCKHART ISD",028902,"TRADITIONAL ISD/CSD","Grade 11","Female",201
"2017-2018",13,"CALDWELL COUNTY","LOCKHART ISD",028902,"TRADITIONAL ISD/CSD","Grade 11","Male",175
"2017-2018",13,"CALDWELL COUNTY","LOCKHART ISD",028902,"TRADITIONAL ISD/CSD","Grade 12","Female",159
"2017-2018",13,"CALDWELL COUNTY","LOCKHART ISD",028902,"TRADITIONAL ISD/CSD","Grade 12","Male",189
"2017-2018",17,"FLOYD COUNTY","LOCKNEY ISD",077902,"TRADITIONAL ISD/CSD","Pre-kindergarten","Female",16
"2017-2018",17,"FLOYD COUNTY","LOCKNEY ISD",077902,"TRADITIONAL ISD/CSD","Pre-kindergarten","Male",7
"2017-2018",17,"FLOYD COUNTY","LOCKNEY ISD",077902,"TRADITIONAL ISD/CSD","Kindergarten","Female",14
"2017-2018",17,"FLOYD COUNTY","LOCKNEY ISD",077902,"TRADITIONAL ISD/CSD","Kindergarten","Male",14
"2017-2018",17,"FLOYD COUNTY","LOCKNEY ISD",077902,"TRADITIONAL ISD/CSD","Grade  1","Female",10
"2017-2018",17,"FLOYD COUNTY","LOCKNEY ISD",077902,"TRADITIONAL ISD/CSD","Grade  1","Male",17
"2017-2018",17,"FLOYD COUNTY","LOCKNEY ISD",077902,"TRADITIONAL ISD/CSD","Grade  2","Female",16
"2017-2018",17,"FLOYD COUNTY","LOCKNEY ISD",077902,"TRADITIONAL ISD/CSD","Grade  2","Male",20
"2017-2018",17,"FLOYD COUNTY","LOCKNEY ISD",077902,"TRADITIONAL ISD/CSD","Grade  3","Female",17
"2017-2018",17,"FLOYD COUNTY","LOCKNEY ISD",077902,"TRADITIONAL ISD/CSD","Grade  3","Male",11
"2017-2018",17,"FLOYD COUNTY","LOCKNEY ISD",077902,"TRADITIONAL ISD/CSD","Grade  4","Female",18
"2017-2018",17,"FLOYD COUNTY","LOCKNEY ISD",077902,"TRADITIONAL ISD/CSD","Grade  4","Male",20
"2017-2018",17,"FLOYD COUNTY","LOCKNEY ISD",077902,"TRADITIONAL ISD/CSD","Grade  5","Female",25
"2017-2018",17,"FLOYD COUNTY","LOCKNEY ISD",077902,"TRADITIONAL ISD/CSD","Grade  5","Male",11
"2017-2018",17,"FLOYD COUNTY","LOCKNEY ISD",077902,"TRADITIONAL ISD/CSD","Grade  6","Female",18
"2017-2018",17,"FLOYD COUNTY","LOCKNEY ISD",077902,"TRADITIONAL ISD/CSD","Grade  6","Male",17
"2017-2018",17,"FLOYD COUNTY","LOCKNEY ISD",077902,"TRADITIONAL ISD/CSD","Grade  7","Female",20
"2017-2018",17,"FLOYD COUNTY","LOCKNEY ISD",077902,"TRADITIONAL ISD/CSD","Grade  7","Male",20
"2017-2018",17,"FLOYD COUNTY","LOCKNEY ISD",077902,"TRADITIONAL ISD/CSD","Grade  8","Female",9
"2017-2018",17,"FLOYD COUNTY","LOCKNEY ISD",077902,"TRADITIONAL ISD/CSD","Grade  8","Male",19
"2017-2018",17,"FLOYD COUNTY","LOCKNEY ISD",077902,"TRADITIONAL ISD/CSD","Grade  9","Female",17
"2017-2018",17,"FLOYD COUNTY","LOCKNEY ISD",077902,"TRADITIONAL ISD/CSD","Grade  9","Male",20
"2017-2018",17,"FLOYD COUNTY","LOCKNEY ISD",077902,"TRADITIONAL ISD/CSD","Grade 10","Female",11
"2017-2018",17,"FLOYD COUNTY","LOCKNEY ISD",077902,"TRADITIONAL ISD/CSD","Grade 10","Male",17
"2017-2018",17,"FLOYD COUNTY","LOCKNEY ISD",077902,"TRADITIONAL ISD/CSD","Grade 11","Female",13
"2017-2018",17,"FLOYD COUNTY","LOCKNEY ISD",077902,"TRADITIONAL ISD/CSD","Grade 11","Male",22
"2017-2018",17,"FLOYD COUNTY","LOCKNEY ISD",077902,"TRADITIONAL ISD/CSD","Grade 12","Female",19
"2017-2018",17,"FLOYD COUNTY","LOCKNEY ISD",077902,"TRADITIONAL ISD/CSD","Grade 12","Male",21
"2017-2018",15,"MCCULLOCH COUNTY","LOHN ISD",160905,"TRADITIONAL ISD/CSD","Pre-kindergarten","Female",-9999999
"2017-2018",15,"MCCULLOCH COUNTY","LOHN ISD",160905,"TRADITIONAL ISD/CSD","Pre-kindergarten","Male",6
"2017-2018",15,"MCCULLOCH COUNTY","LOHN ISD",160905,"TRADITIONAL ISD/CSD","Kindergarten","Female",-9999999
"2017-2018",15,"MCCULLOCH COUNTY","LOHN ISD",160905,"TRADITIONAL ISD/CSD","Kindergarten","Male",-9999999
"2017-2018",15,"MCCULLOCH COUNTY","LOHN ISD",160905,"TRADITIONAL ISD/CSD","Grade  1","Female",-9999999
"2017-2018",15,"MCCULLOCH COUNTY","LOHN ISD",160905,"TRADITIONAL ISD/CSD","Grade  1","Male",6
"2017-2018",15,"MCCULLOCH COUNTY","LOHN ISD",160905,"TRADITIONAL ISD/CSD","Grade  2","Female",-9999999
"2017-2018",15,"MCCULLOCH COUNTY","LOHN ISD",160905,"TRADITIONAL ISD/CSD","Grade  2","Male",5
"2017-2018",15,"MCCULLOCH COUNTY","LOHN ISD",160905,"TRADITIONAL ISD/CSD","Grade  3","Female",7
"2017-2018",15,"MCCULLOCH COUNTY","LOHN ISD",160905,"TRADITIONAL ISD/CSD","Grade  3","Male",-9999999
"2017-2018",15,"MCCULLOCH COUNTY","LOHN ISD",160905,"TRADITIONAL ISD/CSD","Grade  4","Female",5
"2017-2018",15,"MCCULLOCH COUNTY","LOHN ISD",160905,"TRADITIONAL ISD/CSD","Grade  4","Male",6
"2017-2018",15,"MCCULLOCH COUNTY","LOHN ISD",160905,"TRADITIONAL ISD/CSD","Grade  5","Female",0
"2017-2018",15,"MCCULLOCH COUNTY","LOHN ISD",160905,"TRADITIONAL ISD/CSD","Grade  5","Male",5
"2017-2018",15,"MCCULLOCH COUNTY","LOHN ISD",160905,"TRADITIONAL ISD/CSD","Grade  6","Female",-9999999
"2017-2018",15,"MCCULLOCH COUNTY","LOHN ISD",160905,"TRADITIONAL ISD/CSD","Grade  6","Male",-9999999
"2017-2018",15,"MCCULLOCH COUNTY","LOHN ISD",160905,"TRADITIONAL ISD/CSD","Grade  7","Female",-9999999
"2017-2018",15,"MCCULLOCH COUNTY","LOHN ISD",160905,"TRADITIONAL ISD/CSD","Grade  7","Male",-9999999
"2017-2018",15,"MCCULLOCH COUNTY","LOHN ISD",160905,"TRADITIONAL ISD/CSD","Grade  8","Female",-9999999
"2017-2018",15,"MCCULLOCH COUNTY","LOHN ISD",160905,"TRADITIONAL ISD/CSD","Grade  8","Male",-9999999
"2017-2018",15,"MCCULLOCH COUNTY","LOHN ISD",160905,"TRADITIONAL ISD/CSD","Grade  9","Female",8
"2017-2018",15,"MCCULLOCH COUNTY","LOHN ISD",160905,"TRADITIONAL ISD/CSD","Grade  9","Male",0
"2017-2018",15,"MCCULLOCH COUNTY","LOHN ISD",160905,"TRADITIONAL ISD/CSD","Grade 10","Female",5
"2017-2018",15,"MCCULLOCH COUNTY","LOHN ISD",160905,"TRADITIONAL ISD/CSD","Grade 10","Male",5
"2017-2018",15,"MCCULLOCH COUNTY","LOHN ISD",160905,"TRADITIONAL ISD/CSD","Grade 11","Female",-9999999
"2017-2018",15,"MCCULLOCH COUNTY","LOHN ISD",160905,"TRADITIONAL ISD/CSD","Grade 11","Male",-9999999
"2017-2018",15,"MCCULLOCH COUNTY","LOHN ISD",160905,"TRADITIONAL ISD/CSD","Grade 12","Female",6
"2017-2018",15,"MCCULLOCH COUNTY","LOHN ISD",160905,"TRADITIONAL ISD/CSD","Grade 12","Male",-9999999
"2017-2018",12,"LAMPASAS COUNTY","LOMETA ISD",141902,"TRADITIONAL ISD/CSD","Pre-kindergarten","Female",17
"2017-2018",12,"LAMPASAS COUNTY","LOMETA ISD",141902,"TRADITIONAL ISD/CSD","Pre-kindergarten","Male",18
"2017-2018",12,"LAMPASAS COUNTY","LOMETA ISD",141902,"TRADITIONAL ISD/CSD","Kindergarten","Female",10
"2017-2018",12,"LAMPASAS COUNTY","LOMETA ISD",141902,"TRADITIONAL ISD/CSD","Kindergarten","Male",9
"2017-2018",12,"LAMPASAS COUNTY","LOMETA ISD",141902,"TRADITIONAL ISD/CSD","Grade  1","Female",10
"2017-2018",12,"LAMPASAS COUNTY","LOMETA ISD",141902,"TRADITIONAL ISD/CSD","Grade  1","Male",9
"2017-2018",12,"LAMPASAS COUNTY","LOMETA ISD",141902,"TRADITIONAL ISD/CSD","Grade  2","Female",12
"2017-2018",12,"LAMPASAS COUNTY","LOMETA ISD",141902,"TRADITIONAL ISD/CSD","Grade  2","Male",12
"2017-2018",12,"LAMPASAS COUNTY","LOMETA ISD",141902,"TRADITIONAL ISD/CSD","Grade  3","Female",6
"2017-2018",12,"LAMPASAS COUNTY","LOMETA ISD",141902,"TRADITIONAL ISD/CSD","Grade  3","Male",8
"2017-2018",12,"LAMPASAS COUNTY","LOMETA ISD",141902,"TRADITIONAL ISD/CSD","Grade  4","Female",10
"2017-2018",12,"LAMPASAS COUNTY","LOMETA ISD",141902,"TRADITIONAL ISD/CSD","Grade  4","Male",9
"2017-2018",12,"LAMPASAS COUNTY","LOMETA ISD",141902,"TRADITIONAL ISD/CSD","Grade  5","Female",13
"2017-2018",12,"LAMPASAS COUNTY","LOMETA ISD",141902,"TRADITIONAL ISD/CSD","Grade  5","Male",6
"2017-2018",12,"LAMPASAS COUNTY","LOMETA ISD",141902,"TRADITIONAL ISD/CSD","Grade  6","Female",11
"2017-2018",12,"LAMPASAS COUNTY","LOMETA ISD",141902,"TRADITIONAL ISD/CSD","Grade  6","Male",9
"2017-2018",12,"LAMPASAS COUNTY","LOMETA ISD",141902,"TRADITIONAL ISD/CSD","Grade  7","Female",6
"2017-2018",12,"LAMPASAS COUNTY","LOMETA ISD",141902,"TRADITIONAL ISD/CSD","Grade  7","Male",11
"2017-2018",12,"LAMPASAS COUNTY","LOMETA ISD",141902,"TRADITIONAL ISD/CSD","Grade  8","Female",13
"2017-2018",12,"LAMPASAS COUNTY","LOMETA ISD",141902,"TRADITIONAL ISD/CSD","Grade  8","Male",14
"2017-2018",12,"LAMPASAS COUNTY","LOMETA ISD",141902,"TRADITIONAL ISD/CSD","Grade  9","Female",9
"2017-2018",12,"LAMPASAS COUNTY","LOMETA ISD",141902,"TRADITIONAL ISD/CSD","Grade  9","Male",11
"2017-2018",12,"LAMPASAS COUNTY","LOMETA ISD",141902,"TRADITIONAL ISD/CSD","Grade 10","Female",8
"2017-2018",12,"LAMPASAS COUNTY","LOMETA ISD",141902,"TRADITIONAL ISD/CSD","Grade 10","Male",9
"2017-2018",12,"LAMPASAS COUNTY","LOMETA ISD",141902,"TRADITIONAL ISD/CSD","Grade 11","Female",6
"2017-2018",12,"LAMPASAS COUNTY","LOMETA ISD",141902,"TRADITIONAL ISD/CSD","Grade 11","Male",13
"2017-2018",12,"LAMPASAS COUNTY","LOMETA ISD",141902,"TRADITIONAL ISD/CSD","Grade 12","Female",6
"2017-2018",12,"LAMPASAS COUNTY","LOMETA ISD",141902,"TRADITIONAL ISD/CSD","Grade 12","Male",7
"2017-2018",02,"NUECES COUNTY","LONDON ISD",178906,"TRADITIONAL ISD/CSD","Early Education","Female",-9999999
"2017-2018",02,"NUECES COUNTY","LONDON ISD",178906,"TRADITIONAL ISD/CSD","Early Education","Male",0
"2017-2018",02,"NUECES COUNTY","LONDON ISD",178906,"TRADITIONAL ISD/CSD","Pre-kindergarten","Female",9
"2017-2018",02,"NUECES COUNTY","LONDON ISD",178906,"TRADITIONAL ISD/CSD","Pre-kindergarten","Male",20
"2017-2018",02,"NUECES COUNTY","LONDON ISD",178906,"TRADITIONAL ISD/CSD","Kindergarten","Female",43
"2017-2018",02,"NUECES COUNTY","LONDON ISD",178906,"TRADITIONAL ISD/CSD","Kindergarten","Male",28
"2017-2018",02,"NUECES COUNTY","LONDON ISD",178906,"TRADITIONAL ISD/CSD","Grade  1","Female",40
"2017-2018",02,"NUECES COUNTY","LONDON ISD",178906,"TRADITIONAL ISD/CSD","Grade  1","Male",39
"2017-2018",02,"NUECES COUNTY","LONDON ISD",178906,"TRADITIONAL ISD/CSD","Grade  2","Female",31
"2017-2018",02,"NUECES COUNTY","LONDON ISD",178906,"TRADITIONAL ISD/CSD","Grade  2","Male",41
"2017-2018",02,"NUECES COUNTY","LONDON ISD",178906,"TRADITIONAL ISD/CSD","Grade  3","Female",48
"2017-2018",02,"NUECES COUNTY","LONDON ISD",178906,"TRADITIONAL ISD/CSD","Grade  3","Male",29
"2017-2018",02,"NUECES COUNTY","LONDON ISD",178906,"TRADITIONAL ISD/CSD","Grade  4","Female",46
"2017-2018",02,"NUECES COUNTY","LONDON ISD",178906,"TRADITIONAL ISD/CSD","Grade  4","Male",38
"2017-2018",02,"NUECES COUNTY","LONDON ISD",178906,"TRADITIONAL ISD/CSD","Grade  5","Female",45
"2017-2018",02,"NUECES COUNTY","LONDON ISD",178906,"TRADITIONAL ISD/CSD","Grade  5","Male",46
"2017-2018",02,"NUECES COUNTY","LONDON ISD",178906,"TRADITIONAL ISD/CSD","Grade  6","Female",46
"2017-2018",02,"NUECES COUNTY","LONDON ISD",178906,"TRADITIONAL ISD/CSD","Grade  6","Male",46
"2017-2018",02,"NUECES COUNTY","LONDON ISD",178906,"TRADITIONAL ISD/CSD","Grade  7","Female",53
"2017-2018",02,"NUECES COUNTY","LONDON ISD",178906,"TRADITIONAL ISD/CSD","Grade  7","Male",52
"2017-2018",02,"NUECES COUNTY","LONDON ISD",178906,"TRADITIONAL ISD/CSD","Grade  8","Female",37
"2017-2018",02,"NUECES COUNTY","LONDON ISD",178906,"TRADITIONAL ISD/CSD","Grade  8","Male",42
"2017-2018",02,"NUECES COUNTY","LONDON ISD",178906,"TRADITIONAL ISD/CSD","Grade  9","Female",47
"2017-2018",02,"NUECES COUNTY","LONDON ISD",178906,"TRADITIONAL ISD/CSD","Grade  9","Male",28
"2017-2018",02,"NUECES COUNTY","LONDON ISD",178906,"TRADITIONAL ISD/CSD","Grade 10","Female",31
"2017-2018",02,"NUECES COUNTY","LONDON ISD",178906,"TRADITIONAL ISD/CSD","Grade 10","Male",44
"2017-2018",02,"NUECES COUNTY","LONDON ISD",178906,"TRADITIONAL ISD/CSD","Grade 11","Female",24
"2017-2018",02,"NUECES COUNTY","LONDON ISD",178906,"TRADITIONAL ISD/CSD","Grade 11","Male",38
"2017-2018",02,"NUECES COUNTY","LONDON ISD",178906,"TRADITIONAL ISD/CSD","Grade 12","Female",30
"2017-2018",02,"NUECES COUNTY","LONDON ISD",178906,"TRADITIONAL ISD/CSD","Grade 12","Male",24
"2017-2018",10,"HUNT COUNTY","LONE OAK ISD",116906,"TRADITIONAL ISD/CSD","Pre-kindergarten","Female",15
"2017-2018",10,"HUNT COUNTY","LONE OAK ISD",116906,"TRADITIONAL ISD/CSD","Pre-kindergarten","Male",15
"2017-2018",10,"HUNT COUNTY","LONE OAK ISD",116906,"TRADITIONAL ISD/CSD","Kindergarten","Female",37
"2017-2018",10,"HUNT COUNTY","LONE OAK ISD",116906,"TRADITIONAL ISD/CSD","Kindergarten","Male",30
"2017-2018",10,"HUNT COUNTY","LONE OAK ISD",116906,"TRADITIONAL ISD/CSD","Grade  1","Female",27
"2017-2018",10,"HUNT COUNTY","LONE OAK ISD",116906,"TRADITIONAL ISD/CSD","Grade  1","Male",34
"2017-2018",10,"HUNT COUNTY","LONE OAK ISD",116906,"TRADITIONAL ISD/CSD","Grade  2","Female",38
"2017-2018",10,"HUNT COUNTY","LONE OAK ISD",116906,"TRADITIONAL ISD/CSD","Grade  2","Male",34
"2017-2018",10,"HUNT COUNTY","LONE OAK ISD",116906,"TRADITIONAL ISD/CSD","Grade  3","Female",39
"2017-2018",10,"HUNT COUNTY","LONE OAK ISD",116906,"TRADITIONAL ISD/CSD","Grade  3","Male",33
"2017-2018",10,"HUNT COUNTY","LONE OAK ISD",116906,"TRADITIONAL ISD/CSD","Grade  4","Female",39
"2017-2018",10,"HUNT COUNTY","LONE OAK ISD",116906,"TRADITIONAL ISD/CSD","Grade  4","Male",46
"2017-2018",10,"HUNT COUNTY","LONE OAK ISD",116906,"TRADITIONAL ISD/CSD","Grade  5","Female",28
"2017-2018",10,"HUNT COUNTY","LONE OAK ISD",116906,"TRADITIONAL ISD/CSD","Grade  5","Male",38
"2017-2018",10,"HUNT COUNTY","LONE OAK ISD",116906,"TRADITIONAL ISD/CSD","Grade  6","Female",37
"2017-2018",10,"HUNT COUNTY","LONE OAK ISD",116906,"TRADITIONAL ISD/CSD","Grade  6","Male",38
"2017-2018",10,"HUNT COUNTY","LONE OAK ISD",116906,"TRADITIONAL ISD/CSD","Grade  7","Female",31
"2017-2018",10,"HUNT COUNTY","LONE OAK ISD",116906,"TRADITIONAL ISD/CSD","Grade  7","Male",47
"2017-2018",10,"HUNT COUNTY","LONE OAK ISD",116906,"TRADITIONAL ISD/CSD","Grade  8","Female",36
"2017-2018",10,"HUNT COUNTY","LONE OAK ISD",116906,"TRADITIONAL ISD/CSD","Grade  8","Male",48
"2017-2018",10,"HUNT COUNTY","LONE OAK ISD",116906,"TRADITIONAL ISD/CSD","Grade  9","Female",46
"2017-2018",10,"HUNT COUNTY","LONE OAK ISD",116906,"TRADITIONAL ISD/CSD","Grade  9","Male",50
"2017-2018",10,"HUNT COUNTY","LONE OAK ISD",116906,"TRADITIONAL ISD/CSD","Grade 10","Female",42
"2017-2018",10,"HUNT COUNTY","LONE OAK ISD",116906,"TRADITIONAL ISD/CSD","Grade 10","Male",52
"2017-2018",10,"HUNT COUNTY","LONE OAK ISD",116906,"TRADITIONAL ISD/CSD","Grade 11","Female",40
"2017-2018",10,"HUNT COUNTY","LONE OAK ISD",116906,"TRADITIONAL ISD/CSD","Grade 11","Male",45
"2017-2018",10,"HUNT COUNTY","LONE OAK ISD",116906,"TRADITIONAL ISD/CSD","Grade 12","Female",40
"2017-2018",10,"HUNT COUNTY","LONE OAK ISD",116906,"TRADITIONAL ISD/CSD","Grade 12","Male",41
"2017-2018",10,"COLLIN COUNTY","LONE STAR LANGUAGE ACADEMY",043802,"OPEN ENROLLMENT CHARTER","Kindergarten","Female",28
"2017-2018",10,"COLLIN COUNTY","LONE STAR LANGUAGE ACADEMY",043802,"OPEN ENROLLMENT CHARTER","Kindergarten","Male",20
"2017-2018",10,"COLLIN COUNTY","LONE STAR LANGUAGE ACADEMY",043802,"OPEN ENROLLMENT CHARTER","Grade  1","Female",21
"2017-2018",10,"COLLIN COUNTY","LONE STAR LANGUAGE ACADEMY",043802,"OPEN ENROLLMENT CHARTER","Grade  1","Male",11
"2017-2018",10,"COLLIN COUNTY","LONE STAR LANGUAGE ACADEMY",043802,"OPEN ENROLLMENT CHARTER","Grade  2","Female",9
"2017-2018",10,"COLLIN COUNTY","LONE STAR LANGUAGE ACADEMY",043802,"OPEN ENROLLMENT CHARTER","Grade  2","Male",13
"2017-2018",10,"COLLIN COUNTY","LONE STAR LANGUAGE ACADEMY",043802,"OPEN ENROLLMENT CHARTER","Grade  3","Female",-9999999
"2017-2018",10,"COLLIN COUNTY","LONE STAR LANGUAGE ACADEMY",043802,"OPEN ENROLLMENT CHARTER","Grade  3","Male",7
"2017-2018",07,"GREGG COUNTY","LONGVIEW ISD",092903,"TRADITIONAL ISD/CSD","Early Education","Female",8
"2017-2018",07,"GREGG COUNTY","LONGVIEW ISD",092903,"TRADITIONAL ISD/CSD","Early Education","Male",19
"2017-2018",07,"GREGG COUNTY","LONGVIEW ISD",092903,"TRADITIONAL ISD/CSD","Pre-kindergarten","Female",280
"2017-2018",07,"GREGG COUNTY","LONGVIEW ISD",092903,"TRADITIONAL ISD/CSD","Pre-kindergarten","Male",300
