"Year","Region","County Name","Grade Level Name","Enrollment by Grade Level"
"2015-2016",03,"CALHOUN COUNTY","Grade 11",313
"2015-2016",03,"CALHOUN COUNTY","Grade 12",255
"2015-2016",14,"CALLAHAN COUNTY","Early Education",-9999999
"2015-2016",14,"CALLAHAN COUNTY","Pre-kindergarten",109
"2015-2016",14,"CALLAHAN COUNTY","Kindergarten",182
"2015-2016",14,"CALLAHAN COUNTY","Grade  1",193
"2015-2016",14,"CALLAHAN COUNTY","Grade  2",186
"2015-2016",14,"CALLAHAN COUNTY","Grade  3",212
"2015-2016",14,"CALLAHAN COUNTY","Grade  4",190
"2015-2016",14,"CALLAHAN COUNTY","Grade  5",184
"2015-2016",14,"CALLAHAN COUNTY","Grade  6",178
"2015-2016",14,"CALLAHAN COUNTY","Grade  7",197
"2015-2016",14,"CALLAHAN COUNTY","Grade  8",203
"2015-2016",14,"CALLAHAN COUNTY","Grade  9",201
"2015-2016",14,"CALLAHAN COUNTY","Grade 10",182
"2015-2016",14,"CALLAHAN COUNTY","Grade 11",168
"2015-2016",14,"CALLAHAN COUNTY","Grade 12",160
"2015-2016",01,"CAMERON COUNTY","Early Education",292
"2015-2016",01,"CAMERON COUNTY","Pre-kindergarten",6023
"2015-2016",01,"CAMERON COUNTY","Kindergarten",6355
"2015-2016",01,"CAMERON COUNTY","Grade  1",7241
"2015-2016",01,"CAMERON COUNTY","Grade  2",7321
"2015-2016",01,"CAMERON COUNTY","Grade  3",6961
"2015-2016",01,"CAMERON COUNTY","Grade  4",6835
"2015-2016",01,"CAMERON COUNTY","Grade  5",7098
"2015-2016",01,"CAMERON COUNTY","Grade  6",7107
"2015-2016",01,"CAMERON COUNTY","Grade  7",7655
"2015-2016",01,"CAMERON COUNTY","Grade  8",7659
"2015-2016",01,"CAMERON COUNTY","Grade  9",9125
"2015-2016",01,"CAMERON COUNTY","Grade 10",8045
"2015-2016",01,"CAMERON COUNTY","Grade 11",7646
"2015-2016",01,"CAMERON COUNTY","Grade 12",6629
"2015-2016",08,"CAMP COUNTY","Early Education",5
"2015-2016",08,"CAMP COUNTY","Pre-kindergarten",87
"2015-2016",08,"CAMP COUNTY","Kindergarten",199
"2015-2016",08,"CAMP COUNTY","Grade  1",184
"2015-2016",08,"CAMP COUNTY","Grade  2",204
"2015-2016",08,"CAMP COUNTY","Grade  3",188
"2015-2016",08,"CAMP COUNTY","Grade  4",181
"2015-2016",08,"CAMP COUNTY","Grade  5",174
"2015-2016",08,"CAMP COUNTY","Grade  6",186
"2015-2016",08,"CAMP COUNTY","Grade  7",177
"2015-2016",08,"CAMP COUNTY","Grade  8",192
"2015-2016",08,"CAMP COUNTY","Grade  9",171
"2015-2016",08,"CAMP COUNTY","Grade 10",176
"2015-2016",08,"CAMP COUNTY","Grade 11",182
"2015-2016",08,"CAMP COUNTY","Grade 12",170
"2015-2016",16,"CARSON COUNTY","Early Education",5
"2015-2016",16,"CARSON COUNTY","Pre-kindergarten",60
"2015-2016",16,"CARSON COUNTY","Kindergarten",82
"2015-2016",16,"CARSON COUNTY","Grade  1",93
"2015-2016",16,"CARSON COUNTY","Grade  2",83
"2015-2016",16,"CARSON COUNTY","Grade  3",75
"2015-2016",16,"CARSON COUNTY","Grade  4",79
"2015-2016",16,"CARSON COUNTY","Grade  5",89
"2015-2016",16,"CARSON COUNTY","Grade  6",91
"2015-2016",16,"CARSON COUNTY","Grade  7",97
"2015-2016",16,"CARSON COUNTY","Grade  8",94
"2015-2016",16,"CARSON COUNTY","Grade  9",85
"2015-2016",16,"CARSON COUNTY","Grade 10",86
"2015-2016",16,"CARSON COUNTY","Grade 11",78
"2015-2016",16,"CARSON COUNTY","Grade 12",79
"2015-2016",08,"CASS COUNTY","Early Education",14
"2015-2016",08,"CASS COUNTY","Pre-kindergarten",301
"2015-2016",08,"CASS COUNTY","Kindergarten",392
"2015-2016",08,"CASS COUNTY","Grade  1",370
"2015-2016",08,"CASS COUNTY","Grade  2",398
"2015-2016",08,"CASS COUNTY","Grade  3",392
"2015-2016",08,"CASS COUNTY","Grade  4",392
"2015-2016",08,"CASS COUNTY","Grade  5",402
"2015-2016",08,"CASS COUNTY","Grade  6",409
"2015-2016",08,"CASS COUNTY","Grade  7",409
"2015-2016",08,"CASS COUNTY","Grade  8",400
"2015-2016",08,"CASS COUNTY","Grade  9",409
"2015-2016",08,"CASS COUNTY","Grade 10",410
"2015-2016",08,"CASS COUNTY","Grade 11",403
"2015-2016",08,"CASS COUNTY","Grade 12",398
"2015-2016",16,"CASTRO COUNTY","Early Education",-9999999
"2015-2016",16,"CASTRO COUNTY","Pre-kindergarten",132
"2015-2016",16,"CASTRO COUNTY","Kindergarten",136
"2015-2016",16,"CASTRO COUNTY","Grade  1",125
"2015-2016",16,"CASTRO COUNTY","Grade  2",116
"2015-2016",16,"CASTRO COUNTY","Grade  3",125
"2015-2016",16,"CASTRO COUNTY","Grade  4",112
"2015-2016",16,"CASTRO COUNTY","Grade  5",124
"2015-2016",16,"CASTRO COUNTY","Grade  6",120
"2015-2016",16,"CASTRO COUNTY","Grade  7",122
"2015-2016",16,"CASTRO COUNTY","Grade  8",113
"2015-2016",16,"CASTRO COUNTY","Grade  9",125
"2015-2016",16,"CASTRO COUNTY","Grade 10",118
"2015-2016",16,"CASTRO COUNTY","Grade 11",117
"2015-2016",16,"CASTRO COUNTY","Grade 12",105
"2015-2016",04,"CHAMBERS COUNTY/04","Early Education",30
"2015-2016",04,"CHAMBERS COUNTY/04","Pre-kindergarten",147
"2015-2016",04,"CHAMBERS COUNTY/04","Kindergarten",453
"2015-2016",04,"CHAMBERS COUNTY/04","Grade  1",469
"2015-2016",04,"CHAMBERS COUNTY/04","Grade  2",500
"2015-2016",04,"CHAMBERS COUNTY/04","Grade  3",497
"2015-2016",04,"CHAMBERS COUNTY/04","Grade  4",474
"2015-2016",04,"CHAMBERS COUNTY/04","Grade  5",487
"2015-2016",04,"CHAMBERS COUNTY/04","Grade  6",518
"2015-2016",04,"CHAMBERS COUNTY/04","Grade  7",485
"2015-2016",04,"CHAMBERS COUNTY/04","Grade  8",446
"2015-2016",04,"CHAMBERS COUNTY/04","Grade  9",471
"2015-2016",04,"CHAMBERS COUNTY/04","Grade 10",547
"2015-2016",04,"CHAMBERS COUNTY/04","Grade 11",462
"2015-2016",04,"CHAMBERS COUNTY/04","Grade 12",402
"2015-2016",05,"CHAMBERS COUNTY/05","Early Education",7
"2015-2016",05,"CHAMBERS COUNTY/05","Pre-kindergarten",78
"2015-2016",05,"CHAMBERS COUNTY/05","Kindergarten",111
"2015-2016",05,"CHAMBERS COUNTY/05","Grade  1",104
"2015-2016",05,"CHAMBERS COUNTY/05","Grade  2",108
"2015-2016",05,"CHAMBERS COUNTY/05","Grade  3",108
"2015-2016",05,"CHAMBERS COUNTY/05","Grade  4",101
"2015-2016",05,"CHAMBERS COUNTY/05","Grade  5",115
"2015-2016",05,"CHAMBERS COUNTY/05","Grade  6",102
"2015-2016",05,"CHAMBERS COUNTY/05","Grade  7",89
"2015-2016",05,"CHAMBERS COUNTY/05","Grade  8",118
"2015-2016",05,"CHAMBERS COUNTY/05","Grade  9",131
"2015-2016",05,"CHAMBERS COUNTY/05","Grade 10",94
"2015-2016",05,"CHAMBERS COUNTY/05","Grade 11",88
"2015-2016",05,"CHAMBERS COUNTY/05","Grade 12",103
"2015-2016","AL","CHAMBERS COUNTY/ALL","Early Education",37
"2015-2016","AL","CHAMBERS COUNTY/ALL","Pre-kindergarten",225
"2015-2016","AL","CHAMBERS COUNTY/ALL","Kindergarten",564
"2015-2016","AL","CHAMBERS COUNTY/ALL","Grade  1",573
"2015-2016","AL","CHAMBERS COUNTY/ALL","Grade  2",608
"2015-2016","AL","CHAMBERS COUNTY/ALL","Grade  3",605
"2015-2016","AL","CHAMBERS COUNTY/ALL","Grade  4",575
"2015-2016","AL","CHAMBERS COUNTY/ALL","Grade  5",602
"2015-2016","AL","CHAMBERS COUNTY/ALL","Grade  6",620
"2015-2016","AL","CHAMBERS COUNTY/ALL","Grade  7",574
"2015-2016","AL","CHAMBERS COUNTY/ALL","Grade  8",564
"2015-2016","AL","CHAMBERS COUNTY/ALL","Grade  9",602
"2015-2016","AL","CHAMBERS COUNTY/ALL","Grade 10",641
"2015-2016","AL","CHAMBERS COUNTY/ALL","Grade 11",550
"2015-2016","AL","CHAMBERS COUNTY/ALL","Grade 12",505
"2015-2016",07,"CHEROKEE COUNTY","Early Education",21
"2015-2016",07,"CHEROKEE COUNTY","Pre-kindergarten",482
"2015-2016",07,"CHEROKEE COUNTY","Kindergarten",621
"2015-2016",07,"CHEROKEE COUNTY","Grade  1",712
"2015-2016",07,"CHEROKEE COUNTY","Grade  2",697
"2015-2016",07,"CHEROKEE COUNTY","Grade  3",662
"2015-2016",07,"CHEROKEE COUNTY","Grade  4",662
"2015-2016",07,"CHEROKEE COUNTY","Grade  5",642
"2015-2016",07,"CHEROKEE COUNTY","Grade  6",610
"2015-2016",07,"CHEROKEE COUNTY","Grade  7",586
"2015-2016",07,"CHEROKEE COUNTY","Grade  8",643
"2015-2016",07,"CHEROKEE COUNTY","Grade  9",717
"2015-2016",07,"CHEROKEE COUNTY","Grade 10",548
"2015-2016",07,"CHEROKEE COUNTY","Grade 11",530
"2015-2016",07,"CHEROKEE COUNTY","Grade 12",488
"2015-2016",16,"CHILDRESS COUNTY","Early Education",5
"2015-2016",16,"CHILDRESS COUNTY","Pre-kindergarten",36
"2015-2016",16,"CHILDRESS COUNTY","Kindergarten",76
"2015-2016",16,"CHILDRESS COUNTY","Grade  1",103
"2015-2016",16,"CHILDRESS COUNTY","Grade  2",78
"2015-2016",16,"CHILDRESS COUNTY","Grade  3",86
"2015-2016",16,"CHILDRESS COUNTY","Grade  4",90
"2015-2016",16,"CHILDRESS COUNTY","Grade  5",78
"2015-2016",16,"CHILDRESS COUNTY","Grade  6",88
"2015-2016",16,"CHILDRESS COUNTY","Grade  7",87
"2015-2016",16,"CHILDRESS COUNTY","Grade  8",99
"2015-2016",16,"CHILDRESS COUNTY","Grade  9",84
"2015-2016",16,"CHILDRESS COUNTY","Grade 10",67
"2015-2016",16,"CHILDRESS COUNTY","Grade 11",89
"2015-2016",16,"CHILDRESS COUNTY","Grade 12",69
"2015-2016",09,"CLAY COUNTY","Early Education",5
"2015-2016",09,"CLAY COUNTY","Pre-kindergarten",73
"2015-2016",09,"CLAY COUNTY","Kindergarten",119
"2015-2016",09,"CLAY COUNTY","Grade  1",141
"2015-2016",09,"CLAY COUNTY","Grade  2",136
"2015-2016",09,"CLAY COUNTY","Grade  3",117
"2015-2016",09,"CLAY COUNTY","Grade  4",126
"2015-2016",09,"CLAY COUNTY","Grade  5",125
"2015-2016",09,"CLAY COUNTY","Grade  6",152
"2015-2016",09,"CLAY COUNTY","Grade  7",117
"2015-2016",09,"CLAY COUNTY","Grade  8",131
"2015-2016",09,"CLAY COUNTY","Grade  9",127
"2015-2016",09,"CLAY COUNTY","Grade 10",133
"2015-2016",09,"CLAY COUNTY","Grade 11",113
"2015-2016",09,"CLAY COUNTY","Grade 12",117
"2015-2016",17,"COCHRAN COUNTY","Early Education",-9999999
"2015-2016",17,"COCHRAN COUNTY","Pre-kindergarten",53
"2015-2016",17,"COCHRAN COUNTY","Kindergarten",56
"2015-2016",17,"COCHRAN COUNTY","Grade  1",52
"2015-2016",17,"COCHRAN COUNTY","Grade  2",70
"2015-2016",17,"COCHRAN COUNTY","Grade  3",65
"2015-2016",17,"COCHRAN COUNTY","Grade  4",50
"2015-2016",17,"COCHRAN COUNTY","Grade  5",49
"2015-2016",17,"COCHRAN COUNTY","Grade  6",57
"2015-2016",17,"COCHRAN COUNTY","Grade  7",58
"2015-2016",17,"COCHRAN COUNTY","Grade  8",56
"2015-2016",17,"COCHRAN COUNTY","Grade  9",48
"2015-2016",17,"COCHRAN COUNTY","Grade 10",51
"2015-2016",17,"COCHRAN COUNTY","Grade 11",51
"2015-2016",17,"COCHRAN COUNTY","Grade 12",46
"2015-2016",15,"COKE COUNTY","Early Education",-9999999
"2015-2016",15,"COKE COUNTY","Pre-kindergarten",43
"2015-2016",15,"COKE COUNTY","Kindergarten",38
"2015-2016",15,"COKE COUNTY","Grade  1",39
"2015-2016",15,"COKE COUNTY","Grade  2",45
"2015-2016",15,"COKE COUNTY","Grade  3",31
"2015-2016",15,"COKE COUNTY","Grade  4",32
"2015-2016",15,"COKE COUNTY","Grade  5",35
"2015-2016",15,"COKE COUNTY","Grade  6",34
"2015-2016",15,"COKE COUNTY","Grade  7",35
"2015-2016",15,"COKE COUNTY","Grade  8",39
"2015-2016",15,"COKE COUNTY","Grade  9",44
"2015-2016",15,"COKE COUNTY","Grade 10",47
"2015-2016",15,"COKE COUNTY","Grade 11",49
"2015-2016",15,"COKE COUNTY","Grade 12",39
"2015-2016",15,"COLEMAN COUNTY","Early Education",7
"2015-2016",15,"COLEMAN COUNTY","Pre-kindergarten",79
"2015-2016",15,"COLEMAN COUNTY","Kindergarten",85
"2015-2016",15,"COLEMAN COUNTY","Grade  1",96
"2015-2016",15,"COLEMAN COUNTY","Grade  2",94
"2015-2016",15,"COLEMAN COUNTY","Grade  3",112
"2015-2016",15,"COLEMAN COUNTY","Grade  4",86
"2015-2016",15,"COLEMAN COUNTY","Grade  5",98
"2015-2016",15,"COLEMAN COUNTY","Grade  6",110
"2015-2016",15,"COLEMAN COUNTY","Grade  7",107
"2015-2016",15,"COLEMAN COUNTY","Grade  8",89
"2015-2016",15,"COLEMAN COUNTY","Grade  9",101
"2015-2016",15,"COLEMAN COUNTY","Grade 10",103
"2015-2016",15,"COLEMAN COUNTY","Grade 11",96
"2015-2016",15,"COLEMAN COUNTY","Grade 12",61
"2015-2016",10,"COLLIN COUNTY","Early Education",1491
"2015-2016",10,"COLLIN COUNTY","Pre-kindergarten",2526
"2015-2016",10,"COLLIN COUNTY","Kindergarten",13776
"2015-2016",10,"COLLIN COUNTY","Grade  1",14395
"2015-2016",10,"COLLIN COUNTY","Grade  2",15060
"2015-2016",10,"COLLIN COUNTY","Grade  3",15293
"2015-2016",10,"COLLIN COUNTY","Grade  4",15338
"2015-2016",10,"COLLIN COUNTY","Grade  5",15510
"2015-2016",10,"COLLIN COUNTY","Grade  6",15801
"2015-2016",10,"COLLIN COUNTY","Grade  7",15485
"2015-2016",10,"COLLIN COUNTY","Grade  8",15093
"2015-2016",10,"COLLIN COUNTY","Grade  9",15720
"2015-2016",10,"COLLIN COUNTY","Grade 10",14788
"2015-2016",10,"COLLIN COUNTY","Grade 11",13963
"2015-2016",10,"COLLIN COUNTY","Grade 12",13089
"2015-2016",16,"COLLINGSWORTH COUNTY","Early Education",-9999999
"2015-2016",16,"COLLINGSWORTH COUNTY","Pre-kindergarten",42
"2015-2016",16,"COLLINGSWORTH COUNTY","Kindergarten",53
"2015-2016",16,"COLLINGSWORTH COUNTY","Grade  1",47
"2015-2016",16,"COLLINGSWORTH COUNTY","Grade  2",49
"2015-2016",16,"COLLINGSWORTH COUNTY","Grade  3",51
"2015-2016",16,"COLLINGSWORTH COUNTY","Grade  4",46
"2015-2016",16,"COLLINGSWORTH COUNTY","Grade  5",36
"2015-2016",16,"COLLINGSWORTH COUNTY","Grade  6",30
"2015-2016",16,"COLLINGSWORTH COUNTY","Grade  7",43
"2015-2016",16,"COLLINGSWORTH COUNTY","Grade  8",39
"2015-2016",16,"COLLINGSWORTH COUNTY","Grade  9",39
"2015-2016",16,"COLLINGSWORTH COUNTY","Grade 10",34
"2015-2016",16,"COLLINGSWORTH COUNTY","Grade 11",39
"2015-2016",16,"COLLINGSWORTH COUNTY","Grade 12",43
"2015-2016",03,"COLORADO COUNTY","Early Education",10
"2015-2016",03,"COLORADO COUNTY","Pre-kindergarten",180
"2015-2016",03,"COLORADO COUNTY","Kindergarten",241
"2015-2016",03,"COLORADO COUNTY","Grade  1",277
"2015-2016",03,"COLORADO COUNTY","Grade  2",266
"2015-2016",03,"COLORADO COUNTY","Grade  3",257
"2015-2016",03,"COLORADO COUNTY","Grade  4",261
"2015-2016",03,"COLORADO COUNTY","Grade  5",238
"2015-2016",03,"COLORADO COUNTY","Grade  6",221
"2015-2016",03,"COLORADO COUNTY","Grade  7",255
"2015-2016",03,"COLORADO COUNTY","Grade  8",228
"2015-2016",03,"COLORADO COUNTY","Grade  9",318
"2015-2016",03,"COLORADO COUNTY","Grade 10",292
"2015-2016",03,"COLORADO COUNTY","Grade 11",271
"2015-2016",03,"COLORADO COUNTY","Grade 12",240
"2015-2016",13,"COMAL COUNTY","Early Education",133
"2015-2016",13,"COMAL COUNTY","Pre-kindergarten",526
"2015-2016",13,"COMAL COUNTY","Kindergarten",2126
"2015-2016",13,"COMAL COUNTY","Grade  1",2201
"2015-2016",13,"COMAL COUNTY","Grade  2",2345
"2015-2016",13,"COMAL COUNTY","Grade  3",2223
"2015-2016",13,"COMAL COUNTY","Grade  4",2248
"2015-2016",13,"COMAL COUNTY","Grade  5",2282
"2015-2016",13,"COMAL COUNTY","Grade  6",2365
"2015-2016",13,"COMAL COUNTY","Grade  7",2329
"2015-2016",13,"COMAL COUNTY","Grade  8",2422
"2015-2016",13,"COMAL COUNTY","Grade  9",2444
"2015-2016",13,"COMAL COUNTY","Grade 10",2417
"2015-2016",13,"COMAL COUNTY","Grade 11",2192
"2015-2016",13,"COMAL COUNTY","Grade 12",1865
"2015-2016",14,"COMANCHE COUNTY","Early Education",30
"2015-2016",14,"COMANCHE COUNTY","Pre-kindergarten",159
"2015-2016",14,"COMANCHE COUNTY","Kindergarten",172
"2015-2016",14,"COMANCHE COUNTY","Grade  1",169
"2015-2016",14,"COMANCHE COUNTY","Grade  2",179
"2015-2016",14,"COMANCHE COUNTY","Grade  3",186
"2015-2016",14,"COMANCHE COUNTY","Grade  4",182
"2015-2016",14,"COMANCHE COUNTY","Grade  5",176
"2015-2016",14,"COMANCHE COUNTY","Grade  6",164
"2015-2016",14,"COMANCHE COUNTY","Grade  7",165
"2015-2016",14,"COMANCHE COUNTY","Grade  8",166
"2015-2016",14,"COMANCHE COUNTY","Grade  9",159
"2015-2016",14,"COMANCHE COUNTY","Grade 10",143
"2015-2016",14,"COMANCHE COUNTY","Grade 11",154
"2015-2016",14,"COMANCHE COUNTY","Grade 12",139
"2015-2016",15,"CONCHO COUNTY","Early Education",-9999999
"2015-2016",15,"CONCHO COUNTY","Pre-kindergarten",16
"2015-2016",15,"CONCHO COUNTY","Kindergarten",32
"2015-2016",15,"CONCHO COUNTY","Grade  1",36
"2015-2016",15,"CONCHO COUNTY","Grade  2",43
"2015-2016",15,"CONCHO COUNTY","Grade  3",35
"2015-2016",15,"CONCHO COUNTY","Grade  4",31
"2015-2016",15,"CONCHO COUNTY","Grade  5",38
"2015-2016",15,"CONCHO COUNTY","Grade  6",46
"2015-2016",15,"CONCHO COUNTY","Grade  7",35
"2015-2016",15,"CONCHO COUNTY","Grade  8",33
"2015-2016",15,"CONCHO COUNTY","Grade  9",38
"2015-2016",15,"CONCHO COUNTY","Grade 10",43
"2015-2016",15,"CONCHO COUNTY","Grade 11",27
"2015-2016",15,"CONCHO COUNTY","Grade 12",41
"2015-2016",11,"COOKE COUNTY","Early Education",28
"2015-2016",11,"COOKE COUNTY","Pre-kindergarten",183
"2015-2016",11,"COOKE COUNTY","Kindergarten",493
"2015-2016",11,"COOKE COUNTY","Grade  1",485
"2015-2016",11,"COOKE COUNTY","Grade  2",534
"2015-2016",11,"COOKE COUNTY","Grade  3",506
"2015-2016",11,"COOKE COUNTY","Grade  4",481
"2015-2016",11,"COOKE COUNTY","Grade  5",476
"2015-2016",11,"COOKE COUNTY","Grade  6",498
"2015-2016",11,"COOKE COUNTY","Grade  7",481
"2015-2016",11,"COOKE COUNTY","Grade  8",470
"2015-2016",11,"COOKE COUNTY","Grade  9",501
"2015-2016",11,"COOKE COUNTY","Grade 10",441
"2015-2016",11,"COOKE COUNTY","Grade 11",406
"2015-2016",11,"COOKE COUNTY","Grade 12",413
"2015-2016",12,"CORYELL COUNTY","Early Education",42
"2015-2016",12,"CORYELL COUNTY","Pre-kindergarten",648
"2015-2016",12,"CORYELL COUNTY","Kindergarten",794
"2015-2016",12,"CORYELL COUNTY","Grade  1",898
"2015-2016",12,"CORYELL COUNTY","Grade  2",853
"2015-2016",12,"CORYELL COUNTY","Grade  3",873
"2015-2016",12,"CORYELL COUNTY","Grade  4",800
"2015-2016",12,"CORYELL COUNTY","Grade  5",827
"2015-2016",12,"CORYELL COUNTY","Grade  6",793
"2015-2016",12,"CORYELL COUNTY","Grade  7",817
"2015-2016",12,"CORYELL COUNTY","Grade  8",847
"2015-2016",12,"CORYELL COUNTY","Grade  9",941
"2015-2016",12,"CORYELL COUNTY","Grade 10",838
"2015-2016",12,"CORYELL COUNTY","Grade 11",788
"2015-2016",12,"CORYELL COUNTY","Grade 12",729
"2015-2016",17,"COTTLE COUNTY","Pre-kindergarten",12
"2015-2016",17,"COTTLE COUNTY","Kindergarten",12
"2015-2016",17,"COTTLE COUNTY","Grade  1",14
"2015-2016",17,"COTTLE COUNTY","Grade  2",9
"2015-2016",17,"COTTLE COUNTY","Grade  3",10
"2015-2016",17,"COTTLE COUNTY","Grade  4",13
"2015-2016",17,"COTTLE COUNTY","Grade  5",19
"2015-2016",17,"COTTLE COUNTY","Grade  6",14
"2015-2016",17,"COTTLE COUNTY","Grade  7",25
"2015-2016",17,"COTTLE COUNTY","Grade  8",17
"2015-2016",17,"COTTLE COUNTY","Grade  9",18
"2015-2016",17,"COTTLE COUNTY","Grade 10",15
"2015-2016",17,"COTTLE COUNTY","Grade 11",14
"2015-2016",17,"COTTLE COUNTY","Grade 12",12
"2015-2016",18,"CRANE COUNTY","Early Education",-9999999
"2015-2016",18,"CRANE COUNTY","Pre-kindergarten",73
"2015-2016",18,"CRANE COUNTY","Kindergarten",78
"2015-2016",18,"CRANE COUNTY","Grade  1",76
"2015-2016",18,"CRANE COUNTY","Grade  2",97
"2015-2016",18,"CRANE COUNTY","Grade  3",72
"2015-2016",18,"CRANE COUNTY","Grade  4",82
"2015-2016",18,"CRANE COUNTY","Grade  5",88
"2015-2016",18,"CRANE COUNTY","Grade  6",82
"2015-2016",18,"CRANE COUNTY","Grade  7",79
"2015-2016",18,"CRANE COUNTY","Grade  8",75
"2015-2016",18,"CRANE COUNTY","Grade  9",98
"2015-2016",18,"CRANE COUNTY","Grade 10",102
"2015-2016",18,"CRANE COUNTY","Grade 11",82
"2015-2016",18,"CRANE COUNTY","Grade 12",62
"2015-2016",15,"CROCKETT COUNTY","Early Education",-9999999
"2015-2016",15,"CROCKETT COUNTY","Pre-kindergarten",56
"2015-2016",15,"CROCKETT COUNTY","Kindergarten",73
"2015-2016",15,"CROCKETT COUNTY","Grade  1",64
"2015-2016",15,"CROCKETT COUNTY","Grade  2",66
"2015-2016",15,"CROCKETT COUNTY","Grade  3",61
"2015-2016",15,"CROCKETT COUNTY","Grade  4",71
"2015-2016",15,"CROCKETT COUNTY","Grade  5",54
"2015-2016",15,"CROCKETT COUNTY","Grade  6",61
"2015-2016",15,"CROCKETT COUNTY","Grade  7",54
"2015-2016",15,"CROCKETT COUNTY","Grade  8",62
"2015-2016",15,"CROCKETT COUNTY","Grade  9",50
"2015-2016",15,"CROCKETT COUNTY","Grade 10",47
"2015-2016",15,"CROCKETT COUNTY","Grade 11",60
"2015-2016",15,"CROCKETT COUNTY","Grade 12",48
"2015-2016",17,"CROSBY COUNTY","Early Education",6
"2015-2016",17,"CROSBY COUNTY","Pre-kindergarten",124
"2015-2016",17,"CROSBY COUNTY","Kindergarten",91
"2015-2016",17,"CROSBY COUNTY","Grade  1",80
"2015-2016",17,"CROSBY COUNTY","Grade  2",93
"2015-2016",17,"CROSBY COUNTY","Grade  3",91
"2015-2016",17,"CROSBY COUNTY","Grade  4",94
"2015-2016",17,"CROSBY COUNTY","Grade  5",97
"2015-2016",17,"CROSBY COUNTY","Grade  6",89
"2015-2016",17,"CROSBY COUNTY","Grade  7",87
"2015-2016",17,"CROSBY COUNTY","Grade  8",82
"2015-2016",17,"CROSBY COUNTY","Grade  9",88
"2015-2016",17,"CROSBY COUNTY","Grade 10",85
"2015-2016",17,"CROSBY COUNTY","Grade 11",74
"2015-2016",17,"CROSBY COUNTY","Grade 12",85
"2015-2016",18,"CULBERSON COUNTY","Pre-kindergarten",25
"2015-2016",18,"CULBERSON COUNTY","Kindergarten",26
"2015-2016",18,"CULBERSON COUNTY","Grade  1",43
"2015-2016",18,"CULBERSON COUNTY","Grade  2",30
"2015-2016",18,"CULBERSON COUNTY","Grade  3",24
"2015-2016",18,"CULBERSON COUNTY","Grade  4",37
"2015-2016",18,"CULBERSON COUNTY","Grade  5",21
"2015-2016",18,"CULBERSON COUNTY","Grade  6",26
"2015-2016",18,"CULBERSON COUNTY","Grade  7",36
"2015-2016",18,"CULBERSON COUNTY","Grade  8",32
"2015-2016",18,"CULBERSON COUNTY","Grade  9",37
"2015-2016",18,"CULBERSON COUNTY","Grade 10",37
"2015-2016",18,"CULBERSON COUNTY","Grade 11",25
"2015-2016",18,"CULBERSON COUNTY","Grade 12",37
"2015-2016",16,"DALLAM COUNTY","Early Education",-9999999
"2015-2016",16,"DALLAM COUNTY","Pre-kindergarten",105
"2015-2016",16,"DALLAM COUNTY","Kindergarten",136
"2015-2016",16,"DALLAM COUNTY","Grade  1",133
"2015-2016",16,"DALLAM COUNTY","Grade  2",140
"2015-2016",16,"DALLAM COUNTY","Grade  3",135
"2015-2016",16,"DALLAM COUNTY","Grade  4",132
"2015-2016",16,"DALLAM COUNTY","Grade  5",134
"2015-2016",16,"DALLAM COUNTY","Grade  6",134
"2015-2016",16,"DALLAM COUNTY","Grade  7",165
"2015-2016",16,"DALLAM COUNTY","Grade  8",160
"2015-2016",16,"DALLAM COUNTY","Grade  9",146
"2015-2016",16,"DALLAM COUNTY","Grade 10",156
"2015-2016",16,"DALLAM COUNTY","Grade 11",146
"2015-2016",16,"DALLAM COUNTY","Grade 12",110
"2015-2016",10,"DALLAS COUNTY","Early Education",1549
"2015-2016",10,"DALLAS COUNTY","Pre-kindergarten",23578
"2015-2016",10,"DALLAS COUNTY","Kindergarten",36309
"2015-2016",10,"DALLAS COUNTY","Grade  1",39800
"2015-2016",10,"DALLAS COUNTY","Grade  2",40025
"2015-2016",10,"DALLAS COUNTY","Grade  3",39630
"2015-2016",10,"DALLAS COUNTY","Grade  4",38163
"2015-2016",10,"DALLAS COUNTY","Grade  5",37173
"2015-2016",10,"DALLAS COUNTY","Grade  6",35896
"2015-2016",10,"DALLAS COUNTY","Grade  7",35741
"2015-2016",10,"DALLAS COUNTY","Grade  8",35317
"2015-2016",10,"DALLAS COUNTY","Grade  9",40327
"2015-2016",10,"DALLAS COUNTY","Grade 10",35996
"2015-2016",10,"DALLAS COUNTY","Grade 11",32381
"2015-2016",10,"DALLAS COUNTY","Grade 12",28661
"2015-2016",17,"DAWSON COUNTY","Early Education",11
"2015-2016",17,"DAWSON COUNTY","Pre-kindergarten",169
"2015-2016",17,"DAWSON COUNTY","Kindergarten",197
"2015-2016",17,"DAWSON COUNTY","Grade  1",236
"2015-2016",17,"DAWSON COUNTY","Grade  2",214
"2015-2016",17,"DAWSON COUNTY","Grade  3",246
"2015-2016",17,"DAWSON COUNTY","Grade  4",225
"2015-2016",17,"DAWSON COUNTY","Grade  5",192
"2015-2016",17,"DAWSON COUNTY","Grade  6",175
"2015-2016",17,"DAWSON COUNTY","Grade  7",188
"2015-2016",17,"DAWSON COUNTY","Grade  8",177
"2015-2016",17,"DAWSON COUNTY","Grade  9",195
"2015-2016",17,"DAWSON COUNTY","Grade 10",207
"2015-2016",17,"DAWSON COUNTY","Grade 11",164
