"Year","Region","County Name","District Name","District Number","Charter Status","Grade Level Name","Enrollment by Grade Level"
"2015-2016",10,"VAN ZANDT COUNTY","CANTON ISD",234902,"TRADITIONAL ISD/CSD","Grade  5",161
"2015-2016",10,"VAN ZANDT COUNTY","CANTON ISD",234902,"TRADITIONAL ISD/CSD","Grade  6",158
"2015-2016",10,"VAN ZANDT COUNTY","CANTON ISD",234902,"TRADITIONAL ISD/CSD","Grade  7",164
"2015-2016",10,"VAN ZANDT COUNTY","CANTON ISD",234902,"TRADITIONAL ISD/CSD","Grade  8",159
"2015-2016",10,"VAN ZANDT COUNTY","CANTON ISD",234902,"TRADITIONAL ISD/CSD","Grade  9",170
"2015-2016",10,"VAN ZANDT COUNTY","CANTON ISD",234902,"TRADITIONAL ISD/CSD","Grade 10",163
"2015-2016",10,"VAN ZANDT COUNTY","CANTON ISD",234902,"TRADITIONAL ISD/CSD","Grade 11",157
"2015-2016",10,"VAN ZANDT COUNTY","CANTON ISD",234902,"TRADITIONAL ISD/CSD","Grade 12",130
"2015-2016",19,"EL PASO COUNTY","CANUTILLO ISD",071907,"TRADITIONAL ISD/CSD","Early Education",36
"2015-2016",19,"EL PASO COUNTY","CANUTILLO ISD",071907,"TRADITIONAL ISD/CSD","Pre-kindergarten",284
"2015-2016",19,"EL PASO COUNTY","CANUTILLO ISD",071907,"TRADITIONAL ISD/CSD","Kindergarten",427
"2015-2016",19,"EL PASO COUNTY","CANUTILLO ISD",071907,"TRADITIONAL ISD/CSD","Grade  1",415
"2015-2016",19,"EL PASO COUNTY","CANUTILLO ISD",071907,"TRADITIONAL ISD/CSD","Grade  2",422
"2015-2016",19,"EL PASO COUNTY","CANUTILLO ISD",071907,"TRADITIONAL ISD/CSD","Grade  3",408
"2015-2016",19,"EL PASO COUNTY","CANUTILLO ISD",071907,"TRADITIONAL ISD/CSD","Grade  4",439
"2015-2016",19,"EL PASO COUNTY","CANUTILLO ISD",071907,"TRADITIONAL ISD/CSD","Grade  5",397
"2015-2016",19,"EL PASO COUNTY","CANUTILLO ISD",071907,"TRADITIONAL ISD/CSD","Grade  6",399
"2015-2016",19,"EL PASO COUNTY","CANUTILLO ISD",071907,"TRADITIONAL ISD/CSD","Grade  7",375
"2015-2016",19,"EL PASO COUNTY","CANUTILLO ISD",071907,"TRADITIONAL ISD/CSD","Grade  8",436
"2015-2016",19,"EL PASO COUNTY","CANUTILLO ISD",071907,"TRADITIONAL ISD/CSD","Grade  9",545
"2015-2016",19,"EL PASO COUNTY","CANUTILLO ISD",071907,"TRADITIONAL ISD/CSD","Grade 10",506
"2015-2016",19,"EL PASO COUNTY","CANUTILLO ISD",071907,"TRADITIONAL ISD/CSD","Grade 11",449
"2015-2016",19,"EL PASO COUNTY","CANUTILLO ISD",071907,"TRADITIONAL ISD/CSD","Grade 12",474
"2015-2016",16,"RANDALL COUNTY","CANYON ISD",191901,"TRADITIONAL ISD/CSD","Early Education",63
"2015-2016",16,"RANDALL COUNTY","CANYON ISD",191901,"TRADITIONAL ISD/CSD","Pre-kindergarten",134
"2015-2016",16,"RANDALL COUNTY","CANYON ISD",191901,"TRADITIONAL ISD/CSD","Kindergarten",681
"2015-2016",16,"RANDALL COUNTY","CANYON ISD",191901,"TRADITIONAL ISD/CSD","Grade  1",683
"2015-2016",16,"RANDALL COUNTY","CANYON ISD",191901,"TRADITIONAL ISD/CSD","Grade  2",729
"2015-2016",16,"RANDALL COUNTY","CANYON ISD",191901,"TRADITIONAL ISD/CSD","Grade  3",763
"2015-2016",16,"RANDALL COUNTY","CANYON ISD",191901,"TRADITIONAL ISD/CSD","Grade  4",704
"2015-2016",16,"RANDALL COUNTY","CANYON ISD",191901,"TRADITIONAL ISD/CSD","Grade  5",727
"2015-2016",16,"RANDALL COUNTY","CANYON ISD",191901,"TRADITIONAL ISD/CSD","Grade  6",756
"2015-2016",16,"RANDALL COUNTY","CANYON ISD",191901,"TRADITIONAL ISD/CSD","Grade  7",774
"2015-2016",16,"RANDALL COUNTY","CANYON ISD",191901,"TRADITIONAL ISD/CSD","Grade  8",734
"2015-2016",16,"RANDALL COUNTY","CANYON ISD",191901,"TRADITIONAL ISD/CSD","Grade  9",753
"2015-2016",16,"RANDALL COUNTY","CANYON ISD",191901,"TRADITIONAL ISD/CSD","Grade 10",753
"2015-2016",16,"RANDALL COUNTY","CANYON ISD",191901,"TRADITIONAL ISD/CSD","Grade 11",686
"2015-2016",16,"RANDALL COUNTY","CANYON ISD",191901,"TRADITIONAL ISD/CSD","Grade 12",675
"2015-2016",07,"RUSK COUNTY","CARLISLE ISD",201913,"TRADITIONAL ISD/CSD","Early Education",-9999999
"2015-2016",07,"RUSK COUNTY","CARLISLE ISD",201913,"TRADITIONAL ISD/CSD","Pre-kindergarten",49
"2015-2016",07,"RUSK COUNTY","CARLISLE ISD",201913,"TRADITIONAL ISD/CSD","Kindergarten",37
"2015-2016",07,"RUSK COUNTY","CARLISLE ISD",201913,"TRADITIONAL ISD/CSD","Grade  1",56
"2015-2016",07,"RUSK COUNTY","CARLISLE ISD",201913,"TRADITIONAL ISD/CSD","Grade  2",46
"2015-2016",07,"RUSK COUNTY","CARLISLE ISD",201913,"TRADITIONAL ISD/CSD","Grade  3",43
"2015-2016",07,"RUSK COUNTY","CARLISLE ISD",201913,"TRADITIONAL ISD/CSD","Grade  4",38
"2015-2016",07,"RUSK COUNTY","CARLISLE ISD",201913,"TRADITIONAL ISD/CSD","Grade  5",45
"2015-2016",07,"RUSK COUNTY","CARLISLE ISD",201913,"TRADITIONAL ISD/CSD","Grade  6",44
"2015-2016",07,"RUSK COUNTY","CARLISLE ISD",201913,"TRADITIONAL ISD/CSD","Grade  7",45
"2015-2016",07,"RUSK COUNTY","CARLISLE ISD",201913,"TRADITIONAL ISD/CSD","Grade  8",39
"2015-2016",07,"RUSK COUNTY","CARLISLE ISD",201913,"TRADITIONAL ISD/CSD","Grade  9",59
"2015-2016",07,"RUSK COUNTY","CARLISLE ISD",201913,"TRADITIONAL ISD/CSD","Grade 10",42
"2015-2016",07,"RUSK COUNTY","CARLISLE ISD",201913,"TRADITIONAL ISD/CSD","Grade 11",44
"2015-2016",07,"RUSK COUNTY","CARLISLE ISD",201913,"TRADITIONAL ISD/CSD","Grade 12",52
"2015-2016",20,"BEXAR COUNTY","CARPE DIEM SCHOOLS",015837,"OPEN ENROLLMENT CHARTER","Grade  6",64
"2015-2016",20,"BEXAR COUNTY","CARPE DIEM SCHOOLS",015837,"OPEN ENROLLMENT CHARTER","Grade  7",62
"2015-2016",20,"BEXAR COUNTY","CARPE DIEM SCHOOLS",015837,"OPEN ENROLLMENT CHARTER","Grade  8",43
"2015-2016",20,"BEXAR COUNTY","CARPE DIEM SCHOOLS",015837,"OPEN ENROLLMENT CHARTER","Grade  9",39
"2015-2016",20,"BEXAR COUNTY","CARPE DIEM SCHOOLS",015837,"OPEN ENROLLMENT CHARTER","Grade 10",36
"2015-2016",20,"DIMMIT COUNTY","CARRIZO SPRINGS CISD",064903,"TRADITIONAL ISD/CSD","Early Education",-9999999
"2015-2016",20,"DIMMIT COUNTY","CARRIZO SPRINGS CISD",064903,"TRADITIONAL ISD/CSD","Pre-kindergarten",117
"2015-2016",20,"DIMMIT COUNTY","CARRIZO SPRINGS CISD",064903,"TRADITIONAL ISD/CSD","Kindergarten",145
"2015-2016",20,"DIMMIT COUNTY","CARRIZO SPRINGS CISD",064903,"TRADITIONAL ISD/CSD","Grade  1",159
"2015-2016",20,"DIMMIT COUNTY","CARRIZO SPRINGS CISD",064903,"TRADITIONAL ISD/CSD","Grade  2",204
"2015-2016",20,"DIMMIT COUNTY","CARRIZO SPRINGS CISD",064903,"TRADITIONAL ISD/CSD","Grade  3",182
"2015-2016",20,"DIMMIT COUNTY","CARRIZO SPRINGS CISD",064903,"TRADITIONAL ISD/CSD","Grade  4",184
"2015-2016",20,"DIMMIT COUNTY","CARRIZO SPRINGS CISD",064903,"TRADITIONAL ISD/CSD","Grade  5",182
"2015-2016",20,"DIMMIT COUNTY","CARRIZO SPRINGS CISD",064903,"TRADITIONAL ISD/CSD","Grade  6",173
"2015-2016",20,"DIMMIT COUNTY","CARRIZO SPRINGS CISD",064903,"TRADITIONAL ISD/CSD","Grade  7",173
"2015-2016",20,"DIMMIT COUNTY","CARRIZO SPRINGS CISD",064903,"TRADITIONAL ISD/CSD","Grade  8",156
"2015-2016",20,"DIMMIT COUNTY","CARRIZO SPRINGS CISD",064903,"TRADITIONAL ISD/CSD","Grade  9",208
"2015-2016",20,"DIMMIT COUNTY","CARRIZO SPRINGS CISD",064903,"TRADITIONAL ISD/CSD","Grade 10",163
"2015-2016",20,"DIMMIT COUNTY","CARRIZO SPRINGS CISD",064903,"TRADITIONAL ISD/CSD","Grade 11",126
"2015-2016",20,"DIMMIT COUNTY","CARRIZO SPRINGS CISD",064903,"TRADITIONAL ISD/CSD","Grade 12",138
"2015-2016",11,"TARRANT COUNTY","CARROLL ISD",220919,"TRADITIONAL ISD/CSD","Early Education",30
"2015-2016",11,"TARRANT COUNTY","CARROLL ISD",220919,"TRADITIONAL ISD/CSD","Pre-kindergarten",132
"2015-2016",11,"TARRANT COUNTY","CARROLL ISD",220919,"TRADITIONAL ISD/CSD","Kindergarten",476
"2015-2016",11,"TARRANT COUNTY","CARROLL ISD",220919,"TRADITIONAL ISD/CSD","Grade  1",504
"2015-2016",11,"TARRANT COUNTY","CARROLL ISD",220919,"TRADITIONAL ISD/CSD","Grade  2",549
"2015-2016",11,"TARRANT COUNTY","CARROLL ISD",220919,"TRADITIONAL ISD/CSD","Grade  3",541
"2015-2016",11,"TARRANT COUNTY","CARROLL ISD",220919,"TRADITIONAL ISD/CSD","Grade  4",579
"2015-2016",11,"TARRANT COUNTY","CARROLL ISD",220919,"TRADITIONAL ISD/CSD","Grade  5",612
"2015-2016",11,"TARRANT COUNTY","CARROLL ISD",220919,"TRADITIONAL ISD/CSD","Grade  6",628
"2015-2016",11,"TARRANT COUNTY","CARROLL ISD",220919,"TRADITIONAL ISD/CSD","Grade  7",642
"2015-2016",11,"TARRANT COUNTY","CARROLL ISD",220919,"TRADITIONAL ISD/CSD","Grade  8",691
"2015-2016",11,"TARRANT COUNTY","CARROLL ISD",220919,"TRADITIONAL ISD/CSD","Grade  9",663
"2015-2016",11,"TARRANT COUNTY","CARROLL ISD",220919,"TRADITIONAL ISD/CSD","Grade 10",722
"2015-2016",11,"TARRANT COUNTY","CARROLL ISD",220919,"TRADITIONAL ISD/CSD","Grade 11",673
"2015-2016",11,"TARRANT COUNTY","CARROLL ISD",220919,"TRADITIONAL ISD/CSD","Grade 12",626
"2015-2016",10,"DALLAS COUNTY","CARROLLTON-FARMERS BRANCH ISD",057903,"TRADITIONAL ISD/CSD","Early Education",171
"2015-2016",10,"DALLAS COUNTY","CARROLLTON-FARMERS BRANCH ISD",057903,"TRADITIONAL ISD/CSD","Pre-kindergarten",827
"2015-2016",10,"DALLAS COUNTY","CARROLLTON-FARMERS BRANCH ISD",057903,"TRADITIONAL ISD/CSD","Kindergarten",1961
"2015-2016",10,"DALLAS COUNTY","CARROLLTON-FARMERS BRANCH ISD",057903,"TRADITIONAL ISD/CSD","Grade  1",2085
"2015-2016",10,"DALLAS COUNTY","CARROLLTON-FARMERS BRANCH ISD",057903,"TRADITIONAL ISD/CSD","Grade  2",2098
"2015-2016",10,"DALLAS COUNTY","CARROLLTON-FARMERS BRANCH ISD",057903,"TRADITIONAL ISD/CSD","Grade  3",2062
"2015-2016",10,"DALLAS COUNTY","CARROLLTON-FARMERS BRANCH ISD",057903,"TRADITIONAL ISD/CSD","Grade  4",1962
"2015-2016",10,"DALLAS COUNTY","CARROLLTON-FARMERS BRANCH ISD",057903,"TRADITIONAL ISD/CSD","Grade  5",1956
"2015-2016",10,"DALLAS COUNTY","CARROLLTON-FARMERS BRANCH ISD",057903,"TRADITIONAL ISD/CSD","Grade  6",1797
"2015-2016",10,"DALLAS COUNTY","CARROLLTON-FARMERS BRANCH ISD",057903,"TRADITIONAL ISD/CSD","Grade  7",1799
"2015-2016",10,"DALLAS COUNTY","CARROLLTON-FARMERS BRANCH ISD",057903,"TRADITIONAL ISD/CSD","Grade  8",1808
"2015-2016",10,"DALLAS COUNTY","CARROLLTON-FARMERS BRANCH ISD",057903,"TRADITIONAL ISD/CSD","Grade  9",2103
"2015-2016",10,"DALLAS COUNTY","CARROLLTON-FARMERS BRANCH ISD",057903,"TRADITIONAL ISD/CSD","Grade 10",1846
"2015-2016",10,"DALLAS COUNTY","CARROLLTON-FARMERS BRANCH ISD",057903,"TRADITIONAL ISD/CSD","Grade 11",1732
"2015-2016",10,"DALLAS COUNTY","CARROLLTON-FARMERS BRANCH ISD",057903,"TRADITIONAL ISD/CSD","Grade 12",1589
"2015-2016",07,"PANOLA COUNTY","CARTHAGE ISD",183902,"TRADITIONAL ISD/CSD","Early Education",16
"2015-2016",07,"PANOLA COUNTY","CARTHAGE ISD",183902,"TRADITIONAL ISD/CSD","Pre-kindergarten",100
"2015-2016",07,"PANOLA COUNTY","CARTHAGE ISD",183902,"TRADITIONAL ISD/CSD","Kindergarten",194
"2015-2016",07,"PANOLA COUNTY","CARTHAGE ISD",183902,"TRADITIONAL ISD/CSD","Grade  1",202
"2015-2016",07,"PANOLA COUNTY","CARTHAGE ISD",183902,"TRADITIONAL ISD/CSD","Grade  2",201
"2015-2016",07,"PANOLA COUNTY","CARTHAGE ISD",183902,"TRADITIONAL ISD/CSD","Grade  3",220
"2015-2016",07,"PANOLA COUNTY","CARTHAGE ISD",183902,"TRADITIONAL ISD/CSD","Grade  4",194
"2015-2016",07,"PANOLA COUNTY","CARTHAGE ISD",183902,"TRADITIONAL ISD/CSD","Grade  5",215
"2015-2016",07,"PANOLA COUNTY","CARTHAGE ISD",183902,"TRADITIONAL ISD/CSD","Grade  6",200
"2015-2016",07,"PANOLA COUNTY","CARTHAGE ISD",183902,"TRADITIONAL ISD/CSD","Grade  7",199
"2015-2016",07,"PANOLA COUNTY","CARTHAGE ISD",183902,"TRADITIONAL ISD/CSD","Grade  8",212
"2015-2016",07,"PANOLA COUNTY","CARTHAGE ISD",183902,"TRADITIONAL ISD/CSD","Grade  9",216
"2015-2016",07,"PANOLA COUNTY","CARTHAGE ISD",183902,"TRADITIONAL ISD/CSD","Grade 10",203
"2015-2016",07,"PANOLA COUNTY","CARTHAGE ISD",183902,"TRADITIONAL ISD/CSD","Grade 11",174
"2015-2016",07,"PANOLA COUNTY","CARTHAGE ISD",183902,"TRADITIONAL ISD/CSD","Grade 12",166
"2015-2016",11,"TARRANT COUNTY","CASTLEBERRY ISD",220917,"TRADITIONAL ISD/CSD","Early Education",15
"2015-2016",11,"TARRANT COUNTY","CASTLEBERRY ISD",220917,"TRADITIONAL ISD/CSD","Pre-kindergarten",167
"2015-2016",11,"TARRANT COUNTY","CASTLEBERRY ISD",220917,"TRADITIONAL ISD/CSD","Kindergarten",303
"2015-2016",11,"TARRANT COUNTY","CASTLEBERRY ISD",220917,"TRADITIONAL ISD/CSD","Grade  1",326
"2015-2016",11,"TARRANT COUNTY","CASTLEBERRY ISD",220917,"TRADITIONAL ISD/CSD","Grade  2",348
"2015-2016",11,"TARRANT COUNTY","CASTLEBERRY ISD",220917,"TRADITIONAL ISD/CSD","Grade  3",333
"2015-2016",11,"TARRANT COUNTY","CASTLEBERRY ISD",220917,"TRADITIONAL ISD/CSD","Grade  4",305
"2015-2016",11,"TARRANT COUNTY","CASTLEBERRY ISD",220917,"TRADITIONAL ISD/CSD","Grade  5",317
"2015-2016",11,"TARRANT COUNTY","CASTLEBERRY ISD",220917,"TRADITIONAL ISD/CSD","Grade  6",295
"2015-2016",11,"TARRANT COUNTY","CASTLEBERRY ISD",220917,"TRADITIONAL ISD/CSD","Grade  7",300
"2015-2016",11,"TARRANT COUNTY","CASTLEBERRY ISD",220917,"TRADITIONAL ISD/CSD","Grade  8",280
"2015-2016",11,"TARRANT COUNTY","CASTLEBERRY ISD",220917,"TRADITIONAL ISD/CSD","Grade  9",363
"2015-2016",11,"TARRANT COUNTY","CASTLEBERRY ISD",220917,"TRADITIONAL ISD/CSD","Grade 10",272
"2015-2016",11,"TARRANT COUNTY","CASTLEBERRY ISD",220917,"TRADITIONAL ISD/CSD","Grade 11",232
"2015-2016",11,"TARRANT COUNTY","CASTLEBERRY ISD",220917,"TRADITIONAL ISD/CSD","Grade 12",190
"2015-2016",07,"ANDERSON COUNTY","CAYUGA ISD",001902,"TRADITIONAL ISD/CSD","Early Education",-9999999
"2015-2016",07,"ANDERSON COUNTY","CAYUGA ISD",001902,"TRADITIONAL ISD/CSD","Kindergarten",39
"2015-2016",07,"ANDERSON COUNTY","CAYUGA ISD",001902,"TRADITIONAL ISD/CSD","Grade  1",50
"2015-2016",07,"ANDERSON COUNTY","CAYUGA ISD",001902,"TRADITIONAL ISD/CSD","Grade  2",47
"2015-2016",07,"ANDERSON COUNTY","CAYUGA ISD",001902,"TRADITIONAL ISD/CSD","Grade  3",45
"2015-2016",07,"ANDERSON COUNTY","CAYUGA ISD",001902,"TRADITIONAL ISD/CSD","Grade  4",34
"2015-2016",07,"ANDERSON COUNTY","CAYUGA ISD",001902,"TRADITIONAL ISD/CSD","Grade  5",44
"2015-2016",07,"ANDERSON COUNTY","CAYUGA ISD",001902,"TRADITIONAL ISD/CSD","Grade  6",47
"2015-2016",07,"ANDERSON COUNTY","CAYUGA ISD",001902,"TRADITIONAL ISD/CSD","Grade  7",40
"2015-2016",07,"ANDERSON COUNTY","CAYUGA ISD",001902,"TRADITIONAL ISD/CSD","Grade  8",33
"2015-2016",07,"ANDERSON COUNTY","CAYUGA ISD",001902,"TRADITIONAL ISD/CSD","Grade  9",48
"2015-2016",07,"ANDERSON COUNTY","CAYUGA ISD",001902,"TRADITIONAL ISD/CSD","Grade 10",45
"2015-2016",07,"ANDERSON COUNTY","CAYUGA ISD",001902,"TRADITIONAL ISD/CSD","Grade 11",47
"2015-2016",07,"ANDERSON COUNTY","CAYUGA ISD",001902,"TRADITIONAL ISD/CSD","Grade 12",48
"2015-2016",10,"DALLAS COUNTY","CEDAR HILL ISD",057904,"TRADITIONAL ISD/CSD","Early Education",8
"2015-2016",10,"DALLAS COUNTY","CEDAR HILL ISD",057904,"TRADITIONAL ISD/CSD","Pre-kindergarten",255
"2015-2016",10,"DALLAS COUNTY","CEDAR HILL ISD",057904,"TRADITIONAL ISD/CSD","Kindergarten",449
"2015-2016",10,"DALLAS COUNTY","CEDAR HILL ISD",057904,"TRADITIONAL ISD/CSD","Grade  1",519
"2015-2016",10,"DALLAS COUNTY","CEDAR HILL ISD",057904,"TRADITIONAL ISD/CSD","Grade  2",519
"2015-2016",10,"DALLAS COUNTY","CEDAR HILL ISD",057904,"TRADITIONAL ISD/CSD","Grade  3",600
"2015-2016",10,"DALLAS COUNTY","CEDAR HILL ISD",057904,"TRADITIONAL ISD/CSD","Grade  4",589
"2015-2016",10,"DALLAS COUNTY","CEDAR HILL ISD",057904,"TRADITIONAL ISD/CSD","Grade  5",591
"2015-2016",10,"DALLAS COUNTY","CEDAR HILL ISD",057904,"TRADITIONAL ISD/CSD","Grade  6",595
"2015-2016",10,"DALLAS COUNTY","CEDAR HILL ISD",057904,"TRADITIONAL ISD/CSD","Grade  7",614
"2015-2016",10,"DALLAS COUNTY","CEDAR HILL ISD",057904,"TRADITIONAL ISD/CSD","Grade  8",585
"2015-2016",10,"DALLAS COUNTY","CEDAR HILL ISD",057904,"TRADITIONAL ISD/CSD","Grade  9",782
"2015-2016",10,"DALLAS COUNTY","CEDAR HILL ISD",057904,"TRADITIONAL ISD/CSD","Grade 10",735
"2015-2016",10,"DALLAS COUNTY","CEDAR HILL ISD",057904,"TRADITIONAL ISD/CSD","Grade 11",631
"2015-2016",10,"DALLAS COUNTY","CEDAR HILL ISD",057904,"TRADITIONAL ISD/CSD","Grade 12",548
"2015-2016",13,"TRAVIS COUNTY","CEDARS INTERNATIONAL ACADEMY",227817,"OPEN ENROLLMENT CHARTER","Pre-kindergarten",42
"2015-2016",13,"TRAVIS COUNTY","CEDARS INTERNATIONAL ACADEMY",227817,"OPEN ENROLLMENT CHARTER","Kindergarten",48
"2015-2016",13,"TRAVIS COUNTY","CEDARS INTERNATIONAL ACADEMY",227817,"OPEN ENROLLMENT CHARTER","Grade  1",47
"2015-2016",13,"TRAVIS COUNTY","CEDARS INTERNATIONAL ACADEMY",227817,"OPEN ENROLLMENT CHARTER","Grade  2",41
"2015-2016",13,"TRAVIS COUNTY","CEDARS INTERNATIONAL ACADEMY",227817,"OPEN ENROLLMENT CHARTER","Grade  3",38
"2015-2016",13,"TRAVIS COUNTY","CEDARS INTERNATIONAL ACADEMY",227817,"OPEN ENROLLMENT CHARTER","Grade  4",42
"2015-2016",13,"TRAVIS COUNTY","CEDARS INTERNATIONAL ACADEMY",227817,"OPEN ENROLLMENT CHARTER","Grade  5",42
"2015-2016",13,"TRAVIS COUNTY","CEDARS INTERNATIONAL ACADEMY",227817,"OPEN ENROLLMENT CHARTER","Grade  6",28
"2015-2016",13,"TRAVIS COUNTY","CEDARS INTERNATIONAL ACADEMY",227817,"OPEN ENROLLMENT CHARTER","Grade  7",37
"2015-2016",13,"TRAVIS COUNTY","CEDARS INTERNATIONAL ACADEMY",227817,"OPEN ENROLLMENT CHARTER","Grade  8",25
"2015-2016",10,"HUNT COUNTY","CELESTE ISD",116902,"TRADITIONAL ISD/CSD","Early Education",-9999999
"2015-2016",10,"HUNT COUNTY","CELESTE ISD",116902,"TRADITIONAL ISD/CSD","Pre-kindergarten",28
"2015-2016",10,"HUNT COUNTY","CELESTE ISD",116902,"TRADITIONAL ISD/CSD","Kindergarten",31
"2015-2016",10,"HUNT COUNTY","CELESTE ISD",116902,"TRADITIONAL ISD/CSD","Grade  1",31
"2015-2016",10,"HUNT COUNTY","CELESTE ISD",116902,"TRADITIONAL ISD/CSD","Grade  2",34
"2015-2016",10,"HUNT COUNTY","CELESTE ISD",116902,"TRADITIONAL ISD/CSD","Grade  3",33
"2015-2016",10,"HUNT COUNTY","CELESTE ISD",116902,"TRADITIONAL ISD/CSD","Grade  4",37
"2015-2016",10,"HUNT COUNTY","CELESTE ISD",116902,"TRADITIONAL ISD/CSD","Grade  5",38
"2015-2016",10,"HUNT COUNTY","CELESTE ISD",116902,"TRADITIONAL ISD/CSD","Grade  6",31
"2015-2016",10,"HUNT COUNTY","CELESTE ISD",116902,"TRADITIONAL ISD/CSD","Grade  7",36
"2015-2016",10,"HUNT COUNTY","CELESTE ISD",116902,"TRADITIONAL ISD/CSD","Grade  8",44
"2015-2016",10,"HUNT COUNTY","CELESTE ISD",116902,"TRADITIONAL ISD/CSD","Grade  9",50
"2015-2016",10,"HUNT COUNTY","CELESTE ISD",116902,"TRADITIONAL ISD/CSD","Grade 10",31
"2015-2016",10,"HUNT COUNTY","CELESTE ISD",116902,"TRADITIONAL ISD/CSD","Grade 11",36
"2015-2016",10,"HUNT COUNTY","CELESTE ISD",116902,"TRADITIONAL ISD/CSD","Grade 12",38
"2015-2016",10,"COLLIN COUNTY","CELINA ISD",043903,"TRADITIONAL ISD/CSD","Early Education",9
"2015-2016",10,"COLLIN COUNTY","CELINA ISD",043903,"TRADITIONAL ISD/CSD","Pre-kindergarten",47
"2015-2016",10,"COLLIN COUNTY","CELINA ISD",043903,"TRADITIONAL ISD/CSD","Kindergarten",180
"2015-2016",10,"COLLIN COUNTY","CELINA ISD",043903,"TRADITIONAL ISD/CSD","Grade  1",167
"2015-2016",10,"COLLIN COUNTY","CELINA ISD",043903,"TRADITIONAL ISD/CSD","Grade  2",183
"2015-2016",10,"COLLIN COUNTY","CELINA ISD",043903,"TRADITIONAL ISD/CSD","Grade  3",157
"2015-2016",10,"COLLIN COUNTY","CELINA ISD",043903,"TRADITIONAL ISD/CSD","Grade  4",175
"2015-2016",10,"COLLIN COUNTY","CELINA ISD",043903,"TRADITIONAL ISD/CSD","Grade  5",181
"2015-2016",10,"COLLIN COUNTY","CELINA ISD",043903,"TRADITIONAL ISD/CSD","Grade  6",190
"2015-2016",10,"COLLIN COUNTY","CELINA ISD",043903,"TRADITIONAL ISD/CSD","Grade  7",181
"2015-2016",10,"COLLIN COUNTY","CELINA ISD",043903,"TRADITIONAL ISD/CSD","Grade  8",185
"2015-2016",10,"COLLIN COUNTY","CELINA ISD",043903,"TRADITIONAL ISD/CSD","Grade  9",190
"2015-2016",10,"COLLIN COUNTY","CELINA ISD",043903,"TRADITIONAL ISD/CSD","Grade 10",169
"2015-2016",10,"COLLIN COUNTY","CELINA ISD",043903,"TRADITIONAL ISD/CSD","Grade 11",170
"2015-2016",10,"COLLIN COUNTY","CELINA ISD",043903,"TRADITIONAL ISD/CSD","Grade 12",169
"2015-2016",07,"SHELBY COUNTY","CENTER ISD",210901,"TRADITIONAL ISD/CSD","Early Education",-9999999
"2015-2016",07,"SHELBY COUNTY","CENTER ISD",210901,"TRADITIONAL ISD/CSD","Pre-kindergarten",261
"2015-2016",07,"SHELBY COUNTY","CENTER ISD",210901,"TRADITIONAL ISD/CSD","Kindergarten",190
"2015-2016",07,"SHELBY COUNTY","CENTER ISD",210901,"TRADITIONAL ISD/CSD","Grade  1",229
"2015-2016",07,"SHELBY COUNTY","CENTER ISD",210901,"TRADITIONAL ISD/CSD","Grade  2",208
"2015-2016",07,"SHELBY COUNTY","CENTER ISD",210901,"TRADITIONAL ISD/CSD","Grade  3",207
"2015-2016",07,"SHELBY COUNTY","CENTER ISD",210901,"TRADITIONAL ISD/CSD","Grade  4",192
"2015-2016",07,"SHELBY COUNTY","CENTER ISD",210901,"TRADITIONAL ISD/CSD","Grade  5",194
"2015-2016",07,"SHELBY COUNTY","CENTER ISD",210901,"TRADITIONAL ISD/CSD","Grade  6",175
"2015-2016",07,"SHELBY COUNTY","CENTER ISD",210901,"TRADITIONAL ISD/CSD","Grade  7",195
"2015-2016",07,"SHELBY COUNTY","CENTER ISD",210901,"TRADITIONAL ISD/CSD","Grade  8",203
"2015-2016",07,"SHELBY COUNTY","CENTER ISD",210901,"TRADITIONAL ISD/CSD","Grade  9",210
"2015-2016",07,"SHELBY COUNTY","CENTER ISD",210901,"TRADITIONAL ISD/CSD","Grade 10",200
"2015-2016",07,"SHELBY COUNTY","CENTER ISD",210901,"TRADITIONAL ISD/CSD","Grade 11",179
"2015-2016",07,"SHELBY COUNTY","CENTER ISD",210901,"TRADITIONAL ISD/CSD","Grade 12",164
"2015-2016",20,"KERR COUNTY","CENTER POINT ISD",133901,"TRADITIONAL ISD/CSD","Pre-kindergarten",34
"2015-2016",20,"KERR COUNTY","CENTER POINT ISD",133901,"TRADITIONAL ISD/CSD","Kindergarten",44
"2015-2016",20,"KERR COUNTY","CENTER POINT ISD",133901,"TRADITIONAL ISD/CSD","Grade  1",38
"2015-2016",20,"KERR COUNTY","CENTER POINT ISD",133901,"TRADITIONAL ISD/CSD","Grade  2",43
"2015-2016",20,"KERR COUNTY","CENTER POINT ISD",133901,"TRADITIONAL ISD/CSD","Grade  3",44
"2015-2016",20,"KERR COUNTY","CENTER POINT ISD",133901,"TRADITIONAL ISD/CSD","Grade  4",40
"2015-2016",20,"KERR COUNTY","CENTER POINT ISD",133901,"TRADITIONAL ISD/CSD","Grade  5",38
"2015-2016",20,"KERR COUNTY","CENTER POINT ISD",133901,"TRADITIONAL ISD/CSD","Grade  6",37
"2015-2016",20,"KERR COUNTY","CENTER POINT ISD",133901,"TRADITIONAL ISD/CSD","Grade  7",43
"2015-2016",20,"KERR COUNTY","CENTER POINT ISD",133901,"TRADITIONAL ISD/CSD","Grade  8",51
