"Year","Region","County Name","Grade Level Name","Gender Name","Gender Count"
"2017-2018",07,"ANDERSON COUNTY","Early Education","Female",-9999999
"2017-2018",07,"ANDERSON COUNTY","Early Education","Male",10
"2017-2018",07,"ANDERSON COUNTY","Pre-kindergarten","Female",214
"2017-2018",07,"ANDERSON COUNTY","Pre-kindergarten","Male",208
"2017-2018",07,"ANDERSON COUNTY","Kindergarten","Female",263
"2017-2018",07,"ANDERSON COUNTY","Kindergarten","Male",320
"2017-2018",07,"ANDERSON COUNTY","Grade  1","Female",294
"2017-2018",07,"ANDERSON COUNTY","Grade  1","Male",349
"2017-2018",07,"ANDERSON COUNTY","Grade  2","Female",290
"2017-2018",07,"ANDERSON COUNTY","Grade  2","Male",291
"2017-2018",07,"ANDERSON COUNTY","Grade  3","Female",318
"2017-2018",07,"ANDERSON COUNTY","Grade  3","Male",341
"2017-2018",07,"ANDERSON COUNTY","Grade  4","Female",316
"2017-2018",07,"ANDERSON COUNTY","Grade  4","Male",303
"2017-2018",07,"ANDERSON COUNTY","Grade  5","Female",279
"2017-2018",07,"ANDERSON COUNTY","Grade  5","Male",309
"2017-2018",07,"ANDERSON COUNTY","Grade  6","Female",295
"2017-2018",07,"ANDERSON COUNTY","Grade  6","Male",318
"2017-2018",07,"ANDERSON COUNTY","Grade  7","Female",300
"2017-2018",07,"ANDERSON COUNTY","Grade  7","Male",352
"2017-2018",07,"ANDERSON COUNTY","Grade  8","Female",321
"2017-2018",07,"ANDERSON COUNTY","Grade  8","Male",340
"2017-2018",07,"ANDERSON COUNTY","Grade  9","Female",278
"2017-2018",07,"ANDERSON COUNTY","Grade  9","Male",393
"2017-2018",07,"ANDERSON COUNTY","Grade 10","Female",306
"2017-2018",07,"ANDERSON COUNTY","Grade 10","Male",338
"2017-2018",07,"ANDERSON COUNTY","Grade 11","Female",281
"2017-2018",07,"ANDERSON COUNTY","Grade 11","Male",282
"2017-2018",07,"ANDERSON COUNTY","Grade 12","Female",262
"2017-2018",07,"ANDERSON COUNTY","Grade 12","Male",270
"2017-2018",18,"ANDREWS COUNTY","Early Education","Female",5
"2017-2018",18,"ANDREWS COUNTY","Early Education","Male",9
"2017-2018",18,"ANDREWS COUNTY","Pre-kindergarten","Female",69
"2017-2018",18,"ANDREWS COUNTY","Pre-kindergarten","Male",71
"2017-2018",18,"ANDREWS COUNTY","Kindergarten","Female",157
"2017-2018",18,"ANDREWS COUNTY","Kindergarten","Male",171
"2017-2018",18,"ANDREWS COUNTY","Grade  1","Female",157
"2017-2018",18,"ANDREWS COUNTY","Grade  1","Male",146
"2017-2018",18,"ANDREWS COUNTY","Grade  2","Female",146
"2017-2018",18,"ANDREWS COUNTY","Grade  2","Male",150
"2017-2018",18,"ANDREWS COUNTY","Grade  3","Female",149
"2017-2018",18,"ANDREWS COUNTY","Grade  3","Male",165
"2017-2018",18,"ANDREWS COUNTY","Grade  4","Female",143
"2017-2018",18,"ANDREWS COUNTY","Grade  4","Male",151
"2017-2018",18,"ANDREWS COUNTY","Grade  5","Female",165
"2017-2018",18,"ANDREWS COUNTY","Grade  5","Male",189
"2017-2018",18,"ANDREWS COUNTY","Grade  6","Female",133
"2017-2018",18,"ANDREWS COUNTY","Grade  6","Male",162
"2017-2018",18,"ANDREWS COUNTY","Grade  7","Female",148
"2017-2018",18,"ANDREWS COUNTY","Grade  7","Male",166
"2017-2018",18,"ANDREWS COUNTY","Grade  8","Female",153
"2017-2018",18,"ANDREWS COUNTY","Grade  8","Male",162
"2017-2018",18,"ANDREWS COUNTY","Grade  9","Female",163
"2017-2018",18,"ANDREWS COUNTY","Grade  9","Male",163
"2017-2018",18,"ANDREWS COUNTY","Grade 10","Female",126
"2017-2018",18,"ANDREWS COUNTY","Grade 10","Male",149
"2017-2018",18,"ANDREWS COUNTY","Grade 11","Female",138
"2017-2018",18,"ANDREWS COUNTY","Grade 11","Male",146
"2017-2018",18,"ANDREWS COUNTY","Grade 12","Female",103
"2017-2018",18,"ANDREWS COUNTY","Grade 12","Male",111
"2017-2018",07,"ANGELINA COUNTY","Early Education","Female",21
"2017-2018",07,"ANGELINA COUNTY","Early Education","Male",29
"2017-2018",07,"ANGELINA COUNTY","Pre-kindergarten","Female",546
"2017-2018",07,"ANGELINA COUNTY","Pre-kindergarten","Male",505
"2017-2018",07,"ANGELINA COUNTY","Kindergarten","Female",605
"2017-2018",07,"ANGELINA COUNTY","Kindergarten","Male",624
"2017-2018",07,"ANGELINA COUNTY","Grade  1","Female",597
"2017-2018",07,"ANGELINA COUNTY","Grade  1","Male",695
"2017-2018",07,"ANGELINA COUNTY","Grade  2","Female",635
"2017-2018",07,"ANGELINA COUNTY","Grade  2","Male",615
"2017-2018",07,"ANGELINA COUNTY","Grade  3","Female",608
"2017-2018",07,"ANGELINA COUNTY","Grade  3","Male",638
"2017-2018",07,"ANGELINA COUNTY","Grade  4","Female",630
"2017-2018",07,"ANGELINA COUNTY","Grade  4","Male",667
"2017-2018",07,"ANGELINA COUNTY","Grade  5","Female",663
"2017-2018",07,"ANGELINA COUNTY","Grade  5","Male",706
"2017-2018",07,"ANGELINA COUNTY","Grade  6","Female",642
"2017-2018",07,"ANGELINA COUNTY","Grade  6","Male",638
"2017-2018",07,"ANGELINA COUNTY","Grade  7","Female",599
"2017-2018",07,"ANGELINA COUNTY","Grade  7","Male",637
"2017-2018",07,"ANGELINA COUNTY","Grade  8","Female",629
"2017-2018",07,"ANGELINA COUNTY","Grade  8","Male",666
"2017-2018",07,"ANGELINA COUNTY","Grade  9","Female",605
"2017-2018",07,"ANGELINA COUNTY","Grade  9","Male",624
"2017-2018",07,"ANGELINA COUNTY","Grade 10","Female",623
"2017-2018",07,"ANGELINA COUNTY","Grade 10","Male",660
"2017-2018",07,"ANGELINA COUNTY","Grade 11","Female",572
"2017-2018",07,"ANGELINA COUNTY","Grade 11","Male",605
"2017-2018",07,"ANGELINA COUNTY","Grade 12","Female",565
"2017-2018",07,"ANGELINA COUNTY","Grade 12","Male",563
"2017-2018",02,"ARANSAS COUNTY","Early Education","Female",-9999999
"2017-2018",02,"ARANSAS COUNTY","Early Education","Male",0
"2017-2018",02,"ARANSAS COUNTY","Pre-kindergarten","Female",21
"2017-2018",02,"ARANSAS COUNTY","Pre-kindergarten","Male",32
"2017-2018",02,"ARANSAS COUNTY","Kindergarten","Female",90
"2017-2018",02,"ARANSAS COUNTY","Kindergarten","Male",77
"2017-2018",02,"ARANSAS COUNTY","Grade  1","Female",93
"2017-2018",02,"ARANSAS COUNTY","Grade  1","Male",89
"2017-2018",02,"ARANSAS COUNTY","Grade  2","Female",105
"2017-2018",02,"ARANSAS COUNTY","Grade  2","Male",104
"2017-2018",02,"ARANSAS COUNTY","Grade  3","Female",83
"2017-2018",02,"ARANSAS COUNTY","Grade  3","Male",85
"2017-2018",02,"ARANSAS COUNTY","Grade  4","Female",104
"2017-2018",02,"ARANSAS COUNTY","Grade  4","Male",102
"2017-2018",02,"ARANSAS COUNTY","Grade  5","Female",84
"2017-2018",02,"ARANSAS COUNTY","Grade  5","Male",84
"2017-2018",02,"ARANSAS COUNTY","Grade  6","Female",89
"2017-2018",02,"ARANSAS COUNTY","Grade  6","Male",105
"2017-2018",02,"ARANSAS COUNTY","Grade  7","Female",95
"2017-2018",02,"ARANSAS COUNTY","Grade  7","Male",100
"2017-2018",02,"ARANSAS COUNTY","Grade  8","Female",110
"2017-2018",02,"ARANSAS COUNTY","Grade  8","Male",113
"2017-2018",02,"ARANSAS COUNTY","Grade  9","Female",95
"2017-2018",02,"ARANSAS COUNTY","Grade  9","Male",85
"2017-2018",02,"ARANSAS COUNTY","Grade 10","Female",99
"2017-2018",02,"ARANSAS COUNTY","Grade 10","Male",113
"2017-2018",02,"ARANSAS COUNTY","Grade 11","Female",92
"2017-2018",02,"ARANSAS COUNTY","Grade 11","Male",112
"2017-2018",02,"ARANSAS COUNTY","Grade 12","Female",89
"2017-2018",02,"ARANSAS COUNTY","Grade 12","Male",96
"2017-2018",09,"ARCHER COUNTY","Early Education","Female",0
"2017-2018",09,"ARCHER COUNTY","Early Education","Male",6
"2017-2018",09,"ARCHER COUNTY","Pre-kindergarten","Female",27
"2017-2018",09,"ARCHER COUNTY","Pre-kindergarten","Male",26
"2017-2018",09,"ARCHER COUNTY","Kindergarten","Female",67
"2017-2018",09,"ARCHER COUNTY","Kindergarten","Male",73
"2017-2018",09,"ARCHER COUNTY","Grade  1","Female",67
"2017-2018",09,"ARCHER COUNTY","Grade  1","Male",58
"2017-2018",09,"ARCHER COUNTY","Grade  2","Female",65
"2017-2018",09,"ARCHER COUNTY","Grade  2","Male",56
"2017-2018",09,"ARCHER COUNTY","Grade  3","Female",80
"2017-2018",09,"ARCHER COUNTY","Grade  3","Male",62
"2017-2018",09,"ARCHER COUNTY","Grade  4","Female",67
"2017-2018",09,"ARCHER COUNTY","Grade  4","Male",79
"2017-2018",09,"ARCHER COUNTY","Grade  5","Female",63
"2017-2018",09,"ARCHER COUNTY","Grade  5","Male",65
"2017-2018",09,"ARCHER COUNTY","Grade  6","Female",70
"2017-2018",09,"ARCHER COUNTY","Grade  6","Male",82
"2017-2018",09,"ARCHER COUNTY","Grade  7","Female",80
"2017-2018",09,"ARCHER COUNTY","Grade  7","Male",87
"2017-2018",09,"ARCHER COUNTY","Grade  8","Female",64
"2017-2018",09,"ARCHER COUNTY","Grade  8","Male",85
"2017-2018",09,"ARCHER COUNTY","Grade  9","Female",61
"2017-2018",09,"ARCHER COUNTY","Grade  9","Male",84
"2017-2018",09,"ARCHER COUNTY","Grade 10","Female",75
"2017-2018",09,"ARCHER COUNTY","Grade 10","Male",82
"2017-2018",09,"ARCHER COUNTY","Grade 11","Female",67
"2017-2018",09,"ARCHER COUNTY","Grade 11","Male",71
"2017-2018",09,"ARCHER COUNTY","Grade 12","Female",65
"2017-2018",09,"ARCHER COUNTY","Grade 12","Male",75
"2017-2018",16,"ARMSTRONG COUNTY","Pre-kindergarten","Female",9
"2017-2018",16,"ARMSTRONG COUNTY","Pre-kindergarten","Male",16
"2017-2018",16,"ARMSTRONG COUNTY","Kindergarten","Female",17
"2017-2018",16,"ARMSTRONG COUNTY","Kindergarten","Male",9
"2017-2018",16,"ARMSTRONG COUNTY","Grade  1","Female",13
"2017-2018",16,"ARMSTRONG COUNTY","Grade  1","Male",17
"2017-2018",16,"ARMSTRONG COUNTY","Grade  2","Female",17
"2017-2018",16,"ARMSTRONG COUNTY","Grade  2","Male",10
"2017-2018",16,"ARMSTRONG COUNTY","Grade  3","Female",13
"2017-2018",16,"ARMSTRONG COUNTY","Grade  3","Male",13
"2017-2018",16,"ARMSTRONG COUNTY","Grade  4","Female",12
"2017-2018",16,"ARMSTRONG COUNTY","Grade  4","Male",15
"2017-2018",16,"ARMSTRONG COUNTY","Grade  5","Female",12
"2017-2018",16,"ARMSTRONG COUNTY","Grade  5","Male",15
"2017-2018",16,"ARMSTRONG COUNTY","Grade  6","Female",11
"2017-2018",16,"ARMSTRONG COUNTY","Grade  6","Male",13
"2017-2018",16,"ARMSTRONG COUNTY","Grade  7","Female",20
"2017-2018",16,"ARMSTRONG COUNTY","Grade  7","Male",12
"2017-2018",16,"ARMSTRONG COUNTY","Grade  8","Female",14
"2017-2018",16,"ARMSTRONG COUNTY","Grade  8","Male",12
"2017-2018",16,"ARMSTRONG COUNTY","Grade  9","Female",10
"2017-2018",16,"ARMSTRONG COUNTY","Grade  9","Male",16
"2017-2018",16,"ARMSTRONG COUNTY","Grade 10","Female",7
"2017-2018",16,"ARMSTRONG COUNTY","Grade 10","Male",19
"2017-2018",16,"ARMSTRONG COUNTY","Grade 11","Female",14
"2017-2018",16,"ARMSTRONG COUNTY","Grade 11","Male",12
"2017-2018",16,"ARMSTRONG COUNTY","Grade 12","Female",15
"2017-2018",16,"ARMSTRONG COUNTY","Grade 12","Male",9
"2017-2018",20,"ATASCOSA COUNTY","Early Education","Female",10
"2017-2018",20,"ATASCOSA COUNTY","Early Education","Male",34
"2017-2018",20,"ATASCOSA COUNTY","Pre-kindergarten","Female",241
"2017-2018",20,"ATASCOSA COUNTY","Pre-kindergarten","Male",209
"2017-2018",20,"ATASCOSA COUNTY","Kindergarten","Female",315
"2017-2018",20,"ATASCOSA COUNTY","Kindergarten","Male",322
"2017-2018",20,"ATASCOSA COUNTY","Grade  1","Female",322
"2017-2018",20,"ATASCOSA COUNTY","Grade  1","Male",350
"2017-2018",20,"ATASCOSA COUNTY","Grade  2","Female",327
"2017-2018",20,"ATASCOSA COUNTY","Grade  2","Male",321
"2017-2018",20,"ATASCOSA COUNTY","Grade  3","Female",328
"2017-2018",20,"ATASCOSA COUNTY","Grade  3","Male",384
"2017-2018",20,"ATASCOSA COUNTY","Grade  4","Female",329
"2017-2018",20,"ATASCOSA COUNTY","Grade  4","Male",340
"2017-2018",20,"ATASCOSA COUNTY","Grade  5","Female",349
"2017-2018",20,"ATASCOSA COUNTY","Grade  5","Male",375
"2017-2018",20,"ATASCOSA COUNTY","Grade  6","Female",333
"2017-2018",20,"ATASCOSA COUNTY","Grade  6","Male",329
"2017-2018",20,"ATASCOSA COUNTY","Grade  7","Female",322
"2017-2018",20,"ATASCOSA COUNTY","Grade  7","Male",349
"2017-2018",20,"ATASCOSA COUNTY","Grade  8","Female",317
"2017-2018",20,"ATASCOSA COUNTY","Grade  8","Male",365
"2017-2018",20,"ATASCOSA COUNTY","Grade  9","Female",334
"2017-2018",20,"ATASCOSA COUNTY","Grade  9","Male",351
"2017-2018",20,"ATASCOSA COUNTY","Grade 10","Female",306
"2017-2018",20,"ATASCOSA COUNTY","Grade 10","Male",368
"2017-2018",20,"ATASCOSA COUNTY","Grade 11","Female",314
"2017-2018",20,"ATASCOSA COUNTY","Grade 11","Male",319
"2017-2018",20,"ATASCOSA COUNTY","Grade 12","Female",298
"2017-2018",20,"ATASCOSA COUNTY","Grade 12","Male",277
"2017-2018",06,"AUSTIN COUNTY","Early Education","Female",8
"2017-2018",06,"AUSTIN COUNTY","Early Education","Male",12
"2017-2018",06,"AUSTIN COUNTY","Pre-kindergarten","Female",88
"2017-2018",06,"AUSTIN COUNTY","Pre-kindergarten","Male",93
"2017-2018",06,"AUSTIN COUNTY","Kindergarten","Female",208
"2017-2018",06,"AUSTIN COUNTY","Kindergarten","Male",202
"2017-2018",06,"AUSTIN COUNTY","Grade  1","Female",182
"2017-2018",06,"AUSTIN COUNTY","Grade  1","Male",211
"2017-2018",06,"AUSTIN COUNTY","Grade  2","Female",209
"2017-2018",06,"AUSTIN COUNTY","Grade  2","Male",225
"2017-2018",06,"AUSTIN COUNTY","Grade  3","Female",232
"2017-2018",06,"AUSTIN COUNTY","Grade  3","Male",210
"2017-2018",06,"AUSTIN COUNTY","Grade  4","Female",219
"2017-2018",06,"AUSTIN COUNTY","Grade  4","Male",234
"2017-2018",06,"AUSTIN COUNTY","Grade  5","Female",229
"2017-2018",06,"AUSTIN COUNTY","Grade  5","Male",212
"2017-2018",06,"AUSTIN COUNTY","Grade  6","Female",193
"2017-2018",06,"AUSTIN COUNTY","Grade  6","Male",235
"2017-2018",06,"AUSTIN COUNTY","Grade  7","Female",178
"2017-2018",06,"AUSTIN COUNTY","Grade  7","Male",250
"2017-2018",06,"AUSTIN COUNTY","Grade  8","Female",234
"2017-2018",06,"AUSTIN COUNTY","Grade  8","Male",214
"2017-2018",06,"AUSTIN COUNTY","Grade  9","Female",249
"2017-2018",06,"AUSTIN COUNTY","Grade  9","Male",269
"2017-2018",06,"AUSTIN COUNTY","Grade 10","Female",215
"2017-2018",06,"AUSTIN COUNTY","Grade 10","Male",233
"2017-2018",06,"AUSTIN COUNTY","Grade 11","Female",209
"2017-2018",06,"AUSTIN COUNTY","Grade 11","Male",222
"2017-2018",06,"AUSTIN COUNTY","Grade 12","Female",211
"2017-2018",06,"AUSTIN COUNTY","Grade 12","Male",214
"2017-2018",17,"BAILEY COUNTY","Early Education","Female",-9999999
"2017-2018",17,"BAILEY COUNTY","Early Education","Male",8
"2017-2018",17,"BAILEY COUNTY","Pre-kindergarten","Female",36
"2017-2018",17,"BAILEY COUNTY","Pre-kindergarten","Male",33
"2017-2018",17,"BAILEY COUNTY","Kindergarten","Female",51
"2017-2018",17,"BAILEY COUNTY","Kindergarten","Male",49
"2017-2018",17,"BAILEY COUNTY","Grade  1","Female",69
"2017-2018",17,"BAILEY COUNTY","Grade  1","Male",52
"2017-2018",17,"BAILEY COUNTY","Grade  2","Female",55
"2017-2018",17,"BAILEY COUNTY","Grade  2","Male",53
"2017-2018",17,"BAILEY COUNTY","Grade  3","Female",47
"2017-2018",17,"BAILEY COUNTY","Grade  3","Male",62
"2017-2018",17,"BAILEY COUNTY","Grade  4","Female",44
"2017-2018",17,"BAILEY COUNTY","Grade  4","Male",64
"2017-2018",17,"BAILEY COUNTY","Grade  5","Female",58
"2017-2018",17,"BAILEY COUNTY","Grade  5","Male",59
"2017-2018",17,"BAILEY COUNTY","Grade  6","Female",46
"2017-2018",17,"BAILEY COUNTY","Grade  6","Male",66
"2017-2018",17,"BAILEY COUNTY","Grade  7","Female",60
"2017-2018",17,"BAILEY COUNTY","Grade  7","Male",54
"2017-2018",17,"BAILEY COUNTY","Grade  8","Female",51
"2017-2018",17,"BAILEY COUNTY","Grade  8","Male",45
"2017-2018",17,"BAILEY COUNTY","Grade  9","Female",39
"2017-2018",17,"BAILEY COUNTY","Grade  9","Male",49
"2017-2018",17,"BAILEY COUNTY","Grade 10","Female",38
"2017-2018",17,"BAILEY COUNTY","Grade 10","Male",53
"2017-2018",17,"BAILEY COUNTY","Grade 11","Female",54
"2017-2018",17,"BAILEY COUNTY","Grade 11","Male",51
"2017-2018",17,"BAILEY COUNTY","Grade 12","Female",47
"2017-2018",17,"BAILEY COUNTY","Grade 12","Male",46
"2017-2018",20,"BANDERA COUNTY","Early Education","Female",6
"2017-2018",20,"BANDERA COUNTY","Early Education","Male",19
"2017-2018",20,"BANDERA COUNTY","Pre-kindergarten","Female",66
"2017-2018",20,"BANDERA COUNTY","Pre-kindergarten","Male",61
"2017-2018",20,"BANDERA COUNTY","Kindergarten","Female",83
"2017-2018",20,"BANDERA COUNTY","Kindergarten","Male",82
"2017-2018",20,"BANDERA COUNTY","Grade  1","Female",86
"2017-2018",20,"BANDERA COUNTY","Grade  1","Male",99
"2017-2018",20,"BANDERA COUNTY","Grade  2","Female",93
"2017-2018",20,"BANDERA COUNTY","Grade  2","Male",78
"2017-2018",20,"BANDERA COUNTY","Grade  3","Female",96
"2017-2018",20,"BANDERA COUNTY","Grade  3","Male",100
"2017-2018",20,"BANDERA COUNTY","Grade  4","Female",96
"2017-2018",20,"BANDERA COUNTY","Grade  4","Male",108
"2017-2018",20,"BANDERA COUNTY","Grade  5","Female",101
"2017-2018",20,"BANDERA COUNTY","Grade  5","Male",96
"2017-2018",20,"BANDERA COUNTY","Grade  6","Female",99
"2017-2018",20,"BANDERA COUNTY","Grade  6","Male",92
"2017-2018",20,"BANDERA COUNTY","Grade  7","Female",101
"2017-2018",20,"BANDERA COUNTY","Grade  7","Male",96
"2017-2018",20,"BANDERA COUNTY","Grade  8","Female",95
"2017-2018",20,"BANDERA COUNTY","Grade  8","Male",101
"2017-2018",20,"BANDERA COUNTY","Grade  9","Female",74
"2017-2018",20,"BANDERA COUNTY","Grade  9","Male",118
"2017-2018",20,"BANDERA COUNTY","Grade 10","Female",102
"2017-2018",20,"BANDERA COUNTY","Grade 10","Male",96
"2017-2018",20,"BANDERA COUNTY","Grade 11","Female",97
"2017-2018",20,"BANDERA COUNTY","Grade 11","Male",96
"2017-2018",20,"BANDERA COUNTY","Grade 12","Female",83
"2017-2018",20,"BANDERA COUNTY","Grade 12","Male",85
"2017-2018",13,"BASTROP COUNTY","Early Education","Female",15
"2017-2018",13,"BASTROP COUNTY","Early Education","Male",56
"2017-2018",13,"BASTROP COUNTY","Pre-kindergarten","Female",335
"2017-2018",13,"BASTROP COUNTY","Pre-kindergarten","Male",363
"2017-2018",13,"BASTROP COUNTY","Kindergarten","Female",535
"2017-2018",13,"BASTROP COUNTY","Kindergarten","Male",550
"2017-2018",13,"BASTROP COUNTY","Grade  1","Female",565
"2017-2018",13,"BASTROP COUNTY","Grade  1","Male",655
"2017-2018",13,"BASTROP COUNTY","Grade  2","Female",558
"2017-2018",13,"BASTROP COUNTY","Grade  2","Male",613
"2017-2018",13,"BASTROP COUNTY","Grade  3","Female",632
"2017-2018",13,"BASTROP COUNTY","Grade  3","Male",650
"2017-2018",13,"BASTROP COUNTY","Grade  4","Female",675
"2017-2018",13,"BASTROP COUNTY","Grade  4","Male",660
"2017-2018",13,"BASTROP COUNTY","Grade  5","Female",690
"2017-2018",13,"BASTROP COUNTY","Grade  5","Male",718
"2017-2018",13,"BASTROP COUNTY","Grade  6","Female",644
"2017-2018",13,"BASTROP COUNTY","Grade  6","Male",703
"2017-2018",13,"BASTROP COUNTY","Grade  7","Female",574
"2017-2018",13,"BASTROP COUNTY","Grade  7","Male",689
"2017-2018",13,"BASTROP COUNTY","Grade  8","Female",658
"2017-2018",13,"BASTROP COUNTY","Grade  8","Male",620
"2017-2018",13,"BASTROP COUNTY","Grade  9","Female",694
"2017-2018",13,"BASTROP COUNTY","Grade  9","Male",764
"2017-2018",13,"BASTROP COUNTY","Grade 10","Female",645
"2017-2018",13,"BASTROP COUNTY","Grade 10","Male",697
"2017-2018",13,"BASTROP COUNTY","Grade 11","Female",602
"2017-2018",13,"BASTROP COUNTY","Grade 11","Male",649
"2017-2018",13,"BASTROP COUNTY","Grade 12","Female",544
"2017-2018",13,"BASTROP COUNTY","Grade 12","Male",580
"2017-2018",09,"BAYLOR COUNTY","Early Education","Female",0
"2017-2018",09,"BAYLOR COUNTY","Early Education","Male",-9999999
"2017-2018",09,"BAYLOR COUNTY","Pre-kindergarten","Female",6
"2017-2018",09,"BAYLOR COUNTY","Pre-kindergarten","Male",15
"2017-2018",09,"BAYLOR COUNTY","Kindergarten","Female",21
"2017-2018",09,"BAYLOR COUNTY","Kindergarten","Male",26
"2017-2018",09,"BAYLOR COUNTY","Grade  1","Female",24
"2017-2018",09,"BAYLOR COUNTY","Grade  1","Male",17
"2017-2018",09,"BAYLOR COUNTY","Grade  2","Female",19
"2017-2018",09,"BAYLOR COUNTY","Grade  2","Male",25
"2017-2018",09,"BAYLOR COUNTY","Grade  3","Female",26
"2017-2018",09,"BAYLOR COUNTY","Grade  3","Male",19
"2017-2018",09,"BAYLOR COUNTY","Grade  4","Female",22
"2017-2018",09,"BAYLOR COUNTY","Grade  4","Male",18
"2017-2018",09,"BAYLOR COUNTY","Grade  5","Female",16
"2017-2018",09,"BAYLOR COUNTY","Grade  5","Male",19
"2017-2018",09,"BAYLOR COUNTY","Grade  6","Female",16
"2017-2018",09,"BAYLOR COUNTY","Grade  6","Male",31
"2017-2018",09,"BAYLOR COUNTY","Grade  7","Female",22
"2017-2018",09,"BAYLOR COUNTY","Grade  7","Male",31
"2017-2018",09,"BAYLOR COUNTY","Grade  8","Female",23
"2017-2018",09,"BAYLOR COUNTY","Grade  8","Male",18
"2017-2018",09,"BAYLOR COUNTY","Grade  9","Female",23
"2017-2018",09,"BAYLOR COUNTY","Grade  9","Male",24
"2017-2018",09,"BAYLOR COUNTY","Grade 10","Female",15
"2017-2018",09,"BAYLOR COUNTY","Grade 10","Male",24
"2017-2018",09,"BAYLOR COUNTY","Grade 11","Female",15
"2017-2018",09,"BAYLOR COUNTY","Grade 11","Male",24
"2017-2018",09,"BAYLOR COUNTY","Grade 12","Female",18
"2017-2018",09,"BAYLOR COUNTY","Grade 12","Male",19
"2017-2018",02,"BEE COUNTY","Early Education","Female",8
"2017-2018",02,"BEE COUNTY","Early Education","Male",20
"2017-2018",02,"BEE COUNTY","Pre-kindergarten","Female",189
"2017-2018",02,"BEE COUNTY","Pre-kindergarten","Male",174
"2017-2018",02,"BEE COUNTY","Kindergarten","Female",177
"2017-2018",02,"BEE COUNTY","Kindergarten","Male",214
"2017-2018",02,"BEE COUNTY","Grade  1","Female",188
"2017-2018",02,"BEE COUNTY","Grade  1","Male",192
"2017-2018",02,"BEE COUNTY","Grade  2","Female",172
"2017-2018",02,"BEE COUNTY","Grade  2","Male",188
"2017-2018",02,"BEE COUNTY","Grade  3","Female",211
"2017-2018",02,"BEE COUNTY","Grade  3","Male",188
"2017-2018",02,"BEE COUNTY","Grade  4","Female",222
"2017-2018",02,"BEE COUNTY","Grade  4","Male",210
"2017-2018",02,"BEE COUNTY","Grade  5","Female",175
"2017-2018",02,"BEE COUNTY","Grade  5","Male",204
"2017-2018",02,"BEE COUNTY","Grade  6","Female",184
"2017-2018",02,"BEE COUNTY","Grade  6","Male",199
"2017-2018",02,"BEE COUNTY","Grade  7","Female",205
"2017-2018",02,"BEE COUNTY","Grade  7","Male",202
"2017-2018",02,"BEE COUNTY","Grade  8","Female",185
"2017-2018",02,"BEE COUNTY","Grade  8","Male",173
"2017-2018",02,"BEE COUNTY","Grade  9","Female",212
"2017-2018",02,"BEE COUNTY","Grade  9","Male",189
"2017-2018",02,"BEE COUNTY","Grade 10","Female",170
"2017-2018",02,"BEE COUNTY","Grade 10","Male",205
"2017-2018",02,"BEE COUNTY","Grade 11","Female",181
"2017-2018",02,"BEE COUNTY","Grade 11","Male",193
"2017-2018",02,"BEE COUNTY","Grade 12","Female",147
"2017-2018",02,"BEE COUNTY","Grade 12","Male",161
"2017-2018",12,"BELL COUNTY/12","Early Education","Female",83
"2017-2018",12,"BELL COUNTY/12","Early Education","Male",166
"2017-2018",12,"BELL COUNTY/12","Pre-kindergarten","Female",2257
"2017-2018",12,"BELL COUNTY/12","Pre-kindergarten","Male",2182
"2017-2018",12,"BELL COUNTY/12","Kindergarten","Female",2758
"2017-2018",12,"BELL COUNTY/12","Kindergarten","Male",2807
"2017-2018",12,"BELL COUNTY/12","Grade  1","Female",2876
"2017-2018",12,"BELL COUNTY/12","Grade  1","Male",2966
"2017-2018",12,"BELL COUNTY/12","Grade  2","Female",2759
"2017-2018",12,"BELL COUNTY/12","Grade  2","Male",2878
"2017-2018",12,"BELL COUNTY/12","Grade  3","Female",2842
"2017-2018",12,"BELL COUNTY/12","Grade  3","Male",2898
"2017-2018",12,"BELL COUNTY/12","Grade  4","Female",2769
"2017-2018",12,"BELL COUNTY/12","Grade  4","Male",2924
"2017-2018",12,"BELL COUNTY/12","Grade  5","Female",2762
"2017-2018",12,"BELL COUNTY/12","Grade  5","Male",2971
"2017-2018",12,"BELL COUNTY/12","Grade  6","Female",2614
"2017-2018",12,"BELL COUNTY/12","Grade  6","Male",2772
"2017-2018",12,"BELL COUNTY/12","Grade  7","Female",2465
"2017-2018",12,"BELL COUNTY/12","Grade  7","Male",2715
"2017-2018",12,"BELL COUNTY/12","Grade  8","Female",2439
"2017-2018",12,"BELL COUNTY/12","Grade  8","Male",2520
"2017-2018",12,"BELL COUNTY/12","Grade  9","Female",2702
"2017-2018",12,"BELL COUNTY/12","Grade  9","Male",2994
"2017-2018",12,"BELL COUNTY/12","Grade 10","Female",2375
"2017-2018",12,"BELL COUNTY/12","Grade 10","Male",2452
"2017-2018",12,"BELL COUNTY/12","Grade 11","Female",2252
"2017-2018",12,"BELL COUNTY/12","Grade 11","Male",2249
"2017-2018",12,"BELL COUNTY/12","Grade 12","Female",2104
"2017-2018",12,"BELL COUNTY/12","Grade 12","Male",2041
"2017-2018",13,"BELL COUNTY/13","Pre-kindergarten","Female",11
"2017-2018",13,"BELL COUNTY/13","Pre-kindergarten","Male",12
"2017-2018",13,"BELL COUNTY/13","Kindergarten","Female",9
"2017-2018",13,"BELL COUNTY/13","Kindergarten","Male",17
"2017-2018",13,"BELL COUNTY/13","Grade  1","Female",9
