"Year","Region","County Name","Grade Level Name","Gender Name","Gender Count"
"2017-2018",05,"NEWTON COUNTY","Grade  8","Male",66
"2017-2018",05,"NEWTON COUNTY","Grade  9","Female",82
"2017-2018",05,"NEWTON COUNTY","Grade  9","Male",64
"2017-2018",05,"NEWTON COUNTY","Grade 10","Female",69
"2017-2018",05,"NEWTON COUNTY","Grade 10","Male",80
"2017-2018",05,"NEWTON COUNTY","Grade 11","Female",59
"2017-2018",05,"NEWTON COUNTY","Grade 11","Male",83
"2017-2018",05,"NEWTON COUNTY","Grade 12","Female",72
"2017-2018",05,"NEWTON COUNTY","Grade 12","Male",57
"2017-2018",14,"NOLAN COUNTY","Early Education","Female",45
"2017-2018",14,"NOLAN COUNTY","Early Education","Male",43
"2017-2018",14,"NOLAN COUNTY","Pre-kindergarten","Female",109
"2017-2018",14,"NOLAN COUNTY","Pre-kindergarten","Male",124
"2017-2018",14,"NOLAN COUNTY","Kindergarten","Female",112
"2017-2018",14,"NOLAN COUNTY","Kindergarten","Male",100
"2017-2018",14,"NOLAN COUNTY","Grade  1","Female",93
"2017-2018",14,"NOLAN COUNTY","Grade  1","Male",108
"2017-2018",14,"NOLAN COUNTY","Grade  2","Female",121
"2017-2018",14,"NOLAN COUNTY","Grade  2","Male",126
"2017-2018",14,"NOLAN COUNTY","Grade  3","Female",108
"2017-2018",14,"NOLAN COUNTY","Grade  3","Male",127
"2017-2018",14,"NOLAN COUNTY","Grade  4","Female",120
"2017-2018",14,"NOLAN COUNTY","Grade  4","Male",123
"2017-2018",14,"NOLAN COUNTY","Grade  5","Female",122
"2017-2018",14,"NOLAN COUNTY","Grade  5","Male",131
"2017-2018",14,"NOLAN COUNTY","Grade  6","Female",125
"2017-2018",14,"NOLAN COUNTY","Grade  6","Male",121
"2017-2018",14,"NOLAN COUNTY","Grade  7","Female",121
"2017-2018",14,"NOLAN COUNTY","Grade  7","Male",137
"2017-2018",14,"NOLAN COUNTY","Grade  8","Female",100
"2017-2018",14,"NOLAN COUNTY","Grade  8","Male",120
"2017-2018",14,"NOLAN COUNTY","Grade  9","Female",100
"2017-2018",14,"NOLAN COUNTY","Grade  9","Male",136
"2017-2018",14,"NOLAN COUNTY","Grade 10","Female",96
"2017-2018",14,"NOLAN COUNTY","Grade 10","Male",105
"2017-2018",14,"NOLAN COUNTY","Grade 11","Female",102
"2017-2018",14,"NOLAN COUNTY","Grade 11","Male",112
"2017-2018",14,"NOLAN COUNTY","Grade 12","Female",76
"2017-2018",14,"NOLAN COUNTY","Grade 12","Male",74
"2017-2018",02,"NUECES COUNTY","Early Education","Female",64
"2017-2018",02,"NUECES COUNTY","Early Education","Male",161
"2017-2018",02,"NUECES COUNTY","Pre-kindergarten","Female",1035
"2017-2018",02,"NUECES COUNTY","Pre-kindergarten","Male",1015
"2017-2018",02,"NUECES COUNTY","Kindergarten","Female",2006
"2017-2018",02,"NUECES COUNTY","Kindergarten","Male",2149
"2017-2018",02,"NUECES COUNTY","Grade  1","Female",2165
"2017-2018",02,"NUECES COUNTY","Grade  1","Male",2339
"2017-2018",02,"NUECES COUNTY","Grade  2","Female",2205
"2017-2018",02,"NUECES COUNTY","Grade  2","Male",2332
"2017-2018",02,"NUECES COUNTY","Grade  3","Female",2301
"2017-2018",02,"NUECES COUNTY","Grade  3","Male",2391
"2017-2018",02,"NUECES COUNTY","Grade  4","Female",2347
"2017-2018",02,"NUECES COUNTY","Grade  4","Male",2501
"2017-2018",02,"NUECES COUNTY","Grade  5","Female",2316
"2017-2018",02,"NUECES COUNTY","Grade  5","Male",2410
"2017-2018",02,"NUECES COUNTY","Grade  6","Female",2262
"2017-2018",02,"NUECES COUNTY","Grade  6","Male",2478
"2017-2018",02,"NUECES COUNTY","Grade  7","Female",2280
"2017-2018",02,"NUECES COUNTY","Grade  7","Male",2467
"2017-2018",02,"NUECES COUNTY","Grade  8","Female",2204
"2017-2018",02,"NUECES COUNTY","Grade  8","Male",2362
"2017-2018",02,"NUECES COUNTY","Grade  9","Female",2403
"2017-2018",02,"NUECES COUNTY","Grade  9","Male",2563
"2017-2018",02,"NUECES COUNTY","Grade 10","Female",2226
"2017-2018",02,"NUECES COUNTY","Grade 10","Male",2341
"2017-2018",02,"NUECES COUNTY","Grade 11","Female",2154
"2017-2018",02,"NUECES COUNTY","Grade 11","Male",2243
"2017-2018",02,"NUECES COUNTY","Grade 12","Female",2098
"2017-2018",02,"NUECES COUNTY","Grade 12","Male",2061
"2017-2018",16,"OCHILTREE COUNTY","Early Education","Female",0
"2017-2018",16,"OCHILTREE COUNTY","Early Education","Male",-9999999
"2017-2018",16,"OCHILTREE COUNTY","Pre-kindergarten","Female",52
"2017-2018",16,"OCHILTREE COUNTY","Pre-kindergarten","Male",45
"2017-2018",16,"OCHILTREE COUNTY","Kindergarten","Female",75
"2017-2018",16,"OCHILTREE COUNTY","Kindergarten","Male",61
"2017-2018",16,"OCHILTREE COUNTY","Grade  1","Female",80
"2017-2018",16,"OCHILTREE COUNTY","Grade  1","Male",100
"2017-2018",16,"OCHILTREE COUNTY","Grade  2","Female",96
"2017-2018",16,"OCHILTREE COUNTY","Grade  2","Male",58
"2017-2018",16,"OCHILTREE COUNTY","Grade  3","Female",80
"2017-2018",16,"OCHILTREE COUNTY","Grade  3","Male",82
"2017-2018",16,"OCHILTREE COUNTY","Grade  4","Female",86
"2017-2018",16,"OCHILTREE COUNTY","Grade  4","Male",96
"2017-2018",16,"OCHILTREE COUNTY","Grade  5","Female",72
"2017-2018",16,"OCHILTREE COUNTY","Grade  5","Male",93
"2017-2018",16,"OCHILTREE COUNTY","Grade  6","Female",75
"2017-2018",16,"OCHILTREE COUNTY","Grade  6","Male",103
"2017-2018",16,"OCHILTREE COUNTY","Grade  7","Female",89
"2017-2018",16,"OCHILTREE COUNTY","Grade  7","Male",88
"2017-2018",16,"OCHILTREE COUNTY","Grade  8","Female",98
"2017-2018",16,"OCHILTREE COUNTY","Grade  8","Male",75
"2017-2018",16,"OCHILTREE COUNTY","Grade  9","Female",82
"2017-2018",16,"OCHILTREE COUNTY","Grade  9","Male",91
"2017-2018",16,"OCHILTREE COUNTY","Grade 10","Female",64
"2017-2018",16,"OCHILTREE COUNTY","Grade 10","Male",90
"2017-2018",16,"OCHILTREE COUNTY","Grade 11","Female",76
"2017-2018",16,"OCHILTREE COUNTY","Grade 11","Male",78
"2017-2018",16,"OCHILTREE COUNTY","Grade 12","Female",65
"2017-2018",16,"OCHILTREE COUNTY","Grade 12","Male",71
"2017-2018",16,"OLDHAM COUNTY","Pre-kindergarten","Female",16
"2017-2018",16,"OLDHAM COUNTY","Pre-kindergarten","Male",14
"2017-2018",16,"OLDHAM COUNTY","Kindergarten","Female",23
"2017-2018",16,"OLDHAM COUNTY","Kindergarten","Male",18
"2017-2018",16,"OLDHAM COUNTY","Grade  1","Female",23
"2017-2018",16,"OLDHAM COUNTY","Grade  1","Male",31
"2017-2018",16,"OLDHAM COUNTY","Grade  2","Female",22
"2017-2018",16,"OLDHAM COUNTY","Grade  2","Male",24
"2017-2018",16,"OLDHAM COUNTY","Grade  3","Female",25
"2017-2018",16,"OLDHAM COUNTY","Grade  3","Male",28
"2017-2018",16,"OLDHAM COUNTY","Grade  4","Female",25
"2017-2018",16,"OLDHAM COUNTY","Grade  4","Male",23
"2017-2018",16,"OLDHAM COUNTY","Grade  5","Female",26
"2017-2018",16,"OLDHAM COUNTY","Grade  5","Male",35
"2017-2018",16,"OLDHAM COUNTY","Grade  6","Female",34
"2017-2018",16,"OLDHAM COUNTY","Grade  6","Male",34
"2017-2018",16,"OLDHAM COUNTY","Grade  7","Female",36
"2017-2018",16,"OLDHAM COUNTY","Grade  7","Male",40
"2017-2018",16,"OLDHAM COUNTY","Grade  8","Female",44
"2017-2018",16,"OLDHAM COUNTY","Grade  8","Male",38
"2017-2018",16,"OLDHAM COUNTY","Grade  9","Female",49
"2017-2018",16,"OLDHAM COUNTY","Grade  9","Male",52
"2017-2018",16,"OLDHAM COUNTY","Grade 10","Female",46
"2017-2018",16,"OLDHAM COUNTY","Grade 10","Male",69
"2017-2018",16,"OLDHAM COUNTY","Grade 11","Female",38
"2017-2018",16,"OLDHAM COUNTY","Grade 11","Male",47
"2017-2018",16,"OLDHAM COUNTY","Grade 12","Female",37
"2017-2018",16,"OLDHAM COUNTY","Grade 12","Male",39
"2017-2018",05,"ORANGE COUNTY","Early Education","Female",21
"2017-2018",05,"ORANGE COUNTY","Early Education","Male",44
"2017-2018",05,"ORANGE COUNTY","Pre-kindergarten","Female",286
"2017-2018",05,"ORANGE COUNTY","Pre-kindergarten","Male",309
"2017-2018",05,"ORANGE COUNTY","Kindergarten","Female",510
"2017-2018",05,"ORANGE COUNTY","Kindergarten","Male",565
"2017-2018",05,"ORANGE COUNTY","Grade  1","Female",503
"2017-2018",05,"ORANGE COUNTY","Grade  1","Male",574
"2017-2018",05,"ORANGE COUNTY","Grade  2","Female",550
"2017-2018",05,"ORANGE COUNTY","Grade  2","Male",563
"2017-2018",05,"ORANGE COUNTY","Grade  3","Female",537
"2017-2018",05,"ORANGE COUNTY","Grade  3","Male",598
"2017-2018",05,"ORANGE COUNTY","Grade  4","Female",559
"2017-2018",05,"ORANGE COUNTY","Grade  4","Male",610
"2017-2018",05,"ORANGE COUNTY","Grade  5","Female",520
"2017-2018",05,"ORANGE COUNTY","Grade  5","Male",593
"2017-2018",05,"ORANGE COUNTY","Grade  6","Female",534
"2017-2018",05,"ORANGE COUNTY","Grade  6","Male",593
"2017-2018",05,"ORANGE COUNTY","Grade  7","Female",524
"2017-2018",05,"ORANGE COUNTY","Grade  7","Male",546
"2017-2018",05,"ORANGE COUNTY","Grade  8","Female",529
"2017-2018",05,"ORANGE COUNTY","Grade  8","Male",604
"2017-2018",05,"ORANGE COUNTY","Grade  9","Female",506
"2017-2018",05,"ORANGE COUNTY","Grade  9","Male",638
"2017-2018",05,"ORANGE COUNTY","Grade 10","Female",515
"2017-2018",05,"ORANGE COUNTY","Grade 10","Male",537
"2017-2018",05,"ORANGE COUNTY","Grade 11","Female",454
"2017-2018",05,"ORANGE COUNTY","Grade 11","Male",539
"2017-2018",05,"ORANGE COUNTY","Grade 12","Female",481
"2017-2018",05,"ORANGE COUNTY","Grade 12","Male",542
"2017-2018",11,"PALO PINTO COUNTY","Early Education","Female",8
"2017-2018",11,"PALO PINTO COUNTY","Early Education","Male",18
"2017-2018",11,"PALO PINTO COUNTY","Pre-kindergarten","Female",149
"2017-2018",11,"PALO PINTO COUNTY","Pre-kindergarten","Male",151
"2017-2018",11,"PALO PINTO COUNTY","Kindergarten","Female",177
"2017-2018",11,"PALO PINTO COUNTY","Kindergarten","Male",200
"2017-2018",11,"PALO PINTO COUNTY","Grade  1","Female",125
"2017-2018",11,"PALO PINTO COUNTY","Grade  1","Male",159
"2017-2018",11,"PALO PINTO COUNTY","Grade  2","Female",144
"2017-2018",11,"PALO PINTO COUNTY","Grade  2","Male",183
"2017-2018",11,"PALO PINTO COUNTY","Grade  3","Female",155
"2017-2018",11,"PALO PINTO COUNTY","Grade  3","Male",181
"2017-2018",11,"PALO PINTO COUNTY","Grade  4","Female",153
"2017-2018",11,"PALO PINTO COUNTY","Grade  4","Male",182
"2017-2018",11,"PALO PINTO COUNTY","Grade  5","Female",181
"2017-2018",11,"PALO PINTO COUNTY","Grade  5","Male",166
"2017-2018",11,"PALO PINTO COUNTY","Grade  6","Female",190
"2017-2018",11,"PALO PINTO COUNTY","Grade  6","Male",177
"2017-2018",11,"PALO PINTO COUNTY","Grade  7","Female",166
"2017-2018",11,"PALO PINTO COUNTY","Grade  7","Male",159
"2017-2018",11,"PALO PINTO COUNTY","Grade  8","Female",147
"2017-2018",11,"PALO PINTO COUNTY","Grade  8","Male",162
"2017-2018",11,"PALO PINTO COUNTY","Grade  9","Female",162
"2017-2018",11,"PALO PINTO COUNTY","Grade  9","Male",164
"2017-2018",11,"PALO PINTO COUNTY","Grade 10","Female",154
"2017-2018",11,"PALO PINTO COUNTY","Grade 10","Male",161
"2017-2018",11,"PALO PINTO COUNTY","Grade 11","Female",158
"2017-2018",11,"PALO PINTO COUNTY","Grade 11","Male",168
"2017-2018",11,"PALO PINTO COUNTY","Grade 12","Female",137
"2017-2018",11,"PALO PINTO COUNTY","Grade 12","Male",136
"2017-2018",07,"PANOLA COUNTY","Early Education","Female",6
"2017-2018",07,"PANOLA COUNTY","Early Education","Male",14
"2017-2018",07,"PANOLA COUNTY","Pre-kindergarten","Female",74
"2017-2018",07,"PANOLA COUNTY","Pre-kindergarten","Male",92
"2017-2018",07,"PANOLA COUNTY","Kindergarten","Female",126
"2017-2018",07,"PANOLA COUNTY","Kindergarten","Male",136
"2017-2018",07,"PANOLA COUNTY","Grade  1","Female",143
"2017-2018",07,"PANOLA COUNTY","Grade  1","Male",109
"2017-2018",07,"PANOLA COUNTY","Grade  2","Female",134
"2017-2018",07,"PANOLA COUNTY","Grade  2","Male",147
"2017-2018",07,"PANOLA COUNTY","Grade  3","Female",145
"2017-2018",07,"PANOLA COUNTY","Grade  3","Male",136
"2017-2018",07,"PANOLA COUNTY","Grade  4","Female",142
"2017-2018",07,"PANOLA COUNTY","Grade  4","Male",149
"2017-2018",07,"PANOLA COUNTY","Grade  5","Female",136
"2017-2018",07,"PANOLA COUNTY","Grade  5","Male",166
"2017-2018",07,"PANOLA COUNTY","Grade  6","Female",119
"2017-2018",07,"PANOLA COUNTY","Grade  6","Male",135
"2017-2018",07,"PANOLA COUNTY","Grade  7","Female",140
"2017-2018",07,"PANOLA COUNTY","Grade  7","Male",184
"2017-2018",07,"PANOLA COUNTY","Grade  8","Female",167
"2017-2018",07,"PANOLA COUNTY","Grade  8","Male",122
"2017-2018",07,"PANOLA COUNTY","Grade  9","Female",137
"2017-2018",07,"PANOLA COUNTY","Grade  9","Male",196
"2017-2018",07,"PANOLA COUNTY","Grade 10","Female",146
"2017-2018",07,"PANOLA COUNTY","Grade 10","Male",156
"2017-2018",07,"PANOLA COUNTY","Grade 11","Female",131
"2017-2018",07,"PANOLA COUNTY","Grade 11","Male",179
"2017-2018",07,"PANOLA COUNTY","Grade 12","Female",135
"2017-2018",07,"PANOLA COUNTY","Grade 12","Male",167
"2017-2018",11,"PARKER COUNTY","Early Education","Female",36
"2017-2018",11,"PARKER COUNTY","Early Education","Male",64
"2017-2018",11,"PARKER COUNTY","Pre-kindergarten","Female",196
"2017-2018",11,"PARKER COUNTY","Pre-kindergarten","Male",209
"2017-2018",11,"PARKER COUNTY","Kindergarten","Female",765
"2017-2018",11,"PARKER COUNTY","Kindergarten","Male",818
"2017-2018",11,"PARKER COUNTY","Grade  1","Female",739
"2017-2018",11,"PARKER COUNTY","Grade  1","Male",824
"2017-2018",11,"PARKER COUNTY","Grade  2","Female",835
"2017-2018",11,"PARKER COUNTY","Grade  2","Male",826
"2017-2018",11,"PARKER COUNTY","Grade  3","Female",782
"2017-2018",11,"PARKER COUNTY","Grade  3","Male",829
"2017-2018",11,"PARKER COUNTY","Grade  4","Female",881
"2017-2018",11,"PARKER COUNTY","Grade  4","Male",915
"2017-2018",11,"PARKER COUNTY","Grade  5","Female",848
"2017-2018",11,"PARKER COUNTY","Grade  5","Male",935
"2017-2018",11,"PARKER COUNTY","Grade  6","Female",756
"2017-2018",11,"PARKER COUNTY","Grade  6","Male",830
"2017-2018",11,"PARKER COUNTY","Grade  7","Female",852
"2017-2018",11,"PARKER COUNTY","Grade  7","Male",859
"2017-2018",11,"PARKER COUNTY","Grade  8","Female",816
"2017-2018",11,"PARKER COUNTY","Grade  8","Male",821
"2017-2018",11,"PARKER COUNTY","Grade  9","Female",822
"2017-2018",11,"PARKER COUNTY","Grade  9","Male",920
"2017-2018",11,"PARKER COUNTY","Grade 10","Female",773
"2017-2018",11,"PARKER COUNTY","Grade 10","Male",851
"2017-2018",11,"PARKER COUNTY","Grade 11","Female",771
"2017-2018",11,"PARKER COUNTY","Grade 11","Male",805
"2017-2018",11,"PARKER COUNTY","Grade 12","Female",691
"2017-2018",11,"PARKER COUNTY","Grade 12","Male",707
"2017-2018",16,"PARMER COUNTY","Early Education","Female",5
"2017-2018",16,"PARMER COUNTY","Early Education","Male",5
"2017-2018",16,"PARMER COUNTY","Pre-kindergarten","Female",75
"2017-2018",16,"PARMER COUNTY","Pre-kindergarten","Male",73
"2017-2018",16,"PARMER COUNTY","Kindergarten","Female",87
"2017-2018",16,"PARMER COUNTY","Kindergarten","Male",97
"2017-2018",16,"PARMER COUNTY","Grade  1","Female",90
"2017-2018",16,"PARMER COUNTY","Grade  1","Male",84
"2017-2018",16,"PARMER COUNTY","Grade  2","Female",85
"2017-2018",16,"PARMER COUNTY","Grade  2","Male",102
"2017-2018",16,"PARMER COUNTY","Grade  3","Female",94
"2017-2018",16,"PARMER COUNTY","Grade  3","Male",88
"2017-2018",16,"PARMER COUNTY","Grade  4","Female",83
"2017-2018",16,"PARMER COUNTY","Grade  4","Male",95
"2017-2018",16,"PARMER COUNTY","Grade  5","Female",89
"2017-2018",16,"PARMER COUNTY","Grade  5","Male",78
"2017-2018",16,"PARMER COUNTY","Grade  6","Female",73
"2017-2018",16,"PARMER COUNTY","Grade  6","Male",93
"2017-2018",16,"PARMER COUNTY","Grade  7","Female",78
"2017-2018",16,"PARMER COUNTY","Grade  7","Male",88
"2017-2018",16,"PARMER COUNTY","Grade  8","Female",75
"2017-2018",16,"PARMER COUNTY","Grade  8","Male",91
"2017-2018",16,"PARMER COUNTY","Grade  9","Female",76
"2017-2018",16,"PARMER COUNTY","Grade  9","Male",77
"2017-2018",16,"PARMER COUNTY","Grade 10","Female",89
"2017-2018",16,"PARMER COUNTY","Grade 10","Male",88
"2017-2018",16,"PARMER COUNTY","Grade 11","Female",82
"2017-2018",16,"PARMER COUNTY","Grade 11","Male",73
"2017-2018",16,"PARMER COUNTY","Grade 12","Female",53
"2017-2018",16,"PARMER COUNTY","Grade 12","Male",82
"2017-2018",18,"PECOS COUNTY","Early Education","Female",-9999999
"2017-2018",18,"PECOS COUNTY","Early Education","Male",10
"2017-2018",18,"PECOS COUNTY","Pre-kindergarten","Female",38
"2017-2018",18,"PECOS COUNTY","Pre-kindergarten","Male",27
"2017-2018",18,"PECOS COUNTY","Kindergarten","Female",114
"2017-2018",18,"PECOS COUNTY","Kindergarten","Male",128
"2017-2018",18,"PECOS COUNTY","Grade  1","Female",117
"2017-2018",18,"PECOS COUNTY","Grade  1","Male",115
"2017-2018",18,"PECOS COUNTY","Grade  2","Female",112
"2017-2018",18,"PECOS COUNTY","Grade  2","Male",125
"2017-2018",18,"PECOS COUNTY","Grade  3","Female",143
"2017-2018",18,"PECOS COUNTY","Grade  3","Male",127
"2017-2018",18,"PECOS COUNTY","Grade  4","Female",110
"2017-2018",18,"PECOS COUNTY","Grade  4","Male",151
"2017-2018",18,"PECOS COUNTY","Grade  5","Female",134
"2017-2018",18,"PECOS COUNTY","Grade  5","Male",140
"2017-2018",18,"PECOS COUNTY","Grade  6","Female",104
"2017-2018",18,"PECOS COUNTY","Grade  6","Male",106
"2017-2018",18,"PECOS COUNTY","Grade  7","Female",119
"2017-2018",18,"PECOS COUNTY","Grade  7","Male",119
"2017-2018",18,"PECOS COUNTY","Grade  8","Female",123
"2017-2018",18,"PECOS COUNTY","Grade  8","Male",131
"2017-2018",18,"PECOS COUNTY","Grade  9","Female",107
"2017-2018",18,"PECOS COUNTY","Grade  9","Male",136
"2017-2018",18,"PECOS COUNTY","Grade 10","Female",97
"2017-2018",18,"PECOS COUNTY","Grade 10","Male",143
"2017-2018",18,"PECOS COUNTY","Grade 11","Female",114
"2017-2018",18,"PECOS COUNTY","Grade 11","Male",132
"2017-2018",18,"PECOS COUNTY","Grade 12","Female",87
"2017-2018",18,"PECOS COUNTY","Grade 12","Male",116
"2017-2018",06,"POLK COUNTY","Early Education","Female",8
"2017-2018",06,"POLK COUNTY","Early Education","Male",14
"2017-2018",06,"POLK COUNTY","Pre-kindergarten","Female",173
"2017-2018",06,"POLK COUNTY","Pre-kindergarten","Male",155
"2017-2018",06,"POLK COUNTY","Kindergarten","Female",258
"2017-2018",06,"POLK COUNTY","Kindergarten","Male",256
"2017-2018",06,"POLK COUNTY","Grade  1","Female",224
"2017-2018",06,"POLK COUNTY","Grade  1","Male",259
"2017-2018",06,"POLK COUNTY","Grade  2","Female",257
"2017-2018",06,"POLK COUNTY","Grade  2","Male",265
"2017-2018",06,"POLK COUNTY","Grade  3","Female",259
"2017-2018",06,"POLK COUNTY","Grade  3","Male",286
"2017-2018",06,"POLK COUNTY","Grade  4","Female",269
"2017-2018",06,"POLK COUNTY","Grade  4","Male",260
"2017-2018",06,"POLK COUNTY","Grade  5","Female",249
"2017-2018",06,"POLK COUNTY","Grade  5","Male",302
"2017-2018",06,"POLK COUNTY","Grade  6","Female",265
"2017-2018",06,"POLK COUNTY","Grade  6","Male",301
"2017-2018",06,"POLK COUNTY","Grade  7","Female",268
"2017-2018",06,"POLK COUNTY","Grade  7","Male",270
"2017-2018",06,"POLK COUNTY","Grade  8","Female",222
"2017-2018",06,"POLK COUNTY","Grade  8","Male",279
"2017-2018",06,"POLK COUNTY","Grade  9","Female",242
"2017-2018",06,"POLK COUNTY","Grade  9","Male",322
"2017-2018",06,"POLK COUNTY","Grade 10","Female",249
"2017-2018",06,"POLK COUNTY","Grade 10","Male",248
"2017-2018",06,"POLK COUNTY","Grade 11","Female",209
"2017-2018",06,"POLK COUNTY","Grade 11","Male",221
"2017-2018",06,"POLK COUNTY","Grade 12","Female",202
"2017-2018",06,"POLK COUNTY","Grade 12","Male",202
"2017-2018",16,"POTTER COUNTY","Early Education","Female",47
"2017-2018",16,"POTTER COUNTY","Early Education","Male",114
"2017-2018",16,"POTTER COUNTY","Pre-kindergarten","Female",929
"2017-2018",16,"POTTER COUNTY","Pre-kindergarten","Male",1041
"2017-2018",16,"POTTER COUNTY","Kindergarten","Female",1296
"2017-2018",16,"POTTER COUNTY","Kindergarten","Male",1359
"2017-2018",16,"POTTER COUNTY","Grade  1","Female",1350
"2017-2018",16,"POTTER COUNTY","Grade  1","Male",1387
"2017-2018",16,"POTTER COUNTY","Grade  2","Female",1340
"2017-2018",16,"POTTER COUNTY","Grade  2","Male",1405
"2017-2018",16,"POTTER COUNTY","Grade  3","Female",1490
"2017-2018",16,"POTTER COUNTY","Grade  3","Male",1415
"2017-2018",16,"POTTER COUNTY","Grade  4","Female",1372
"2017-2018",16,"POTTER COUNTY","Grade  4","Male",1485
"2017-2018",16,"POTTER COUNTY","Grade  5","Female",1398
"2017-2018",16,"POTTER COUNTY","Grade  5","Male",1472
"2017-2018",16,"POTTER COUNTY","Grade  6","Female",1314
"2017-2018",16,"POTTER COUNTY","Grade  6","Male",1309
"2017-2018",16,"POTTER COUNTY","Grade  7","Female",1368
"2017-2018",16,"POTTER COUNTY","Grade  7","Male",1351
"2017-2018",16,"POTTER COUNTY","Grade  8","Female",1286
"2017-2018",16,"POTTER COUNTY","Grade  8","Male",1401
"2017-2018",16,"POTTER COUNTY","Grade  9","Female",1361
"2017-2018",16,"POTTER COUNTY","Grade  9","Male",1379
"2017-2018",16,"POTTER COUNTY","Grade 10","Female",1211
"2017-2018",16,"POTTER COUNTY","Grade 10","Male",1320
"2017-2018",16,"POTTER COUNTY","Grade 11","Female",1157
"2017-2018",16,"POTTER COUNTY","Grade 11","Male",1220
"2017-2018",16,"POTTER COUNTY","Grade 12","Female",1077
"2017-2018",16,"POTTER COUNTY","Grade 12","Male",1044
"2017-2018",18,"PRESIDIO COUNTY","Early Education","Female",0
"2017-2018",18,"PRESIDIO COUNTY","Early Education","Male",-9999999
"2017-2018",18,"PRESIDIO COUNTY","Pre-kindergarten","Female",39
"2017-2018",18,"PRESIDIO COUNTY","Pre-kindergarten","Male",37
"2017-2018",18,"PRESIDIO COUNTY","Kindergarten","Female",42
"2017-2018",18,"PRESIDIO COUNTY","Kindergarten","Male",48
"2017-2018",18,"PRESIDIO COUNTY","Grade  1","Female",48
"2017-2018",18,"PRESIDIO COUNTY","Grade  1","Male",44
"2017-2018",18,"PRESIDIO COUNTY","Grade  2","Female",46
"2017-2018",18,"PRESIDIO COUNTY","Grade  2","Male",50
"2017-2018",18,"PRESIDIO COUNTY","Grade  3","Female",47
"2017-2018",18,"PRESIDIO COUNTY","Grade  3","Male",56
"2017-2018",18,"PRESIDIO COUNTY","Grade  4","Female",55
"2017-2018",18,"PRESIDIO COUNTY","Grade  4","Male",55
"2017-2018",18,"PRESIDIO COUNTY","Grade  5","Female",58
"2017-2018",18,"PRESIDIO COUNTY","Grade  5","Male",56
"2017-2018",18,"PRESIDIO COUNTY","Grade  6","Female",42
"2017-2018",18,"PRESIDIO COUNTY","Grade  6","Male",57
"2017-2018",18,"PRESIDIO COUNTY","Grade  7","Female",65
"2017-2018",18,"PRESIDIO COUNTY","Grade  7","Male",61
"2017-2018",18,"PRESIDIO COUNTY","Grade  8","Female",54
"2017-2018",18,"PRESIDIO COUNTY","Grade  8","Male",69
"2017-2018",18,"PRESIDIO COUNTY","Grade  9","Female",91
"2017-2018",18,"PRESIDIO COUNTY","Grade  9","Male",82
"2017-2018",18,"PRESIDIO COUNTY","Grade 10","Female",64
"2017-2018",18,"PRESIDIO COUNTY","Grade 10","Male",64
"2017-2018",18,"PRESIDIO COUNTY","Grade 11","Female",77
"2017-2018",18,"PRESIDIO COUNTY","Grade 11","Male",63
"2017-2018",18,"PRESIDIO COUNTY","Grade 12","Female",53
"2017-2018",18,"PRESIDIO COUNTY","Grade 12","Male",55
"2017-2018",07,"RAINS COUNTY","Early Education","Female",-9999999
"2017-2018",07,"RAINS COUNTY","Early Education","Male",-9999999
"2017-2018",07,"RAINS COUNTY","Pre-kindergarten","Female",40
"2017-2018",07,"RAINS COUNTY","Pre-kindergarten","Male",35
"2017-2018",07,"RAINS COUNTY","Kindergarten","Female",49
"2017-2018",07,"RAINS COUNTY","Kindergarten","Male",70
"2017-2018",07,"RAINS COUNTY","Grade  1","Female",60
"2017-2018",07,"RAINS COUNTY","Grade  1","Male",74
"2017-2018",07,"RAINS COUNTY","Grade  2","Female",63
"2017-2018",07,"RAINS COUNTY","Grade  2","Male",70
"2017-2018",07,"RAINS COUNTY","Grade  3","Female",60
"2017-2018",07,"RAINS COUNTY","Grade  3","Male",73
"2017-2018",07,"RAINS COUNTY","Grade  4","Female",50
"2017-2018",07,"RAINS COUNTY","Grade  4","Male",76
"2017-2018",07,"RAINS COUNTY","Grade  5","Female",60
"2017-2018",07,"RAINS COUNTY","Grade  5","Male",58
"2017-2018",07,"RAINS COUNTY","Grade  6","Female",56
"2017-2018",07,"RAINS COUNTY","Grade  6","Male",66
"2017-2018",07,"RAINS COUNTY","Grade  7","Female",56
"2017-2018",07,"RAINS COUNTY","Grade  7","Male",75
"2017-2018",07,"RAINS COUNTY","Grade  8","Female",60
"2017-2018",07,"RAINS COUNTY","Grade  8","Male",68
"2017-2018",07,"RAINS COUNTY","Grade  9","Female",58
"2017-2018",07,"RAINS COUNTY","Grade  9","Male",71
"2017-2018",07,"RAINS COUNTY","Grade 10","Female",67
"2017-2018",07,"RAINS COUNTY","Grade 10","Male",75
"2017-2018",07,"RAINS COUNTY","Grade 11","Female",58
"2017-2018",07,"RAINS COUNTY","Grade 11","Male",51
"2017-2018",07,"RAINS COUNTY","Grade 12","Female",48
"2017-2018",07,"RAINS COUNTY","Grade 12","Male",51
"2017-2018",16,"RANDALL COUNTY","Early Education","Female",30
"2017-2018",16,"RANDALL COUNTY","Early Education","Male",49
"2017-2018",16,"RANDALL COUNTY","Pre-kindergarten","Female",65
"2017-2018",16,"RANDALL COUNTY","Pre-kindergarten","Male",62
