System ID, System Name, Total, Grade PK,Grade KK, Grade 01,Grade 02,Grade 03,Grade 04,Grade 05,Grade 06,Grade 07,Grade 08,Grade 09,Grade 10,Grade 11,Grade 12
601,Appling County,3596,236,279,227,260,278,296,282,260,263,249,278,233,242,213
602,Atkinson County,1708,99,123,132,123,129,134,127,130,120,110,133,131,114,103
761,Atlanta Public Schools,51662,1345,4589,4639,4723,4765,4616,4377,3785,3597,3339,3670,3005,2675,2537
603,Bacon County,2134,98,176,138,171,150,181,158,185,157,158,154,132,145,131
604,Baker County,280,18,26,16,21,24,18,15,22,24,20,22,14,24,16
605,Baldwin County,5168,292,408,416,397,436,485,453,380,387,362,359,269,275,249
606,Banks County,2801,22,211,196,196,201,216,218,245,228,201,216,241,189,221
607,Barrow County,13864,520,1048,988,990,1087,1095,1144,1116,1106,1051,1063,995,878,783
608,Bartow County,13445,471,952,957,933,1021,1064,1069,1009,986,1070,1105,931,957,920
609,Ben Hill County,3111,168,236,246,228,256,245,272,236,217,216,227,203,189,172
610,Berrien County,3119,147,220,246,237,228,240,262,238,254,241,239,209,195,163
611,Bibb County,24007,896,1967,1948,1946,2027,1968,1873,1720,1694,1724,1957,1536,1433,1318
612,Bleckley County,2563,167,184,200,193,208,201,177,179,163,184,168,190,178,171
613,Brantley County,3428,202,225,282,256,279,258,229,266,223,262,264,246,222,214
763,Bremen City,2292,74,154,163,158,164,178,191,173,172,178,166,176,195,150
614,Brooks County,2160,117,174,172,171,155,163,163,156,144,135,190,142,144,134
615,Bryan County,9276,326,664,647,666,672,774,697,670,735,717,745,669,674,620
764,Buford City,4799,26,355,389,354,407,349,386,398,357,380,403,340,336,319
616,Bulloch County,10473,518,829,837,806,809,793,831,803,753,752,731,704,686,621
617,Burke County,4183,287,291,278,277,310,302,308,338,314,325,394,267,263,229
618,Butts County,3478,163,274,240,265,245,259,266,283,274,260,277,239,232,201
765,Calhoun City,4058,187,260,270,303,303,323,335,331,321,335,318,272,253,247
619,Calhoun County,576,31,44,30,42,26,42,53,37,44,40,45,52,47,43
620,Camden County,9168,279,744,714,755,725,766,749,652,666,667,634,673,590,554
621,Candler County,2194,152,151,170,143,157,189,171,168,167,177,183,140,111,115
622,Carroll County,14893,617,1065,1097,1114,1134,1221,1196,1152,1031,1054,1181,1127,997,907
766,Carrollton City,5134,173,373,362,388,357,357,367,376,397,392,431,386,394,381
767,Cartersville City,4507,159,306,315,323,312,310,350,368,359,392,371,352,293,297
623,Catoosa County,10748,312,762,745,738,817,792,849,778,826,838,870,837,801,783
624,Charlton County,1720,94,139,152,131,154,147,120,118,113,124,107,105,113,103
626,Chattahoochee County,859,34,36,48,48,43,39,43,46,48,52,125,113,90,94
627,Chattooga County,2812,113,229,194,203,215,235,231,197,173,202,192,214,208,206
628,Cherokee County,42178,512,2865,2898,2857,3166,3193,3338,3430,3361,3379,3835,3364,2963,3017
769,Chickamauga City,1312,1,97,77,79,91,93,101,102,118,116,118,107,107,105
773,City Schools of Decatur,5518,201,440,476,447,475,458,437,453,412,390,409,332,327,261
629,Clarke County,13476,950,1137,1097,1074,1132,1054,1086,998,903,910,1053,798,693,591
630,Clay County,226,28,18,15,19,32,23,25,25,23,18,0,0,0,0
631,Clayton County,54273,951,3984,4163,4310,4372,4636,4551,4293,4224,4136,4547,3888,3208,3010
632,Clinch County,1401,94,106,102,114,103,103,93,100,100,99,100,101,96,90
633,Cobb County,111678,1198,7867,8004,8131,8446,8603,8907,8593,8560,8666,9787,9000,7782,8134
634,Coffee County,7706,462,591,608,573,646,640,583,528,527,534,533,535,448,498
635,Colquitt County,9583,586,727,793,734,770,762,736,712,681,638,630,629,633,552
