"Year","Region","County Name","Grade Level Name","Enrollment by Grade Level"
"2016-2017",07,"ANDERSON COUNTY","Early Education",24
"2016-2017",07,"ANDERSON COUNTY","Pre-kindergarten",377
"2016-2017",07,"ANDERSON COUNTY","Kindergarten",663
"2016-2017",07,"ANDERSON COUNTY","Grade  1",615
"2016-2017",07,"ANDERSON COUNTY","Grade  2",672
"2016-2017",07,"ANDERSON COUNTY","Grade  3",613
"2016-2017",07,"ANDERSON COUNTY","Grade  4",625
"2016-2017",07,"ANDERSON COUNTY","Grade  5",618
"2016-2017",07,"ANDERSON COUNTY","Grade  6",623
"2016-2017",07,"ANDERSON COUNTY","Grade  7",640
"2016-2017",07,"ANDERSON COUNTY","Grade  8",623
"2016-2017",07,"ANDERSON COUNTY","Grade  9",679
"2016-2017",07,"ANDERSON COUNTY","Grade 10",624
"2016-2017",07,"ANDERSON COUNTY","Grade 11",599
"2016-2017",07,"ANDERSON COUNTY","Grade 12",544
"2016-2017",18,"ANDREWS COUNTY","Early Education",20
"2016-2017",18,"ANDREWS COUNTY","Pre-kindergarten",133
"2016-2017",18,"ANDREWS COUNTY","Kindergarten",308
"2016-2017",18,"ANDREWS COUNTY","Grade  1",292
"2016-2017",18,"ANDREWS COUNTY","Grade  2",317
"2016-2017",18,"ANDREWS COUNTY","Grade  3",292
"2016-2017",18,"ANDREWS COUNTY","Grade  4",359
"2016-2017",18,"ANDREWS COUNTY","Grade  5",293
"2016-2017",18,"ANDREWS COUNTY","Grade  6",310
"2016-2017",18,"ANDREWS COUNTY","Grade  7",311
"2016-2017",18,"ANDREWS COUNTY","Grade  8",302
"2016-2017",18,"ANDREWS COUNTY","Grade  9",286
"2016-2017",18,"ANDREWS COUNTY","Grade 10",287
"2016-2017",18,"ANDREWS COUNTY","Grade 11",238
"2016-2017",18,"ANDREWS COUNTY","Grade 12",218
"2016-2017",07,"ANGELINA COUNTY","Early Education",54
"2016-2017",07,"ANGELINA COUNTY","Pre-kindergarten",1111
"2016-2017",07,"ANGELINA COUNTY","Kindergarten",1236
"2016-2017",07,"ANGELINA COUNTY","Grade  1",1288
"2016-2017",07,"ANGELINA COUNTY","Grade  2",1287
"2016-2017",07,"ANGELINA COUNTY","Grade  3",1302
"2016-2017",07,"ANGELINA COUNTY","Grade  4",1378
"2016-2017",07,"ANGELINA COUNTY","Grade  5",1295
"2016-2017",07,"ANGELINA COUNTY","Grade  6",1261
"2016-2017",07,"ANGELINA COUNTY","Grade  7",1314
"2016-2017",07,"ANGELINA COUNTY","Grade  8",1179
"2016-2017",07,"ANGELINA COUNTY","Grade  9",1348
"2016-2017",07,"ANGELINA COUNTY","Grade 10",1268
"2016-2017",07,"ANGELINA COUNTY","Grade 11",1213
"2016-2017",07,"ANGELINA COUNTY","Grade 12",1120
"2016-2017",02,"ARANSAS COUNTY","Early Education",5
"2016-2017",02,"ARANSAS COUNTY","Pre-kindergarten",86
"2016-2017",02,"ARANSAS COUNTY","Kindergarten",257
"2016-2017",02,"ARANSAS COUNTY","Grade  1",271
"2016-2017",02,"ARANSAS COUNTY","Grade  2",253
"2016-2017",02,"ARANSAS COUNTY","Grade  3",264
"2016-2017",02,"ARANSAS COUNTY","Grade  4",244
"2016-2017",02,"ARANSAS COUNTY","Grade  5",248
"2016-2017",02,"ARANSAS COUNTY","Grade  6",269
"2016-2017",02,"ARANSAS COUNTY","Grade  7",290
"2016-2017",02,"ARANSAS COUNTY","Grade  8",218
"2016-2017",02,"ARANSAS COUNTY","Grade  9",271
"2016-2017",02,"ARANSAS COUNTY","Grade 10",266
"2016-2017",02,"ARANSAS COUNTY","Grade 11",255
"2016-2017",02,"ARANSAS COUNTY","Grade 12",197
"2016-2017",09,"ARCHER COUNTY","Early Education",7
"2016-2017",09,"ARCHER COUNTY","Pre-kindergarten",51
"2016-2017",09,"ARCHER COUNTY","Kindergarten",126
"2016-2017",09,"ARCHER COUNTY","Grade  1",115
"2016-2017",09,"ARCHER COUNTY","Grade  2",123
"2016-2017",09,"ARCHER COUNTY","Grade  3",141
"2016-2017",09,"ARCHER COUNTY","Grade  4",125
"2016-2017",09,"ARCHER COUNTY","Grade  5",142
"2016-2017",09,"ARCHER COUNTY","Grade  6",154
"2016-2017",09,"ARCHER COUNTY","Grade  7",148
"2016-2017",09,"ARCHER COUNTY","Grade  8",137
"2016-2017",09,"ARCHER COUNTY","Grade  9",154
"2016-2017",09,"ARCHER COUNTY","Grade 10",147
"2016-2017",09,"ARCHER COUNTY","Grade 11",144
"2016-2017",09,"ARCHER COUNTY","Grade 12",164
"2016-2017",16,"ARMSTRONG COUNTY","Pre-kindergarten",19
"2016-2017",16,"ARMSTRONG COUNTY","Kindergarten",24
"2016-2017",16,"ARMSTRONG COUNTY","Grade  1",26
"2016-2017",16,"ARMSTRONG COUNTY","Grade  2",24
"2016-2017",16,"ARMSTRONG COUNTY","Grade  3",24
"2016-2017",16,"ARMSTRONG COUNTY","Grade  4",24
"2016-2017",16,"ARMSTRONG COUNTY","Grade  5",22
"2016-2017",16,"ARMSTRONG COUNTY","Grade  6",29
"2016-2017",16,"ARMSTRONG COUNTY","Grade  7",20
"2016-2017",16,"ARMSTRONG COUNTY","Grade  8",25
"2016-2017",16,"ARMSTRONG COUNTY","Grade  9",22
"2016-2017",16,"ARMSTRONG COUNTY","Grade 10",26
"2016-2017",16,"ARMSTRONG COUNTY","Grade 11",25
"2016-2017",16,"ARMSTRONG COUNTY","Grade 12",25
"2016-2017",20,"ATASCOSA COUNTY","Early Education",39
"2016-2017",20,"ATASCOSA COUNTY","Pre-kindergarten",377
"2016-2017",20,"ATASCOSA COUNTY","Kindergarten",622
"2016-2017",20,"ATASCOSA COUNTY","Grade  1",642
"2016-2017",20,"ATASCOSA COUNTY","Grade  2",716
"2016-2017",20,"ATASCOSA COUNTY","Grade  3",638
"2016-2017",20,"ATASCOSA COUNTY","Grade  4",727
"2016-2017",20,"ATASCOSA COUNTY","Grade  5",646
"2016-2017",20,"ATASCOSA COUNTY","Grade  6",660
"2016-2017",20,"ATASCOSA COUNTY","Grade  7",678
"2016-2017",20,"ATASCOSA COUNTY","Grade  8",639
"2016-2017",20,"ATASCOSA COUNTY","Grade  9",707
"2016-2017",20,"ATASCOSA COUNTY","Grade 10",674
"2016-2017",20,"ATASCOSA COUNTY","Grade 11",597
"2016-2017",20,"ATASCOSA COUNTY","Grade 12",566
"2016-2017",06,"AUSTIN COUNTY","Early Education",25
"2016-2017",06,"AUSTIN COUNTY","Pre-kindergarten",193
"2016-2017",06,"AUSTIN COUNTY","Kindergarten",362
"2016-2017",06,"AUSTIN COUNTY","Grade  1",426
"2016-2017",06,"AUSTIN COUNTY","Grade  2",423
"2016-2017",06,"AUSTIN COUNTY","Grade  3",459
"2016-2017",06,"AUSTIN COUNTY","Grade  4",430
"2016-2017",06,"AUSTIN COUNTY","Grade  5",405
"2016-2017",06,"AUSTIN COUNTY","Grade  6",424
"2016-2017",06,"AUSTIN COUNTY","Grade  7",445
"2016-2017",06,"AUSTIN COUNTY","Grade  8",472
"2016-2017",06,"AUSTIN COUNTY","Grade  9",499
"2016-2017",06,"AUSTIN COUNTY","Grade 10",455
"2016-2017",06,"AUSTIN COUNTY","Grade 11",467
"2016-2017",06,"AUSTIN COUNTY","Grade 12",400
"2016-2017",17,"BAILEY COUNTY","Early Education",10
"2016-2017",17,"BAILEY COUNTY","Pre-kindergarten",66
"2016-2017",17,"BAILEY COUNTY","Kindergarten",113
"2016-2017",17,"BAILEY COUNTY","Grade  1",113
"2016-2017",17,"BAILEY COUNTY","Grade  2",118
"2016-2017",17,"BAILEY COUNTY","Grade  3",114
"2016-2017",17,"BAILEY COUNTY","Grade  4",119
"2016-2017",17,"BAILEY COUNTY","Grade  5",116
"2016-2017",17,"BAILEY COUNTY","Grade  6",112
"2016-2017",17,"BAILEY COUNTY","Grade  7",103
"2016-2017",17,"BAILEY COUNTY","Grade  8",94
"2016-2017",17,"BAILEY COUNTY","Grade  9",94
"2016-2017",17,"BAILEY COUNTY","Grade 10",106
"2016-2017",17,"BAILEY COUNTY","Grade 11",91
"2016-2017",17,"BAILEY COUNTY","Grade 12",84
"2016-2017",20,"BANDERA COUNTY","Early Education",15
"2016-2017",20,"BANDERA COUNTY","Pre-kindergarten",110
"2016-2017",20,"BANDERA COUNTY","Kindergarten",169
"2016-2017",20,"BANDERA COUNTY","Grade  1",165
"2016-2017",20,"BANDERA COUNTY","Grade  2",194
"2016-2017",20,"BANDERA COUNTY","Grade  3",202
"2016-2017",20,"BANDERA COUNTY","Grade  4",185
"2016-2017",20,"BANDERA COUNTY","Grade  5",182
"2016-2017",20,"BANDERA COUNTY","Grade  6",195
"2016-2017",20,"BANDERA COUNTY","Grade  7",188
"2016-2017",20,"BANDERA COUNTY","Grade  8",188
"2016-2017",20,"BANDERA COUNTY","Grade  9",200
"2016-2017",20,"BANDERA COUNTY","Grade 10",212
"2016-2017",20,"BANDERA COUNTY","Grade 11",189
"2016-2017",20,"BANDERA COUNTY","Grade 12",155
"2016-2017",13,"BASTROP COUNTY","Early Education",64
"2016-2017",13,"BASTROP COUNTY","Pre-kindergarten",684
"2016-2017",13,"BASTROP COUNTY","Kindergarten",1142
"2016-2017",13,"BASTROP COUNTY","Grade  1",1159
"2016-2017",13,"BASTROP COUNTY","Grade  2",1271
"2016-2017",13,"BASTROP COUNTY","Grade  3",1264
"2016-2017",13,"BASTROP COUNTY","Grade  4",1340
"2016-2017",13,"BASTROP COUNTY","Grade  5",1323
"2016-2017",13,"BASTROP COUNTY","Grade  6",1248
"2016-2017",13,"BASTROP COUNTY","Grade  7",1270
"2016-2017",13,"BASTROP COUNTY","Grade  8",1269
"2016-2017",13,"BASTROP COUNTY","Grade  9",1448
"2016-2017",13,"BASTROP COUNTY","Grade 10",1280
"2016-2017",13,"BASTROP COUNTY","Grade 11",1181
"2016-2017",13,"BASTROP COUNTY","Grade 12",1017
"2016-2017",09,"BAYLOR COUNTY","Early Education",5
"2016-2017",09,"BAYLOR COUNTY","Pre-kindergarten",25
"2016-2017",09,"BAYLOR COUNTY","Kindergarten",37
"2016-2017",09,"BAYLOR COUNTY","Grade  1",55
"2016-2017",09,"BAYLOR COUNTY","Grade  2",44
"2016-2017",09,"BAYLOR COUNTY","Grade  3",38
"2016-2017",09,"BAYLOR COUNTY","Grade  4",34
"2016-2017",09,"BAYLOR COUNTY","Grade  5",48
"2016-2017",09,"BAYLOR COUNTY","Grade  6",52
"2016-2017",09,"BAYLOR COUNTY","Grade  7",42
"2016-2017",09,"BAYLOR COUNTY","Grade  8",47
"2016-2017",09,"BAYLOR COUNTY","Grade  9",38
"2016-2017",09,"BAYLOR COUNTY","Grade 10",45
"2016-2017",09,"BAYLOR COUNTY","Grade 11",37
"2016-2017",09,"BAYLOR COUNTY","Grade 12",48
"2016-2017",02,"BEE COUNTY","Early Education",32
"2016-2017",02,"BEE COUNTY","Pre-kindergarten",377
"2016-2017",02,"BEE COUNTY","Kindergarten",357
"2016-2017",02,"BEE COUNTY","Grade  1",393
"2016-2017",02,"BEE COUNTY","Grade  2",399
"2016-2017",02,"BEE COUNTY","Grade  3",431
"2016-2017",02,"BEE COUNTY","Grade  4",399
"2016-2017",02,"BEE COUNTY","Grade  5",397
"2016-2017",02,"BEE COUNTY","Grade  6",401
"2016-2017",02,"BEE COUNTY","Grade  7",361
"2016-2017",02,"BEE COUNTY","Grade  8",373
"2016-2017",02,"BEE COUNTY","Grade  9",416
"2016-2017",02,"BEE COUNTY","Grade 10",405
"2016-2017",02,"BEE COUNTY","Grade 11",325
"2016-2017",02,"BEE COUNTY","Grade 12",312
"2016-2017",12,"BELL COUNTY/12","Early Education",249
"2016-2017",12,"BELL COUNTY/12","Pre-kindergarten",4456
"2016-2017",12,"BELL COUNTY/12","Kindergarten",5530
"2016-2017",12,"BELL COUNTY/12","Grade  1",5823
"2016-2017",12,"BELL COUNTY/12","Grade  2",5775
"2016-2017",12,"BELL COUNTY/12","Grade  3",5752
"2016-2017",12,"BELL COUNTY/12","Grade  4",5629
"2016-2017",12,"BELL COUNTY/12","Grade  5",5379
"2016-2017",12,"BELL COUNTY/12","Grade  6",5135
"2016-2017",12,"BELL COUNTY/12","Grade  7",4908
"2016-2017",12,"BELL COUNTY/12","Grade  8",5050
"2016-2017",12,"BELL COUNTY/12","Grade  9",5543
"2016-2017",12,"BELL COUNTY/12","Grade 10",4755
"2016-2017",12,"BELL COUNTY/12","Grade 11",4267
"2016-2017",12,"BELL COUNTY/12","Grade 12",3908
"2016-2017",13,"BELL COUNTY/13","Pre-kindergarten",27
"2016-2017",13,"BELL COUNTY/13","Kindergarten",26
"2016-2017",13,"BELL COUNTY/13","Grade  1",31
"2016-2017",13,"BELL COUNTY/13","Grade  2",27
"2016-2017",13,"BELL COUNTY/13","Grade  3",22
"2016-2017",13,"BELL COUNTY/13","Grade  4",42
"2016-2017",13,"BELL COUNTY/13","Grade  5",19
"2016-2017",13,"BELL COUNTY/13","Grade  6",26
"2016-2017",13,"BELL COUNTY/13","Grade  7",24
"2016-2017",13,"BELL COUNTY/13","Grade  8",26
"2016-2017",13,"BELL COUNTY/13","Grade  9",22
"2016-2017",13,"BELL COUNTY/13","Grade 10",25
"2016-2017",13,"BELL COUNTY/13","Grade 11",25
"2016-2017",13,"BELL COUNTY/13","Grade 12",32
"2016-2017",20,"BELL COUNTY/20","Grade  9",671
"2016-2017",20,"BELL COUNTY/20","Grade 10",696
"2016-2017",20,"BELL COUNTY/20","Grade 11",467
"2016-2017",20,"BELL COUNTY/20","Grade 12",385
"2016-2017","AL","BELL COUNTY/ALL","Early Education",249
"2016-2017","AL","BELL COUNTY/ALL","Pre-kindergarten",4483
"2016-2017","AL","BELL COUNTY/ALL","Kindergarten",5556
"2016-2017","AL","BELL COUNTY/ALL","Grade  1",5854
"2016-2017","AL","BELL COUNTY/ALL","Grade  2",5802
"2016-2017","AL","BELL COUNTY/ALL","Grade  3",5774
"2016-2017","AL","BELL COUNTY/ALL","Grade  4",5671
"2016-2017","AL","BELL COUNTY/ALL","Grade  5",5398
"2016-2017","AL","BELL COUNTY/ALL","Grade  6",5161
"2016-2017","AL","BELL COUNTY/ALL","Grade  7",4932
"2016-2017","AL","BELL COUNTY/ALL","Grade  8",5076
"2016-2017","AL","BELL COUNTY/ALL","Grade  9",6236
"2016-2017","AL","BELL COUNTY/ALL","Grade 10",5476
"2016-2017","AL","BELL COUNTY/ALL","Grade 11",4759
"2016-2017","AL","BELL COUNTY/ALL","Grade 12",4325
"2016-2017",20,"BEXAR COUNTY","Early Education",1552
"2016-2017",20,"BEXAR COUNTY","Pre-kindergarten",16046
"2016-2017",20,"BEXAR COUNTY","Kindergarten",24206
"2016-2017",20,"BEXAR COUNTY","Grade  1",26053
"2016-2017",20,"BEXAR COUNTY","Grade  2",26843
"2016-2017",20,"BEXAR COUNTY","Grade  3",27498
"2016-2017",20,"BEXAR COUNTY","Grade  4",27554
"2016-2017",20,"BEXAR COUNTY","Grade  5",26971
"2016-2017",20,"BEXAR COUNTY","Grade  6",26228
"2016-2017",20,"BEXAR COUNTY","Grade  7",26358
"2016-2017",20,"BEXAR COUNTY","Grade  8",25913
"2016-2017",20,"BEXAR COUNTY","Grade  9",28483
"2016-2017",20,"BEXAR COUNTY","Grade 10",25747
"2016-2017",20,"BEXAR COUNTY","Grade 11",23966
"2016-2017",20,"BEXAR COUNTY","Grade 12",21247
"2016-2017",13,"BLANCO COUNTY","Early Education",6
"2016-2017",13,"BLANCO COUNTY","Pre-kindergarten",38
"2016-2017",13,"BLANCO COUNTY","Kindergarten",100
"2016-2017",13,"BLANCO COUNTY","Grade  1",98
"2016-2017",13,"BLANCO COUNTY","Grade  2",110
"2016-2017",13,"BLANCO COUNTY","Grade  3",125
"2016-2017",13,"BLANCO COUNTY","Grade  4",141
"2016-2017",13,"BLANCO COUNTY","Grade  5",129
"2016-2017",13,"BLANCO COUNTY","Grade  6",150
"2016-2017",13,"BLANCO COUNTY","Grade  7",139
"2016-2017",13,"BLANCO COUNTY","Grade  8",119
"2016-2017",13,"BLANCO COUNTY","Grade  9",155
"2016-2017",13,"BLANCO COUNTY","Grade 10",133
"2016-2017",13,"BLANCO COUNTY","Grade 11",139
"2016-2017",13,"BLANCO COUNTY","Grade 12",135
"2016-2017",17,"BORDEN COUNTY","Kindergarten",12
"2016-2017",17,"BORDEN COUNTY","Grade  1",23
"2016-2017",17,"BORDEN COUNTY","Grade  2",19
"2016-2017",17,"BORDEN COUNTY","Grade  3",19
"2016-2017",17,"BORDEN COUNTY","Grade  4",17
"2016-2017",17,"BORDEN COUNTY","Grade  5",24
"2016-2017",17,"BORDEN COUNTY","Grade  6",17
"2016-2017",17,"BORDEN COUNTY","Grade  7",15
"2016-2017",17,"BORDEN COUNTY","Grade  8",28
"2016-2017",17,"BORDEN COUNTY","Grade  9",24
"2016-2017",17,"BORDEN COUNTY","Grade 10",22
"2016-2017",17,"BORDEN COUNTY","Grade 11",18
"2016-2017",17,"BORDEN COUNTY","Grade 12",16
"2016-2017",12,"BOSQUE COUNTY","Early Education",8
"2016-2017",12,"BOSQUE COUNTY","Pre-kindergarten",148
"2016-2017",12,"BOSQUE COUNTY","Kindergarten",187
"2016-2017",12,"BOSQUE COUNTY","Grade  1",213
"2016-2017",12,"BOSQUE COUNTY","Grade  2",204
"2016-2017",12,"BOSQUE COUNTY","Grade  3",232
"2016-2017",12,"BOSQUE COUNTY","Grade  4",227
"2016-2017",12,"BOSQUE COUNTY","Grade  5",200
"2016-2017",12,"BOSQUE COUNTY","Grade  6",209
"2016-2017",12,"BOSQUE COUNTY","Grade  7",202
"2016-2017",12,"BOSQUE COUNTY","Grade  8",203
"2016-2017",12,"BOSQUE COUNTY","Grade  9",245
"2016-2017",12,"BOSQUE COUNTY","Grade 10",193
"2016-2017",12,"BOSQUE COUNTY","Grade 11",223
"2016-2017",12,"BOSQUE COUNTY","Grade 12",215
"2016-2017",08,"BOWIE COUNTY","Early Education",60
"2016-2017",08,"BOWIE COUNTY","Pre-kindergarten",1209
"2016-2017",08,"BOWIE COUNTY","Kindergarten",1334
"2016-2017",08,"BOWIE COUNTY","Grade  1",1291
"2016-2017",08,"BOWIE COUNTY","Grade  2",1337
"2016-2017",08,"BOWIE COUNTY","Grade  3",1286
"2016-2017",08,"BOWIE COUNTY","Grade  4",1359
"2016-2017",08,"BOWIE COUNTY","Grade  5",1288
"2016-2017",08,"BOWIE COUNTY","Grade  6",1274
"2016-2017",08,"BOWIE COUNTY","Grade  7",1253
"2016-2017",08,"BOWIE COUNTY","Grade  8",1269
"2016-2017",08,"BOWIE COUNTY","Grade  9",1322
"2016-2017",08,"BOWIE COUNTY","Grade 10",1261
"2016-2017",08,"BOWIE COUNTY","Grade 11",1183
"2016-2017",08,"BOWIE COUNTY","Grade 12",1140
"2016-2017",04,"BRAZORIA COUNTY","Early Education",298
"2016-2017",04,"BRAZORIA COUNTY","Pre-kindergarten",1941
"2016-2017",04,"BRAZORIA COUNTY","Kindergarten",4911
"2016-2017",04,"BRAZORIA COUNTY","Grade  1",5351
"2016-2017",04,"BRAZORIA COUNTY","Grade  2",5411
"2016-2017",04,"BRAZORIA COUNTY","Grade  3",5501
"2016-2017",04,"BRAZORIA COUNTY","Grade  4",5317
"2016-2017",04,"BRAZORIA COUNTY","Grade  5",5355
"2016-2017",04,"BRAZORIA COUNTY","Grade  6",5300
"2016-2017",04,"BRAZORIA COUNTY","Grade  7",5267
"2016-2017",04,"BRAZORIA COUNTY","Grade  8",5366
"2016-2017",04,"BRAZORIA COUNTY","Grade  9",5760
"2016-2017",04,"BRAZORIA COUNTY","Grade 10",5339
"2016-2017",04,"BRAZORIA COUNTY","Grade 11",5140
"2016-2017",04,"BRAZORIA COUNTY","Grade 12",4352
"2016-2017",06,"BRAZOS COUNTY","Early Education",212
"2016-2017",06,"BRAZOS COUNTY","Pre-kindergarten",982
"2016-2017",06,"BRAZOS COUNTY","Kindergarten",2334
"2016-2017",06,"BRAZOS COUNTY","Grade  1",2510
"2016-2017",06,"BRAZOS COUNTY","Grade  2",2458
"2016-2017",06,"BRAZOS COUNTY","Grade  3",2522
"2016-2017",06,"BRAZOS COUNTY","Grade  4",2403
"2016-2017",06,"BRAZOS COUNTY","Grade  5",2230
"2016-2017",06,"BRAZOS COUNTY","Grade  6",2247
"2016-2017",06,"BRAZOS COUNTY","Grade  7",2083
"2016-2017",06,"BRAZOS COUNTY","Grade  8",2109
"2016-2017",06,"BRAZOS COUNTY","Grade  9",2364
"2016-2017",06,"BRAZOS COUNTY","Grade 10",2169
"2016-2017",06,"BRAZOS COUNTY","Grade 11",1955
"2016-2017",06,"BRAZOS COUNTY","Grade 12",1725
"2016-2017",18,"BREWSTER COUNTY","Early Education",9
"2016-2017",18,"BREWSTER COUNTY","Pre-kindergarten",62
"2016-2017",18,"BREWSTER COUNTY","Kindergarten",81
"2016-2017",18,"BREWSTER COUNTY","Grade  1",104
"2016-2017",18,"BREWSTER COUNTY","Grade  2",98
"2016-2017",18,"BREWSTER COUNTY","Grade  3",100
"2016-2017",18,"BREWSTER COUNTY","Grade  4",96
"2016-2017",18,"BREWSTER COUNTY","Grade  5",116
"2016-2017",18,"BREWSTER COUNTY","Grade  6",91
"2016-2017",18,"BREWSTER COUNTY","Grade  7",105
"2016-2017",18,"BREWSTER COUNTY","Grade  8",106
"2016-2017",18,"BREWSTER COUNTY","Grade  9",95
"2016-2017",18,"BREWSTER COUNTY","Grade 10",96
"2016-2017",18,"BREWSTER COUNTY","Grade 11",90
"2016-2017",18,"BREWSTER COUNTY","Grade 12",76
"2016-2017",16,"BRISCOE COUNTY","Pre-kindergarten",15
"2016-2017",16,"BRISCOE COUNTY","Kindergarten",16
"2016-2017",16,"BRISCOE COUNTY","Grade  1",13
"2016-2017",16,"BRISCOE COUNTY","Grade  2",12
"2016-2017",16,"BRISCOE COUNTY","Grade  3",18
"2016-2017",16,"BRISCOE COUNTY","Grade  4",14
"2016-2017",16,"BRISCOE COUNTY","Grade  5",21
"2016-2017",16,"BRISCOE COUNTY","Grade  6",11
"2016-2017",16,"BRISCOE COUNTY","Grade  7",8
"2016-2017",16,"BRISCOE COUNTY","Grade  8",16
"2016-2017",16,"BRISCOE COUNTY","Grade  9",7
"2016-2017",16,"BRISCOE COUNTY","Grade 10",18
"2016-2017",16,"BRISCOE COUNTY","Grade 11",15
"2016-2017",16,"BRISCOE COUNTY","Grade 12",16
"2016-2017",02,"BROOKS COUNTY","Early Education",-9999999
"2016-2017",02,"BROOKS COUNTY","Pre-kindergarten",96
"2016-2017",02,"BROOKS COUNTY","Kindergarten",114
"2016-2017",02,"BROOKS COUNTY","Grade  1",120
"2016-2017",02,"BROOKS COUNTY","Grade  2",105
"2016-2017",02,"BROOKS COUNTY","Grade  3",131
"2016-2017",02,"BROOKS COUNTY","Grade  4",128
"2016-2017",02,"BROOKS COUNTY","Grade  5",118
"2016-2017",02,"BROOKS COUNTY","Grade  6",102
"2016-2017",02,"BROOKS COUNTY","Grade  7",120
"2016-2017",02,"BROOKS COUNTY","Grade  8",107
"2016-2017",02,"BROOKS COUNTY","Grade  9",127
"2016-2017",02,"BROOKS COUNTY","Grade 10",109
"2016-2017",02,"BROOKS COUNTY","Grade 11",100
"2016-2017",02,"BROOKS COUNTY","Grade 12",98
"2016-2017",15,"BROWN COUNTY","Early Education",23
"2016-2017",15,"BROWN COUNTY","Pre-kindergarten",337
"2016-2017",15,"BROWN COUNTY","Kindergarten",460
"2016-2017",15,"BROWN COUNTY","Grade  1",480
"2016-2017",15,"BROWN COUNTY","Grade  2",487
"2016-2017",15,"BROWN COUNTY","Grade  3",492
"2016-2017",15,"BROWN COUNTY","Grade  4",490
"2016-2017",15,"BROWN COUNTY","Grade  5",482
"2016-2017",15,"BROWN COUNTY","Grade  6",488
"2016-2017",15,"BROWN COUNTY","Grade  7",500
"2016-2017",15,"BROWN COUNTY","Grade  8",504
"2016-2017",15,"BROWN COUNTY","Grade  9",516
"2016-2017",15,"BROWN COUNTY","Grade 10",541
"2016-2017",15,"BROWN COUNTY","Grade 11",482
"2016-2017",15,"BROWN COUNTY","Grade 12",399
"2016-2017",06,"BURLESON COUNTY","Early Education",5
"2016-2017",06,"BURLESON COUNTY","Pre-kindergarten",106
"2016-2017",06,"BURLESON COUNTY","Kindergarten",175
"2016-2017",06,"BURLESON COUNTY","Grade  1",179
"2016-2017",06,"BURLESON COUNTY","Grade  2",197
"2016-2017",06,"BURLESON COUNTY","Grade  3",212
"2016-2017",06,"BURLESON COUNTY","Grade  4",215
"2016-2017",06,"BURLESON COUNTY","Grade  5",180
"2016-2017",06,"BURLESON COUNTY","Grade  6",213
"2016-2017",06,"BURLESON COUNTY","Grade  7",206
"2016-2017",06,"BURLESON COUNTY","Grade  8",198
"2016-2017",06,"BURLESON COUNTY","Grade  9",198
"2016-2017",06,"BURLESON COUNTY","Grade 10",212
"2016-2017",06,"BURLESON COUNTY","Grade 11",212
"2016-2017",06,"BURLESON COUNTY","Grade 12",180
"2016-2017",13,"BURNET COUNTY","Early Education",38
"2016-2017",13,"BURNET COUNTY","Pre-kindergarten",332
"2016-2017",13,"BURNET COUNTY","Kindergarten",484
"2016-2017",13,"BURNET COUNTY","Grade  1",524
"2016-2017",13,"BURNET COUNTY","Grade  2",526
"2016-2017",13,"BURNET COUNTY","Grade  3",564
"2016-2017",13,"BURNET COUNTY","Grade  4",533
"2016-2017",13,"BURNET COUNTY","Grade  5",580
"2016-2017",13,"BURNET COUNTY","Grade  6",559
"2016-2017",13,"BURNET COUNTY","Grade  7",543
"2016-2017",13,"BURNET COUNTY","Grade  8",538
"2016-2017",13,"BURNET COUNTY","Grade  9",627
"2016-2017",13,"BURNET COUNTY","Grade 10",566
"2016-2017",13,"BURNET COUNTY","Grade 11",497
"2016-2017",13,"BURNET COUNTY","Grade 12",480
"2016-2017",13,"CALDWELL COUNTY","Early Education",30
"2016-2017",13,"CALDWELL COUNTY","Pre-kindergarten",355
"2016-2017",13,"CALDWELL COUNTY","Kindergarten",489
"2016-2017",13,"CALDWELL COUNTY","Grade  1",515
"2016-2017",13,"CALDWELL COUNTY","Grade  2",549
"2016-2017",13,"CALDWELL COUNTY","Grade  3",572
"2016-2017",13,"CALDWELL COUNTY","Grade  4",575
"2016-2017",13,"CALDWELL COUNTY","Grade  5",578
"2016-2017",13,"CALDWELL COUNTY","Grade  6",576
"2016-2017",13,"CALDWELL COUNTY","Grade  7",555
"2016-2017",13,"CALDWELL COUNTY","Grade  8",537
"2016-2017",13,"CALDWELL COUNTY","Grade  9",546
"2016-2017",13,"CALDWELL COUNTY","Grade 10",544
"2016-2017",13,"CALDWELL COUNTY","Grade 11",447
"2016-2017",13,"CALDWELL COUNTY","Grade 12",457
"2016-2017",03,"CALHOUN COUNTY","Early Education",11
"2016-2017",03,"CALHOUN COUNTY","Pre-kindergarten",162
"2016-2017",03,"CALHOUN COUNTY","Kindergarten",287
"2016-2017",03,"CALHOUN COUNTY","Grade  1",312
"2016-2017",03,"CALHOUN COUNTY","Grade  2",284
"2016-2017",03,"CALHOUN COUNTY","Grade  3",283
"2016-2017",03,"CALHOUN COUNTY","Grade  4",311
"2016-2017",03,"CALHOUN COUNTY","Grade  5",299
"2016-2017",03,"CALHOUN COUNTY","Grade  6",250
"2016-2017",03,"CALHOUN COUNTY","Grade  7",303
"2016-2017",03,"CALHOUN COUNTY","Grade  8",300
"2016-2017",03,"CALHOUN COUNTY","Grade  9",348
"2016-2017",03,"CALHOUN COUNTY","Grade 10",299
"2016-2017",03,"CALHOUN COUNTY","Grade 11",283
"2016-2017",03,"CALHOUN COUNTY","Grade 12",281
