System ID, System Name, Total, Grade PK,Grade KK, Grade 01,Grade 02,Grade 03,Grade 04,Grade 05,Grade 06,Grade 07,Grade 08,Grade 09,Grade 10,Grade 11,Grade 12
601,Appling County,3612,230,276,280,288,266,266,271,255,252,245,264,269,217,233
602,Atkinson County,1720,101,146,135,131,127,125,119,108,132,138,135,121,106,96
761,Atlanta Public Schools,51500,1101,4687,4979,4781,4567,4397,4057,3590,3402,3511,4083,3084,2761,2500
603,Bacon County,2145,99,183,160,190,155,171,157,157,165,138,184,149,142,95
604,Baker County,323,15,20,35,24,23,30,26,19,27,20,29,19,17,19
605,Baldwin County,5417,77,433,503,522,520,474,505,375,356,386,385,311,298,272
606,Banks County,2822,20,201,196,204,205,212,220,202,215,239,240,256,240,172
607,Barrow County,13429,429,988,1081,1058,1075,1086,1106,1022,969,986,1129,921,809,770
608,Bartow County,13794,462,935,996,1059,1045,1016,1005,1051,1051,1023,1215,1053,961,922
609,Ben Hill County,3284,199,279,299,259,281,246,223,221,231,217,251,230,198,150
610,Berrien County,3121,134,220,221,256,263,226,247,251,219,217,264,230,186,187
611,Bibb County,24457,826,2051,2090,2099,2062,1918,1843,1806,1750,1735,2096,1598,1323,1260
612,Bleckley County,2511,154,178,216,191,187,176,161,181,167,192,190,186,168,164
613,Brantley County,3479,204,247,291,264,235,259,244,264,252,269,269,245,224,212
763,Bremen City,2222,75,161,141,179,177,169,174,179,173,171,185,156,152,130
614,Brooks County,2141,113,189,158,156,183,179,151,167,161,163,157,153,97,114
615,Bryan County,8781,260,558,630,697,669,634,700,656,688,701,776,656,593,563
764,Buford City,4330,21,323,363,313,363,336,304,355,323,330,404,338,282,275
616,Bulloch County,10324,462,811,826,819,848,820,783,758,744,695,855,712,644,547
617,Burke County,4320,283,293,341,307,298,316,312,333,349,326,376,299,264,223
618,Butts County,3454,121,251,245,251,265,278,284,255,265,234,267,226,280,232
765,Calhoun City,4093,164,290,313,317,331,320,318,329,320,307,280,288,280,236
619,Calhoun County,652,21,42,45,47,61,53,46,40,47,50,62,52,43,43
620,Camden County,9033,262,758,755,794,730,615,648,669,637,676,666,658,583,582
621,Candler County,2181,145,134,156,180,173,155,168,172,184,153,166,151,126,118
622,Carroll County,14842,550,1112,1162,1192,1166,1127,1025,1044,1097,1081,1236,1119,1005,926
766,Carrollton City,4935,125,374,370,361,355,369,360,360,408,372,405,409,317,350
767,Cartersville City,4283,157,313,300,285,335,335,305,358,355,344,349,319,267,261
623,Catoosa County,10823,272,747,780,786,840,757,811,820,816,838,859,941,826,730
624,Charlton County,1699,89,144,153,146,131,125,121,123,105,101,139,126,99,97
626,Chattahoochee County,884,39,47,51,38,38,45,39,42,43,44,129,125,109,95
627,Chattooga County,2789,102,219,220,242,234,194,169,191,174,218,203,233,213,177
628,Cherokee County,41291,573,2759,2951,3031,3179,3261,3163,3257,3231,3230,3706,3428,2926,2596
769,Chickamauga City,1350,2,83,84,90,95,97,99,110,114,113,116,109,127,111
773,City Schools of Decatur,4858,197,422,440,429,432,411,356,364,336,313,347,311,267,233
629,Clarke County,13205,858,1142,1143,1085,1138,1062,963,950,917,847,1057,833,635,575
630,Clay County,270,23,24,40,28,29,26,29,19,15,22,9,6,0,0
631,Clayton County,54136,874,4187,4334,4677,4516,4314,4216,4121,3966,3995,4990,3849,3248,2849
632,Clinch County,1392,87,123,106,94,107,99,103,95,100,120,107,95,78,78
633,Cobb County,112708,790,8118,8429,8587,8929,8604,8611,8572,8396,8594,10561,9243,7211,8063
634,Coffee County,7768,427,618,642,649,635,563,532,558,538,514,603,595,472,422
635,Colquitt County,9633,628,791,828,799,753,749,707,650,643,644,680,630,577,554
636,Columbia County,26118,403,1879,1983,2025,1985,2020,2005,1966,2017,2002,2262,2059,1836,1676
771,Commerce City,1545,47,127,120,111,119,108,119,118,127,112,142,98,92,105
637,Cook County,3295,209,239,267,250,239,267,228,228,229,238,237,270,216,178
638,Coweta County,22425,621,1532,1559,1648,1663,1649,1643,1633,1766,1737,2188,1861,1575,1350
639,Crawford County,1733,84,117,131,132,147,108,136,129,137,131,157,104,111,109
640,Crisp County,4212,304,297,322,372,321,305,295,288,282,325,290,323,266,222
641,Dade County,2152,134,152,158,161,163,168,156,161,137,173,162,142,133,152
772,Dalton Public Schools,7966,373,583,599,606,607,624,573,604,557,590,627,561,545,517
