System ID, System Name, Total, Grade PK,Grade KK, Grade 01,Grade 02,Grade 03,Grade 04,Grade 05,Grade 06,Grade 07,Grade 08,Grade 09,Grade 10,Grade 11,Grade 12
601,Appling County,3688,232,295,301,274,281,271,260,257,250,264,276,230,255,242
602,Atkinson County,1697,108,147,131,131,122,118,112,128,141,124,136,104,105,90
761,Atlanta Public Schools,51145,1113,5029,4902,4677,4509,4105,3979,3604,3568,3517,4732,3068,2232,2110
603,Bacon County,2128,102,160,201,158,175,157,155,155,139,166,170,140,117,133
604,Baker County,334,20,29,26,23,31,26,18,28,21,32,18,21,20,21
605,Baldwin County,5559,78,525,553,542,494,511,453,347,375,403,392,323,293,270
606,Banks County,2841,25,194,210,215,199,214,203,215,236,238,251,259,193,189
607,Barrow County,13412,417,1053,1084,1087,1073,1101,1032,958,976,993,1045,977,836,780
608,Bartow County,14040,458,990,1071,1036,1048,1015,1043,1074,1042,1032,1328,1000,984,919
609,Ben Hill County,3306,209,312,292,299,240,232,225,231,223,229,265,216,169,164
610,Berrien County,3191,137,222,280,260,230,240,246,213,233,249,253,216,199,213
611,Bibb County,24354,864,2116,2111,2084,1964,1896,1879,1766,1774,1743,2110,1658,1197,1192
612,Bleckley County,2469,157,206,193,201,168,160,184,163,189,173,197,168,163,147
613,Brantley County,3517,202,272,271,258,266,238,271,245,278,255,285,238,227,211
763,Bremen City,2125,75,141,170,168,159,167,164,162,167,171,156,153,139,133
614,Brooks County,2181,108,184,163,180,188,161,175,164,152,152,195,115,127,117
615,Bryan County,8521,258,582,653,631,605,677,629,670,676,696,689,677,551,527
764,Buford City,4173,22,339,302,351,331,308,311,321,320,361,365,305,276,261
616,Bulloch County,10185,429,840,828,863,820,767,775,748,705,725,736,705,645,599
617,Burke County,4408,280,359,316,305,333,330,318,345,315,340,342,293,250,282
618,Butts County,3523,112,267,272,280,279,289,273,267,244,260,233,277,234,236
765,Calhoun City,3997,203,294,328,324,306,318,312,306,282,265,293,287,253,226
619,Calhoun County,696,31,52,49,59,63,51,42,51,57,55,62,58,37,29
620,Camden County,9021,260,810,809,749,627,640,656,654,657,671,659,612,631,586
621,Candler County,2179,132,160,183,178,147,156,167,185,154,151,169,155,134,108
