"YEAR","REGION","COUNTY NAME","GRADE","ENROLLMENT"
"2018-2019",07,"RAINS COUNTY","Grade 10",124
"2018-2019",07,"RAINS COUNTY","Grade 11",122
"2018-2019",07,"RAINS COUNTY","Grade 12",95
"2018-2019",16,"RANDALL COUNTY","Early Education",83
"2018-2019",16,"RANDALL COUNTY","Pre-kindergarten",127
"2018-2019",16,"RANDALL COUNTY","Kindergarten",739
"2018-2019",16,"RANDALL COUNTY","Grade 1",749
"2018-2019",16,"RANDALL COUNTY","Grade 2",780
"2018-2019",16,"RANDALL COUNTY","Grade 3",731
"2018-2019",16,"RANDALL COUNTY","Grade 4",800
"2018-2019",16,"RANDALL COUNTY","Grade 5",827
"2018-2019",16,"RANDALL COUNTY","Grade 6",832
"2018-2019",16,"RANDALL COUNTY","Grade 7",785
"2018-2019",16,"RANDALL COUNTY","Grade 8",762
"2018-2019",16,"RANDALL COUNTY","Grade 9",788
"2018-2019",16,"RANDALL COUNTY","Grade 10",758
"2018-2019",16,"RANDALL COUNTY","Grade 11",712
"2018-2019",16,"RANDALL COUNTY","Grade 12",693
"2018-2019",18,"REAGAN COUNTY","Early Education",-999
"2018-2019",18,"REAGAN COUNTY","Pre-kindergarten",57
"2018-2019",18,"REAGAN COUNTY","Kindergarten",89
"2018-2019",18,"REAGAN COUNTY","Grade 1",60
"2018-2019",18,"REAGAN COUNTY","Grade 2",50
"2018-2019",18,"REAGAN COUNTY","Grade 3",53
"2018-2019",18,"REAGAN COUNTY","Grade 4",59
"2018-2019",18,"REAGAN COUNTY","Grade 5",68
"2018-2019",18,"REAGAN COUNTY","Grade 6",67
"2018-2019",18,"REAGAN COUNTY","Grade 7",69
"2018-2019",18,"REAGAN COUNTY","Grade 8",61
"2018-2019",18,"REAGAN COUNTY","Grade 9",62
"2018-2019",18,"REAGAN COUNTY","Grade 10",80
"2018-2019",18,"REAGAN COUNTY","Grade 11",54
"2018-2019",18,"REAGAN COUNTY","Grade 12",-999
"2018-2019",20,"REAL COUNTY","Early Education",-999
"2018-2019",20,"REAL COUNTY","Pre-kindergarten",22
"2018-2019",20,"REAL COUNTY","Kindergarten",-999
"2018-2019",20,"REAL COUNTY","Grade 1",26
"2018-2019",20,"REAL COUNTY","Grade 2",30
"2018-2019",20,"REAL COUNTY","Grade 3",41
"2018-2019",20,"REAL COUNTY","Grade 4",31
"2018-2019",20,"REAL COUNTY","Grade 5",46
"2018-2019",20,"REAL COUNTY","Grade 6",43
"2018-2019",20,"REAL COUNTY","Grade 7",43
"2018-2019",20,"REAL COUNTY","Grade 8",44
"2018-2019",20,"REAL COUNTY","Grade 9",59
"2018-2019",20,"REAL COUNTY","Grade 10",32
"2018-2019",20,"REAL COUNTY","Grade 11",45
"2018-2019",20,"REAL COUNTY","Grade 12",40
"2018-2019",08,"RED RIVER COUNTY","Early Education",11
"2018-2019",08,"RED RIVER COUNTY","Pre-kindergarten",148
"2018-2019",08,"RED RIVER COUNTY","Kindergarten",144
"2018-2019",08,"RED RIVER COUNTY","Grade 1",147
"2018-2019",08,"RED RIVER COUNTY","Grade 2",150
"2018-2019",08,"RED RIVER COUNTY","Grade 3",143
"2018-2019",08,"RED RIVER COUNTY","Grade 4",157
"2018-2019",08,"RED RIVER COUNTY","Grade 5",167
"2018-2019",08,"RED RIVER COUNTY","Grade 6",148
"2018-2019",08,"RED RIVER COUNTY","Grade 7",165
"2018-2019",08,"RED RIVER COUNTY","Grade 8",127
"2018-2019",08,"RED RIVER COUNTY","Grade 9",157
"2018-2019",08,"RED RIVER COUNTY","Grade 10",155
"2018-2019",08,"RED RIVER COUNTY","Grade 11",156
"2018-2019",08,"RED RIVER COUNTY","Grade 12",162
"2018-2019",18,"REEVES COUNTY","Early Education",-999
"2018-2019",18,"REEVES COUNTY","Pre-kindergarten",-999
"2018-2019",18,"REEVES COUNTY","Kindergarten",213
"2018-2019",18,"REEVES COUNTY","Grade 1",243
"2018-2019",18,"REEVES COUNTY","Grade 2",239
"2018-2019",18,"REEVES COUNTY","Grade 3",221
"2018-2019",18,"REEVES COUNTY","Grade 4",268
"2018-2019",18,"REEVES COUNTY","Grade 5",285
"2018-2019",18,"REEVES COUNTY","Grade 6",233
"2018-2019",18,"REEVES COUNTY","Grade 7",208
"2018-2019",18,"REEVES COUNTY","Grade 8",190
"2018-2019",18,"REEVES COUNTY","Grade 9",207
"2018-2019",18,"REEVES COUNTY","Grade 10",214
"2018-2019",18,"REEVES COUNTY","Grade 11",182
"2018-2019",18,"REEVES COUNTY","Grade 12",149
"2018-2019",03,"REFUGIO COUNTY","Early Education",-999
"2018-2019",03,"REFUGIO COUNTY","Pre-kindergarten",-999
"2018-2019",03,"REFUGIO COUNTY","Kindergarten",80
"2018-2019",03,"REFUGIO COUNTY","Grade 1",99
"2018-2019",03,"REFUGIO COUNTY","Grade 2",90
"2018-2019",03,"REFUGIO COUNTY","Grade 3",80
"2018-2019",03,"REFUGIO COUNTY","Grade 4",88
"2018-2019",03,"REFUGIO COUNTY","Grade 5",117
"2018-2019",03,"REFUGIO COUNTY","Grade 6",101
"2018-2019",03,"REFUGIO COUNTY","Grade 7",90
"2018-2019",03,"REFUGIO COUNTY","Grade 8",78
"2018-2019",03,"REFUGIO COUNTY","Grade 9",93
"2018-2019",03,"REFUGIO COUNTY","Grade 10",86
"2018-2019",03,"REFUGIO COUNTY","Grade 11",95
"2018-2019",03,"REFUGIO COUNTY","Grade 12",105
"2018-2019",16,"ROBERTS COUNTY","Pre-kindergarten",13
"2018-2019",16,"ROBERTS COUNTY","Kindergarten",10
"2018-2019",16,"ROBERTS COUNTY","Grade 1",14
"2018-2019",16,"ROBERTS COUNTY","Grade 2",20
"2018-2019",16,"ROBERTS COUNTY","Grade 3",11
"2018-2019",16,"ROBERTS COUNTY","Grade 4",9
"2018-2019",16,"ROBERTS COUNTY","Grade 5",21
"2018-2019",16,"ROBERTS COUNTY","Grade 6",22
"2018-2019",16,"ROBERTS COUNTY","Grade 7",21
"2018-2019",16,"ROBERTS COUNTY","Grade 8",14
"2018-2019",16,"ROBERTS COUNTY","Grade 9",17
"2018-2019",16,"ROBERTS COUNTY","Grade 10",15
"2018-2019",16,"ROBERTS COUNTY","Grade 11",12
"2018-2019",16,"ROBERTS COUNTY","Grade 12",20
"2018-2019",06,"ROBERTSON COUNTY","Early Education",-999
"2018-2019",06,"ROBERTSON COUNTY","Pre-kindergarten",249
"2018-2019",06,"ROBERTSON COUNTY","Kindergarten",235
"2018-2019",06,"ROBERTSON COUNTY","Grade 1",240
"2018-2019",06,"ROBERTSON COUNTY","Grade 2",229
"2018-2019",06,"ROBERTSON COUNTY","Grade 3",238
"2018-2019",06,"ROBERTSON COUNTY","Grade 4",229
"2018-2019",06,"ROBERTSON COUNTY","Grade 5",268
"2018-2019",06,"ROBERTSON COUNTY","Grade 6",256
"2018-2019",06,"ROBERTSON COUNTY","Grade 7",250
"2018-2019",06,"ROBERTSON COUNTY","Grade 8",232
"2018-2019",06,"ROBERTSON COUNTY","Grade 9",245
"2018-2019",06,"ROBERTSON COUNTY","Grade 10",223
"2018-2019",06,"ROBERTSON COUNTY","Grade 11",-999
"2018-2019",06,"ROBERTSON COUNTY","Grade 12",237
"2018-2019",10,"ROCKWALL COUNTY","Early Education",134
"2018-2019",10,"ROCKWALL COUNTY","Pre-kindergarten",437
"2018-2019",10,"ROCKWALL COUNTY","Kindergarten",1511
"2018-2019",10,"ROCKWALL COUNTY","Grade 1",1572
"2018-2019",10,"ROCKWALL COUNTY","Grade 2",1585
"2018-2019",10,"ROCKWALL COUNTY","Grade 3",1614
"2018-2019",10,"ROCKWALL COUNTY","Grade 4",1675
"2018-2019",10,"ROCKWALL COUNTY","Grade 5",1770
"2018-2019",10,"ROCKWALL COUNTY","Grade 6",1849
"2018-2019",10,"ROCKWALL COUNTY","Grade 7",1820
"2018-2019",10,"ROCKWALL COUNTY","Grade 8",1828
"2018-2019",10,"ROCKWALL COUNTY","Grade 9",1923
"2018-2019",10,"ROCKWALL COUNTY","Grade 10",1829
"2018-2019",10,"ROCKWALL COUNTY","Grade 11",1631
"2018-2019",10,"ROCKWALL COUNTY","Grade 12",1578
"2018-2019",15,"RUNNELS COUNTY","Early Education",-999
"2018-2019",15,"RUNNELS COUNTY","Pre-kindergarten",-999
"2018-2019",15,"RUNNELS COUNTY","Kindergarten",126
"2018-2019",15,"RUNNELS COUNTY","Grade 1",139
"2018-2019",15,"RUNNELS COUNTY","Grade 2",137
"2018-2019",15,"RUNNELS COUNTY","Grade 3",136
"2018-2019",15,"RUNNELS COUNTY","Grade 4",139
"2018-2019",15,"RUNNELS COUNTY","Grade 5",156
"2018-2019",15,"RUNNELS COUNTY","Grade 6",159
"2018-2019",15,"RUNNELS COUNTY","Grade 7",152
"2018-2019",15,"RUNNELS COUNTY","Grade 8",164
"2018-2019",15,"RUNNELS COUNTY","Grade 9",157
"2018-2019",15,"RUNNELS COUNTY","Grade 10",158
"2018-2019",15,"RUNNELS COUNTY","Grade 11",159
"2018-2019",15,"RUNNELS COUNTY","Grade 12",114
"2018-2019",07,"RUSK COUNTY","Early Education",19
"2018-2019",07,"RUSK COUNTY","Pre-kindergarten",362
"2018-2019",07,"RUSK COUNTY","Kindergarten",505
"2018-2019",07,"RUSK COUNTY","Grade 1",599
"2018-2019",07,"RUSK COUNTY","Grade 2",553
"2018-2019",07,"RUSK COUNTY","Grade 3",572
"2018-2019",07,"RUSK COUNTY","Grade 4",592
"2018-2019",07,"RUSK COUNTY","Grade 5",602
"2018-2019",07,"RUSK COUNTY","Grade 6",674
"2018-2019",07,"RUSK COUNTY","Grade 7",594
"2018-2019",07,"RUSK COUNTY","Grade 8",627
"2018-2019",07,"RUSK COUNTY","Grade 9",597
"2018-2019",07,"RUSK COUNTY","Grade 10",577
"2018-2019",07,"RUSK COUNTY","Grade 11",534
"2018-2019",07,"RUSK COUNTY","Grade 12",564
"2018-2019",07,"SABINE COUNTY","Early Education",-999
"2018-2019",07,"SABINE COUNTY","Pre-kindergarten",93
"2018-2019",07,"SABINE COUNTY","Kindergarten",-999
"2018-2019",07,"SABINE COUNTY","Grade 1",104
"2018-2019",07,"SABINE COUNTY","Grade 2",110
"2018-2019",07,"SABINE COUNTY","Grade 3",119
"2018-2019",07,"SABINE COUNTY","Grade 4",109
"2018-2019",07,"SABINE COUNTY","Grade 5",123
"2018-2019",07,"SABINE COUNTY","Grade 6",117
"2018-2019",07,"SABINE COUNTY","Grade 7",115
"2018-2019",07,"SABINE COUNTY","Grade 8",110
"2018-2019",07,"SABINE COUNTY","Grade 9",115
"2018-2019",07,"SABINE COUNTY","Grade 10",114
"2018-2019",07,"SABINE COUNTY","Grade 11",101
"2018-2019",07,"SABINE COUNTY","Grade 12",90
"2018-2019",07,"SAN AUGUSTINE COUNTY","Early Education",-999
"2018-2019",07,"SAN AUGUSTINE COUNTY","Pre-kindergarten",89
"2018-2019",07,"SAN AUGUSTINE COUNTY","Kindergarten",70
"2018-2019",07,"SAN AUGUSTINE COUNTY","Grade 1",90
"2018-2019",07,"SAN AUGUSTINE COUNTY","Grade 2",69
"2018-2019",07,"SAN AUGUSTINE COUNTY","Grade 3",88
"2018-2019",07,"SAN AUGUSTINE COUNTY","Grade 4",88
"2018-2019",07,"SAN AUGUSTINE COUNTY","Grade 5",70
"2018-2019",07,"SAN AUGUSTINE COUNTY","Grade 6",98
"2018-2019",07,"SAN AUGUSTINE COUNTY","Grade 7",92
"2018-2019",07,"SAN AUGUSTINE COUNTY","Grade 8",86
"2018-2019",07,"SAN AUGUSTINE COUNTY","Grade 9",-999
"2018-2019",07,"SAN AUGUSTINE COUNTY","Grade 10",80
"2018-2019",07,"SAN AUGUSTINE COUNTY","Grade 11",90
"2018-2019",07,"SAN AUGUSTINE COUNTY","Grade 12",80
"2018-2019",06,"SAN JACINTO COUNTY","Early Education",11
"2018-2019",06,"SAN JACINTO COUNTY","Pre-kindergarten",210
"2018-2019",06,"SAN JACINTO COUNTY","Kindergarten",265
"2018-2019",06,"SAN JACINTO COUNTY","Grade 1",246
"2018-2019",06,"SAN JACINTO COUNTY","Grade 2",250
"2018-2019",06,"SAN JACINTO COUNTY","Grade 3",236
"2018-2019",06,"SAN JACINTO COUNTY","Grade 4",285
"2018-2019",06,"SAN JACINTO COUNTY","Grade 5",285
"2018-2019",06,"SAN JACINTO COUNTY","Grade 6",282
"2018-2019",06,"SAN JACINTO COUNTY","Grade 7",266
"2018-2019",06,"SAN JACINTO COUNTY","Grade 8",270
"2018-2019",06,"SAN JACINTO COUNTY","Grade 9",255
"2018-2019",06,"SAN JACINTO COUNTY","Grade 10",262
"2018-2019",06,"SAN JACINTO COUNTY","Grade 11",237
"2018-2019",06,"SAN JACINTO COUNTY","Grade 12",248
"2018-2019",02,"SAN PATRICIO COUNTY","Early Education",57
"2018-2019",02,"SAN PATRICIO COUNTY","Pre-kindergarten",568
"2018-2019",02,"SAN PATRICIO COUNTY","Kindergarten",979
"2018-2019",02,"SAN PATRICIO COUNTY","Grade 1",1033
"2018-2019",02,"SAN PATRICIO COUNTY","Grade 2",1004
"2018-2019",02,"SAN PATRICIO COUNTY","Grade 3",1014
"2018-2019",02,"SAN PATRICIO COUNTY","Grade 4",1068
"2018-2019",02,"SAN PATRICIO COUNTY","Grade 5",1109
"2018-2019",02,"SAN PATRICIO COUNTY","Grade 6",1027
"2018-2019",02,"SAN PATRICIO COUNTY","Grade 7",1095
"2018-2019",02,"SAN PATRICIO COUNTY","Grade 8",1114
"2018-2019",02,"SAN PATRICIO COUNTY","Grade 9",1178
"2018-2019",02,"SAN PATRICIO COUNTY","Grade 10",985
"2018-2019",02,"SAN PATRICIO COUNTY","Grade 11",988
"2018-2019",02,"SAN PATRICIO COUNTY","Grade 12",883
"2018-2019",15,"SAN SABA COUNTY","Early Education",-999
"2018-2019",15,"SAN SABA COUNTY","Pre-kindergarten",-999
"2018-2019",15,"SAN SABA COUNTY","Kindergarten",74
"2018-2019",15,"SAN SABA COUNTY","Grade 1",78
"2018-2019",15,"SAN SABA COUNTY","Grade 2",68
"2018-2019",15,"SAN SABA COUNTY","Grade 3",54
"2018-2019",15,"SAN SABA COUNTY","Grade 4",76
"2018-2019",15,"SAN SABA COUNTY","Grade 5",68
"2018-2019",15,"SAN SABA COUNTY","Grade 6",88
"2018-2019",15,"SAN SABA COUNTY","Grade 7",69
"2018-2019",15,"SAN SABA COUNTY","Grade 8",67
"2018-2019",15,"SAN SABA COUNTY","Grade 9",76
"2018-2019",15,"SAN SABA COUNTY","Grade 10",69
"2018-2019",15,"SAN SABA COUNTY","Grade 11",81
"2018-2019",15,"SAN SABA COUNTY","Grade 12",76
"2018-2019",15,"SCHLEICHER COUNTY","Pre-kindergarten",27
"2018-2019",15,"SCHLEICHER COUNTY","Kindergarten",37
"2018-2019",15,"SCHLEICHER COUNTY","Grade 1",40
"2018-2019",15,"SCHLEICHER COUNTY","Grade 2",26
"2018-2019",15,"SCHLEICHER COUNTY","Grade 3",22
"2018-2019",15,"SCHLEICHER COUNTY","Grade 4",45
"2018-2019",15,"SCHLEICHER COUNTY","Grade 5",48
"2018-2019",15,"SCHLEICHER COUNTY","Grade 6",42
"2018-2019",15,"SCHLEICHER COUNTY","Grade 7",33
"2018-2019",15,"SCHLEICHER COUNTY","Grade 8",41
"2018-2019",15,"SCHLEICHER COUNTY","Grade 9",44
"2018-2019",15,"SCHLEICHER COUNTY","Grade 10",39
"2018-2019",15,"SCHLEICHER COUNTY","Grade 11",39
"2018-2019",15,"SCHLEICHER COUNTY","Grade 12",32
"2018-2019",14,"SCURRY COUNTY","Early Education",16
"2018-2019",14,"SCURRY COUNTY","Pre-kindergarten",117
"2018-2019",14,"SCURRY COUNTY","Kindergarten",224
"2018-2019",14,"SCURRY COUNTY","Grade 1",251
"2018-2019",14,"SCURRY COUNTY","Grade 2",236
"2018-2019",14,"SCURRY COUNTY","Grade 3",262
"2018-2019",14,"SCURRY COUNTY","Grade 4",249
"2018-2019",14,"SCURRY COUNTY","Grade 5",239
"2018-2019",14,"SCURRY COUNTY","Grade 6",216
"2018-2019",14,"SCURRY COUNTY","Grade 7",250
"2018-2019",14,"SCURRY COUNTY","Grade 8",250
"2018-2019",14,"SCURRY COUNTY","Grade 9",262
"2018-2019",14,"SCURRY COUNTY","Grade 10",204
"2018-2019",14,"SCURRY COUNTY","Grade 11",189
"2018-2019",14,"SCURRY COUNTY","Grade 12",205
"2018-2019",14,"SHACKELFORD COUNTY","Early Education",-999
"2018-2019",14,"SHACKELFORD COUNTY","Pre-kindergarten",-999
"2018-2019",14,"SHACKELFORD COUNTY","Kindergarten",46
"2018-2019",14,"SHACKELFORD COUNTY","Grade 1",48
"2018-2019",14,"SHACKELFORD COUNTY","Grade 2",39
"2018-2019",14,"SHACKELFORD COUNTY","Grade 3",35
"2018-2019",14,"SHACKELFORD COUNTY","Grade 4",44
"2018-2019",14,"SHACKELFORD COUNTY","Grade 5",38
"2018-2019",14,"SHACKELFORD COUNTY","Grade 6",50
"2018-2019",14,"SHACKELFORD COUNTY","Grade 7",49
"2018-2019",14,"SHACKELFORD COUNTY","Grade 8",41
"2018-2019",14,"SHACKELFORD COUNTY","Grade 9",49
"2018-2019",14,"SHACKELFORD COUNTY","Grade 10",44
"2018-2019",14,"SHACKELFORD COUNTY","Grade 11",53
"2018-2019",14,"SHACKELFORD COUNTY","Grade 12",38
"2018-2019",07,"SHELBY COUNTY","Early Education",12
"2018-2019",07,"SHELBY COUNTY","Pre-kindergarten",385
"2018-2019",07,"SHELBY COUNTY","Kindergarten",358
"2018-2019",07,"SHELBY COUNTY","Grade 1",357
"2018-2019",07,"SHELBY COUNTY","Grade 2",383
"2018-2019",07,"SHELBY COUNTY","Grade 3",376
"2018-2019",07,"SHELBY COUNTY","Grade 4",416
"2018-2019",07,"SHELBY COUNTY","Grade 5",395
"2018-2019",07,"SHELBY COUNTY","Grade 6",433
"2018-2019",07,"SHELBY COUNTY","Grade 7",394
"2018-2019",07,"SHELBY COUNTY","Grade 8",397
"2018-2019",07,"SHELBY COUNTY","Grade 9",394
"2018-2019",07,"SHELBY COUNTY","Grade 10",404
"2018-2019",07,"SHELBY COUNTY","Grade 11",355
"2018-2019",07,"SHELBY COUNTY","Grade 12",333
"2018-2019",16,"SHERMAN COUNTY","Early Education",-999
"2018-2019",16,"SHERMAN COUNTY","Pre-kindergarten",43
"2018-2019",16,"SHERMAN COUNTY","Kindergarten",53
"2018-2019",16,"SHERMAN COUNTY","Grade 1",60
"2018-2019",16,"SHERMAN COUNTY","Grade 2",52
"2018-2019",16,"SHERMAN COUNTY","Grade 3",67
"2018-2019",16,"SHERMAN COUNTY","Grade 4",73
"2018-2019",16,"SHERMAN COUNTY","Grade 5",47
"2018-2019",16,"SHERMAN COUNTY","Grade 6",62
"2018-2019",16,"SHERMAN COUNTY","Grade 7",53
"2018-2019",16,"SHERMAN COUNTY","Grade 8",51
"2018-2019",16,"SHERMAN COUNTY","Grade 9",49
"2018-2019",16,"SHERMAN COUNTY","Grade 10",52
"2018-2019",16,"SHERMAN COUNTY","Grade 11",-999
"2018-2019",16,"SHERMAN COUNTY","Grade 12",49
"2018-2019",07,"SMITH COUNTY","Early Education",192
"2018-2019",07,"SMITH COUNTY","Pre-kindergarten",1283
"2018-2019",07,"SMITH COUNTY","Kindergarten",2890
"2018-2019",07,"SMITH COUNTY","Grade 1",2832
"2018-2019",07,"SMITH COUNTY","Grade 2",2874
"2018-2019",07,"SMITH COUNTY","Grade 3",2878
"2018-2019",07,"SMITH COUNTY","Grade 4",2932
"2018-2019",07,"SMITH COUNTY","Grade 5",2979
"2018-2019",07,"SMITH COUNTY","Grade 6",3111
"2018-2019",07,"SMITH COUNTY","Grade 7",2985
"2018-2019",07,"SMITH COUNTY","Grade 8",2982
"2018-2019",07,"SMITH COUNTY","Grade 9",3059
"2018-2019",07,"SMITH COUNTY","Grade 10",2850
"2018-2019",07,"SMITH COUNTY","Grade 11",2651
"2018-2019",07,"SMITH COUNTY","Grade 12",2457
"2018-2019",11,"SOMERVELL COUNTY","Early Education",-999
"2018-2019",11,"SOMERVELL COUNTY","Pre-kindergarten",-999
"2018-2019",11,"SOMERVELL COUNTY","Kindergarten",154
"2018-2019",11,"SOMERVELL COUNTY","Grade 1",137
"2018-2019",11,"SOMERVELL COUNTY","Grade 2",133
"2018-2019",11,"SOMERVELL COUNTY","Grade 3",133
"2018-2019",11,"SOMERVELL COUNTY","Grade 4",153
"2018-2019",11,"SOMERVELL COUNTY","Grade 5",143
"2018-2019",11,"SOMERVELL COUNTY","Grade 6",164
"2018-2019",11,"SOMERVELL COUNTY","Grade 7",164
"2018-2019",11,"SOMERVELL COUNTY","Grade 8",164
"2018-2019",11,"SOMERVELL COUNTY","Grade 9",165
"2018-2019",11,"SOMERVELL COUNTY","Grade 10",185
"2018-2019",11,"SOMERVELL COUNTY","Grade 11",172
"2018-2019",11,"SOMERVELL COUNTY","Grade 12",154
"2018-2019",01,"STARR COUNTY","Early Education",72
"2018-2019",01,"STARR COUNTY","Pre-kindergarten",909
"2018-2019",01,"STARR COUNTY","Kindergarten",1058
"2018-2019",01,"STARR COUNTY","Grade 1",1083
"2018-2019",01,"STARR COUNTY","Grade 2",1191
"2018-2019",01,"STARR COUNTY","Grade 3",1220
"2018-2019",01,"STARR COUNTY","Grade 4",1214
"2018-2019",01,"STARR COUNTY","Grade 5",1188
"2018-2019",01,"STARR COUNTY","Grade 6",1181
"2018-2019",01,"STARR COUNTY","Grade 7",1262
"2018-2019",01,"STARR COUNTY","Grade 8",1297
"2018-2019",01,"STARR COUNTY","Grade 9",1319
"2018-2019",01,"STARR COUNTY","Grade 10",1290
"2018-2019",01,"STARR COUNTY","Grade 11",1141
"2018-2019",01,"STARR COUNTY","Grade 12",1220
"2018-2019",14,"STEPHENS COUNTY","Early Education",-999
"2018-2019",14,"STEPHENS COUNTY","Pre-kindergarten",-999
"2018-2019",14,"STEPHENS COUNTY","Kindergarten",104
"2018-2019",14,"STEPHENS COUNTY","Grade 1",100
"2018-2019",14,"STEPHENS COUNTY","Grade 2",98
"2018-2019",14,"STEPHENS COUNTY","Grade 3",113
"2018-2019",14,"STEPHENS COUNTY","Grade 4",108
"2018-2019",14,"STEPHENS COUNTY","Grade 5",118
"2018-2019",14,"STEPHENS COUNTY","Grade 6",116
"2018-2019",14,"STEPHENS COUNTY","Grade 7",121
"2018-2019",14,"STEPHENS COUNTY","Grade 8",109
"2018-2019",14,"STEPHENS COUNTY","Grade 9",131
"2018-2019",14,"STEPHENS COUNTY","Grade 10",101
"2018-2019",14,"STEPHENS COUNTY","Grade 11",119
"2018-2019",14,"STEPHENS COUNTY","Grade 12",75
"2018-2019",15,"STERLING COUNTY","Early Education",-999
"2018-2019",15,"STERLING COUNTY","Kindergarten",18
"2018-2019",15,"STERLING COUNTY","Grade 1",16
"2018-2019",15,"STERLING COUNTY","Grade 2",-999
"2018-2019",15,"STERLING COUNTY","Grade 3",28
"2018-2019",15,"STERLING COUNTY","Grade 4",42
"2018-2019",15,"STERLING COUNTY","Grade 5",24
"2018-2019",15,"STERLING COUNTY","Grade 6",26
"2018-2019",15,"STERLING COUNTY","Grade 7",31
"2018-2019",15,"STERLING COUNTY","Grade 8",28
"2018-2019",15,"STERLING COUNTY","Grade 9",22
"2018-2019",15,"STERLING COUNTY","Grade 10",27
"2018-2019",15,"STERLING COUNTY","Grade 11",20
"2018-2019",15,"STERLING COUNTY","Grade 12",25
"2018-2019",14,"STONEWALL COUNTY","Early Education",-999
"2018-2019",14,"STONEWALL COUNTY","Pre-kindergarten",25
"2018-2019",14,"STONEWALL COUNTY","Kindergarten",15
"2018-2019",14,"STONEWALL COUNTY","Grade 1",14
"2018-2019",14,"STONEWALL COUNTY","Grade 2",11
"2018-2019",14,"STONEWALL COUNTY","Grade 3",15
"2018-2019",14,"STONEWALL COUNTY","Grade 4",-999
"2018-2019",14,"STONEWALL COUNTY","Grade 5",13
"2018-2019",14,"STONEWALL COUNTY","Grade 6",16
"2018-2019",14,"STONEWALL COUNTY","Grade 7",20
"2018-2019",14,"STONEWALL COUNTY","Grade 8",14
"2018-2019",14,"STONEWALL COUNTY","Grade 9",16
"2018-2019",14,"STONEWALL COUNTY","Grade 10",22
"2018-2019",14,"STONEWALL COUNTY","Grade 11",16
"2018-2019",14,"STONEWALL COUNTY","Grade 12",16
"2018-2019",15,"SUTTON COUNTY","Early Education",-999
"2018-2019",15,"SUTTON COUNTY","Pre-kindergarten",49
"2018-2019",15,"SUTTON COUNTY","Kindergarten",55
"2018-2019",15,"SUTTON COUNTY","Grade 1",52
"2018-2019",15,"SUTTON COUNTY","Grade 2",56
"2018-2019",15,"SUTTON COUNTY","Grade 3",51
"2018-2019",15,"SUTTON COUNTY","Grade 4",64
"2018-2019",15,"SUTTON COUNTY","Grade 5",56
"2018-2019",15,"SUTTON COUNTY","Grade 6",-999
"2018-2019",15,"SUTTON COUNTY","Grade 7",57
"2018-2019",15,"SUTTON COUNTY","Grade 8",60
"2018-2019",15,"SUTTON COUNTY","Grade 9",65
"2018-2019",15,"SUTTON COUNTY","Grade 10",54
"2018-2019",15,"SUTTON COUNTY","Grade 11",71
"2018-2019",15,"SUTTON COUNTY","Grade 12",67
"2018-2019",16,"SWISHER COUNTY","Early Education",11
"2018-2019",16,"SWISHER COUNTY","Pre-kindergarten",77
"2018-2019",16,"SWISHER COUNTY","Kindergarten",114
"2018-2019",16,"SWISHER COUNTY","Grade 1",108
"2018-2019",16,"SWISHER COUNTY","Grade 2",104
"2018-2019",16,"SWISHER COUNTY","Grade 3",127
"2018-2019",16,"SWISHER COUNTY","Grade 4",127
"2018-2019",16,"SWISHER COUNTY","Grade 5",122
"2018-2019",16,"SWISHER COUNTY","Grade 6",132
"2018-2019",16,"SWISHER COUNTY","Grade 7",117
"2018-2019",16,"SWISHER COUNTY","Grade 8",136
"2018-2019",16,"SWISHER COUNTY","Grade 9",125
"2018-2019",16,"SWISHER COUNTY","Grade 10",105
"2018-2019",16,"SWISHER COUNTY","Grade 11",98
"2018-2019",16,"SWISHER COUNTY","Grade 12",106
"2018-2019",11,"TARRANT COUNTY","Early Education",1646
"2018-2019",11,"TARRANT COUNTY","Pre-kindergarten",14558
"2018-2019",11,"TARRANT COUNTY","Kindergarten",24461
"2018-2019",11,"TARRANT COUNTY","Grade 1",24959
"2018-2019",11,"TARRANT COUNTY","Grade 2",25384
"2018-2019",11,"TARRANT COUNTY","Grade 3",26045
"2018-2019",11,"TARRANT COUNTY","Grade 4",27351
"2018-2019",11,"TARRANT COUNTY","Grade 5",28105
"2018-2019",11,"TARRANT COUNTY","Grade 6",27407
"2018-2019",11,"TARRANT COUNTY","Grade 7",27318
"2018-2019",11,"TARRANT COUNTY","Grade 8",26984
"2018-2019",11,"TARRANT COUNTY","Grade 9",29620
"2018-2019",11,"TARRANT COUNTY","Grade 10",26954
"2018-2019",11,"TARRANT COUNTY","Grade 11",24734
"2018-2019",11,"TARRANT COUNTY","Grade 12",23560
"2018-2019",14,"TAYLOR COUNTY","Early Education",232
"2018-2019",14,"TAYLOR COUNTY","Pre-kindergarten",1093
"2018-2019",14,"TAYLOR COUNTY","Kindergarten",2980
"2018-2019",14,"TAYLOR COUNTY","Grade 1",3063
"2018-2019",14,"TAYLOR COUNTY","Grade 2",2936
"2018-2019",14,"TAYLOR COUNTY","Grade 3",2948
"2018-2019",14,"TAYLOR COUNTY","Grade 4",2872
"2018-2019",14,"TAYLOR COUNTY","Grade 5",2975
"2018-2019",14,"TAYLOR COUNTY","Grade 6",2882
"2018-2019",14,"TAYLOR COUNTY","Grade 7",2799
"2018-2019",14,"TAYLOR COUNTY","Grade 8",2823
