"Year","Region","County Name","District Name","District Number","Charter Status","Grade Level Name","Enrollment by Grade Level"
"2016-2017",15,"IRION COUNTY","IRION COUNTY ISD",118902,"TRADITIONAL ISD/CSD","Grade  6",28
"2016-2017",15,"IRION COUNTY","IRION COUNTY ISD",118902,"TRADITIONAL ISD/CSD","Grade  7",23
"2016-2017",15,"IRION COUNTY","IRION COUNTY ISD",118902,"TRADITIONAL ISD/CSD","Grade  8",26
"2016-2017",15,"IRION COUNTY","IRION COUNTY ISD",118902,"TRADITIONAL ISD/CSD","Grade  9",29
"2016-2017",15,"IRION COUNTY","IRION COUNTY ISD",118902,"TRADITIONAL ISD/CSD","Grade 10",16
"2016-2017",15,"IRION COUNTY","IRION COUNTY ISD",118902,"TRADITIONAL ISD/CSD","Grade 11",22
"2016-2017",15,"IRION COUNTY","IRION COUNTY ISD",118902,"TRADITIONAL ISD/CSD","Grade 12",23
"2016-2017",10,"DALLAS COUNTY","IRVING ISD",057912,"TRADITIONAL ISD/CSD","Early Education",90
"2016-2017",10,"DALLAS COUNTY","IRVING ISD",057912,"TRADITIONAL ISD/CSD","Pre-kindergarten",1794
"2016-2017",10,"DALLAS COUNTY","IRVING ISD",057912,"TRADITIONAL ISD/CSD","Kindergarten",2240
"2016-2017",10,"DALLAS COUNTY","IRVING ISD",057912,"TRADITIONAL ISD/CSD","Grade  1",2478
"2016-2017",10,"DALLAS COUNTY","IRVING ISD",057912,"TRADITIONAL ISD/CSD","Grade  2",2668
"2016-2017",10,"DALLAS COUNTY","IRVING ISD",057912,"TRADITIONAL ISD/CSD","Grade  3",2667
"2016-2017",10,"DALLAS COUNTY","IRVING ISD",057912,"TRADITIONAL ISD/CSD","Grade  4",2706
"2016-2017",10,"DALLAS COUNTY","IRVING ISD",057912,"TRADITIONAL ISD/CSD","Grade  5",2553
"2016-2017",10,"DALLAS COUNTY","IRVING ISD",057912,"TRADITIONAL ISD/CSD","Grade  6",2498
"2016-2017",10,"DALLAS COUNTY","IRVING ISD",057912,"TRADITIONAL ISD/CSD","Grade  7",2548
"2016-2017",10,"DALLAS COUNTY","IRVING ISD",057912,"TRADITIONAL ISD/CSD","Grade  8",2572
"2016-2017",10,"DALLAS COUNTY","IRVING ISD",057912,"TRADITIONAL ISD/CSD","Grade  9",2827
"2016-2017",10,"DALLAS COUNTY","IRVING ISD",057912,"TRADITIONAL ISD/CSD","Grade 10",2591
"2016-2017",10,"DALLAS COUNTY","IRVING ISD",057912,"TRADITIONAL ISD/CSD","Grade 11",2329
"2016-2017",10,"DALLAS COUNTY","IRVING ISD",057912,"TRADITIONAL ISD/CSD","Grade 12",2231
"2016-2017",10,"ELLIS COUNTY","ITALY ISD",070907,"TRADITIONAL ISD/CSD","Early Education",6
"2016-2017",10,"ELLIS COUNTY","ITALY ISD",070907,"TRADITIONAL ISD/CSD","Pre-kindergarten",31
"2016-2017",10,"ELLIS COUNTY","ITALY ISD",070907,"TRADITIONAL ISD/CSD","Kindergarten",41
"2016-2017",10,"ELLIS COUNTY","ITALY ISD",070907,"TRADITIONAL ISD/CSD","Grade  1",51
"2016-2017",10,"ELLIS COUNTY","ITALY ISD",070907,"TRADITIONAL ISD/CSD","Grade  2",46
"2016-2017",10,"ELLIS COUNTY","ITALY ISD",070907,"TRADITIONAL ISD/CSD","Grade  3",47
"2016-2017",10,"ELLIS COUNTY","ITALY ISD",070907,"TRADITIONAL ISD/CSD","Grade  4",41
"2016-2017",10,"ELLIS COUNTY","ITALY ISD",070907,"TRADITIONAL ISD/CSD","Grade  5",41
"2016-2017",10,"ELLIS COUNTY","ITALY ISD",070907,"TRADITIONAL ISD/CSD","Grade  6",35
"2016-2017",10,"ELLIS COUNTY","ITALY ISD",070907,"TRADITIONAL ISD/CSD","Grade  7",43
"2016-2017",10,"ELLIS COUNTY","ITALY ISD",070907,"TRADITIONAL ISD/CSD","Grade  8",29
"2016-2017",10,"ELLIS COUNTY","ITALY ISD",070907,"TRADITIONAL ISD/CSD","Grade  9",44
"2016-2017",10,"ELLIS COUNTY","ITALY ISD",070907,"TRADITIONAL ISD/CSD","Grade 10",42
"2016-2017",10,"ELLIS COUNTY","ITALY ISD",070907,"TRADITIONAL ISD/CSD","Grade 11",48
"2016-2017",10,"ELLIS COUNTY","ITALY ISD",070907,"TRADITIONAL ISD/CSD","Grade 12",40
"2016-2017",12,"HILL COUNTY","ITASCA ISD",109907,"TRADITIONAL ISD/CSD","Early Education",-9999999
"2016-2017",12,"HILL COUNTY","ITASCA ISD",109907,"TRADITIONAL ISD/CSD","Pre-kindergarten",42
"2016-2017",12,"HILL COUNTY","ITASCA ISD",109907,"TRADITIONAL ISD/CSD","Kindergarten",51
"2016-2017",12,"HILL COUNTY","ITASCA ISD",109907,"TRADITIONAL ISD/CSD","Grade  1",49
"2016-2017",12,"HILL COUNTY","ITASCA ISD",109907,"TRADITIONAL ISD/CSD","Grade  2",52
"2016-2017",12,"HILL COUNTY","ITASCA ISD",109907,"TRADITIONAL ISD/CSD","Grade  3",44
"2016-2017",12,"HILL COUNTY","ITASCA ISD",109907,"TRADITIONAL ISD/CSD","Grade  4",50
"2016-2017",12,"HILL COUNTY","ITASCA ISD",109907,"TRADITIONAL ISD/CSD","Grade  5",48
"2016-2017",12,"HILL COUNTY","ITASCA ISD",109907,"TRADITIONAL ISD/CSD","Grade  6",55
"2016-2017",12,"HILL COUNTY","ITASCA ISD",109907,"TRADITIONAL ISD/CSD","Grade  7",40
"2016-2017",12,"HILL COUNTY","ITASCA ISD",109907,"TRADITIONAL ISD/CSD","Grade  8",50
"2016-2017",12,"HILL COUNTY","ITASCA ISD",109907,"TRADITIONAL ISD/CSD","Grade  9",48
"2016-2017",12,"HILL COUNTY","ITASCA ISD",109907,"TRADITIONAL ISD/CSD","Grade 10",56
"2016-2017",12,"HILL COUNTY","ITASCA ISD",109907,"TRADITIONAL ISD/CSD","Grade 11",42
"2016-2017",12,"HILL COUNTY","ITASCA ISD",109907,"TRADITIONAL ISD/CSD","Grade 12",55
"2016-2017",09,"JACK COUNTY","JACKSBORO ISD",119902,"TRADITIONAL ISD/CSD","Early Education",-9999999
"2016-2017",09,"JACK COUNTY","JACKSBORO ISD",119902,"TRADITIONAL ISD/CSD","Pre-kindergarten",30
"2016-2017",09,"JACK COUNTY","JACKSBORO ISD",119902,"TRADITIONAL ISD/CSD","Kindergarten",78
"2016-2017",09,"JACK COUNTY","JACKSBORO ISD",119902,"TRADITIONAL ISD/CSD","Grade  1",73
"2016-2017",09,"JACK COUNTY","JACKSBORO ISD",119902,"TRADITIONAL ISD/CSD","Grade  2",66
"2016-2017",09,"JACK COUNTY","JACKSBORO ISD",119902,"TRADITIONAL ISD/CSD","Grade  3",87
"2016-2017",09,"JACK COUNTY","JACKSBORO ISD",119902,"TRADITIONAL ISD/CSD","Grade  4",87
"2016-2017",09,"JACK COUNTY","JACKSBORO ISD",119902,"TRADITIONAL ISD/CSD","Grade  5",84
"2016-2017",09,"JACK COUNTY","JACKSBORO ISD",119902,"TRADITIONAL ISD/CSD","Grade  6",66
"2016-2017",09,"JACK COUNTY","JACKSBORO ISD",119902,"TRADITIONAL ISD/CSD","Grade  7",74
"2016-2017",09,"JACK COUNTY","JACKSBORO ISD",119902,"TRADITIONAL ISD/CSD","Grade  8",74
"2016-2017",09,"JACK COUNTY","JACKSBORO ISD",119902,"TRADITIONAL ISD/CSD","Grade  9",77
"2016-2017",09,"JACK COUNTY","JACKSBORO ISD",119902,"TRADITIONAL ISD/CSD","Grade 10",72
"2016-2017",09,"JACK COUNTY","JACKSBORO ISD",119902,"TRADITIONAL ISD/CSD","Grade 11",74
"2016-2017",09,"JACK COUNTY","JACKSBORO ISD",119902,"TRADITIONAL ISD/CSD","Grade 12",61
"2016-2017",07,"CHEROKEE COUNTY","JACKSONVILLE ISD",037904,"TRADITIONAL ISD/CSD","Early Education",17
"2016-2017",07,"CHEROKEE COUNTY","JACKSONVILLE ISD",037904,"TRADITIONAL ISD/CSD","Pre-kindergarten",240
"2016-2017",07,"CHEROKEE COUNTY","JACKSONVILLE ISD",037904,"TRADITIONAL ISD/CSD","Kindergarten",378
"2016-2017",07,"CHEROKEE COUNTY","JACKSONVILLE ISD",037904,"TRADITIONAL ISD/CSD","Grade  1",396
"2016-2017",07,"CHEROKEE COUNTY","JACKSONVILLE ISD",037904,"TRADITIONAL ISD/CSD","Grade  2",433
"2016-2017",07,"CHEROKEE COUNTY","JACKSONVILLE ISD",037904,"TRADITIONAL ISD/CSD","Grade  3",374
"2016-2017",07,"CHEROKEE COUNTY","JACKSONVILLE ISD",037904,"TRADITIONAL ISD/CSD","Grade  4",410
"2016-2017",07,"CHEROKEE COUNTY","JACKSONVILLE ISD",037904,"TRADITIONAL ISD/CSD","Grade  5",400
"2016-2017",07,"CHEROKEE COUNTY","JACKSONVILLE ISD",037904,"TRADITIONAL ISD/CSD","Grade  6",350
"2016-2017",07,"CHEROKEE COUNTY","JACKSONVILLE ISD",037904,"TRADITIONAL ISD/CSD","Grade  7",343
"2016-2017",07,"CHEROKEE COUNTY","JACKSONVILLE ISD",037904,"TRADITIONAL ISD/CSD","Grade  8",337
"2016-2017",07,"CHEROKEE COUNTY","JACKSONVILLE ISD",037904,"TRADITIONAL ISD/CSD","Grade  9",431
"2016-2017",07,"CHEROKEE COUNTY","JACKSONVILLE ISD",037904,"TRADITIONAL ISD/CSD","Grade 10",311
"2016-2017",07,"CHEROKEE COUNTY","JACKSONVILLE ISD",037904,"TRADITIONAL ISD/CSD","Grade 11",281
"2016-2017",07,"CHEROKEE COUNTY","JACKSONVILLE ISD",037904,"TRADITIONAL ISD/CSD","Grade 12",252
"2016-2017",13,"WILLIAMSON COUNTY","JARRELL ISD",246907,"TRADITIONAL ISD/CSD","Early Education",9
"2016-2017",13,"WILLIAMSON COUNTY","JARRELL ISD",246907,"TRADITIONAL ISD/CSD","Pre-kindergarten",80
"2016-2017",13,"WILLIAMSON COUNTY","JARRELL ISD",246907,"TRADITIONAL ISD/CSD","Kindergarten",115
"2016-2017",13,"WILLIAMSON COUNTY","JARRELL ISD",246907,"TRADITIONAL ISD/CSD","Grade  1",116
"2016-2017",13,"WILLIAMSON COUNTY","JARRELL ISD",246907,"TRADITIONAL ISD/CSD","Grade  2",115
"2016-2017",13,"WILLIAMSON COUNTY","JARRELL ISD",246907,"TRADITIONAL ISD/CSD","Grade  3",113
"2016-2017",13,"WILLIAMSON COUNTY","JARRELL ISD",246907,"TRADITIONAL ISD/CSD","Grade  4",112
"2016-2017",13,"WILLIAMSON COUNTY","JARRELL ISD",246907,"TRADITIONAL ISD/CSD","Grade  5",113
"2016-2017",13,"WILLIAMSON COUNTY","JARRELL ISD",246907,"TRADITIONAL ISD/CSD","Grade  6",114
"2016-2017",13,"WILLIAMSON COUNTY","JARRELL ISD",246907,"TRADITIONAL ISD/CSD","Grade  7",100
"2016-2017",13,"WILLIAMSON COUNTY","JARRELL ISD",246907,"TRADITIONAL ISD/CSD","Grade  8",100
"2016-2017",13,"WILLIAMSON COUNTY","JARRELL ISD",246907,"TRADITIONAL ISD/CSD","Grade  9",107
"2016-2017",13,"WILLIAMSON COUNTY","JARRELL ISD",246907,"TRADITIONAL ISD/CSD","Grade 10",109
"2016-2017",13,"WILLIAMSON COUNTY","JARRELL ISD",246907,"TRADITIONAL ISD/CSD","Grade 11",102
"2016-2017",13,"WILLIAMSON COUNTY","JARRELL ISD",246907,"TRADITIONAL ISD/CSD","Grade 12",86
"2016-2017",05,"JASPER COUNTY","JASPER ISD",121904,"TRADITIONAL ISD/CSD","Early Education",7
"2016-2017",05,"JASPER COUNTY","JASPER ISD",121904,"TRADITIONAL ISD/CSD","Pre-kindergarten",132
"2016-2017",05,"JASPER COUNTY","JASPER ISD",121904,"TRADITIONAL ISD/CSD","Kindergarten",152
"2016-2017",05,"JASPER COUNTY","JASPER ISD",121904,"TRADITIONAL ISD/CSD","Grade  1",187
"2016-2017",05,"JASPER COUNTY","JASPER ISD",121904,"TRADITIONAL ISD/CSD","Grade  2",170
"2016-2017",05,"JASPER COUNTY","JASPER ISD",121904,"TRADITIONAL ISD/CSD","Grade  3",185
"2016-2017",05,"JASPER COUNTY","JASPER ISD",121904,"TRADITIONAL ISD/CSD","Grade  4",186
"2016-2017",05,"JASPER COUNTY","JASPER ISD",121904,"TRADITIONAL ISD/CSD","Grade  5",189
"2016-2017",05,"JASPER COUNTY","JASPER ISD",121904,"TRADITIONAL ISD/CSD","Grade  6",202
"2016-2017",05,"JASPER COUNTY","JASPER ISD",121904,"TRADITIONAL ISD/CSD","Grade  7",168
"2016-2017",05,"JASPER COUNTY","JASPER ISD",121904,"TRADITIONAL ISD/CSD","Grade  8",188
"2016-2017",05,"JASPER COUNTY","JASPER ISD",121904,"TRADITIONAL ISD/CSD","Grade  9",190
"2016-2017",05,"JASPER COUNTY","JASPER ISD",121904,"TRADITIONAL ISD/CSD","Grade 10",180
"2016-2017",05,"JASPER COUNTY","JASPER ISD",121904,"TRADITIONAL ISD/CSD","Grade 11",168
"2016-2017",05,"JASPER COUNTY","JASPER ISD",121904,"TRADITIONAL ISD/CSD","Grade 12",160
"2016-2017",17,"KENT COUNTY","JAYTON-GIRARD ISD",132902,"TRADITIONAL ISD/CSD","Pre-kindergarten",8
"2016-2017",17,"KENT COUNTY","JAYTON-GIRARD ISD",132902,"TRADITIONAL ISD/CSD","Kindergarten",14
"2016-2017",17,"KENT COUNTY","JAYTON-GIRARD ISD",132902,"TRADITIONAL ISD/CSD","Grade  1",10
"2016-2017",17,"KENT COUNTY","JAYTON-GIRARD ISD",132902,"TRADITIONAL ISD/CSD","Grade  2",9
"2016-2017",17,"KENT COUNTY","JAYTON-GIRARD ISD",132902,"TRADITIONAL ISD/CSD","Grade  3",11
"2016-2017",17,"KENT COUNTY","JAYTON-GIRARD ISD",132902,"TRADITIONAL ISD/CSD","Grade  4",7
"2016-2017",17,"KENT COUNTY","JAYTON-GIRARD ISD",132902,"TRADITIONAL ISD/CSD","Grade  5",7
"2016-2017",17,"KENT COUNTY","JAYTON-GIRARD ISD",132902,"TRADITIONAL ISD/CSD","Grade  6",8
"2016-2017",17,"KENT COUNTY","JAYTON-GIRARD ISD",132902,"TRADITIONAL ISD/CSD","Grade  7",10
"2016-2017",17,"KENT COUNTY","JAYTON-GIRARD ISD",132902,"TRADITIONAL ISD/CSD","Grade  8",6
"2016-2017",17,"KENT COUNTY","JAYTON-GIRARD ISD",132902,"TRADITIONAL ISD/CSD","Grade  9",9
"2016-2017",17,"KENT COUNTY","JAYTON-GIRARD ISD",132902,"TRADITIONAL ISD/CSD","Grade 10",10
"2016-2017",17,"KENT COUNTY","JAYTON-GIRARD ISD",132902,"TRADITIONAL ISD/CSD","Grade 11",12
"2016-2017",17,"KENT COUNTY","JAYTON-GIRARD ISD",132902,"TRADITIONAL ISD/CSD","Grade 12",7
"2016-2017",10,"DALLAS COUNTY","JEAN MASSIEU ACADEMY",057819,"OPEN ENROLLMENT CHARTER","Pre-kindergarten",16
"2016-2017",10,"DALLAS COUNTY","JEAN MASSIEU ACADEMY",057819,"OPEN ENROLLMENT CHARTER","Kindergarten",33
"2016-2017",10,"DALLAS COUNTY","JEAN MASSIEU ACADEMY",057819,"OPEN ENROLLMENT CHARTER","Grade  1",19
"2016-2017",10,"DALLAS COUNTY","JEAN MASSIEU ACADEMY",057819,"OPEN ENROLLMENT CHARTER","Grade  2",22
"2016-2017",10,"DALLAS COUNTY","JEAN MASSIEU ACADEMY",057819,"OPEN ENROLLMENT CHARTER","Grade  3",28
"2016-2017",10,"DALLAS COUNTY","JEAN MASSIEU ACADEMY",057819,"OPEN ENROLLMENT CHARTER","Grade  4",23
"2016-2017",10,"DALLAS COUNTY","JEAN MASSIEU ACADEMY",057819,"OPEN ENROLLMENT CHARTER","Grade  5",9
"2016-2017",10,"DALLAS COUNTY","JEAN MASSIEU ACADEMY",057819,"OPEN ENROLLMENT CHARTER","Grade  6",10
"2016-2017",10,"DALLAS COUNTY","JEAN MASSIEU ACADEMY",057819,"OPEN ENROLLMENT CHARTER","Grade  7",17
"2016-2017",10,"DALLAS COUNTY","JEAN MASSIEU ACADEMY",057819,"OPEN ENROLLMENT CHARTER","Grade  8",-9999999
"2016-2017",10,"DALLAS COUNTY","JEAN MASSIEU ACADEMY",057819,"OPEN ENROLLMENT CHARTER","Grade  9",7
"2016-2017",10,"DALLAS COUNTY","JEAN MASSIEU ACADEMY",057819,"OPEN ENROLLMENT CHARTER","Grade 10",6
"2016-2017",10,"DALLAS COUNTY","JEAN MASSIEU ACADEMY",057819,"OPEN ENROLLMENT CHARTER","Grade 11",-9999999
"2016-2017",08,"MARION COUNTY","JEFFERSON ISD",155901,"TRADITIONAL ISD/CSD","Early Education",-9999999
"2016-2017",08,"MARION COUNTY","JEFFERSON ISD",155901,"TRADITIONAL ISD/CSD","Pre-kindergarten",74
"2016-2017",08,"MARION COUNTY","JEFFERSON ISD",155901,"TRADITIONAL ISD/CSD","Kindergarten",80
"2016-2017",08,"MARION COUNTY","JEFFERSON ISD",155901,"TRADITIONAL ISD/CSD","Grade  1",87
"2016-2017",08,"MARION COUNTY","JEFFERSON ISD",155901,"TRADITIONAL ISD/CSD","Grade  2",98
"2016-2017",08,"MARION COUNTY","JEFFERSON ISD",155901,"TRADITIONAL ISD/CSD","Grade  3",103
"2016-2017",08,"MARION COUNTY","JEFFERSON ISD",155901,"TRADITIONAL ISD/CSD","Grade  4",100
"2016-2017",08,"MARION COUNTY","JEFFERSON ISD",155901,"TRADITIONAL ISD/CSD","Grade  5",80
"2016-2017",08,"MARION COUNTY","JEFFERSON ISD",155901,"TRADITIONAL ISD/CSD","Grade  6",98
"2016-2017",08,"MARION COUNTY","JEFFERSON ISD",155901,"TRADITIONAL ISD/CSD","Grade  7",88
"2016-2017",08,"MARION COUNTY","JEFFERSON ISD",155901,"TRADITIONAL ISD/CSD","Grade  8",100
"2016-2017",08,"MARION COUNTY","JEFFERSON ISD",155901,"TRADITIONAL ISD/CSD","Grade  9",106
"2016-2017",08,"MARION COUNTY","JEFFERSON ISD",155901,"TRADITIONAL ISD/CSD","Grade 10",88
"2016-2017",08,"MARION COUNTY","JEFFERSON ISD",155901,"TRADITIONAL ISD/CSD","Grade 11",73
"2016-2017",08,"MARION COUNTY","JEFFERSON ISD",155901,"TRADITIONAL ISD/CSD","Grade 12",84
"2016-2017",01,"JIM HOGG COUNTY","JIM HOGG COUNTY ISD",124901,"TRADITIONAL ISD/CSD","Early Education",-9999999
"2016-2017",01,"JIM HOGG COUNTY","JIM HOGG COUNTY ISD",124901,"TRADITIONAL ISD/CSD","Pre-kindergarten",47
"2016-2017",01,"JIM HOGG COUNTY","JIM HOGG COUNTY ISD",124901,"TRADITIONAL ISD/CSD","Kindergarten",91
"2016-2017",01,"JIM HOGG COUNTY","JIM HOGG COUNTY ISD",124901,"TRADITIONAL ISD/CSD","Grade  1",78
"2016-2017",01,"JIM HOGG COUNTY","JIM HOGG COUNTY ISD",124901,"TRADITIONAL ISD/CSD","Grade  2",112
"2016-2017",01,"JIM HOGG COUNTY","JIM HOGG COUNTY ISD",124901,"TRADITIONAL ISD/CSD","Grade  3",85
"2016-2017",01,"JIM HOGG COUNTY","JIM HOGG COUNTY ISD",124901,"TRADITIONAL ISD/CSD","Grade  4",106
"2016-2017",01,"JIM HOGG COUNTY","JIM HOGG COUNTY ISD",124901,"TRADITIONAL ISD/CSD","Grade  5",95
"2016-2017",01,"JIM HOGG COUNTY","JIM HOGG COUNTY ISD",124901,"TRADITIONAL ISD/CSD","Grade  6",92
"2016-2017",01,"JIM HOGG COUNTY","JIM HOGG COUNTY ISD",124901,"TRADITIONAL ISD/CSD","Grade  7",78
"2016-2017",01,"JIM HOGG COUNTY","JIM HOGG COUNTY ISD",124901,"TRADITIONAL ISD/CSD","Grade  8",81
"2016-2017",01,"JIM HOGG COUNTY","JIM HOGG COUNTY ISD",124901,"TRADITIONAL ISD/CSD","Grade  9",89
"2016-2017",01,"JIM HOGG COUNTY","JIM HOGG COUNTY ISD",124901,"TRADITIONAL ISD/CSD","Grade 10",82
"2016-2017",01,"JIM HOGG COUNTY","JIM HOGG COUNTY ISD",124901,"TRADITIONAL ISD/CSD","Grade 11",70
"2016-2017",01,"JIM HOGG COUNTY","JIM HOGG COUNTY ISD",124901,"TRADITIONAL ISD/CSD","Grade 12",71
"2016-2017",14,"TAYLOR COUNTY","JIM NED CISD",221911,"TRADITIONAL ISD/CSD","Early Education",7
"2016-2017",14,"TAYLOR COUNTY","JIM NED CISD",221911,"TRADITIONAL ISD/CSD","Pre-kindergarten",15
"2016-2017",14,"TAYLOR COUNTY","JIM NED CISD",221911,"TRADITIONAL ISD/CSD","Kindergarten",82
"2016-2017",14,"TAYLOR COUNTY","JIM NED CISD",221911,"TRADITIONAL ISD/CSD","Grade  1",81
"2016-2017",14,"TAYLOR COUNTY","JIM NED CISD",221911,"TRADITIONAL ISD/CSD","Grade  2",100
"2016-2017",14,"TAYLOR COUNTY","JIM NED CISD",221911,"TRADITIONAL ISD/CSD","Grade  3",84
"2016-2017",14,"TAYLOR COUNTY","JIM NED CISD",221911,"TRADITIONAL ISD/CSD","Grade  4",90
"2016-2017",14,"TAYLOR COUNTY","JIM NED CISD",221911,"TRADITIONAL ISD/CSD","Grade  5",84
"2016-2017",14,"TAYLOR COUNTY","JIM NED CISD",221911,"TRADITIONAL ISD/CSD","Grade  6",113
"2016-2017",14,"TAYLOR COUNTY","JIM NED CISD",221911,"TRADITIONAL ISD/CSD","Grade  7",85
"2016-2017",14,"TAYLOR COUNTY","JIM NED CISD",221911,"TRADITIONAL ISD/CSD","Grade  8",106
"2016-2017",14,"TAYLOR COUNTY","JIM NED CISD",221911,"TRADITIONAL ISD/CSD","Grade  9",89
"2016-2017",14,"TAYLOR COUNTY","JIM NED CISD",221911,"TRADITIONAL ISD/CSD","Grade 10",86
"2016-2017",14,"TAYLOR COUNTY","JIM NED CISD",221911,"TRADITIONAL ISD/CSD","Grade 11",77
"2016-2017",14,"TAYLOR COUNTY","JIM NED CISD",221911,"TRADITIONAL ISD/CSD","Grade 12",67
"2016-2017",07,"SHELBY COUNTY","JOAQUIN ISD",210902,"TRADITIONAL ISD/CSD","Early Education",-9999999
"2016-2017",07,"SHELBY COUNTY","JOAQUIN ISD",210902,"TRADITIONAL ISD/CSD","Pre-kindergarten",25
"2016-2017",07,"SHELBY COUNTY","JOAQUIN ISD",210902,"TRADITIONAL ISD/CSD","Kindergarten",42
"2016-2017",07,"SHELBY COUNTY","JOAQUIN ISD",210902,"TRADITIONAL ISD/CSD","Grade  1",50
"2016-2017",07,"SHELBY COUNTY","JOAQUIN ISD",210902,"TRADITIONAL ISD/CSD","Grade  2",55
"2016-2017",07,"SHELBY COUNTY","JOAQUIN ISD",210902,"TRADITIONAL ISD/CSD","Grade  3",54
"2016-2017",07,"SHELBY COUNTY","JOAQUIN ISD",210902,"TRADITIONAL ISD/CSD","Grade  4",64
"2016-2017",07,"SHELBY COUNTY","JOAQUIN ISD",210902,"TRADITIONAL ISD/CSD","Grade  5",49
"2016-2017",07,"SHELBY COUNTY","JOAQUIN ISD",210902,"TRADITIONAL ISD/CSD","Grade  6",52
"2016-2017",07,"SHELBY COUNTY","JOAQUIN ISD",210902,"TRADITIONAL ISD/CSD","Grade  7",48
"2016-2017",07,"SHELBY COUNTY","JOAQUIN ISD",210902,"TRADITIONAL ISD/CSD","Grade  8",49
"2016-2017",07,"SHELBY COUNTY","JOAQUIN ISD",210902,"TRADITIONAL ISD/CSD","Grade  9",51
"2016-2017",07,"SHELBY COUNTY","JOAQUIN ISD",210902,"TRADITIONAL ISD/CSD","Grade 10",48
"2016-2017",07,"SHELBY COUNTY","JOAQUIN ISD",210902,"TRADITIONAL ISD/CSD","Grade 11",49
"2016-2017",07,"SHELBY COUNTY","JOAQUIN ISD",210902,"TRADITIONAL ISD/CSD","Grade 12",51
"2016-2017",20,"BEXAR COUNTY","JOHN H WOOD JR PUBLIC CHARTER DIST",015808,"OPEN ENROLLMENT CHARTER","Kindergarten",28
"2016-2017",20,"BEXAR COUNTY","JOHN H WOOD JR PUBLIC CHARTER DIST",015808,"OPEN ENROLLMENT CHARTER","Grade  1",27
"2016-2017",20,"BEXAR COUNTY","JOHN H WOOD JR PUBLIC CHARTER DIST",015808,"OPEN ENROLLMENT CHARTER","Grade  2",37
"2016-2017",20,"BEXAR COUNTY","JOHN H WOOD JR PUBLIC CHARTER DIST",015808,"OPEN ENROLLMENT CHARTER","Grade  3",31
"2016-2017",20,"BEXAR COUNTY","JOHN H WOOD JR PUBLIC CHARTER DIST",015808,"OPEN ENROLLMENT CHARTER","Grade  4",28
"2016-2017",20,"BEXAR COUNTY","JOHN H WOOD JR PUBLIC CHARTER DIST",015808,"OPEN ENROLLMENT CHARTER","Grade  5",31
"2016-2017",20,"BEXAR COUNTY","JOHN H WOOD JR PUBLIC CHARTER DIST",015808,"OPEN ENROLLMENT CHARTER","Grade  6",65
"2016-2017",20,"BEXAR COUNTY","JOHN H WOOD JR PUBLIC CHARTER DIST",015808,"OPEN ENROLLMENT CHARTER","Grade  7",73
"2016-2017",20,"BEXAR COUNTY","JOHN H WOOD JR PUBLIC CHARTER DIST",015808,"OPEN ENROLLMENT CHARTER","Grade  8",118
"2016-2017",20,"BEXAR COUNTY","JOHN H WOOD JR PUBLIC CHARTER DIST",015808,"OPEN ENROLLMENT CHARTER","Grade  9",205
"2016-2017",20,"BEXAR COUNTY","JOHN H WOOD JR PUBLIC CHARTER DIST",015808,"OPEN ENROLLMENT CHARTER","Grade 10",125
"2016-2017",20,"BEXAR COUNTY","JOHN H WOOD JR PUBLIC CHARTER DIST",015808,"OPEN ENROLLMENT CHARTER","Grade 11",52
"2016-2017",20,"BEXAR COUNTY","JOHN H WOOD JR PUBLIC CHARTER DIST",015808,"OPEN ENROLLMENT CHARTER","Grade 12",15
"2016-2017",13,"BLANCO COUNTY","JOHNSON CITY ISD",016901,"TRADITIONAL ISD/CSD","Early Education",-9999999
"2016-2017",13,"BLANCO COUNTY","JOHNSON CITY ISD",016901,"TRADITIONAL ISD/CSD","Pre-kindergarten",10
"2016-2017",13,"BLANCO COUNTY","JOHNSON CITY ISD",016901,"TRADITIONAL ISD/CSD","Kindergarten",37
"2016-2017",13,"BLANCO COUNTY","JOHNSON CITY ISD",016901,"TRADITIONAL ISD/CSD","Grade  1",41
"2016-2017",13,"BLANCO COUNTY","JOHNSON CITY ISD",016901,"TRADITIONAL ISD/CSD","Grade  2",41
"2016-2017",13,"BLANCO COUNTY","JOHNSON CITY ISD",016901,"TRADITIONAL ISD/CSD","Grade  3",53
"2016-2017",13,"BLANCO COUNTY","JOHNSON CITY ISD",016901,"TRADITIONAL ISD/CSD","Grade  4",57
"2016-2017",13,"BLANCO COUNTY","JOHNSON CITY ISD",016901,"TRADITIONAL ISD/CSD","Grade  5",55
"2016-2017",13,"BLANCO COUNTY","JOHNSON CITY ISD",016901,"TRADITIONAL ISD/CSD","Grade  6",56
"2016-2017",13,"BLANCO COUNTY","JOHNSON CITY ISD",016901,"TRADITIONAL ISD/CSD","Grade  7",44
"2016-2017",13,"BLANCO COUNTY","JOHNSON CITY ISD",016901,"TRADITIONAL ISD/CSD","Grade  8",47
"2016-2017",13,"BLANCO COUNTY","JOHNSON CITY ISD",016901,"TRADITIONAL ISD/CSD","Grade  9",64
"2016-2017",13,"BLANCO COUNTY","JOHNSON CITY ISD",016901,"TRADITIONAL ISD/CSD","Grade 10",58
"2016-2017",13,"BLANCO COUNTY","JOHNSON CITY ISD",016901,"TRADITIONAL ISD/CSD","Grade 11",68
