"Year","Region","County Name","Grade Level Name","Enrollment by Grade Level"
"2017-2018",02,"JIM WELLS COUNTY","Grade  6",642
"2017-2018",02,"JIM WELLS COUNTY","Grade  7",628
"2017-2018",02,"JIM WELLS COUNTY","Grade  8",581
"2017-2018",02,"JIM WELLS COUNTY","Grade  9",631
"2017-2018",02,"JIM WELLS COUNTY","Grade 10",550
"2017-2018",02,"JIM WELLS COUNTY","Grade 11",530
"2017-2018",02,"JIM WELLS COUNTY","Grade 12",480
"2017-2018",11,"JOHNSON COUNTY","Early Education",149
"2017-2018",11,"JOHNSON COUNTY","Pre-kindergarten",1005
"2017-2018",11,"JOHNSON COUNTY","Kindergarten",2467
"2017-2018",11,"JOHNSON COUNTY","Grade  1",2440
"2017-2018",11,"JOHNSON COUNTY","Grade  2",2639
"2017-2018",11,"JOHNSON COUNTY","Grade  3",2729
"2017-2018",11,"JOHNSON COUNTY","Grade  4",2770
"2017-2018",11,"JOHNSON COUNTY","Grade  5",2789
"2017-2018",11,"JOHNSON COUNTY","Grade  6",2774
"2017-2018",11,"JOHNSON COUNTY","Grade  7",2820
"2017-2018",11,"JOHNSON COUNTY","Grade  8",2723
"2017-2018",11,"JOHNSON COUNTY","Grade  9",2831
"2017-2018",11,"JOHNSON COUNTY","Grade 10",2644
"2017-2018",11,"JOHNSON COUNTY","Grade 11",2465
"2017-2018",11,"JOHNSON COUNTY","Grade 12",2216
"2017-2018",14,"JONES COUNTY","Early Education",-9999999
"2017-2018",14,"JONES COUNTY","Pre-kindergarten",166
"2017-2018",14,"JONES COUNTY","Kindergarten",197
"2017-2018",14,"JONES COUNTY","Grade  1",182
"2017-2018",14,"JONES COUNTY","Grade  2",200
"2017-2018",14,"JONES COUNTY","Grade  3",192
"2017-2018",14,"JONES COUNTY","Grade  4",181
"2017-2018",14,"JONES COUNTY","Grade  5",191
"2017-2018",14,"JONES COUNTY","Grade  6",195
"2017-2018",14,"JONES COUNTY","Grade  7",230
"2017-2018",14,"JONES COUNTY","Grade  8",193
"2017-2018",14,"JONES COUNTY","Grade  9",199
"2017-2018",14,"JONES COUNTY","Grade 10",188
"2017-2018",14,"JONES COUNTY","Grade 11",184
"2017-2018",14,"JONES COUNTY","Grade 12",182
"2017-2018",03,"KARNES COUNTY/03","Early Education",10
"2017-2018",03,"KARNES COUNTY/03","Pre-kindergarten",138
"2017-2018",03,"KARNES COUNTY/03","Kindergarten",153
"2017-2018",03,"KARNES COUNTY/03","Grade  1",164
"2017-2018",03,"KARNES COUNTY/03","Grade  2",153
"2017-2018",03,"KARNES COUNTY/03","Grade  3",150
"2017-2018",03,"KARNES COUNTY/03","Grade  4",160
"2017-2018",03,"KARNES COUNTY/03","Grade  5",165
"2017-2018",03,"KARNES COUNTY/03","Grade  6",171
"2017-2018",03,"KARNES COUNTY/03","Grade  7",166
"2017-2018",03,"KARNES COUNTY/03","Grade  8",159
"2017-2018",03,"KARNES COUNTY/03","Grade  9",172
"2017-2018",03,"KARNES COUNTY/03","Grade 10",171
"2017-2018",03,"KARNES COUNTY/03","Grade 11",152
"2017-2018",03,"KARNES COUNTY/03","Grade 12",153
"2017-2018",20,"KARNES COUNTY/20","Early Education",5
"2017-2018",20,"KARNES COUNTY/20","Kindergarten",28
"2017-2018",20,"KARNES COUNTY/20","Grade  1",19
"2017-2018",20,"KARNES COUNTY/20","Grade  2",33
"2017-2018",20,"KARNES COUNTY/20","Grade  3",27
"2017-2018",20,"KARNES COUNTY/20","Grade  4",35
"2017-2018",20,"KARNES COUNTY/20","Grade  5",19
"2017-2018",20,"KARNES COUNTY/20","Grade  6",33
"2017-2018",20,"KARNES COUNTY/20","Grade  7",16
"2017-2018",20,"KARNES COUNTY/20","Grade  8",36
"2017-2018",20,"KARNES COUNTY/20","Grade  9",26
"2017-2018",20,"KARNES COUNTY/20","Grade 10",29
"2017-2018",20,"KARNES COUNTY/20","Grade 11",28
"2017-2018",20,"KARNES COUNTY/20","Grade 12",26
"2017-2018","AL","KARNES COUNTY/ALL","Early Education",15
"2017-2018","AL","KARNES COUNTY/ALL","Pre-kindergarten",138
"2017-2018","AL","KARNES COUNTY/ALL","Kindergarten",181
"2017-2018","AL","KARNES COUNTY/ALL","Grade  1",183
"2017-2018","AL","KARNES COUNTY/ALL","Grade  2",186
"2017-2018","AL","KARNES COUNTY/ALL","Grade  3",177
"2017-2018","AL","KARNES COUNTY/ALL","Grade  4",195
"2017-2018","AL","KARNES COUNTY/ALL","Grade  5",184
"2017-2018","AL","KARNES COUNTY/ALL","Grade  6",204
"2017-2018","AL","KARNES COUNTY/ALL","Grade  7",182
"2017-2018","AL","KARNES COUNTY/ALL","Grade  8",195
"2017-2018","AL","KARNES COUNTY/ALL","Grade  9",198
"2017-2018","AL","KARNES COUNTY/ALL","Grade 10",200
"2017-2018","AL","KARNES COUNTY/ALL","Grade 11",180
"2017-2018","AL","KARNES COUNTY/ALL","Grade 12",179
"2017-2018",10,"KAUFMAN COUNTY","Early Education",86
"2017-2018",10,"KAUFMAN COUNTY","Pre-kindergarten",1068
"2017-2018",10,"KAUFMAN COUNTY","Kindergarten",2011
"2017-2018",10,"KAUFMAN COUNTY","Grade  1",1987
"2017-2018",10,"KAUFMAN COUNTY","Grade  2",2065
"2017-2018",10,"KAUFMAN COUNTY","Grade  3",2205
"2017-2018",10,"KAUFMAN COUNTY","Grade  4",2235
"2017-2018",10,"KAUFMAN COUNTY","Grade  5",2288
"2017-2018",10,"KAUFMAN COUNTY","Grade  6",2243
"2017-2018",10,"KAUFMAN COUNTY","Grade  7",2221
"2017-2018",10,"KAUFMAN COUNTY","Grade  8",2150
"2017-2018",10,"KAUFMAN COUNTY","Grade  9",2336
"2017-2018",10,"KAUFMAN COUNTY","Grade 10",2165
"2017-2018",10,"KAUFMAN COUNTY","Grade 11",2069
"2017-2018",10,"KAUFMAN COUNTY","Grade 12",1863
"2017-2018",13,"KENDALL COUNTY/13","Early Education",5
"2017-2018",13,"KENDALL COUNTY/13","Pre-kindergarten",49
"2017-2018",13,"KENDALL COUNTY/13","Kindergarten",64
"2017-2018",13,"KENDALL COUNTY/13","Grade  1",74
"2017-2018",13,"KENDALL COUNTY/13","Grade  2",87
"2017-2018",13,"KENDALL COUNTY/13","Grade  3",68
"2017-2018",13,"KENDALL COUNTY/13","Grade  4",89
"2017-2018",13,"KENDALL COUNTY/13","Grade  5",79
"2017-2018",13,"KENDALL COUNTY/13","Grade  6",83
"2017-2018",13,"KENDALL COUNTY/13","Grade  7",91
"2017-2018",13,"KENDALL COUNTY/13","Grade  8",79
"2017-2018",13,"KENDALL COUNTY/13","Grade  9",95
"2017-2018",13,"KENDALL COUNTY/13","Grade 10",96
"2017-2018",13,"KENDALL COUNTY/13","Grade 11",82
"2017-2018",13,"KENDALL COUNTY/13","Grade 12",59
"2017-2018",20,"KENDALL COUNTY/20","Early Education",55
"2017-2018",20,"KENDALL COUNTY/20","Pre-kindergarten",55
"2017-2018",20,"KENDALL COUNTY/20","Kindergarten",624
"2017-2018",20,"KENDALL COUNTY/20","Grade  1",556
"2017-2018",20,"KENDALL COUNTY/20","Grade  2",605
"2017-2018",20,"KENDALL COUNTY/20","Grade  3",667
"2017-2018",20,"KENDALL COUNTY/20","Grade  4",664
"2017-2018",20,"KENDALL COUNTY/20","Grade  5",670
"2017-2018",20,"KENDALL COUNTY/20","Grade  6",683
"2017-2018",20,"KENDALL COUNTY/20","Grade  7",704
"2017-2018",20,"KENDALL COUNTY/20","Grade  8",737
"2017-2018",20,"KENDALL COUNTY/20","Grade  9",702
"2017-2018",20,"KENDALL COUNTY/20","Grade 10",702
"2017-2018",20,"KENDALL COUNTY/20","Grade 11",721
"2017-2018",20,"KENDALL COUNTY/20","Grade 12",681
"2017-2018","AL","KENDALL COUNTY/ALL","Early Education",60
"2017-2018","AL","KENDALL COUNTY/ALL","Pre-kindergarten",104
"2017-2018","AL","KENDALL COUNTY/ALL","Kindergarten",688
"2017-2018","AL","KENDALL COUNTY/ALL","Grade  1",630
"2017-2018","AL","KENDALL COUNTY/ALL","Grade  2",692
"2017-2018","AL","KENDALL COUNTY/ALL","Grade  3",735
"2017-2018","AL","KENDALL COUNTY/ALL","Grade  4",753
"2017-2018","AL","KENDALL COUNTY/ALL","Grade  5",749
"2017-2018","AL","KENDALL COUNTY/ALL","Grade  6",766
"2017-2018","AL","KENDALL COUNTY/ALL","Grade  7",795
"2017-2018","AL","KENDALL COUNTY/ALL","Grade  8",816
"2017-2018","AL","KENDALL COUNTY/ALL","Grade  9",797
"2017-2018","AL","KENDALL COUNTY/ALL","Grade 10",798
"2017-2018","AL","KENDALL COUNTY/ALL","Grade 11",803
"2017-2018","AL","KENDALL COUNTY/ALL","Grade 12",740
"2017-2018",02,"KENEDY COUNTY","Pre-kindergarten",16
"2017-2018",02,"KENEDY COUNTY","Kindergarten",11
"2017-2018",02,"KENEDY COUNTY","Grade  1",9
"2017-2018",02,"KENEDY COUNTY","Grade  2",6
"2017-2018",02,"KENEDY COUNTY","Grade  3",9
"2017-2018",02,"KENEDY COUNTY","Grade  4",8
"2017-2018",02,"KENEDY COUNTY","Grade  5",9
"2017-2018",02,"KENEDY COUNTY","Grade  6",10
"2017-2018",17,"KENT COUNTY","Pre-kindergarten",15
"2017-2018",17,"KENT COUNTY","Kindergarten",8
"2017-2018",17,"KENT COUNTY","Grade  1",17
"2017-2018",17,"KENT COUNTY","Grade  2",12
"2017-2018",17,"KENT COUNTY","Grade  3",9
"2017-2018",17,"KENT COUNTY","Grade  4",12
"2017-2018",17,"KENT COUNTY","Grade  5",10
"2017-2018",17,"KENT COUNTY","Grade  6",11
"2017-2018",17,"KENT COUNTY","Grade  7",8
"2017-2018",17,"KENT COUNTY","Grade  8",11
"2017-2018",17,"KENT COUNTY","Grade  9",6
"2017-2018",17,"KENT COUNTY","Grade 10",10
"2017-2018",17,"KENT COUNTY","Grade 11",11
"2017-2018",17,"KENT COUNTY","Grade 12",12
"2017-2018",20,"KERR COUNTY","Early Education",13
"2017-2018",20,"KERR COUNTY","Pre-kindergarten",396
"2017-2018",20,"KERR COUNTY","Kindergarten",450
"2017-2018",20,"KERR COUNTY","Grade  1",507
"2017-2018",20,"KERR COUNTY","Grade  2",526
"2017-2018",20,"KERR COUNTY","Grade  3",474
"2017-2018",20,"KERR COUNTY","Grade  4",530
"2017-2018",20,"KERR COUNTY","Grade  5",520
"2017-2018",20,"KERR COUNTY","Grade  6",522
"2017-2018",20,"KERR COUNTY","Grade  7",519
"2017-2018",20,"KERR COUNTY","Grade  8",516
"2017-2018",20,"KERR COUNTY","Grade  9",472
"2017-2018",20,"KERR COUNTY","Grade 10",517
"2017-2018",20,"KERR COUNTY","Grade 11",497
"2017-2018",20,"KERR COUNTY","Grade 12",453
"2017-2018",15,"KIMBLE COUNTY","Early Education",-9999999
"2017-2018",15,"KIMBLE COUNTY","Pre-kindergarten",36
"2017-2018",15,"KIMBLE COUNTY","Kindergarten",37
"2017-2018",15,"KIMBLE COUNTY","Grade  1",46
"2017-2018",15,"KIMBLE COUNTY","Grade  2",41
"2017-2018",15,"KIMBLE COUNTY","Grade  3",44
"2017-2018",15,"KIMBLE COUNTY","Grade  4",47
"2017-2018",15,"KIMBLE COUNTY","Grade  5",54
"2017-2018",15,"KIMBLE COUNTY","Grade  6",37
"2017-2018",15,"KIMBLE COUNTY","Grade  7",52
"2017-2018",15,"KIMBLE COUNTY","Grade  8",47
"2017-2018",15,"KIMBLE COUNTY","Grade  9",39
"2017-2018",15,"KIMBLE COUNTY","Grade 10",42
"2017-2018",15,"KIMBLE COUNTY","Grade 11",46
"2017-2018",15,"KIMBLE COUNTY","Grade 12",46
"2017-2018",17,"KING COUNTY","Pre-kindergarten",5
"2017-2018",17,"KING COUNTY","Kindergarten",8
"2017-2018",17,"KING COUNTY","Grade  1",12
"2017-2018",17,"KING COUNTY","Grade  2",6
"2017-2018",17,"KING COUNTY","Grade  3",8
"2017-2018",17,"KING COUNTY","Grade  4",10
"2017-2018",17,"KING COUNTY","Grade  5",7
"2017-2018",17,"KING COUNTY","Grade  6",6
"2017-2018",17,"KING COUNTY","Grade  7",5
"2017-2018",17,"KING COUNTY","Grade  8",8
"2017-2018",17,"KING COUNTY","Grade  9",7
"2017-2018",17,"KING COUNTY","Grade 10",9
"2017-2018",17,"KING COUNTY","Grade 11",5
"2017-2018",17,"KING COUNTY","Grade 12",8
"2017-2018",20,"KINNEY COUNTY","Early Education",-9999999
"2017-2018",20,"KINNEY COUNTY","Pre-kindergarten",26
"2017-2018",20,"KINNEY COUNTY","Kindergarten",40
"2017-2018",20,"KINNEY COUNTY","Grade  1",39
"2017-2018",20,"KINNEY COUNTY","Grade  2",50
"2017-2018",20,"KINNEY COUNTY","Grade  3",39
"2017-2018",20,"KINNEY COUNTY","Grade  4",46
"2017-2018",20,"KINNEY COUNTY","Grade  5",40
"2017-2018",20,"KINNEY COUNTY","Grade  6",48
"2017-2018",20,"KINNEY COUNTY","Grade  7",45
"2017-2018",20,"KINNEY COUNTY","Grade  8",43
"2017-2018",20,"KINNEY COUNTY","Grade  9",40
"2017-2018",20,"KINNEY COUNTY","Grade 10",49
"2017-2018",20,"KINNEY COUNTY","Grade 11",36
"2017-2018",20,"KINNEY COUNTY","Grade 12",42
"2017-2018",02,"KLEBERG COUNTY","Early Education",5
"2017-2018",02,"KLEBERG COUNTY","Pre-kindergarten",372
"2017-2018",02,"KLEBERG COUNTY","Kindergarten",370
"2017-2018",02,"KLEBERG COUNTY","Grade  1",362
"2017-2018",02,"KLEBERG COUNTY","Grade  2",390
"2017-2018",02,"KLEBERG COUNTY","Grade  3",426
"2017-2018",02,"KLEBERG COUNTY","Grade  4",394
"2017-2018",02,"KLEBERG COUNTY","Grade  5",375
"2017-2018",02,"KLEBERG COUNTY","Grade  6",333
"2017-2018",02,"KLEBERG COUNTY","Grade  7",354
"2017-2018",02,"KLEBERG COUNTY","Grade  8",367
"2017-2018",02,"KLEBERG COUNTY","Grade  9",411
"2017-2018",02,"KLEBERG COUNTY","Grade 10",398
"2017-2018",02,"KLEBERG COUNTY","Grade 11",356
"2017-2018",02,"KLEBERG COUNTY","Grade 12",343
"2017-2018",09,"KNOX COUNTY","Early Education",21
"2017-2018",09,"KNOX COUNTY","Pre-kindergarten",57
"2017-2018",09,"KNOX COUNTY","Kindergarten",64
"2017-2018",09,"KNOX COUNTY","Grade  1",52
"2017-2018",09,"KNOX COUNTY","Grade  2",60
"2017-2018",09,"KNOX COUNTY","Grade  3",61
"2017-2018",09,"KNOX COUNTY","Grade  4",62
"2017-2018",09,"KNOX COUNTY","Grade  5",64
"2017-2018",09,"KNOX COUNTY","Grade  6",40
"2017-2018",09,"KNOX COUNTY","Grade  7",45
"2017-2018",09,"KNOX COUNTY","Grade  8",42
"2017-2018",09,"KNOX COUNTY","Grade  9",51
"2017-2018",09,"KNOX COUNTY","Grade 10",54
"2017-2018",09,"KNOX COUNTY","Grade 11",60
"2017-2018",09,"KNOX COUNTY","Grade 12",41
"2017-2018",20,"LA SALLE COUNTY","Early Education",-9999999
"2017-2018",20,"LA SALLE COUNTY","Pre-kindergarten",77
"2017-2018",20,"LA SALLE COUNTY","Kindergarten",101
"2017-2018",20,"LA SALLE COUNTY","Grade  1",92
"2017-2018",20,"LA SALLE COUNTY","Grade  2",111
"2017-2018",20,"LA SALLE COUNTY","Grade  3",111
"2017-2018",20,"LA SALLE COUNTY","Grade  4",106
"2017-2018",20,"LA SALLE COUNTY","Grade  5",103
"2017-2018",20,"LA SALLE COUNTY","Grade  6",107
"2017-2018",20,"LA SALLE COUNTY","Grade  7",104
"2017-2018",20,"LA SALLE COUNTY","Grade  8",105
"2017-2018",20,"LA SALLE COUNTY","Grade  9",96
"2017-2018",20,"LA SALLE COUNTY","Grade 10",89
"2017-2018",20,"LA SALLE COUNTY","Grade 11",89
"2017-2018",20,"LA SALLE COUNTY","Grade 12",87
"2017-2018",08,"LAMAR COUNTY","Early Education",26
"2017-2018",08,"LAMAR COUNTY","Pre-kindergarten",455
"2017-2018",08,"LAMAR COUNTY","Kindergarten",674
"2017-2018",08,"LAMAR COUNTY","Grade  1",641
"2017-2018",08,"LAMAR COUNTY","Grade  2",640
"2017-2018",08,"LAMAR COUNTY","Grade  3",610
"2017-2018",08,"LAMAR COUNTY","Grade  4",662
"2017-2018",08,"LAMAR COUNTY","Grade  5",673
"2017-2018",08,"LAMAR COUNTY","Grade  6",630
"2017-2018",08,"LAMAR COUNTY","Grade  7",652
"2017-2018",08,"LAMAR COUNTY","Grade  8",609
"2017-2018",08,"LAMAR COUNTY","Grade  9",617
"2017-2018",08,"LAMAR COUNTY","Grade 10",619
"2017-2018",08,"LAMAR COUNTY","Grade 11",555
"2017-2018",08,"LAMAR COUNTY","Grade 12",569
"2017-2018",17,"LAMB COUNTY","Early Education",17
"2017-2018",17,"LAMB COUNTY","Pre-kindergarten",152
"2017-2018",17,"LAMB COUNTY","Kindergarten",210
"2017-2018",17,"LAMB COUNTY","Grade  1",223
"2017-2018",17,"LAMB COUNTY","Grade  2",239
"2017-2018",17,"LAMB COUNTY","Grade  3",234
"2017-2018",17,"LAMB COUNTY","Grade  4",215
"2017-2018",17,"LAMB COUNTY","Grade  5",214
"2017-2018",17,"LAMB COUNTY","Grade  6",236
"2017-2018",17,"LAMB COUNTY","Grade  7",210
"2017-2018",17,"LAMB COUNTY","Grade  8",195
"2017-2018",17,"LAMB COUNTY","Grade  9",217
"2017-2018",17,"LAMB COUNTY","Grade 10",222
"2017-2018",17,"LAMB COUNTY","Grade 11",195
"2017-2018",17,"LAMB COUNTY","Grade 12",187
"2017-2018",12,"LAMPASAS COUNTY","Early Education",13
"2017-2018",12,"LAMPASAS COUNTY","Pre-kindergarten",109
"2017-2018",12,"LAMPASAS COUNTY","Kindergarten",272
"2017-2018",12,"LAMPASAS COUNTY","Grade  1",267
"2017-2018",12,"LAMPASAS COUNTY","Grade  2",259
"2017-2018",12,"LAMPASAS COUNTY","Grade  3",252
"2017-2018",12,"LAMPASAS COUNTY","Grade  4",291
"2017-2018",12,"LAMPASAS COUNTY","Grade  5",266
"2017-2018",12,"LAMPASAS COUNTY","Grade  6",270
"2017-2018",12,"LAMPASAS COUNTY","Grade  7",275
"2017-2018",12,"LAMPASAS COUNTY","Grade  8",276
"2017-2018",12,"LAMPASAS COUNTY","Grade  9",273
"2017-2018",12,"LAMPASAS COUNTY","Grade 10",260
"2017-2018",12,"LAMPASAS COUNTY","Grade 11",284
"2017-2018",12,"LAMPASAS COUNTY","Grade 12",263
"2017-2018",03,"LAVACA COUNTY","Early Education",11
"2017-2018",03,"LAVACA COUNTY","Pre-kindergarten",116
"2017-2018",03,"LAVACA COUNTY","Kindergarten",187
"2017-2018",03,"LAVACA COUNTY","Grade  1",152
"2017-2018",03,"LAVACA COUNTY","Grade  2",168
"2017-2018",03,"LAVACA COUNTY","Grade  3",175
"2017-2018",03,"LAVACA COUNTY","Grade  4",207
"2017-2018",03,"LAVACA COUNTY","Grade  5",217
"2017-2018",03,"LAVACA COUNTY","Grade  6",198
"2017-2018",03,"LAVACA COUNTY","Grade  7",176
"2017-2018",03,"LAVACA COUNTY","Grade  8",164
"2017-2018",03,"LAVACA COUNTY","Grade  9",187
"2017-2018",03,"LAVACA COUNTY","Grade 10",170
"2017-2018",03,"LAVACA COUNTY","Grade 11",162
"2017-2018",03,"LAVACA COUNTY","Grade 12",149
"2017-2018",13,"LEE COUNTY","Early Education",15
"2017-2018",13,"LEE COUNTY","Pre-kindergarten",84
"2017-2018",13,"LEE COUNTY","Kindergarten",213
"2017-2018",13,"LEE COUNTY","Grade  1",200
"2017-2018",13,"LEE COUNTY","Grade  2",214
"2017-2018",13,"LEE COUNTY","Grade  3",247
"2017-2018",13,"LEE COUNTY","Grade  4",245
"2017-2018",13,"LEE COUNTY","Grade  5",240
"2017-2018",13,"LEE COUNTY","Grade  6",245
"2017-2018",13,"LEE COUNTY","Grade  7",214
"2017-2018",13,"LEE COUNTY","Grade  8",231
"2017-2018",13,"LEE COUNTY","Grade  9",282
"2017-2018",13,"LEE COUNTY","Grade 10",224
"2017-2018",13,"LEE COUNTY","Grade 11",215
"2017-2018",13,"LEE COUNTY","Grade 12",224
"2017-2018",06,"LEON COUNTY","Early Education",6
"2017-2018",06,"LEON COUNTY","Pre-kindergarten",160
"2017-2018",06,"LEON COUNTY","Kindergarten",242
"2017-2018",06,"LEON COUNTY","Grade  1",220
"2017-2018",06,"LEON COUNTY","Grade  2",243
"2017-2018",06,"LEON COUNTY","Grade  3",231
"2017-2018",06,"LEON COUNTY","Grade  4",234
"2017-2018",06,"LEON COUNTY","Grade  5",209
"2017-2018",06,"LEON COUNTY","Grade  6",238
"2017-2018",06,"LEON COUNTY","Grade  7",247
"2017-2018",06,"LEON COUNTY","Grade  8",231
"2017-2018",06,"LEON COUNTY","Grade  9",217
"2017-2018",06,"LEON COUNTY","Grade 10",221
"2017-2018",06,"LEON COUNTY","Grade 11",282
"2017-2018",06,"LEON COUNTY","Grade 12",219
"2017-2018",04,"LIBERTY COUNTY/04","Early Education",56
"2017-2018",04,"LIBERTY COUNTY/04","Pre-kindergarten",497
"2017-2018",04,"LIBERTY COUNTY/04","Kindergarten",1015
"2017-2018",04,"LIBERTY COUNTY/04","Grade  1",1080
"2017-2018",04,"LIBERTY COUNTY/04","Grade  2",1122
"2017-2018",04,"LIBERTY COUNTY/04","Grade  3",1163
"2017-2018",04,"LIBERTY COUNTY/04","Grade  4",1177
"2017-2018",04,"LIBERTY COUNTY/04","Grade  5",1159
"2017-2018",04,"LIBERTY COUNTY/04","Grade  6",1110
"2017-2018",04,"LIBERTY COUNTY/04","Grade  7",1079
"2017-2018",04,"LIBERTY COUNTY/04","Grade  8",1093
"2017-2018",04,"LIBERTY COUNTY/04","Grade  9",1138
"2017-2018",04,"LIBERTY COUNTY/04","Grade 10",1003
"2017-2018",04,"LIBERTY COUNTY/04","Grade 11",885
"2017-2018",04,"LIBERTY COUNTY/04","Grade 12",799
"2017-2018",05,"LIBERTY COUNTY/05","Early Education",10
"2017-2018",05,"LIBERTY COUNTY/05","Pre-kindergarten",148
"2017-2018",05,"LIBERTY COUNTY/05","Kindergarten",156
"2017-2018",05,"LIBERTY COUNTY/05","Grade  1",197
"2017-2018",05,"LIBERTY COUNTY/05","Grade  2",200
"2017-2018",05,"LIBERTY COUNTY/05","Grade  3",189
"2017-2018",05,"LIBERTY COUNTY/05","Grade  4",199
"2017-2018",05,"LIBERTY COUNTY/05","Grade  5",179
"2017-2018",05,"LIBERTY COUNTY/05","Grade  6",170
"2017-2018",05,"LIBERTY COUNTY/05","Grade  7",200
"2017-2018",05,"LIBERTY COUNTY/05","Grade  8",172
"2017-2018",05,"LIBERTY COUNTY/05","Grade  9",225
"2017-2018",05,"LIBERTY COUNTY/05","Grade 10",174
"2017-2018",05,"LIBERTY COUNTY/05","Grade 11",180
"2017-2018",05,"LIBERTY COUNTY/05","Grade 12",186
"2017-2018","AL","LIBERTY COUNTY/ALL","Early Education",66
"2017-2018","AL","LIBERTY COUNTY/ALL","Pre-kindergarten",645
"2017-2018","AL","LIBERTY COUNTY/ALL","Kindergarten",1171
"2017-2018","AL","LIBERTY COUNTY/ALL","Grade  1",1277
"2017-2018","AL","LIBERTY COUNTY/ALL","Grade  2",1322
"2017-2018","AL","LIBERTY COUNTY/ALL","Grade  3",1352
"2017-2018","AL","LIBERTY COUNTY/ALL","Grade  4",1376
"2017-2018","AL","LIBERTY COUNTY/ALL","Grade  5",1338
"2017-2018","AL","LIBERTY COUNTY/ALL","Grade  6",1280
"2017-2018","AL","LIBERTY COUNTY/ALL","Grade  7",1279
"2017-2018","AL","LIBERTY COUNTY/ALL","Grade  8",1265
"2017-2018","AL","LIBERTY COUNTY/ALL","Grade  9",1363
"2017-2018","AL","LIBERTY COUNTY/ALL","Grade 10",1177
"2017-2018","AL","LIBERTY COUNTY/ALL","Grade 11",1065
"2017-2018","AL","LIBERTY COUNTY/ALL","Grade 12",985
"2017-2018",12,"LIMESTONE COUNTY","Early Education",7
"2017-2018",12,"LIMESTONE COUNTY","Pre-kindergarten",225
"2017-2018",12,"LIMESTONE COUNTY","Kindergarten",287
"2017-2018",12,"LIMESTONE COUNTY","Grade  1",285
"2017-2018",12,"LIMESTONE COUNTY","Grade  2",299
"2017-2018",12,"LIMESTONE COUNTY","Grade  3",309
"2017-2018",12,"LIMESTONE COUNTY","Grade  4",319
"2017-2018",12,"LIMESTONE COUNTY","Grade  5",285
"2017-2018",12,"LIMESTONE COUNTY","Grade  6",290
"2017-2018",12,"LIMESTONE COUNTY","Grade  7",304
"2017-2018",12,"LIMESTONE COUNTY","Grade  8",278
"2017-2018",12,"LIMESTONE COUNTY","Grade  9",286
"2017-2018",12,"LIMESTONE COUNTY","Grade 10",275
"2017-2018",12,"LIMESTONE COUNTY","Grade 11",268
"2017-2018",12,"LIMESTONE COUNTY","Grade 12",273
"2017-2018",16,"LIPSCOMB COUNTY","Early Education",-9999999
"2017-2018",16,"LIPSCOMB COUNTY","Pre-kindergarten",48
"2017-2018",16,"LIPSCOMB COUNTY","Kindergarten",47
"2017-2018",16,"LIPSCOMB COUNTY","Grade  1",63
"2017-2018",16,"LIPSCOMB COUNTY","Grade  2",57
"2017-2018",16,"LIPSCOMB COUNTY","Grade  3",56
"2017-2018",16,"LIPSCOMB COUNTY","Grade  4",52
"2017-2018",16,"LIPSCOMB COUNTY","Grade  5",60
"2017-2018",16,"LIPSCOMB COUNTY","Grade  6",60
"2017-2018",16,"LIPSCOMB COUNTY","Grade  7",60
"2017-2018",16,"LIPSCOMB COUNTY","Grade  8",76
"2017-2018",16,"LIPSCOMB COUNTY","Grade  9",40
"2017-2018",16,"LIPSCOMB COUNTY","Grade 10",56
"2017-2018",16,"LIPSCOMB COUNTY","Grade 11",49
"2017-2018",16,"LIPSCOMB COUNTY","Grade 12",48
"2017-2018",02,"LIVE OAK COUNTY","Early Education",8
"2017-2018",02,"LIVE OAK COUNTY","Pre-kindergarten",41
"2017-2018",02,"LIVE OAK COUNTY","Kindergarten",134
"2017-2018",02,"LIVE OAK COUNTY","Grade  1",128
"2017-2018",02,"LIVE OAK COUNTY","Grade  2",119
"2017-2018",02,"LIVE OAK COUNTY","Grade  3",122
"2017-2018",02,"LIVE OAK COUNTY","Grade  4",153
"2017-2018",02,"LIVE OAK COUNTY","Grade  5",131
"2017-2018",02,"LIVE OAK COUNTY","Grade  6",116
"2017-2018",02,"LIVE OAK COUNTY","Grade  7",139
"2017-2018",02,"LIVE OAK COUNTY","Grade  8",121
"2017-2018",02,"LIVE OAK COUNTY","Grade  9",138
"2017-2018",02,"LIVE OAK COUNTY","Grade 10",159
"2017-2018",02,"LIVE OAK COUNTY","Grade 11",134
"2017-2018",02,"LIVE OAK COUNTY","Grade 12",135
"2017-2018",13,"LLANO COUNTY","Early Education",12
"2017-2018",13,"LLANO COUNTY","Pre-kindergarten",65
"2017-2018",13,"LLANO COUNTY","Kindergarten",118
"2017-2018",13,"LLANO COUNTY","Grade  1",119
"2017-2018",13,"LLANO COUNTY","Grade  2",122
"2017-2018",13,"LLANO COUNTY","Grade  3",138
"2017-2018",13,"LLANO COUNTY","Grade  4",137
"2017-2018",13,"LLANO COUNTY","Grade  5",138
"2017-2018",13,"LLANO COUNTY","Grade  6",131
"2017-2018",13,"LLANO COUNTY","Grade  7",138
"2017-2018",13,"LLANO COUNTY","Grade  8",136
"2017-2018",13,"LLANO COUNTY","Grade  9",154
"2017-2018",13,"LLANO COUNTY","Grade 10",133
"2017-2018",13,"LLANO COUNTY","Grade 11",131
"2017-2018",13,"LLANO COUNTY","Grade 12",121
