rowid,leaid,leaid_num,year,lea_name,fips,grade_edfacts,race,sex,lep,homeless,migrant,disability,econ_disadvantaged,foster_care,military_connected,read_test_num_valid,read_test_pct_prof_low,read_test_pct_prof_high,read_test_pct_prof_midpt,math_test_num_valid,math_test_pct_prof_low,math_test_pct_prof_high,math_test_pct_prof_midpt
33378,1811340,1811340,2010,Tippecanoe School Corp,18,5,7,99,99,99,99,99,99,99,99,43,70,79,74.5,44,90,100,95.0
33585,1716050,1716050,2009,Galena USD 120,17,5,99,99,99,99,99,99,99,99,99,58,80,89,84.5,58,90,100,95.0
33593,2200035,2200035,2013,Avoyelles Public Charter School,22,3,1,99,99,99,99,99,99,99,99,38,80,89,84.5,38,90,100,95.0
33594,900033,900033,2010,Park City Prep Charter School,9,7,99,1,99,99,99,99,99,99,99,41,70,79,74.5,40,90,100,95.0
33648,1914280,1914280,2015,Howard-Winneshiek Comm School District,19,5,99,1,99,99,99,99,99,99,99,54,70,79,74.5,54,90,100,95.0
33771,3104100,3104100,2009,BLAIR COMMUNITY SCHOOLS,31,3,99,99,99,99,99,99,1,99,99,51,60,69,64.5,47,90,100,95.0
33808,4829940,4829940,2010,MCMULLEN COUNTY ISD,48,99,3,99,99,99,99,99,99,99,99,38,80,89,84.5,38,90,100,95.0
33817,4217580,4217580,2010,Northern Bedford County SD,42,6,1,99,99,99,99,99,99,99,99,57,80,89,84.5,57,90,100,95.0
33931,514040,514040,2011,WEST SIDE SCHOOL DISTRICT,5,3,1,99,99,99,99,99,99,99,99,31,70,79,74.5,31,90,100,95.0
34046,3100176,3100176,2013,JOHNSON CO CENTRAL PUBLIC SCHS,31,7,1,99,99,99,99,99,99,99,99,31,90,100,95.0,31,90,100,95.0
34050,2010230,2010230,2010,Osage City,20,5,1,99,99,99,99,99,99,99,99,45,80,89,84.5,45,90,100,95.0
34056,2626970,2626970,2010,Oscoda Area Schools,26,3,99,1,99,99,99,99,99,99,99,51,60,69,64.5,51,90,100,95.0
