rowid,leaid,leaid_num,year,lea_name,fips,grade_edfacts,race,sex,lep,homeless,migrant,disability,econ_disadvantaged,foster_care,military_connected,read_test_num_valid,read_test_pct_prof_low,read_test_pct_prof_high,read_test_pct_prof_midpt,math_test_num_valid,math_test_pct_prof_low,math_test_pct_prof_high,math_test_pct_prof_midpt
44705,1301980,1301980,2011,Effingham County,13,5,99,2,99,99,99,99,99,99,99,445,98,98,98.0,445,97,97,97.0
44710,3904514,3904514,2010,Wyoming City,39,99,99,1,99,99,99,99,99,99,99,531,95,95,95.0,530,97,97,97.0
46484,1704140,1704140,2009,Arlington Heights SD 25,17,3,1,99,99,99,99,99,99,99,99,511,94,94,94.0,512,97,97,97.0
46676,1000015,1000015,2009,Newark Charter School,10,99,99,1,99,99,99,99,99,99,99,466,97,97,97.0,466,97,97,97.0
50671,4813020,4813020,2012,CARROLL ISD,48,99,3,99,99,99,99,99,99,99,99,423,95,95,95.0,414,97,97,97.0
53395,3625770,3625770,2016,SARATOGA SPRINGS CITY SD,36,9,99,99,99,99,99,99,99,99,99,513,96,96,96.0,513,97,97,97.0
61164,4826470,4826470,2016,LAKE TRAVIS ISD,48,8,99,99,99,99,99,99,99,99,99,821,96,96,96.0,1168,97,97,97.0
62373,1302550,1302550,2010,Gwinnett County,13,5,1,99,99,99,99,99,99,99,99,3879,98,98,98.0,3882,97,97,97.0
62800,3620190,3620190,2009,NANUET UNION FREE SCHOOL DISTRICT,36,99,1,99,99,99,99,99,99,99,99,919,88,88,88.0,920,97,97,97.0
70076,4827030,4827030,2011,LEANDER ISD,48,8,1,99,99,99,99,99,99,99,99,1578,98,98,98.0,2299,97,97,97.0
70603,4820010,4820010,2009,FRISCO ISD,48,4,99,2,99,99,99,99,99,99,99,1454,96,96,96.0,1458,97,97,97.0
82209,2634470,2634470,2010,Utica Community Schools,26,3,99,99,99,99,99,99,1,99,99,596,85,85,85.0,608,97,97,97.0
85150,1801200,1801200,2014,Carmel Clay Schools,18,9,99,1,99,99,99,99,99,99,99,611,95,95,95.0,623,97,97,97.0
88277,2400480,2400480,2009,Montgomery County Public Schools,24,4,4,99,99,99,99,99,99,99,99,1624,96,96,96.0,1628,97,97,97.0
88620,3905002,3905002,2011,Hudson City,39,6,1,99,99,99,99,99,99,99,99,344,99,100,99.5,344,97,97,97.0
88929,1716380,1716380,2010,Geneva CUSD 304,17,3,1,99,99,99,99,99,99,99,99,390,92,92,92.0,390,97,97,97.0
93007,3904660,3904660,2015,Solon City,39,5,99,99,99,99,99,99,99,99,99,352,91,91,91.0,350,97,97,97.0
96186,3604740,3604740,2009,BETHPAGE UNION FREE SCHOOL DISTRICT,36,99,99,2,99,99,99,99,99,99,99,839,94,94,94.0,837,97,97,97.0
96453,904110,904110,2009,SIMSBURY SCHOOL DISTRICT,9,8,1,99,99,99,99,99,99,99,99,376,96,96,96.0,376,97,97,97.0
98695,634860,634860,2012,San Marino UNF,6,99,4,99,99,99,99,99,99,99,99,972,91,91,91.0,971,97,97,97.0
99020,3618630,3618630,2017,MASSAPEQUA UNION FREE SCHOOL DISTRICT,36,9,1,99,99,99,99,99,99,99,99,558,99,100,99.5,557,97,97,97.0
99286,1302220,1302220,2012,Forsyth County,13,5,99,99,99,99,99,99,1,99,99,608,98,98,98.0,609,97,97,97.0
454,5101830,5101830,2009,HANOVER CO PBLC SCHS,51,9,99,2,99,99,99,99,99,99,99,733,97,97,97.0,2134,96,96,96.0
5009,3700093,3700093,2009,Thomas Jefferson Class Academy,37,99,1,99,99,99,99,99,99,99,99,485,94,94,94.0,483,96,96,96.0
6680,3404500,3404500,2009,EDISON TOWNSHIP,34,5,4,99,99,99,99,99,99,99,99,575,87,87,87.0,582,96,96,96.0
9061,4827720,4827720,2010,LITTLE ELM ISD,48,3,99,99,99,99,99,99,99,99,99,472,93,93,93.0,472,96,96,96.0
11403,4828290,4828290,2012,LOS FRESNOS CISD,48,5,99,99,99,99,99,99,99,99,99,825,92,92,92.0,826,96,96,96.0
11680,4807890,4807890,2014,ALLEN ISD,48,9,1,99,99,99,99,99,99,99,99,1887,93,93,93.0,965,96,96,96.0
12977,3609630,3609630,2009,EAST GREENBUSH CENTRAL SCHOOL DISTRICT,36,99,99,99,99,99,99,99,99,99,99,2407,87,87,87.0,2412,96,96,96.0
14043,4210590,4210590,2010,Garnet Valley SD,42,3,1,99,99,99,99,99,99,99,99,324,91,91,91.0,324,96,96,96.0
16615,4844410,4844410,2014,WALL ISD,48,99,99,1,99,99,99,99,99,99,99,376,95,95,95.0,319,96,96,96.0
17540,4827300,4827300,2009,LEWISVILLE ISD,48,8,99,99,99,99,99,99,99,99,99,3713,98,98,98.0,3736,96,96,96.0
19628,1730270,1730270,2011,Oswego CUSD 308,17,5,1,99,99,99,99,99,99,99,99,886,92,92,92.0,890,96,96,96.0
23180,3613980,3613980,2009,HAUPPAUGE UNION FREE SCHOOL DISTRICT,36,99,99,99,99,99,99,99,99,99,99,2261,90,90,90.0,2261,96,96,96.0
30001,4801438,4801438,2015,BASIS TEXAS,48,99,99,1,99,99,99,99,99,99,99,681,96,96,96.0,543,96,96,96.0
30508,1302550,1302550,2009,Gwinnett County,13,99,4,99,99,99,99,99,99,99,99,8618,97,97,97.0,8646,96,96,96.0
38121,1719500,1719500,2010,Homer CCSD 33C,17,6,1,99,99,99,99,99,99,99,99,355,92,92,92.0,355,96,96,96.0
43917,4815210,4815210,2011,COPPELL ISD,48,6,99,1,99,99,99,99,99,99,99,462,95,95,95.0,441,96,96,96.0
47224,1300001,1300001,2012,Troup County,13,5,99,99,99,99,99,99,99,99,99,898,98,98,98.0,899,96,96,96.0
49019,5103710,5103710,2010,SUFFOLK CITY PBLC SCHS,51,3,1,99,99,99,99,99,99,99,99,360,86,86,86.0,360,96,96,96.0
50388,3605280,3605280,2012,BRENTWOOD UNION FREE SCHOOL DISTRICT,36,9,99,2,99,99,99,99,99,99,99,487,93,93,93.0,507,96,96,96.0
51941,1303420,1303420,2010,Lumpkin County,13,5,99,99,99,99,99,99,99,99,99,328,96,96,96.0,321,96,96,96.0
54688,3401650,3401650,2013,Bernards Township Public Schools,34,9,1,99,99,99,99,99,99,99,99,357,99,100,99.5,357,96,96,96.0
59318,4815210,4815210,2016,COPPELL ISD,48,6,99,1,99,99,99,99,99,99,99,545,87,87,87.0,509,96,96,96.0
59510,3904689,3904689,2010,Pickerington Local,39,9,1,99,99,99,99,99,99,99,99,559,96,96,96.0,559,96,96,96.0
62390,4807890,4807890,2009,ALLEN ISD,48,3,99,2,99,99,99,99,99,99,99,735,99,100,99.5,736,96,96,96.0
63836,1730600,1730600,2011,Palos CCSD 118,17,99,99,1,99,99,99,99,99,99,99,620,92,92,92.0,621,96,96,96.0
64122,1300510,1300510,2010,Bremen City,13,99,99,2,99,99,99,99,99,99,99,548,96,96,96.0,537,96,96,96.0
65700,2628560,2628560,2009,Plymouth-Canton Community Schools,26,6,1,99,99,99,99,99,99,99,99,1065,95,95,95.0,1065,96,96,96.0
69344,4218960,4218960,2009,Peters Township SD,42,7,99,99,99,99,99,99,99,99,99,338,94,94,94.0,338,96,96,96.0
70993,1738220,1738220,2010,Summit Hill SD 161,17,7,1,99,99,99,99,99,99,99,99,363,91,91,91.0,362,96,96,96.0
72368,3600152,3600152,2010,NEW YORK CITY GEOGRAPHIC DISTRICT #21,36,9,4,99,99,99,99,99,99,99,99,606,94,94,94.0,607,96,96,96.0
76031,4830600,4830600,2011,MIDLOTHIAN ISD,48,7,99,99,99,99,99,99,99,99,99,621,95,95,95.0,623,96,96,96.0
76223,2400150,2400150,2009,Calvert County Public Schools,24,9,99,99,99,99,99,99,99,99,99,1382,92,92,92.0,1349,96,96,96.0
77289,3170110,3170110,2015,ELKHORN PUBLIC SCHOOLS,31,9,1,99,99,99,99,99,99,99,99,438,94,94,94.0,438,96,96,96.0
77440,1301410,1301410,2012,Columbia County,13,5,99,1,99,99,99,99,99,99,99,955,97,97,97.0,956,96,96,96.0
78464,4826470,4826470,2012,LAKE TRAVIS ISD,48,99,1,99,99,99,99,99,99,99,99,3926,97,97,97.0,3919,96,96,96.0
78940,3613290,3613290,2009,HALF HOLLOW HILLS CENTRAL SCHOOL DISTRICT,36,5,1,99,99,99,99,99,99,99,99,565,95,95,95.0,565,96,96,96.0
84758,901620,901620,2010,GLASTONBURY SCHOOL DISTRICT,9,99,4,99,99,99,99,99,99,99,99,333,91,91,91.0,335,96,96,96.0
86634,4800118,4800118,2016,HOUSTON GATEWAY ACADEMY INC,48,99,99,99,99,99,99,99,1,99,99,957,90,90,90.0,937,96,96,96.0
89993,4839930,4839930,2009,SHARYLAND ISD,48,99,1,99,99,99,99,99,99,99,99,416,98,98,98.0,415,96,96,96.0
90724,3603270,3603270,2015,ARLINGTON CENTRAL SCHOOL DISTRICT,36,9,99,99,99,99,99,99,99,99,99,803,97,97,97.0,805,96,96,96.0
95555,905040,905040,2010,WESTPORT SCHOOL DISTRICT,9,5,99,99,99,99,99,99,99,99,99,446,92,92,92.0,448,96,96,96.0
110,3100008,3100008,2009,WISNER-PILGER PUBLIC SCHOOLS,31,7,99,99,99,99,99,99,99,99,99,33,70,79,74.5,33,90,100,95.0
383,1903960,1903960,2014,Audubon Comm School District,19,8,99,99,99,99,99,99,99,99,99,31,70,79,74.5,31,90,100,95.0
488,1725500,1725500,2011,Medinah SD 11,17,5,99,1,99,99,99,99,99,99,99,36,80,89,84.5,36,90,100,95.0
499,3402550,3402550,2012,Byram Township Board of Education,34,3,99,1,99,99,99,99,99,99,99,58,80,89,84.5,58,90,100,95.0
506,4839570,4839570,2011,SCURRY-ROSSER ISD,48,5,99,2,99,99,99,99,99,99,99,35,90,100,95.0,36,90,100,95.0
549,2711670,2711670,2013,MINNETONKA PUBLIC SCHOOL DISTRICT,27,5,4,99,99,99,99,99,99,99,99,46,80,89,84.5,47,90,100,95.0
570,2614610,2614610,2010,Forest Hills Public Schools,26,99,99,1,99,99,99,99,99,99,99,2791,94,94,94.0,2790,95,95,95.0
622,615270,615270,2010,Glendora Unified,6,9,4,99,99,99,99,99,99,99,99,59,80,89,84.5,59,90,100,95.0
670,1727540,1727540,2009,Mundelein ESD 75,17,8,99,99,99,99,99,99,1,99,99,45,90,100,95.0,45,90,100,95.0
845,3412240,3412240,2012,ORADELL SCHOOL DISTRICT,34,99,99,99,99,99,99,99,99,99,99,475,87,87,87.0,474,95,95,95.0
977,3627120,3627120,2017,SODUS CENTRAL SCHOOL DISTRICT,36,9,99,2,99,99,99,99,99,99,99,47,80,89,84.5,47,90,100,95.0
1083,3904531,3904531,2011,Coldwater Exempted Village,39,9,99,2,99,99,99,99,99,99,99,60,90,100,95.0,60,90,100,95.0
1164,2502850,2502850,2011,Boxborough,25,5,99,1,99,99,99,99,99,99,99,42,80,89,84.5,42,90,100,95.0
1180,2512570,2512570,2012,Tisbury,25,3,99,99,99,99,99,99,99,99,99,34,70,79,74.5,34,90,100,95.0
1271,2622740,2622740,2010,Marcellus Community Schools,26,4,1,99,99,99,99,99,99,99,99,51,90,100,95.0,51,90,100,95.0
1316,3619830,3619830,2014,MORIAH CENTRAL SCHOOL DISTRICT,36,9,1,99,99,99,99,99,99,99,99,44,80,89,84.5,44,90,100,95.0
1474,4827510,4827510,2013,LINDALE ISD,48,6,3,99,99,99,99,99,99,99,99,41,90,100,95.0,41,90,100,95.0
1573,2700337,2700337,2014,NOVA CLASSICAL ACADEMY,27,4,99,2,99,99,99,99,99,99,99,39,70,79,74.5,39,90,100,95.0
1626,3904787,3904787,2009,Kirtland Local,39,9,99,2,99,99,99,99,99,99,99,55,90,100,95.0,55,90,100,95.0
1673,3700045,3700045,2013,Magellan Charter,37,6,99,1,99,99,99,99,99,99,99,35,90,100,95.0,35,90,100,95.0
1689,1908940,1908940,2013,Denver Comm School District,19,8,1,99,99,99,99,99,99,99,99,47,80,89,84.5,47,90,100,95.0
1895,903510,903510,2010,REDDING SCHOOL DISTRICT,9,99,3,99,99,99,99,99,99,99,99,31,80,89,84.5,31,90,100,95.0
2121,3406960,3406960,2012,HAWORTH PUBLIC SCHOOL,34,6,1,99,99,99,99,99,99,99,99,44,80,89,84.5,44,90,100,95.0
2155,4841850,4841850,2011,SUNDOWN ISD,48,3,99,99,99,99,99,99,99,99,99,42,90,100,95.0,42,90,100,95.0
2412,4800204,4800204,2014,INSPIRED VISION ACADEMY,48,4,99,1,99,99,99,99,99,99,99,35,80,89,84.5,35,90,100,95.0
2438,4811460,4811460,2013,BROCK ISD,48,8,1,99,99,99,99,99,99,99,99,77,95,100,97.5,38,90,100,95.0
2448,3600015,3600015,2017,ALLEGANY-LIMESTONE CENTRAL SCHOOL DISTRICT,36,9,99,2,99,99,99,99,99,99,99,44,90,100,95.0,44,90,100,95.0
2488,3904862,3904862,2011,Miami East Local,39,3,99,2,99,99,99,99,99,99,99,39,80,89,84.5,39,90,100,95.0
2501,1808070,1808070,2012,North Vermillion Com Sch Corp,18,6,1,99,99,99,99,99,99,99,99,47,80,89,84.5,47,90,100,95.0
2736,3415600,3415600,2010,SPRING LAKE HEIGHTS BOROU,34,8,1,99,99,99,99,99,99,99,99,39,90,100,95.0,39,90,100,95.0
2829,3621450,3621450,2016,DALTON-NUNDA CENTRAL SCHOOL DISTRICT (KESHEQUA),36,9,99,2,99,99,99,99,99,99,99,31,90,100,95.0,31,90,100,95.0
2868,1000019,1000019,2013,MOT Charter School,10,99,4,99,99,99,99,99,99,99,99,44,90,100,95.0,44,90,100,95.0
2880,1723460,1723460,2010,Lombard SD 44,17,8,3,99,99,99,99,99,99,99,99,52,80,89,84.5,52,90,100,95.0
3006,3600112,3600112,2009,GRAND CONCOURSE ACADEMY CHARTER SCHOOL,36,3,3,99,99,99,99,99,99,99,99,37,70,79,74.5,37,90,100,95.0
3042,3409420,3409420,2013,Manasquan School District,34,8,99,1,99,99,99,99,99,99,99,42,90,100,95.0,42,90,100,95.0
3093,4820520,4820520,2009,GAUSE ISD,48,99,99,99,99,99,99,99,1,99,99,53,90,100,95.0,53,90,100,95.0
3200,3904771,3904771,2011,Monroeville Local,39,6,99,2,99,99,99,99,99,99,99,34,90,100,95.0,34,90,100,95.0
3219,4026790,4026790,2015,SALLISAW,40,3,5,99,99,99,99,99,99,99,99,42,80,89,84.5,42,90,100,95.0
3294,103540,103540,2011,Winfield City,1,5,99,2,99,99,99,99,99,99,99,43,90,100,95.0,43,90,100,95.0
3323,1810140,1810140,2013,Shelbyville Central Schools,18,99,4,99,99,99,99,99,99,99,99,34,80,89,84.5,35,90,100,95.0
3437,3904459,3904459,2012,Oberlin City Schools,39,9,99,1,99,99,99,99,99,99,99,40,80,89,84.5,39,90,100,95.0
3527,3400009,3400009,2012,Somerset Hills Regional School District,34,99,4,99,99,99,99,99,99,99,99,39,90,100,95.0,39,90,100,95.0
3532,3175510,3175510,2009,PIERCE PUBLIC SCHOOLS,31,4,99,99,99,99,99,99,99,99,99,47,60,69,64.5,47,90,100,95.0
3538,622380,622380,2009,Las Lomitas Elementary,6,99,7,99,99,99,99,99,99,99,99,53,90,100,95.0,53,90,100,95.0
3547,4824210,4824210,2011,INGRAM ISD,48,7,99,2,99,99,99,99,99,99,99,39,90,100,95.0,39,90,100,95.0
3625,4827570,4827570,2010,LINDSAY ISD,48,4,99,99,99,99,99,99,99,99,99,40,90,100,95.0,40,90,100,95.0
3943,901620,901620,2009,GLASTONBURY SCHOOL DISTRICT,9,99,99,99,99,99,99,99,99,99,99,3765,91,91,91.0,3763,95,95,95.0
3954,3622530,3622530,2015,PAWLING CENTRAL SCHOOL DISTRICT,36,9,99,2,99,99,99,99,99,99,99,50,90,100,95.0,50,90,100,95.0
4018,4000771,4000771,2015,DOVE SCIENCE ACADEMY (CHARTER),40,8,3,99,99,99,99,99,99,99,99,55,90,100,95.0,55,90,100,95.0
4085,3628320,3628320,2009,RAMAPO CENTRAL SCHOOL DISTRICT (SUFFERN),36,9,99,99,99,99,99,1,99,99,99,44,80,89,84.5,44,90,100,95.0
4088,4830870,4830870,2011,MILLSAP ISD,48,8,1,99,99,99,99,99,99,99,99,49,90,100,95.0,49,90,100,95.0
4188,509990,509990,2012,MOUNT IDA SCHOOL DISTRICT,5,3,99,99,99,99,99,99,99,99,99,40,80,89,84.5,40,90,100,95.0
4254,1741360,1741360,2010,Wayne City CUSD 100,17,3,1,99,99,99,99,99,99,99,99,45,70,79,74.5,45,90,100,95.0
4416,3624420,3624420,2009,REMSENBURG-SPEONK UNION FREE SCHOOL DISTRICT,36,99,99,2,99,99,99,99,99,99,99,57,90,100,95.0,57,90,100,95.0
4487,1704380,1704380,2009,Ashton-Franklin Center CUSD 275,17,8,1,99,99,99,99,99,99,99,99,46,80,89,84.5,46,90,100,95.0
4557,3700084,3700084,2009,Greensboro Academy,37,4,99,1,99,99,99,99,99,99,99,37,90,100,95.0,37,90,100,95.0
4778,4022350,4022350,2012,OAKDALE,40,3,1,99,99,99,99,99,99,99,99,52,90,100,95.0,52,90,100,95.0
4786,4842960,4842960,2011,TOMBALL ISD,48,8,4,99,99,99,99,99,99,99,99,46,90,100,95.0,46,90,100,95.0
4858,4823280,4823280,2012,HILLSBORO ISD,48,8,3,99,99,99,99,99,99,99,99,68,90,94,92.0,57,90,100,95.0
4974,1801560,1801560,2011,Centerville-Abington Com Schs,18,9,99,2,99,99,99,99,99,99,99,60,80,89,84.5,59,90,100,95.0
4988,3618240,3618240,2012,MAMARONECK UNION FREE SCHOOL DISTRICT,36,9,99,99,99,99,99,99,1,99,99,37,90,100,95.0,37,90,100,95.0
5063,3904508,3904508,2013,Wickliffe City,39,3,99,2,99,99,99,99,99,99,99,55,90,100,95.0,55,90,100,95.0
5357,5502490,5502490,2009,Chetek School District,55,8,99,1,99,99,99,99,99,99,99,42,80,89,84.5,42,90,100,95.0
5361,3904871,3904871,2011,New Lebanon Local,39,3,99,2,99,99,99,99,99,99,99,37,80,89,84.5,37,90,100,95.0
5393,2600148,2600148,2010,Knapp Charter Academy,26,4,99,2,99,99,99,99,99,99,99,40,90,100,95.0,40,90,100,95.0
5622,622590,622590,2012,Los Alamitos UNF,6,5,7,99,99,99,99,99,99,99,99,35,80,89,84.5,35,90,100,95.0
5733,3627450,3627450,2010,SOUTH ORANGETOWN CENTRAL SCHOOL DISTRICT,36,9,4,99,99,99,99,99,99,99,99,38,90,100,95.0,39,90,100,95.0
5753,4834800,4834800,2009,PEWITT CISD,48,8,1,99,99,99,99,99,99,99,99,56,90,100,95.0,57,90,100,95.0
5807,1911070,1911070,2016,Estherville Lincoln Central Com Sch Dist,19,9,99,2,99,99,99,99,99,99,99,48,80,89,84.5,48,90,100,95.0
6101,1924000,1924000,2013,Red Oak Comm School District,19,9,99,1,99,99,99,99,99,99,99,42,90,100,95.0,42,90,100,95.0
6125,1700004,1700004,2010,Norris City-Omaha-Enfield CUSD 3,17,3,99,99,99,99,99,99,99,99,99,46,70,79,74.5,46,90,100,95.0
6241,4800113,4800113,2016,AMIGOS POR VIDA-FRIENDS FOR LIFE PUB CHTR SCH,48,4,3,99,99,99,99,99,99,99,99,46,70,79,74.5,46,90,100,95.0
6446,1703810,1703810,2010,Annawan CUSD 226,17,7,99,99,99,99,99,99,99,99,99,34,90,100,95.0,34,90,100,95.0
6544,3611550,3611550,2009,FREEPORT UNION FREE SCHOOL DISTRICT,36,99,4,99,99,99,99,99,99,99,99,56,90,100,95.0,56,90,100,95.0
6706,903060,903060,2010,NORTH STONINGTON SCHOOL DISTR,9,9,99,99,99,99,99,99,99,99,99,54,80,89,84.5,53,90,100,95.0
6733,4822710,4822710,2010,HARTS BLUFF ISD,48,8,99,99,99,99,99,99,99,99,99,43,90,100,95.0,43,90,100,95.0
6915,4800113,4800113,2015,AMIGOS POR VIDA-FRIENDS FOR LIFE PUB CHTR SCH,48,8,3,99,99,99,99,99,99,99,99,52,70,79,74.5,49,90,100,95.0
6958,2000006,2000006,2011,Hiawatha,20,7,99,1,99,99,99,99,99,99,99,31,90,100,95.0,31,90,100,95.0
6963,3910016,3910016,2017,Orange City,39,7,1,99,99,99,99,99,99,99,99,97,95,100,97.5,60,90,100,95.0
7016,3173290,3173290,2009,MALCOLM PUBLIC SCHOOLS,31,4,99,99,99,99,99,99,99,99,99,35,80,89,84.5,34,90,100,95.0
7049,1903390,1903390,2014,Allamakee Comm School District,19,4,99,1,99,99,99,99,99,99,99,43,90,100,95.0,43,90,100,95.0
7080,3401710,3401710,2013,Bethlehem Township Schools,34,6,1,99,99,99,99,99,99,99,99,52,80,89,84.5,52,90,100,95.0
7118,3700045,3700045,2009,Magellan Charter,37,8,99,1,99,99,99,99,99,99,99,31,90,100,95.0,31,90,100,95.0
7121,504110,504110,2012,GENOA CENTRAL SCHOOL DISTRICT,5,4,99,1,99,99,99,99,99,99,99,35,90,100,95.0,35,90,100,95.0
7148,3700140,3700140,2010,Columbus Charter School,37,4,1,99,99,99,99,99,99,99,99,46,70,79,74.5,46,90,100,95.0
7237,1729310,1729310,2011,Oakdale CCSD 1,17,99,1,99,99,99,99,99,99,99,99,44,80,89,84.5,44,90,100,95.0
7389,4845630,4845630,2013,WHITESBORO ISD,48,8,99,1,99,99,99,99,99,99,99,67,95,100,97.5,59,90,100,95.0
7554,4832130,4832130,2010,NATALIA ISD,48,5,3,99,99,99,99,99,99,99,99,54,90,100,95.0,54,90,100,95.0
7625,3905013,3905013,2012,Champion Local,39,9,99,1,99,99,99,99,99,99,99,55,90,100,95.0,55,90,100,95.0
7656,627180,627180,2010,Newhall,6,5,7,99,99,99,99,99,99,99,99,52,80,89,84.5,52,90,100,95.0
7765,2600114,2600114,2010,Black River Public School,26,5,1,99,99,99,99,99,99,99,99,43,90,100,95.0,43,90,100,95.0
7841,4837650,4837650,2015,ROCKWALL ISD,48,4,7,99,99,99,99,99,99,99,99,40,80,89,84.5,40,90,100,95.0
7922,1720180,1720180,2010,Iroquois West CUSD 10,17,3,1,99,99,99,99,99,99,99,99,36,80,89,84.5,36,90,100,95.0
7944,400056,400056,2012,Arizona School For The Arts,4,5,99,1,99,99,99,99,99,99,99,33,90,100,95.0,33,90,100,95.0
8107,2314100,2314100,2013,Yarmouth Schools,23,6,99,1,99,99,99,99,99,99,99,49,80,89,84.5,49,90,100,95.0
8201,2610650,2610650,2010,Concord Community Schools,26,4,99,99,99,99,99,99,1,99,99,39,70,79,74.5,39,90,100,95.0
8420,1925590,1925590,2013,Sergeant Bluff-Luton Comm School District,19,9,99,1,99,99,99,99,99,99,99,59,80,89,84.5,59,90,100,95.0
8424,4835890,4835890,2010,PRINGLE-MORSE CISD,48,99,99,2,99,99,99,99,99,99,99,30,80,100,90.0,31,90,100,95.0
8537,2707470,2707470,2015,CANBY PUBLIC SCHOOL DISTRICT,27,4,99,99,99,99,99,99,99,99,99,35,80,89,84.5,35,90,100,95.0
8593,3615390,3615390,2009,WEST IRONDEQUOIT CENTRAL SCHOOL DISTRICT,36,3,99,99,99,99,99,99,1,99,99,33,60,69,64.5,33,90,100,95.0
8817,2011850,2011850,2011,Spring Hill,20,4,99,99,99,99,99,99,1,99,99,43,80,89,84.5,43,90,100,95.0
8844,4800118,4800118,2013,HOUSTON GATEWAY ACADEMY INC,48,9,99,99,99,99,99,99,99,99,99,116,70,74,72.0,55,90,100,95.0
8850,1809720,1809720,2013,Rossville Con School District,18,8,99,2,99,99,99,99,99,99,99,49,80,89,84.5,50,90,100,95.0
8929,2003480,2003480,2012,Northeast,20,8,99,99,99,99,99,99,99,99,99,51,90,100,95.0,51,90,100,95.0
9100,400126,400126,2012,Montessori Schoolhouse of Tucson  Inc.,4,99,99,99,99,99,99,99,99,99,99,32,90,100,95.0,32,90,100,95.0
9179,4821630,4821630,2009,GRAPELAND ISD,48,3,99,99,99,99,99,99,99,99,99,37,80,89,84.5,37,90,100,95.0
9181,3900040,3900040,2010,Horizon Science Acad Cleveland,39,9,99,2,99,99,99,99,99,99,99,55,90,100,95.0,55,90,100,95.0
9183,4812810,4812810,2009,CANYON ISD,48,5,99,2,99,99,99,99,99,99,99,303,94,94,94.0,303,95,95,95.0
9260,804950,804950,2009,Weld County School District No. Re-7,8,5,99,2,99,99,99,99,99,99,99,44,90,100,95.0,44,90,100,95.0
9459,3700050,3700050,2010,River Mill Academy,37,3,1,99,99,99,99,99,99,99,99,32,80,89,84.5,32,90,100,95.0
9584,1736450,1736450,2010,Skokie SD 68,17,7,3,99,99,99,99,99,99,99,99,49,70,79,74.5,49,90,100,95.0
10051,5100090,5100090,2009,ALBEMARLE CO PBLC SCHS,51,3,99,2,99,99,99,99,99,99,99,484,90,90,90.0,487,95,95,95.0
10203,100013,100013,2011,Trussville City,1,99,4,99,99,99,99,99,99,99,99,52,90,100,95.0,53,90,100,95.0
10466,3904863,3904863,2013,Newton Local,39,5,1,99,99,99,99,99,99,99,99,44,90,100,95.0,44,90,100,95.0
10513,4838400,4838400,2010,S AND S CISD,48,3,99,2,99,99,99,99,99,99,99,36,90,100,95.0,36,90,100,95.0
10694,4815210,4815210,2015,COPPELL ISD,48,6,99,99,99,99,99,99,99,99,99,971,89,89,89.0,934,95,95,95.0
10702,3900072,3900072,2015,T.C.P. World Academy,39,4,99,2,99,99,99,99,99,99,99,31,60,69,64.5,34,90,100,95.0
10706,3904833,3904833,2017,Lowellville Local,39,5,1,99,99,99,99,99,99,99,99,32,90,100,95.0,32,90,100,95.0
10872,3630210,3630210,2014,WATERVLIET CITY SCHOOL DISTRICT,36,9,99,99,99,99,99,99,1,99,99,55,90,100,95.0,58,90,100,95.0
10879,400630,400630,2013,Alpine Elementary District,4,99,1,99,99,99,99,99,99,99,99,32,90,100,95.0,32,90,100,95.0
10977,1924870,1924870,2011,Roland-Story Comm School District,19,9,99,1,99,99,99,99,99,99,99,31,80,89,84.5,31,90,100,95.0
11193,1707980,1707980,2012,Butler SD 53,17,3,99,99,99,99,99,99,99,99,99,41,90,100,95.0,41,90,100,95.0
11247,1301140,1301140,2010,Chickamauga City,13,3,99,2,99,99,99,99,99,99,99,42,90,100,95.0,40,90,100,95.0
11344,1917460,1917460,2011,Logan-Magnolia Comm School District,19,9,99,99,99,99,99,99,99,99,99,54,90,100,95.0,54,90,100,95.0
11410,3177100,3177100,2012,STAPLETON PUBLIC SCHOOLS,31,99,99,2,99,99,99,99,99,99,99,53,90,100,95.0,53,90,100,95.0
11583,4801415,4801415,2009,MANARA ACADEMY,48,99,99,1,99,99,99,99,99,99,99,42,80,89,84.5,44,90,100,95.0
11597,2717780,2717780,2011,LAKEVILLE PUBLIC SCHOOL DISTRICT,27,3,99,2,99,99,99,99,99,99,99,387,94,94,94.0,387,95,95,95.0
11699,4814880,4814880,2011,COMO-PICKTON CISD,48,99,99,99,99,99,99,1,99,99,99,35,90,100,95.0,36,90,100,95.0
11791,3620790,3620790,2009,NEWFIELD CENTRAL SCHOOL DISTRICT,36,7,99,99,99,99,99,99,1,99,99,43,60,69,64.5,43,90,100,95.0
12046,4824100,4824100,2016,HUTTO ISD,48,8,7,99,99,99,99,99,99,99,99,28,80,100,90.0,33,90,100,95.0
12084,1929010,1929010,2015,Van Meter Comm School District,19,5,99,99,99,99,99,99,99,99,99,54,80,89,84.5,54,90,100,95.0
12140,2009900,2009900,2010,Neodesha,20,9,99,2,99,99,99,99,99,99,99,30,80,100,90.0,32,90,100,95.0
12199,3618900,3618900,2017,MECHANICVILLE CITY SCHOOL DISTRICT,36,9,99,1,99,99,99,99,99,99,99,56,90,100,95.0,56,90,100,95.0
12446,3413890,3413890,2011,RIVER EDGE,34,99,99,2,99,99,99,99,99,99,99,325,90,90,90.0,328,95,95,95.0
