"Year","Region","Grade Level Name","Gender Name","Gender Count"
"2017-2018",02,"Grade  6","Male",4113
"2017-2018",02,"Grade  7","Female",3814
"2017-2018",02,"Grade  7","Male",4075
"2017-2018",02,"Grade  8","Female",3685
"2017-2018",02,"Grade  8","Male",3964
"2017-2018",02,"Grade  9","Female",3946
"2017-2018",02,"Grade  9","Male",4227
"2017-2018",02,"Grade 10","Female",3701
"2017-2018",02,"Grade 10","Male",3895
"2017-2018",02,"Grade 11","Female",3524
"2017-2018",02,"Grade 11","Male",3755
"2017-2018",02,"Grade 12","Female",3446
"2017-2018",02,"Grade 12","Male",3438
"2017-2018",03,"Early Education","Female",81
"2017-2018",03,"Early Education","Male",200
"2017-2018",03,"Pre-kindergarten","Female",1157
"2017-2018",03,"Pre-kindergarten","Male",1184
"2017-2018",03,"Kindergarten","Female",1789
"2017-2018",03,"Kindergarten","Male",1857
"2017-2018",03,"Grade  1","Female",1867
"2017-2018",03,"Grade  1","Male",1895
"2017-2018",03,"Grade  2","Female",1876
"2017-2018",03,"Grade  2","Male",2000
"2017-2018",03,"Grade  3","Female",1959
"2017-2018",03,"Grade  3","Male",2078
"2017-2018",03,"Grade  4","Female",1981
"2017-2018",03,"Grade  4","Male",2232
"2017-2018",03,"Grade  5","Female",1994
"2017-2018",03,"Grade  5","Male",2167
"2017-2018",03,"Grade  6","Female",1928
"2017-2018",03,"Grade  6","Male",2054
"2017-2018",03,"Grade  7","Female",1945
"2017-2018",03,"Grade  7","Male",1993
"2017-2018",03,"Grade  8","Female",1873
"2017-2018",03,"Grade  8","Male",2004
"2017-2018",03,"Grade  9","Female",2143
"2017-2018",03,"Grade  9","Male",2295
"2017-2018",03,"Grade 10","Female",1937
"2017-2018",03,"Grade 10","Male",2083
"2017-2018",03,"Grade 11","Female",1821
"2017-2018",03,"Grade 11","Male",1933
"2017-2018",03,"Grade 12","Female",1655
"2017-2018",03,"Grade 12","Male",1695
"2017-2018",04,"Early Education","Female",1677
"2017-2018",04,"Early Education","Male",3855
"2017-2018",04,"Pre-kindergarten","Female",25649
"2017-2018",04,"Pre-kindergarten","Male",25870
"2017-2018",04,"Kindergarten","Female",40242
"2017-2018",04,"Kindergarten","Male",42280
"2017-2018",04,"Grade  1","Female",42912
"2017-2018",04,"Grade  1","Male",45387
"2017-2018",04,"Grade  2","Female",43913
"2017-2018",04,"Grade  2","Male",46292
"2017-2018",04,"Grade  3","Female",46188
"2017-2018",04,"Grade  3","Male",47906
"2017-2018",04,"Grade  4","Female",45213
"2017-2018",04,"Grade  4","Male",47766
"2017-2018",04,"Grade  5","Female",45298
"2017-2018",04,"Grade  5","Male",47648
"2017-2018",04,"Grade  6","Female",43955
"2017-2018",04,"Grade  6","Male",45905
"2017-2018",04,"Grade  7","Female",43295
"2017-2018",04,"Grade  7","Male",46030
"2017-2018",04,"Grade  8","Female",43426
"2017-2018",04,"Grade  8","Male",45425
"2017-2018",04,"Grade  9","Female",46700
"2017-2018",04,"Grade  9","Male",51183
"2017-2018",04,"Grade 10","Female",42937
"2017-2018",04,"Grade 10","Male",45263
"2017-2018",04,"Grade 11","Female",40683
"2017-2018",04,"Grade 11","Male",41718
"2017-2018",04,"Grade 12","Female",38707
"2017-2018",04,"Grade 12","Male",39074
"2017-2018",05,"Early Education","Female",196
"2017-2018",05,"Early Education","Male",391
"2017-2018",05,"Pre-kindergarten","Female",1926
"2017-2018",05,"Pre-kindergarten","Male",2001
"2017-2018",05,"Kindergarten","Female",2853
"2017-2018",05,"Kindergarten","Male",3135
"2017-2018",05,"Grade  1","Female",3008
"2017-2018",05,"Grade  1","Male",3273
"2017-2018",05,"Grade  2","Female",3104
"2017-2018",05,"Grade  2","Male",3261
"2017-2018",05,"Grade  3","Female",3135
"2017-2018",05,"Grade  3","Male",3373
"2017-2018",05,"Grade  4","Female",3141
"2017-2018",05,"Grade  4","Male",3296
"2017-2018",05,"Grade  5","Female",3051
"2017-2018",05,"Grade  5","Male",3267
"2017-2018",05,"Grade  6","Female",2982
"2017-2018",05,"Grade  6","Male",3224
"2017-2018",05,"Grade  7","Female",2967
"2017-2018",05,"Grade  7","Male",3097
"2017-2018",05,"Grade  8","Female",2883
"2017-2018",05,"Grade  8","Male",3070
"2017-2018",05,"Grade  9","Female",3048
"2017-2018",05,"Grade  9","Male",3316
"2017-2018",05,"Grade 10","Female",2837
"2017-2018",05,"Grade 10","Male",3014
"2017-2018",05,"Grade 11","Female",2632
"2017-2018",05,"Grade 11","Male",2869
"2017-2018",05,"Grade 12","Female",2658
"2017-2018",05,"Grade 12","Male",2746
"2017-2018",06,"Early Education","Female",260
"2017-2018",06,"Early Education","Male",570
"2017-2018",06,"Pre-kindergarten","Female",3246
"2017-2018",06,"Pre-kindergarten","Male",3461
"2017-2018",06,"Kindergarten","Female",6760
"2017-2018",06,"Kindergarten","Male",7019
"2017-2018",06,"Grade  1","Female",6904
"2017-2018",06,"Grade  1","Male",7393
"2017-2018",06,"Grade  2","Female",7187
"2017-2018",06,"Grade  2","Male",7497
"2017-2018",06,"Grade  3","Female",7443
"2017-2018",06,"Grade  3","Male",7915
"2017-2018",06,"Grade  4","Female",7556
"2017-2018",06,"Grade  4","Male",7899
"2017-2018",06,"Grade  5","Female",7551
"2017-2018",06,"Grade  5","Male",7859
"2017-2018",06,"Grade  6","Female",7169
"2017-2018",06,"Grade  6","Male",7659
"2017-2018",06,"Grade  7","Female",7335
"2017-2018",06,"Grade  7","Male",7746
"2017-2018",06,"Grade  8","Female",7235
"2017-2018",06,"Grade  8","Male",7563
"2017-2018",06,"Grade  9","Female",7656
"2017-2018",06,"Grade  9","Male",8207
"2017-2018",06,"Grade 10","Female",7258
"2017-2018",06,"Grade 10","Male",7729
"2017-2018",06,"Grade 11","Female",6939
"2017-2018",06,"Grade 11","Male",6983
"2017-2018",06,"Grade 12","Female",6391
"2017-2018",06,"Grade 12","Male",6391
"2017-2018",07,"Early Education","Female",133
"2017-2018",07,"Early Education","Male",337
"2017-2018",07,"Pre-kindergarten","Female",3808
"2017-2018",07,"Pre-kindergarten","Male",3931
"2017-2018",07,"Kindergarten","Female",5888
"2017-2018",07,"Kindergarten","Male",6153
"2017-2018",07,"Grade  1","Female",5983
"2017-2018",07,"Grade  1","Male",6583
"2017-2018",07,"Grade  2","Female",6114
"2017-2018",07,"Grade  2","Male",6435
"2017-2018",07,"Grade  3","Female",6165
"2017-2018",07,"Grade  3","Male",6512
"2017-2018",07,"Grade  4","Female",6320
"2017-2018",07,"Grade  4","Male",6523
"2017-2018",07,"Grade  5","Female",6443
"2017-2018",07,"Grade  5","Male",6745
"2017-2018",07,"Grade  6","Female",6091
"2017-2018",07,"Grade  6","Male",6548
"2017-2018",07,"Grade  7","Female",6123
"2017-2018",07,"Grade  7","Male",6679
"2017-2018",07,"Grade  8","Female",6031
"2017-2018",07,"Grade  8","Male",6451
"2017-2018",07,"Grade  9","Female",6142
"2017-2018",07,"Grade  9","Male",6847
"2017-2018",07,"Grade 10","Female",6069
"2017-2018",07,"Grade 10","Male",6261
"2017-2018",07,"Grade 11","Female",5654
"2017-2018",07,"Grade 11","Male",5993
"2017-2018",07,"Grade 12","Female",5281
"2017-2018",07,"Grade 12","Male",5486
"2017-2018",08,"Early Education","Female",94
"2017-2018",08,"Early Education","Male",151
"2017-2018",08,"Pre-kindergarten","Female",1629
"2017-2018",08,"Pre-kindergarten","Male",1731
"2017-2018",08,"Kindergarten","Female",1999
"2017-2018",08,"Kindergarten","Male",2090
"2017-2018",08,"Grade  1","Female",1982
"2017-2018",08,"Grade  1","Male",2107
"2017-2018",08,"Grade  2","Female",1977
"2017-2018",08,"Grade  2","Male",2052
"2017-2018",08,"Grade  3","Female",2007
"2017-2018",08,"Grade  3","Male",2105
"2017-2018",08,"Grade  4","Female",2051
"2017-2018",08,"Grade  4","Male",2181
"2017-2018",08,"Grade  5","Female",2125
"2017-2018",08,"Grade  5","Male",2113
"2017-2018",08,"Grade  6","Female",1989
"2017-2018",08,"Grade  6","Male",2101
"2017-2018",08,"Grade  7","Female",2061
"2017-2018",08,"Grade  7","Male",2047
"2017-2018",08,"Grade  8","Female",1989
"2017-2018",08,"Grade  8","Male",2091
"2017-2018",08,"Grade  9","Female",2019
"2017-2018",08,"Grade  9","Male",2135
"2017-2018",08,"Grade 10","Female",1896
"2017-2018",08,"Grade 10","Male",2054
"2017-2018",08,"Grade 11","Female",1808
"2017-2018",08,"Grade 11","Male",1978
"2017-2018",08,"Grade 12","Female",1756
"2017-2018",08,"Grade 12","Male",1841
"2017-2018",09,"Early Education","Female",45
"2017-2018",09,"Early Education","Male",124
"2017-2018",09,"Pre-kindergarten","Female",1019
"2017-2018",09,"Pre-kindergarten","Male",1000
"2017-2018",09,"Kindergarten","Female",1311
"2017-2018",09,"Kindergarten","Male",1433
"2017-2018",09,"Grade  1","Female",1299
"2017-2018",09,"Grade  1","Male",1394
"2017-2018",09,"Grade  2","Female",1310
"2017-2018",09,"Grade  2","Male",1412
"2017-2018",09,"Grade  3","Female",1421
"2017-2018",09,"Grade  3","Male",1454
"2017-2018",09,"Grade  4","Female",1401
"2017-2018",09,"Grade  4","Male",1489
"2017-2018",09,"Grade  5","Female",1397
"2017-2018",09,"Grade  5","Male",1445
"2017-2018",09,"Grade  6","Female",1301
"2017-2018",09,"Grade  6","Male",1462
"2017-2018",09,"Grade  7","Female",1297
"2017-2018",09,"Grade  7","Male",1423
"2017-2018",09,"Grade  8","Female",1373
"2017-2018",09,"Grade  8","Male",1328
"2017-2018",09,"Grade  9","Female",1341
"2017-2018",09,"Grade  9","Male",1356
"2017-2018",09,"Grade 10","Female",1325
"2017-2018",09,"Grade 10","Male",1389
"2017-2018",09,"Grade 11","Female",1271
"2017-2018",09,"Grade 11","Male",1292
"2017-2018",09,"Grade 12","Female",1199
"2017-2018",09,"Grade 12","Male",1258
"2017-2018",10,"Early Education","Female",1245
"2017-2018",10,"Early Education","Male",2869
"2017-2018",10,"Pre-kindergarten","Female",16679
"2017-2018",10,"Pre-kindergarten","Male",16891
"2017-2018",10,"Kindergarten","Female",29300
"2017-2018",10,"Kindergarten","Male",30871
"2017-2018",10,"Grade  1","Female",30333
"2017-2018",10,"Grade  1","Male",31820
"2017-2018",10,"Grade  2","Female",31131
"2017-2018",10,"Grade  2","Male",32479
"2017-2018",10,"Grade  3","Female",32485
"2017-2018",10,"Grade  3","Male",33787
"2017-2018",10,"Grade  4","Female",33032
"2017-2018",10,"Grade  4","Male",34571
"2017-2018",10,"Grade  5","Female",32957
"2017-2018",10,"Grade  5","Male",34734
"2017-2018",10,"Grade  6","Female",32148
"2017-2018",10,"Grade  6","Male",33519
"2017-2018",10,"Grade  7","Female",31830
"2017-2018",10,"Grade  7","Male",33371
"2017-2018",10,"Grade  8","Female",31111
"2017-2018",10,"Grade  8","Male",32608
"2017-2018",10,"Grade  9","Female",33177
"2017-2018",10,"Grade  9","Male",35620
"2017-2018",10,"Grade 10","Female",31103
"2017-2018",10,"Grade 10","Male",32919
"2017-2018",10,"Grade 11","Female",29710
"2017-2018",10,"Grade 11","Male",30360
"2017-2018",10,"Grade 12","Female",27158
"2017-2018",10,"Grade 12","Male",27476
"2017-2018",11,"Early Education","Female",822
"2017-2018",11,"Early Education","Male",1852
"2017-2018",11,"Pre-kindergarten","Female",10215
"2017-2018",11,"Pre-kindergarten","Male",10446
"2017-2018",11,"Kindergarten","Female",19499
"2017-2018",11,"Kindergarten","Male",20574
"2017-2018",11,"Grade  1","Female",19927
"2017-2018",11,"Grade  1","Male",21228
"2017-2018",11,"Grade  2","Female",20455
"2017-2018",11,"Grade  2","Male",21652
"2017-2018",11,"Grade  3","Female",21534
"2017-2018",11,"Grade  3","Male",22468
"2017-2018",11,"Grade  4","Female",21963
"2017-2018",11,"Grade  4","Male",23123
"2017-2018",11,"Grade  5","Female",21717
"2017-2018",11,"Grade  5","Male",23342
"2017-2018",11,"Grade  6","Female",21660
"2017-2018",11,"Grade  6","Male",22659
"2017-2018",11,"Grade  7","Female",21295
"2017-2018",11,"Grade  7","Male",22903
"2017-2018",11,"Grade  8","Female",21454
"2017-2018",11,"Grade  8","Male",22624
"2017-2018",11,"Grade  9","Female",23811
"2017-2018",11,"Grade  9","Male",25734
"2017-2018",11,"Grade 10","Female",22153
"2017-2018",11,"Grade 10","Male",23395
"2017-2018",11,"Grade 11","Female",21340
"2017-2018",11,"Grade 11","Male",21594
"2017-2018",11,"Grade 12","Female",19751
"2017-2018",11,"Grade 12","Male",19896
"2017-2018",12,"Early Education","Female",179
"2017-2018",12,"Early Education","Male",361
"2017-2018",12,"Pre-kindergarten","Female",4421
"2017-2018",12,"Pre-kindergarten","Male",4366
"2017-2018",12,"Kindergarten","Female",6093
"2017-2018",12,"Kindergarten","Male",6448
"2017-2018",12,"Grade  1","Female",6453
"2017-2018",12,"Grade  1","Male",6724
"2017-2018",12,"Grade  2","Female",6325
"2017-2018",12,"Grade  2","Male",6757
"2017-2018",12,"Grade  3","Female",6575
"2017-2018",12,"Grade  3","Male",6803
"2017-2018",12,"Grade  4","Female",6452
"2017-2018",12,"Grade  4","Male",6850
"2017-2018",12,"Grade  5","Female",6514
"2017-2018",12,"Grade  5","Male",7060
"2017-2018",12,"Grade  6","Female",6300
"2017-2018",12,"Grade  6","Male",6736
"2017-2018",12,"Grade  7","Female",6217
"2017-2018",12,"Grade  7","Male",6696
"2017-2018",12,"Grade  8","Female",6145
"2017-2018",12,"Grade  8","Male",6408
"2017-2018",12,"Grade  9","Female",6602
"2017-2018",12,"Grade  9","Male",7112
"2017-2018",12,"Grade 10","Female",5851
"2017-2018",12,"Grade 10","Male",6246
"2017-2018",12,"Grade 11","Female",5616
"2017-2018",12,"Grade 11","Male",5735
"2017-2018",12,"Grade 12","Female",5241
"2017-2018",12,"Grade 12","Male",5280
"2017-2018",13,"Early Education","Female",654
"2017-2018",13,"Early Education","Male",1492
"2017-2018",13,"Pre-kindergarten","Female",6939
"2017-2018",13,"Pre-kindergarten","Male",7181
"2017-2018",13,"Kindergarten","Female",13283
"2017-2018",13,"Kindergarten","Male",14087
"2017-2018",13,"Grade  1","Female",13908
"2017-2018",13,"Grade  1","Male",14735
"2017-2018",13,"Grade  2","Female",13994
"2017-2018",13,"Grade  2","Male",14789
"2017-2018",13,"Grade  3","Female",14506
"2017-2018",13,"Grade  3","Male",15335
"2017-2018",13,"Grade  4","Female",14969
"2017-2018",13,"Grade  4","Male",15589
"2017-2018",13,"Grade  5","Female",14884
"2017-2018",13,"Grade  5","Male",15726
"2017-2018",13,"Grade  6","Female",14503
"2017-2018",13,"Grade  6","Male",15296
"2017-2018",13,"Grade  7","Female",14127
"2017-2018",13,"Grade  7","Male",15290
"2017-2018",13,"Grade  8","Female",14394
"2017-2018",13,"Grade  8","Male",15064
"2017-2018",13,"Grade  9","Female",15206
"2017-2018",13,"Grade  9","Male",16394
"2017-2018",13,"Grade 10","Female",14339
"2017-2018",13,"Grade 10","Male",14875
"2017-2018",13,"Grade 11","Female",12916
"2017-2018",13,"Grade 11","Male",13707
"2017-2018",13,"Grade 12","Female",12398
"2017-2018",13,"Grade 12","Male",12737
"2017-2018",14,"Early Education","Female",182
"2017-2018",14,"Early Education","Male",245
"2017-2018",14,"Pre-kindergarten","Female",1141
"2017-2018",14,"Pre-kindergarten","Male",1206
"2017-2018",14,"Kindergarten","Female",2196
"2017-2018",14,"Kindergarten","Male",2263
"2017-2018",14,"Grade  1","Female",2185
"2017-2018",14,"Grade  1","Male",2323
"2017-2018",14,"Grade  2","Female",2282
"2017-2018",14,"Grade  2","Male",2239
"2017-2018",14,"Grade  3","Female",2239
"2017-2018",14,"Grade  3","Male",2297
"2017-2018",14,"Grade  4","Female",2205
"2017-2018",14,"Grade  4","Male",2481
"2017-2018",14,"Grade  5","Female",2330
"2017-2018",14,"Grade  5","Male",2389
"2017-2018",14,"Grade  6","Female",2439
"2017-2018",14,"Grade  6","Male",2485
"2017-2018",14,"Grade  7","Female",2467
"2017-2018",14,"Grade  7","Male",2561
"2017-2018",14,"Grade  8","Female",2436
"2017-2018",14,"Grade  8","Male",2398
"2017-2018",14,"Grade  9","Female",2006
"2017-2018",14,"Grade  9","Male",2050
"2017-2018",14,"Grade 10","Female",1747
"2017-2018",14,"Grade 10","Male",1770
"2017-2018",14,"Grade 11","Female",1619
"2017-2018",14,"Grade 11","Male",1630
"2017-2018",14,"Grade 12","Female",1499
"2017-2018",14,"Grade 12","Male",1533
"2017-2018",15,"Early Education","Female",315
"2017-2018",15,"Early Education","Male",370
"2017-2018",15,"Pre-kindergarten","Female",916
"2017-2018",15,"Pre-kindergarten","Male",929
"2017-2018",15,"Kindergarten","Female",1713
"2017-2018",15,"Kindergarten","Male",1802
"2017-2018",15,"Grade  1","Female",1758
"2017-2018",15,"Grade  1","Male",1896
"2017-2018",15,"Grade  2","Female",1841
"2017-2018",15,"Grade  2","Male",1909
"2017-2018",15,"Grade  3","Female",1881
"2017-2018",15,"Grade  3","Male",2043
"2017-2018",15,"Grade  4","Female",1984
"2017-2018",15,"Grade  4","Male",2067
"2017-2018",15,"Grade  5","Female",1885
"2017-2018",15,"Grade  5","Male",1980
"2017-2018",15,"Grade  6","Female",1820
"2017-2018",15,"Grade  6","Male",1920
"2017-2018",15,"Grade  7","Female",1824
"2017-2018",15,"Grade  7","Male",1902
"2017-2018",15,"Grade  8","Female",1842
"2017-2018",15,"Grade  8","Male",1927
"2017-2018",15,"Grade  9","Female",1815
"2017-2018",15,"Grade  9","Male",1913
"2017-2018",15,"Grade 10","Female",1704
"2017-2018",15,"Grade 10","Male",1825
"2017-2018",15,"Grade 11","Female",1674
"2017-2018",15,"Grade 11","Male",1763
"2017-2018",15,"Grade 12","Female",1558
"2017-2018",15,"Grade 12","Male",1631
"2017-2018",16,"Early Education","Female",110
"2017-2018",16,"Early Education","Male",243
"2017-2018",16,"Pre-kindergarten","Female",2070
"2017-2018",16,"Pre-kindergarten","Male",2271
"2017-2018",16,"Kindergarten","Female",2964
"2017-2018",16,"Kindergarten","Male",3164
"2017-2018",16,"Grade  1","Female",3083
"2017-2018",16,"Grade  1","Male",3219
"2017-2018",16,"Grade  2","Female",3097
"2017-2018",16,"Grade  2","Male",3169
"2017-2018",16,"Grade  3","Female",3254
"2017-2018",16,"Grade  3","Male",3355
"2017-2018",16,"Grade  4","Female",3143
"2017-2018",16,"Grade  4","Male",3424
"2017-2018",16,"Grade  5","Female",3253
"2017-2018",16,"Grade  5","Male",3377
"2017-2018",16,"Grade  6","Female",3065
"2017-2018",16,"Grade  6","Male",3171
"2017-2018",16,"Grade  7","Female",3165
"2017-2018",16,"Grade  7","Male",3231
"2017-2018",16,"Grade  8","Female",3085
"2017-2018",16,"Grade  8","Male",3239
"2017-2018",16,"Grade  9","Female",3207
"2017-2018",16,"Grade  9","Male",3222
"2017-2018",16,"Grade 10","Female",2857
"2017-2018",16,"Grade 10","Male",3191
"2017-2018",16,"Grade 11","Female",2756
"2017-2018",16,"Grade 11","Male",2894
"2017-2018",16,"Grade 12","Female",2560
"2017-2018",16,"Grade 12","Male",2623
"2017-2018",17,"Early Education","Female",147
"2017-2018",17,"Early Education","Male",252
"2017-2018",17,"Pre-kindergarten","Female",2002
"2017-2018",17,"Pre-kindergarten","Male",1996
"2017-2018",17,"Kindergarten","Female",2920
"2017-2018",17,"Kindergarten","Male",3132
"2017-2018",17,"Grade  1","Female",2978
"2017-2018",17,"Grade  1","Male",3212
"2017-2018",17,"Grade  2","Female",3111
"2017-2018",17,"Grade  2","Male",3443
"2017-2018",17,"Grade  3","Female",3226
"2017-2018",17,"Grade  3","Male",3435
"2017-2018",17,"Grade  4","Female",3255
"2017-2018",17,"Grade  4","Male",3341
"2017-2018",17,"Grade  5","Female",3329
"2017-2018",17,"Grade  5","Male",3510
"2017-2018",17,"Grade  6","Female",3003
"2017-2018",17,"Grade  6","Male",3066
"2017-2018",17,"Grade  7","Female",3021
"2017-2018",17,"Grade  7","Male",3135
"2017-2018",17,"Grade  8","Female",2945
"2017-2018",17,"Grade  8","Male",3102
"2017-2018",17,"Grade  9","Female",3010
"2017-2018",17,"Grade  9","Male",3283
"2017-2018",17,"Grade 10","Female",2836
"2017-2018",17,"Grade 10","Male",2928
"2017-2018",17,"Grade 11","Female",2839
"2017-2018",17,"Grade 11","Male",2716
"2017-2018",17,"Grade 12","Female",2585
"2017-2018",17,"Grade 12","Male",2604
"2017-2018",18,"Early Education","Female",80
"2017-2018",18,"Early Education","Male",194
"2017-2018",18,"Pre-kindergarten","Female",1735
"2017-2018",18,"Pre-kindergarten","Male",1702
"2017-2018",18,"Kindergarten","Female",3533
"2017-2018",18,"Kindergarten","Male",3694
"2017-2018",18,"Grade  1","Female",3446
"2017-2018",18,"Grade  1","Male",3588
"2017-2018",18,"Grade  2","Female",3413
"2017-2018",18,"Grade  2","Male",3643
"2017-2018",18,"Grade  3","Female",3674
"2017-2018",18,"Grade  3","Male",3763
"2017-2018",18,"Grade  4","Female",3607
"2017-2018",18,"Grade  4","Male",3776
"2017-2018",18,"Grade  5","Female",3580
"2017-2018",18,"Grade  5","Male",3771
"2017-2018",18,"Grade  6","Female",3248
"2017-2018",18,"Grade  6","Male",3424
"2017-2018",18,"Grade  7","Female",3284
"2017-2018",18,"Grade  7","Male",3524
"2017-2018",18,"Grade  8","Female",3156
"2017-2018",18,"Grade  8","Male",3416
"2017-2018",18,"Grade  9","Female",3458
"2017-2018",18,"Grade  9","Male",3844
"2017-2018",18,"Grade 10","Female",2979
"2017-2018",18,"Grade 10","Male",3190
"2017-2018",18,"Grade 11","Female",2765
"2017-2018",18,"Grade 11","Male",2888
"2017-2018",18,"Grade 12","Female",2347
"2017-2018",18,"Grade 12","Male",2335
"2017-2018",19,"Early Education","Female",219
"2017-2018",19,"Early Education","Male",476
"2017-2018",19,"Pre-kindergarten","Female",4135
"2017-2018",19,"Pre-kindergarten","Male",4253
"2017-2018",19,"Kindergarten","Female",5630
"2017-2018",19,"Kindergarten","Male",5936
"2017-2018",19,"Grade  1","Female",5759
"2017-2018",19,"Grade  1","Male",6232
"2017-2018",19,"Grade  2","Female",5899
"2017-2018",19,"Grade  2","Male",6277
"2017-2018",19,"Grade  3","Female",6215
"2017-2018",19,"Grade  3","Male",6398
"2017-2018",19,"Grade  4","Female",6451
"2017-2018",19,"Grade  4","Male",6537
"2017-2018",19,"Grade  5","Female",6396
"2017-2018",19,"Grade  5","Male",6783
"2017-2018",19,"Grade  6","Female",6419
"2017-2018",19,"Grade  6","Male",6657
"2017-2018",19,"Grade  7","Female",6401
"2017-2018",19,"Grade  7","Male",6703
"2017-2018",19,"Grade  8","Female",6531
"2017-2018",19,"Grade  8","Male",6831
"2017-2018",19,"Grade  9","Female",7136
"2017-2018",19,"Grade  9","Male",7782
"2017-2018",19,"Grade 10","Female",6871
"2017-2018",19,"Grade 10","Male",7128
"2017-2018",19,"Grade 11","Female",6638
"2017-2018",19,"Grade 11","Male",6750
"2017-2018",19,"Grade 12","Female",6222
"2017-2018",19,"Grade 12","Male",6520
"2017-2018",20,"Early Education","Female",674
"2017-2018",20,"Early Education","Male",1617
"2017-2018",20,"Pre-kindergarten","Female",10050
"2017-2018",20,"Pre-kindergarten","Male",10218
"2017-2018",20,"Kindergarten","Female",15597
"2017-2018",20,"Kindergarten","Male",16488
"2017-2018",20,"Grade  1","Female",16345
"2017-2018",20,"Grade  1","Male",17098
"2017-2018",20,"Grade  2","Female",16713
"2017-2018",20,"Grade  2","Male",17508
"2017-2018",20,"Grade  3","Female",17139
"2017-2018",20,"Grade  3","Male",18662
"2017-2018",20,"Grade  4","Female",17884
"2017-2018",20,"Grade  4","Male",18782
"2017-2018",20,"Grade  5","Female",17961
"2017-2018",20,"Grade  5","Male",18948
"2017-2018",20,"Grade  6","Female",17110
"2017-2018",20,"Grade  6","Male",18026
"2017-2018",20,"Grade  7","Female",17332
"2017-2018",20,"Grade  7","Male",18128
"2017-2018",20,"Grade  8","Female",17441
"2017-2018",20,"Grade  8","Male",18267
"2017-2018",20,"Grade  9","Female",18458
"2017-2018",20,"Grade  9","Male",20158
"2017-2018",20,"Grade 10","Female",17358
"2017-2018",20,"Grade 10","Male",18206
"2017-2018",20,"Grade 11","Female",16370
"2017-2018",20,"Grade 11","Male",16889
"2017-2018",20,"Grade 12","Female",15163
"2017-2018",20,"Grade 12","Male",15337

STUDENT COUNTS LESS THAN 5 BUT NOT 0 AND RELATED INFORMATION ARE MASKED WITH ""-9999999"" IN COMPLIANCE WITH FERPA.

